cik10,candidate_symbols,company_name_as_filed,sector,symbol_source,ticker,started_at_utc,status,rows,first_observed_date,last_observed_date,history_file,uncompressed_sha256,compressed_sha256,error_type,error_message,completed_at_utc,first_eligible_decision,last_eligible_decision,history_overlaps_eligible_interval,issuer_period_probe_status
0001574963,WPT,"WORLD POINT TERMINALS, LP",energy,last_filing_instance_xbrl,WPT,2026-08-13T10:06:18.241458+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:18.373347+00:00,2016-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,False,no_free_history
0001575828,XPRO,EXPRO GROUP HOLDINGS N.V.,energy,last_filing_inline_xbrl,XPRO,2026-08-13T10:06:20.260547+00:00,ok,3270,2013-08-09 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/XPRO.csv.gz,59834566558b6404d631180c544b7e13f2d6a735c8b78cde93f6e3d1e1239958,657609639000ffd6456731d5738c527edd501dbd506141f0333fc18a6493d3af,,,2026-08-13T10:06:20.534104+00:00,2015-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001583744,ARCX,ARC LOGISTICS PARTNERS LP,energy,last_filing_instance_xbrl,ARCX,2026-08-13T10:04:54.761731+00:00,ok,295,2025-06-10 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/ARCX.csv.gz,408a16b49d74069eede3827838db3fb19190b8b6e1be55073240017042bb4d4c,f41aeb511e56cb602e4ba258bb5932959798be4dcb028e42f1bb62a03135bd02,,,2026-08-13T10:04:54.918542+00:00,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0001588238,RICE,RICE ENERGY INC.,energy,last_filing_instance_xbrl,RICE,2026-08-13T10:05:57.540540+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:57.816563+00:00,2016-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,no_free_history
0001594466,PE,"PARSLEY ENERGY, INC.",energy,last_filing_inline_xbrl,PE,2026-08-13T10:05:50.547648+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:50.798078+00:00,2016-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001597131,GLRI,GLORI ENERGY INC.,energy,last_filing_instance_xbrl,GLRI,2026-08-13T10:05:23.812276+00:00,ok,3484,2012-10-01 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/GLRI.csv.gz,46af542acdad9f1808f716d5c7afafd36e595a1e45905e195da440533be55c81,309f52c6ab44118d7fbde1db24de4f5a3c8c5d595083841137295e67571d5a79,,,2026-08-13T10:05:24.111717+00:00,2015-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0001599222,MRD,MEMORIAL RESOURCE DEVELOPMENT CORP.,energy,last_filing_instance_xbrl,MRD,2026-08-13T10:05:42.788817+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:42.997666+00:00,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0001600470,MR,MONTAGE RESOURCES CORP,energy,last_filing_inline_xbrl,MR,2026-08-13T10:05:42.591552+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:42.788796+00:00,2016-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001615817,CJ,"C&J ENERGY SERVICES, INC.",energy,last_filing_inline_xbrl,CJ,2026-08-13T10:05:05.769897+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:05.982157+00:00,2015-07-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,False,no_free_history
0001623595,ATLS,"ATLAS ENERGY GROUP, LLC",energy,last_filing_instance_xbrl,ATLS,2026-08-13T10:04:56.374761+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:56.627806+00:00,2016-07-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,no_free_history
0001637558,CCR,CONSOL COAL RESOURCES LP,energy,last_filing_inline_xbrl,CCR,2026-08-13T10:05:03.873768+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:04.135314+00:00,2018-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001652133,OMP,OASIS MIDSTREAM PARTNERS LP,energy,last_filing_inline_xbrl,OMP,2026-08-13T10:05:48.815761+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:49.016039+00:00,2019-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,no_free_history
0001685715,JAG,JAGGED PEAK ENERGY INC.,energy,last_filing_inline_xbrl,JAG,2026-08-13T10:05:32.114921+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:32.309663+00:00,2019-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,no_free_history
0001688476,NEX,NEXTIER OILFIELD SOLUTIONS INC.,energy,last_filing_inline_xbrl,NEX,2026-08-13T10:05:46.923402+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:47.188152+00:00,2019-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0001705873,BRY,BERRY CORP (BRY),energy,last_filing_inline_xbrl,BRY,2026-08-13T10:05:01.578990+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:01.785001+00:00,2022-07-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0001725526,HPR,HIGHPOINT RESOURCES CORP,energy,last_filing_inline_xbrl,HPR,2026-08-13T10:05:26.696008+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:26.889650+00:00,2018-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0001745797,MNRL,"BRIGHAM MINERALS, INC.",energy,last_filing_inline_xbrl,MNRL,2026-08-13T10:05:41.176210+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:41.424376+00:00,2021-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,no_free_history
0001865187,ARIS,"ARIS WATER SOLUTIONS, INC.",energy,last_filing_inline_xbrl,ARIS,2026-08-13T10:04:55.125558+00:00,ok,3984,2010-10-08 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/ARIS.csv.gz,09d301a49e5247c503ce6b881a4d46ad46c33cd56959ca0d6232ab4e2c5faea5,e9fe5795a10b01d6f9fe0a0b62249f73a7e587f7ce6c70220c95b7f65752ffa0,,,2026-08-13T10:04:55.453722+00:00,2023-04-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000006284,ALOG,ANALOGIC CORP,technology,last_filing_instance_xbrl,ALOG,2026-08-13T10:04:52.227155+00:00,ok,10898,1973-01-03 00:00:00+00:00,2018-06-29 00:00:00+00:00,histories/ALOG.csv.gz,090936f9e5ee46d7ba521602cdc273943833ce1756642cab4ddd59ecc6167096,b1493d0d300dd60a742b8493c6b9295dedb76a35267cd7ccdb8f1c68ca6a8374,,,2026-08-13T10:04:52.776126+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000023111,CTG,COMPUTER TASK GROUP INC,technology,last_filing_inline_xbrl,CTG,2026-08-13T10:05:09.374749+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:09.577720+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0000026076,CUB,CUBIC CORP /DE/,technology,last_filing_inline_xbrl,CUB,2026-08-13T10:05:10.226679+00:00,ok,501,2024-08-12 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/CUB.csv.gz,b599a5c35229426e33fc3d6d540c6fb75bf8f2aaaec8ca76ba68cc5a175bd7d3,6688fbed0f083303e4c846a674d24fc3a989731f46ddbc29ff795f64b56e6d6f,,,2026-08-13T10:05:10.451333+00:00,2012-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000033619,ESL,ESTERLINE TECHNOLOGIES CORP,technology,last_filing_instance_xbrl,ESL,2026-08-13T10:05:18.439195+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:18.632869+00:00,2012-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,False,no_free_history
0000036047,CLGX,"CORELOGIC, INC.",technology,last_filing_inline_xbrl,CLGX,2026-08-13T10:05:06.233121+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:06.477936+00:00,2012-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,False,no_free_history
0000067279,MOCO,MOCON INC,technology,last_filing_instance_xbrl,MOCO,2026-08-13T10:05:41.881701+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:42.018378+00:00,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,False,no_free_history
0000067472,MOLX,MOLEX INC,technology,last_filing_instance_xbrl,MOLX,2026-08-13T10:05:42.223838+00:00,ok,10317,1973-01-02 00:00:00+00:00,2013-12-09 00:00:00+00:00,histories/MOLX.csv.gz,3511d54dc752832f4363ce4f1ade85e33ad698284496f01838d9bb49b9de181c,56006d0c745f1962acd9541aeb34a3dfab2f633f59ee9b0266288c5e4a55c63e,,,2026-08-13T10:05:42.591541+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000068709,MTSC,MTS SYSTEMS CORP,technology,last_filing_inline_xbrl,MTSC,2026-08-13T10:05:44.846387+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:45.092279+00:00,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,False,no_free_history
0000082628,SYMM,SYMMETRICOM INC,technology,last_filing_instance_xbrl,SYMM,2026-08-13T10:06:09.494426+00:00,ok,8943,1978-06-02 00:00:00+00:00,2013-11-27 00:00:00+00:00,histories/SYMM.csv.gz,82c8098108c27c5dc554e359565a185d497f77eee0fa7c7da11860b5f0d86557,9f2ceb78b41247b8ccab467c4289e4dd99424e4aeeb79a9c2279b616423f57c7,,,2026-08-13T10:06:09.852724+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000088790,IIN,INTRICON CORP,technology,last_filing_inline_xbrl,IIN,2026-08-13T10:05:27.966041+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:28.253081+00:00,2019-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0000089270,SLI,SL INDUSTRIES INC,technology,last_filing_instance_xbrl,SLI,2026-08-13T10:06:02.644316+00:00,ok,2121,2018-03-06 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SLI.csv.gz,d11046a36af8b5ccc1d569e4195cf042924a6a8c79200cf77276c238bedc57cf,f1d5161826b476edb55f929636586767aea73612ed28fae526cd1b084d4d22ad,,,2026-08-13T10:06:02.885489+00:00,2016-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000108772,XRX,XEROX CORP,technology,last_filing_inline_xbrl,XRX,2026-08-13T10:06:20.534113+00:00,ok,16261,1962-01-02 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/XRX.csv.gz,3bdcf07451c037120d6d1eab17faee0b8910078580482084b1cd7a135d848430,3d8470d14da709254d0205f967350ad9f79906e4c16e70636acc933a7082268f,,,2026-08-13T10:06:21.306153+00:00,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000310568,MSCC,MICROSEMI CORP,technology,last_filing_instance_xbrl,MSCC,2026-08-13T10:05:43.477305+00:00,ok,9321,1981-03-27 00:00:00+00:00,2018-05-29 00:00:00+00:00,histories/MSCC.csv.gz,abab988357515d8c6e03bd42ebc8157e908a9c8e879ea09fd5271080e0e1d4c2,85c9676cedd4f4db035ee5e28b051556193bc64dcfb8aeefc395670c962cf105,,,2026-08-13T10:05:43.857141+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000317771,TLAB,TELLABS INC,technology,last_filing_instance_xbrl,TLAB,2026-08-13T10:06:11.150321+00:00,ok,8423,1980-07-15 00:00:00+00:00,2013-12-03 00:00:00+00:00,histories/TLAB.csv.gz,b7982d917e5638e3fce58092bdb0af6f51acc38b5d21451cc42552c949dcb6ff,bf09b202d2b72fb8805755e28a622e90d6092a9a0f46f5b89875ab1e5904a7c9,,,2026-08-13T10:06:11.555964+00:00,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000320340,INS,INTELLIGENT SYSTEMS CORP,technology,last_filing_instance_xbrl,INS,2026-08-13T10:05:30.151779+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:30.414405+00:00,2020-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,no_free_history
0000350868,ITI,"ITERIS, INC.",technology,last_filing_inline_xbrl,ITI,2026-08-13T10:05:31.715174+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:31.984185+00:00,2017-07-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0000350917,ELX,EMULEX CORP /DE/,technology,last_filing_instance_xbrl,ELX,2026-08-13T10:05:16.062140+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:16.257988+00:00,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,False,no_free_history
0000354908,FLIR,FLIR SYSTEMS INC,technology,last_filing_inline_xbrl,FLIR,2026-08-13T10:05:21.437953+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:21.637700+00:00,2012-04-01 00:00:00+00:00,2022-07-01 00:00:00+00:00,False,no_free_history
0000357020,XCRA,XCERRA CORP,technology,last_filing_instance_xbrl,XCRA,2026-08-13T10:06:18.693139+00:00,ok,9229,1982-02-02 00:00:00+00:00,2018-10-01 00:00:00+00:00,histories/XCRA.csv.gz,6c785487cbddacd45fecda986d51553416ae417a6a63c1917b44cf83407fb9ba,3305e480f87d2c29ef9ad7d6553941d13ea2d1a5fadc2ba45fc67c0b194d2cb9,,,2026-08-13T10:06:19.038106+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000701811,MENT,MENTOR GRAPHICS CORP,technology,last_filing_instance_xbrl,MENT,2026-08-13T10:05:38.214342+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:38.347030+00:00,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,no_free_history
0000703360,LSI,LSI CORP,technology,last_filing_instance_xbrl,LSI,2026-08-13T10:05:35.467508+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:35.731840+00:00,2012-04-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,False,no_free_history
0000708818,NXGN,"NEXTGEN HEALTHCARE, INC.",technology,last_filing_inline_xbrl,NXGN,2026-08-13T10:05:48.082446+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:48.361112+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0000713425,LGTY,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",technology,last_filing_inline_xbrl,LGTY,2026-08-13T10:05:34.211725+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:34.419145+00:00,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,False,no_free_history
0000718877,ATVI,"ACTIVISION BLIZZARD, INC.",technology,last_filing_inline_xbrl,ATVI,2026-08-13T10:04:56.795339+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:56.997314+00:00,2012-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,False,no_free_history
0000727207,AXDX,"ACCELERATE DIAGNOSTICS, INC",technology,last_filing_inline_xbrl,AXDX,2026-08-13T10:04:59.133870+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:59.417970+00:00,2014-07-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,False,no_free_history
0000730000,SUPX,SUPERTEX INC,technology,last_filing_instance_xbrl,SUPX,2026-08-13T10:06:08.375162+00:00,ok,581,2024-04-17 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SUPX.csv.gz,3e1b76537e15725f9ac8eff24a332aa10afc9a9b38feb701cf81deb319cc92ca,1ef619aec5796de32847b0f9239f8db4b9350560a9f29d3dcbbb24b2971a644a,,,2026-08-13T10:06:08.528942+00:00,2012-04-01 00:00:00+00:00,2015-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000730255,CAMP,CALAMP CORP.,technology,last_filing_inline_xbrl,CAMP,2026-08-13T10:05:02.455484+00:00,ok,458,2024-10-11 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/CAMP.csv.gz,0be1b2356e22bf8007ec1f4c22ac1ffb53795670290ff614a56073a9a12755dc,a292b7f7204ad5774112d7c8bc8a4a0721da81b437ff0dc024455c13988fcf20,,,2026-08-13T10:05:02.650708+00:00,2012-07-01 00:00:00+00:00,2025-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000743316,MXIM,MAXIM INTEGRATED PRODUCTS INC,technology,last_filing_inline_xbrl,MXIM,2026-08-13T10:05:45.296550+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:45.553090+00:00,2012-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,False,no_free_history
0000743988,XLNX,XILINX INC,technology,last_filing_inline_xbrl,XLNX,2026-08-13T10:06:19.292425+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:19.499270+00:00,2012-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,False,no_free_history
0000753568,EXAR,EXAR CORP,technology,last_filing_instance_xbrl,EXAR,2026-08-13T10:05:19.999994+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:20.139291+00:00,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,False,no_free_history
0000767920,PMCS,PMC SIERRA INC,technology,last_filing_instance_xbrl,PMCS,2026-08-13T10:05:51.981757+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.126108+00:00,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,no_free_history
0000772897,HTCH,HUTCHINSON TECHNOLOGY INC,technology,last_filing_instance_xbrl,HTCH,2026-08-13T10:05:26.889658+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:27.063587+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,no_free_history
0000778734,MEAS,MEASUREMENT SPECIALTIES INC,technology,last_filing_instance_xbrl,MEAS,2026-08-13T10:05:37.993082+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:38.214323+00:00,2012-04-01 00:00:00+00:00,2015-10-01 00:00:00+00:00,False,no_free_history
0000790070,EMC,EMC CORP,technology,last_filing_instance_xbrl,EMC,2026-08-13T10:05:16.258035+00:00,ok,813,2023-05-15 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/EMC.csv.gz,67379581c50b0a80bc276ddac2d02d435b9c43cf86958e8e047fa48c6a962e9d,2268e77738e1a006c181de549cff8ab1746917ad9e4571e2802880b22b732c94,,,2026-08-13T10:05:16.438441+00:00,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000790703,TECD,TECH DATA CORP,technology,last_filing_inline_xbrl,TECD,2026-08-13T10:06:10.906052+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:11.150289+00:00,2012-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,no_free_history
0000790715,SIGM,SIGMA DESIGNS INC,technology,last_filing_instance_xbrl,SIGM,2026-08-13T10:06:02.076505+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:02.330665+00:00,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,False,no_free_history
0000791915,CY,CYPRESS SEMICONDUCTOR CORP /DE/,technology,last_filing_inline_xbrl,CY,2026-08-13T10:05:11.672208+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:11.997312+00:00,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,False,no_free_history
0000800459,HAR,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,technology,last_filing_instance_xbrl,HAR,2026-08-13T10:05:25.176435+00:00,ok,2285,2013-01-17 00:00:00+00:00,2022-03-02 00:00:00+00:00,histories/HAR.csv.gz,97c165e80431d7a429e416564f0f747b5ba5e312434264c39de1b1ce12ea8d5a,8e443f520dc64b1c92aff0b1972ab48303acf5cd3ae722425c3382a179b77dea,,,2026-08-13T10:05:25.388669+00:00,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000804753,CERN,CERNER CORP,technology,last_filing_inline_xbrl,CERN,2026-08-13T10:05:04.135352+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:04.338759+00:00,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,False,no_free_history
0000808326,EMKR,EMCORE CORP,technology,last_filing_inline_xbrl,EMKR,2026-08-13T10:05:16.438451+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:16.714576+00:00,2012-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,False,no_free_history
0000814549,EBIX,EBIX INC,technology,last_filing_inline_xbrl,EBIX,2026-08-13T10:05:14.301610+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:14.501783+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
0000825410,LDR,LANDAUER INC,technology,last_filing_instance_xbrl,LDR,2026-08-13T10:05:34.081659+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:34.211693+00:00,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,False,no_free_history
0000830916,MFLX,MULTI FINELINE ELECTRONIX INC,technology,last_filing_instance_xbrl,MFLX,2026-08-13T10:05:38.530555+00:00,ok,2479,2016-09-29 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/MFLX.csv.gz,1d13efd15336a61f5a1751fc566d86b1f565aa817969188a3cdb96436d3797a0,96ec903bd6fc1ccb828cc0f37bd4e86af4c65861d1f58ce72174dd643a8f7107,,,2026-08-13T10:05:38.804107+00:00,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000855612,ZIXI,ZIX CORP,technology,last_filing_inline_xbrl,ZIXI,2026-08-13T10:06:21.998100+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:06:22.254343+00:00,2012-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,False,no_free_history
0000859163,AVX,AVX CORP,technology,last_filing_inline_xbrl,AVX,2026-08-13T10:04:58.183969+00:00,ok,1279,2021-07-08 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/AVX.csv.gz,fb4eeed1a225e16c8174dbe7d10f03ba5a338ca9851c9f0d1b731d64239657d8,764b5517744973918bda161d814595821b2651349f2b842e253a03d380efd70b,,,2026-08-13T10:04:58.404184+00:00,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000864559,CSCD,CASCADE MICROTECH INC,technology,last_filing_instance_xbrl,CSCD,2026-08-13T10:05:08.327474+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:08.463737+00:00,2015-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,False,no_free_history
0000867374,EFII,ELECTRONICS FOR IMAGING INC,technology,last_filing_instance_xbrl,EFII,2026-08-13T10:05:15.633950+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:15.861152+00:00,2012-04-01 00:00:00+00:00,2020-07-01 00:00:00+00:00,False,no_free_history
0000867773,SPWR,SUNPOWER CORP,technology,last_filing_inline_xbrl,SPWR,2026-08-13T10:06:05.473710+00:00,ok,905,2023-01-03 00:00:00+00:00,2026-08-12 00:00:00+00:00,histories/SPWR.csv.gz,4bf795817f256c84999bd0f82c2420f02136d8f8b68ad2ddfb28ac8ea8009aa8,bec090827119035c51db4ec3cb166b1668fe8b4d47d9a7513413f2b3ed7a1b12,,,2026-08-13T10:06:05.648688+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,history_overlaps_eligible_period
0000870753,NMRX,NUMEREX CORP /PA/,technology,last_filing_instance_xbrl,NMRX,2026-08-13T10:05:47.339805+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:47.470098+00:00,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,False,no_free_history
0000877890,CTXS,CITRIX SYSTEMS INC,technology,last_filing_inline_xbrl,CTXS,2026-08-13T10:05:10.028202+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:10.226650+00:00,2012-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,False,no_free_history
0000880177,PSMI,PEREGRINE SEMICONDUCTOR CORP,technology,last_filing_instance_xbrl,PSMI,2026-08-13T10:05:53.633891+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:53.773663+00:00,2014-04-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,False,no_free_history
0000887226,PRCP,PERCEPTRON INC/MI,technology,last_filing_inline_xbrl,PRCP,2026-08-13T10:05:52.368238+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:52.559405+00:00,2014-10-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,no_free_history
0000887730,KEM,KEMET CORP,technology,last_filing_inline_xbrl,KEM,2026-08-13T10:05:33.036008+00:00,ok,441,2023-08-24 00:00:00+00:00,2025-05-28 00:00:00+00:00,histories/KEM.csv.gz,9afb44463e2d095fbaa8a2f21f1891d8b555a3fb55c45e202566dfd4f8dc0a1f,f3c52184bcef529edf000dc7e823c3feff34f476c9e27c034590b5bb48997185,,,2026-08-13T10:05:33.232760+00:00,2012-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,False,history_outside_eligible_period_possible_ticker_reuse
0000890264,EXA,EXA CORP,technology,last_filing_instance_xbrl,EXA,2026-08-13T10:05:19.863715+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:19.999955+00:00,2014-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,False,no_free_history
0000896429,CTLP,"CANTALOUPE, INC.",technology,last_filing_inline_xbrl,CTLP,2026-08-13T10:05:09.577745+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:05:09.777963+00:00,2017-01-01 00:00:00+00:00,2026-07-01 00:00:00+00:00,False,no_free_history
0000896841,AVID,"AVID TECHNOLOGY, INC.",technology,last_filing_inline_xbrl,AVID,2026-08-13T10:04:57.696781+00:00,failed,0,,,,,,RuntimeError,empty history,2026-08-13T10:04:57.980587+00:00,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,no_free_history
