decision_at,adsh,cik10,company_name_as_filed,sic,sector,form,afs,filing_date,available_at,period,fy,fp,source_quarter,filing_age_days,current_tickers,current_exchanges,identity_status,candidate_symbols,symbol_source,symbol_count,collision_flag,single_symbol_usable_for_price_probe,free_execution_price_available
2012-10-01 00:00:00+00:00,0001193125-12-379554,0001057083,PC TEL INC,3663,technology,10-Q/A,2-ACC,2012-09-05,2012-09-06 00:00:00+00:00,20120630,2012,Q2,2012Q3,25.0,,,former_or_unmapped,PCTI,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-378894,0001058057,MARVELL TECHNOLOGY GROUP LTD,3674,technology,10-Q,1-LAF,2012-09-04,2012-09-05 00:00:00+00:00,20120731,2012,Q2,2012Q3,26.0,,,former_or_unmapped,MRVL,last_filing_inline_xbrl,1,True,False,False
2012-10-01 00:00:00+00:00,0001062047-12-000010,0001062047,CONVERGYS CORP,7373,technology,10-Q,1-LAF,2012-07-31,2012-08-01 00:00:00+00:00,20120630,2012,Q2,2012Q3,61.0,,,former_or_unmapped,CVG,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-337826,0001062478,ACTUATE CORP,7372,technology,10-Q,2-ACC,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,BIRT,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-329129,0001068875,"BLUCORA, INC.",7374,technology,10-Q,2-ACC,2012-08-01,2012-08-02 00:00:00+00:00,20120630,2012,Q2,2012Q3,60.0,,,former_or_unmapped,BCOR,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-369412,0001073349,BOTTOMLINE TECHNOLOGIES INC /DE/,7372,technology,10-K,1-LAF,2012-08-27,2012-08-28 00:00:00+00:00,20120630,2012,FY,2012Q3,34.0,,,former_or_unmapped,EPAY,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001144204-12-050384,0001076682,MAJESCO ENTERTAINMENT CO,7372,technology,10-Q,2-ACC,2012-09-10,2012-09-11 00:00:00+00:00,20120731,2012,Q3,2012Q3,20.0,,,former_or_unmapped,COOL,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001080099-12-000019,0001080099,INFORMATICA CORP,7372,technology,10-Q,1-LAF,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,INFA,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-299922,0001081078,API TECHNOLOGIES CORP.,3674,technology,10-Q/A,2-ACC,2012-07-11,2012-07-12 00:00:00+00:00,20120531,2012,Q2,2012Q3,81.0,,,former_or_unmapped,ATNY,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-225737,0001082506,"UNWIRED PLANET, INC.",7372,technology,10-Q,2-ACC,2012-05-10,2012-05-11 00:00:00+00:00,20120331,2012,Q3,2012Q2,143.0,,,former_or_unmapped,GEC,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-347266,0001082526,SCIQUEST INC,7372,technology,10-Q,2-ACC,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,SQI,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-337068,0001084755,ARIBA INC,7372,technology,10-Q,1-LAF,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q3,2012Q3,55.0,,,former_or_unmapped,ARBA,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001085869-12-000039,0001085869,PERFICIENT INC,7371,technology,10-Q,2-ACC,2012-08-02,2012-08-03 00:00:00+00:00,20120630,2012,Q2,2012Q3,59.0,,,former_or_unmapped,PRFT,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-347980,0001088033,QUEST SOFTWARE INC,7372,technology,10-Q,1-LAF,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,QSFT,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-245100,0001092367,SYCAMORE NETWORKS INC,3661,technology,10-Q,2-ACC,2012-05-23,2012-05-24 00:00:00+00:00,20120430,2012,Q3,2012Q2,130.0,,,former_or_unmapped,SCMR,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001144204-12-048140,0001095291,"WEB.COM GROUP, INC.",7372,technology,10-Q/A,2-ACC,2012-08-27,2012-08-28 00:00:00+00:00,20120630,2012,Q2,2012Q3,34.0,,,former_or_unmapped,WEB,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-334857,0001096325,INTERSIL CORP/DE,3674,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,ISIL,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-343017,0001100969,"ASIAINFO-LINKAGE, INC",7372,technology,10-Q,1-LAF,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,ASIA,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-344001,0001101169,VIASYSTEMS GROUP INC,3672,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,VIAS,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-341207,0001102741,"STEC, INC.",3572,technology,10-Q,1-LAF,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,STEC,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001102934-12-000036,0001102934,CABOT MICROELECTRONICS CORP,3674,technology,10-Q,1-LAF,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q3,2012Q3,53.0,,,former_or_unmapped,CCMP,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-002015,0001104042,ADVANCED ANALOGIC TECHNOLOGIES INC,3674,technology,10-Q,2-ACC,2012-01-04,2012-01-05 00:00:00+00:00,20110930,2011,Q3,2012Q1,270.0,,,former_or_unmapped,AATI,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-342513,0001104188,SOHU COM INC,7374,technology,10-Q,1-LAF,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,SOHU,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-390747,0001110647,"OCLARO, INC.",3674,technology,10-K,2-ACC,2012-09-13,2012-09-14 00:00:00+00:00,20120630,2012,FY,2012Q3,17.0,,,former_or_unmapped,OCLR,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-338036,0001111665,TELECOMMUNICATION SYSTEMS INC /FA/,7372,technology,10-Q,2-ACC,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,TSYS,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001114714-12-000021,0001114714,KENEXA CORP,7372,technology,10-Q,2-ACC,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,KNXA,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001117106-12-000024,0001117106,NETSUITE INC,7372,technology,10-Q,1-LAF,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,N,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001124610-12-000021,0001124610,"VMWARE, INC.",7372,technology,10-Q,1-LAF,2012-08-02,2012-08-03 00:00:00+00:00,20120630,2012,Q2,2012Q3,59.0,,,former_or_unmapped,VMW,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-347680,0001124804,"ALLSCRIPTS HEALTHCARE SOLUTIONS, INC.",7373,technology,10-Q,1-LAF,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,MDRX,last_filing_inline_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-338097,0001130258,ACME PACKET INC,3576,technology,10-Q,1-LAF,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,APKT,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001104659-12-054147,0001131554,SYNCHRONOSS TECHNOLOGIES INC,7371,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,SNCR,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-089437,0001134203,TALEO CORP,7372,technology,10-K,1-LAF,2012-02-29,2012-03-01 00:00:00+00:00,20111231,2011,FY,2012Q1,214.0,,,former_or_unmapped,TLEO,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-340228,0001138639,INFINERA CORP,3661,technology,10-Q,2-ACC,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,INFN,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-337080,0001141107,ARRIS GROUP INC,3663,technology,10-Q,1-LAF,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,ARRS,last_filing_instance_xbrl,1,True,False,False
2012-10-01 00:00:00+00:00,0001193125-12-343678,0001160958,INPHI CORP,3674,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,IPHI,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001166388-12-000028,0001166388,VERINT SYSTEMS INC,7373,technology,10-Q,1-LAF,2012-09-06,2012-09-07 00:00:00+00:00,20120731,2012,Q2,2012Q3,24.0,,,former_or_unmapped,VRNT,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001104659-12-055911,0001167294,MERU NETWORKS INC,3576,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,MERU,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-341136,0001169445,COMPUTER PROGRAMS & SYSTEMS INC,7371,technology,10-Q,2-ACC,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,TBRG,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-375757,0001170534,MITEL NETWORKS CORP,3663,technology,10-Q,2-ACC,2012-08-30,2012-08-31 00:00:00+00:00,20120731,2013,Q1,2012Q3,31.0,,,former_or_unmapped,MITL,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-263555,0001173752,"ARUBA NETWORKS, INC.",3577,technology,10-Q,1-LAF,2012-06-07,2012-06-08 00:00:00+00:00,20120430,2012,Q3,2012Q2,115.0,,,former_or_unmapped,ARUN,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-334429,0001175609,"CAVIUM, INC.",3674,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,CAVM,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001104659-12-052504,0001207074,VIRTUSA CORP,7371,technology,10-Q,2-ACC,2012-07-31,2012-08-01 00:00:00+00:00,20120630,2013,Q1,2012Q3,61.0,,,former_or_unmapped,VRTU,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-344079,0001224370,"MINDSPEED TECHNOLOGIES, INC",3674,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q3,2012Q3,53.0,,,former_or_unmapped,MSPD,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-347554,0001227930,ENTROPIC COMMUNICATIONS INC,3674,technology,10-Q,1-LAF,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,ENTR,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-341692,0001244937,ENERNOC INC,7370,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,ENOC,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-335204,0001254419,MEDASSETS INC,7372,technology,10-Q,1-LAF,2012-08-06,2012-08-07 00:00:00+00:00,20120630,2012,Q2,2012Q3,55.0,,,former_or_unmapped,MDAS,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-335096,0001261694,TESSERA TECHNOLOGIES INC,3674,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,TSRA,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-341141,0001286225,REALPAGE INC,7372,technology,10-Q,1-LAF,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,RP,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001062993-12-001771,0001301843,QUANTUM SOLAR POWER CORP.,7372,technology,10-Q,2-ACC,2012-05-15,2012-05-16 00:00:00+00:00,20120331,2012,Q3,2012Q2,138.0,,,former_or_unmapped,QSPW,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-334811,0001305294,QLIK TECHNOLOGIES INC,7372,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,QLIK,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001312073-12-000043,0001312073,"VERIFONE SYSTEMS, INC.",3578,technology,10-Q,1-LAF,2012-09-10,2012-09-11 00:00:00+00:00,20120731,2012,Q3,2012Q3,20.0,,,former_or_unmapped,PAY,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-329038,0001334478,"NCI, INC.",7373,technology,10-Q,2-ACC,2012-08-01,2012-08-02 00:00:00+00:00,20120630,2012,Q2,2012Q3,60.0,,,former_or_unmapped,NCIT,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001062993-12-002666,0001350684,"CHINA INFORMATION TECHNOLOGY, INC.",7372,technology,10-Q,2-ACC,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,CNIT,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001104659-12-056216,0001351285,ROSETTA STONE INC,7372,technology,10-Q,2-ACC,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,RST,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-298730,0001355128,OCZ TECHNOLOGY GROUP INC,3572,technology,10-Q,2-ACC,2012-07-10,2012-07-11 00:00:00+00:00,20120531,2012,Q1,2012Q3,82.0,,,former_or_unmapped,OCZ,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001104659-12-054182,0001356104,"MELLANOX TECHNOLOGIES, LTD.",3674,technology,10-Q,1-LAF,2012-08-03,2012-08-04 00:00:00+00:00,20120630,2012,Q2,2012Q3,58.0,,,former_or_unmapped,MLNX,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001357326-12-000009,0001357326,"RIVERBED TECHNOLOGY, INC.",3576,technology,10-Q,1-LAF,2012-07-27,2012-07-28 00:00:00+00:00,20120630,2012,Q2,2012Q3,65.0,,,former_or_unmapped,RVBD,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-347388,0001366246,GLU MOBILE INC,7371,technology,10-Q,2-ACC,2012-08-09,2012-08-10 00:00:00+00:00,20120630,2012,Q2,2012Q3,52.0,,,former_or_unmapped,GLUU,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-369972,0001383729,"FUSION-IO, INC.",3572,technology,10-K,1-LAF,2012-08-27,2012-08-28 00:00:00+00:00,20120630,2012,FY,2012Q3,34.0,,,former_or_unmapped,FIO,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-319815,0001385292,MONOTYPE IMAGING HOLDINGS INC.,7371,technology,10-Q,2-ACC,2012-07-27,2012-07-28 00:00:00+00:00,20120630,2012,Q2,2012Q3,65.0,,,former_or_unmapped,TYPE,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001392972-12-000014,0001392972,"PROS HOLDINGS, INC.",7371,technology,10-Q,2-ACC,2012-08-02,2012-08-03 00:00:00+00:00,20120630,2012,Q2,2012Q3,59.0,,,former_or_unmapped,PRO,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-342942,0001410172,"RUBICON TECHNOLOGY, INC.",3674,technology,10-Q,2-ACC,2012-08-08,2012-08-09 00:00:00+00:00,20120630,2012,Q2,2012Q3,53.0,,,former_or_unmapped,RBCN,last_filing_instance_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-315667,0001420302,"LOGMEIN, INC.",7372,technology,10-Q,2-ACC,2012-07-26,2012-07-27 00:00:00+00:00,20120630,2012,Q2,2012Q3,66.0,,,former_or_unmapped,LOGM,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-328844,0001428669,"SOLARWINDS, INC.",7372,technology,10-Q,1-LAF,2012-08-01,2012-08-02 00:00:00+00:00,20120630,2012,Q2,2012Q3,60.0,,,former_or_unmapped,SWI,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-324592,0001438231,DIGIMARC CORP,7373,technology,10-Q,2-ACC,2012-07-31,2012-08-01 00:00:00+00:00,20120630,2012,Q2,2012Q3,61.0,,,former_or_unmapped,DMRC,last_filing_inline_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001193125-12-338501,0001453814,"MEDIDATA SOLUTIONS, INC.",7372,technology,10-Q,2-ACC,2012-08-07,2012-08-08 00:00:00+00:00,20120630,2012,Q2,2012Q3,54.0,,,former_or_unmapped,MDSO,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-332059,0001469433,ANCESTRY.COM INC.,7374,technology,10-Q,1-LAF,2012-08-02,2012-08-03 00:00:00+00:00,20120630,2012,Q2,2012Q3,59.0,,,former_or_unmapped,ACOM,last_filing_instance_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001193125-12-385100,0001474439,"TELENAV, INC.",3812,technology,10-K,2-ACC,2012-09-07,2012-09-08 00:00:00+00:00,20120630,2012,FY,2012Q3,23.0,,,former_or_unmapped,TNAV,last_filing_inline_xbrl,1,False,True,False
2012-10-01 00:00:00+00:00,0001144204-12-042161,0001487101,KEYW HOLDING CORP,7373,technology,10-Q,2-ACC,2012-08-01,2012-08-02 00:00:00+00:00,20120630,2012,Q2,2012Q3,60.0,,,former_or_unmapped,KEYW,last_filing_inline_xbrl,1,False,True,True
2012-10-01 00:00:00+00:00,0001144204-12-052047,0001487990,AEROFLEX HOLDING CORP.,3674,technology,10-K/A,2-ACC,2012-09-19,2012-09-20 00:00:00+00:00,20120630,2012,FY,2012Q3,11.0,,,former_or_unmapped,ARX,last_filing_instance_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-460034,0000004447,HESS CORP,2911,energy,10-Q,1-LAF,2012-11-08,2012-11-09 00:00:00+00:00,20120930,2012,Q3,2012Q4,53.0,,,former_or_unmapped,HES,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000007039-12-000031,0000007039,ARABIAN AMERICAN DEVELOPMENT CO,2911,energy,10-Q,2-ACC,2012-11-08,2012-11-09 00:00:00+00:00,20120930,2012,Q3,2012Q4,53.0,,,former_or_unmapped,TREC,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000007332-12-000033,0000007332,SOUTHWESTERN ENERGY CO,1311,energy,10-Q,1-LAF,2012-11-01,2012-11-02 00:00:00+00:00,20120930,2012,Q3,2012Q4,60.0,,,former_or_unmapped,SWN,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000008411-12-000066,0000008411,ATWOOD OCEANICS INC,1381,energy,10-K,1-LAF,2012-11-19,2012-11-20 00:00:00+00:00,20120930,2012,FY,2012Q4,42.0,,,former_or_unmapped,ATW,last_filing_instance_xbrl,1,False,True,True
2013-01-01 00:00:00+00:00,0000034088-12-000050,0000034088,EXXON MOBIL CORP,2911,energy,10-Q,1-LAF,2012-11-06,2012-11-07 00:00:00+00:00,20120930,2012,Q3,2012Q4,55.0,,,former_or_unmapped,XOM|XOM28|XOM32|XOM39A,last_filing_inline_xbrl,4,False,False,False
2013-01-01 00:00:00+00:00,0000048039-12-000062,0000048039,HOLLYFRONTIER CORP,2911,energy,10-Q,1-LAF,2012-11-08,2012-11-09 00:00:00+00:00,20120930,2012,Q3,2012Q4,53.0,,,former_or_unmapped,HFC,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000061398-12-000052,0000061398,MAGELLAN PETROLEUM CORP /DE/,1311,energy,10-Q,2-ACC,2012-11-09,2012-11-10 00:00:00+00:00,20120930,2013,Q1,2012Q4,52.0,,,former_or_unmapped,TELL|TELZ,last_filing_inline_xbrl,2,False,False,False
2013-01-01 00:00:00+00:00,0000072207-12-000021,0000072207,NOBLE ENERGY INC,1311,energy,10-Q,1-LAF,2012-10-25,2012-10-26 00:00:00+00:00,20120930,2012,Q3,2012Q4,67.0,,,former_or_unmapped,NBL,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000077159-12-000047,0000077159,PENN VIRGINIA CORP,1311,energy,10-Q,1-LAF,2012-11-02,2012-11-03 00:00:00+00:00,20120930,2012,Q3,2012Q4,59.0,,,former_or_unmapped,ROCC,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000077877-12-000116,0000077877,"PDC ENERGY, INC.",1311,energy,10-Q,2-ACC,2012-11-01,2012-11-02 00:00:00+00:00,20120930,2012,Q3,2012Q4,60.0,,,former_or_unmapped,PDCE,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-332203,0000095304,SUNOCO INC,2911,energy,10-Q,1-LAF,2012-08-02,2012-08-03 00:00:00+00:00,20120630,2012,Q2,2012Q3,151.0,,,former_or_unmapped,SUN,last_filing_instance_xbrl,1,False,True,True
2013-01-01 00:00:00+00:00,0000101778-12-000029,0000101778,MARATHON OIL CORP,1311,energy,10-Q,1-LAF,2012-11-07,2012-11-08 00:00:00+00:00,20120930,2012,Q3,2012Q4,54.0,,,former_or_unmapped,MRO,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-498518,0000315131,PANHANDLE OIL & GAS INC,1311,energy,10-K,2-ACC,2012-12-11,2012-12-12 00:00:00+00:00,20120930,2012,FY,2012Q4,20.0,,,former_or_unmapped,PHX,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-491992,0000351231,DAWSON GEOPHYSICAL CO,1382,energy,10-K,2-ACC,2012-12-05,2012-12-06 00:00:00+00:00,20120930,2012,FY,2012Q4,26.0,,,former_or_unmapped,DWSN,last_filing_instance_xbrl,1,True,False,False
2013-01-01 00:00:00+00:00,0000351817-12-000042,0000351817,SWIFT ENERGY CO,1311,energy,10-Q,1-LAF,2012-11-01,2012-11-02 00:00:00+00:00,20120930,2012,Q3,2012Q4,60.0,,,former_or_unmapped,SBOW,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-458845,0000732834,"CONTINENTAL RESOURCES, INC",1311,energy,10-Q,1-LAF,2012-11-08,2012-11-09 00:00:00+00:00,20120930,2012,Q3,2012Q4,53.0,,,former_or_unmapped,CLR,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000750199-12-000006,0000750199,"EPL OIL & GAS, INC.",1311,energy,10-Q,2-ACC,2012-11-01,2012-11-02 00:00:00+00:00,20120930,2012,Q3,2012Q4,60.0,,,former_or_unmapped,EPL,last_filing_instance_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-439609,0000773910,ANADARKO PETROLEUM CORP,1311,energy,10-Q,1-LAF,2012-10-29,2012-10-30 00:00:00+00:00,20120930,2012,Q3,2012Q4,63.0,,,former_or_unmapped,APC,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001104659-12-071549,0000858470,CABOT OIL & GAS CORP,1311,energy,10-Q,1-LAF,2012-10-26,2012-10-27 00:00:00+00:00,20120930,2012,Q3,2012Q4,66.0,,,former_or_unmapped,CTRA,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000866609-12-000009,0000866609,ION GEOPHYSICAL CORP,1382,energy,10-Q,1-LAF,2012-11-09,2012-11-10 00:00:00+00:00,20120930,2012,Q3,2012Q4,52.0,,,former_or_unmapped,IO,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0000867665-12-000049,0000867665,ABRAXAS PETROLEUM CORP,1311,energy,10-Q,2-ACC,2012-11-09,2012-11-10 00:00:00+00:00,20120930,2012,Q3,2012Q4,52.0,,,former_or_unmapped,AXAS,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-460647,0000886835,SUPERIOR ENERGY SERVICES INC,1389,energy,10-Q,1-LAF,2012-11-08,2012-11-09 00:00:00+00:00,20120930,2012,Q3,2012Q4,53.0,,,former_or_unmapped,SPNX,last_filing_inline_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001193125-12-445121,0000891456,PLAINS EXPLORATION & PRODUCTION CO,1311,energy,10-Q,1-LAF,2012-11-01,2012-11-02 00:00:00+00:00,20120930,2012,Q3,2012Q4,60.0,,,former_or_unmapped,PXP,last_filing_instance_xbrl,1,False,True,True
2013-01-01 00:00:00+00:00,0001193125-12-454547,0000904080,STONE ENERGY CORP,1311,energy,10-Q,1-LAF,2012-11-06,2012-11-07 00:00:00+00:00,20120930,2012,Q3,2012Q4,55.0,,,former_or_unmapped,SGY,last_filing_instance_xbrl,1,False,True,False
2013-01-01 00:00:00+00:00,0001038838-12-000326,0000907649,FX ENERGY INC,1311,energy,10-Q,2-ACC,2012-11-09,2012-11-10 00:00:00+00:00,20120930,2012,Q3,2012Q4,52.0,,,former_or_unmapped,FXEN,last_filing_instance_xbrl,1,False,True,False
