feature_name,source,feature_family,feature_type,lag_rule,used_in_models,leakage_check,economic_interpretation,left_feature,right_feature,rule_formula,missingness,non_missing_rows,selected_base_model,selected_interaction_model
ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_GLD_minus_SPY_13w_signal__percentile,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_GLD_minus_SPY_13w_signal__zscore,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_GLD_minus_SPY_13w_signal__abs_strength,,,,0.006306306306306306,38605.0,True,True
ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_GLD_minus_SPY_13w_signal__direction_strength,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_GLD_minus_SPY_13w_signal__strength_scaled_score,,,,0.05405405405405406,36750.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__raw,,,,0.006306306306306306,38605.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__percentile,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__zscore,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__abs_strength,,,,0.006306306306306306,38605.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__direction_strength,,,,0.05225225225225225,36820.0,True,True
ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_leadlag_DBA_minus_SPY_13w_signal__strength_scaled_score,,,,0.05405405405405406,36750.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__raw,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__raw,,,,0.0018018018018018018,38780.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__percentile,,,,0.047747747747747746,36995.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__zscore,,,,0.4045045045045045,23135.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__abs_strength,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__abs_strength,,,,0.0018018018018018018,38780.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__direction_strength,,,,0.047747747747747746,36995.0,True,True
ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3_breadth_ret13_positive_x_recovery_confirmed_signal__strength_scaled_score,,,,0.05405405405405406,36750.0,True,True
ooo3event_efa_spy_raw_top20_event,PPP/OOO/known proxy market context,ooo_signal_lineage,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_raw_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_raw_top10_event,PPP/OOO/known proxy market context,ooo_signal_lineage,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_raw_top10_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_raw_top30_event,PPP/OOO/known proxy market context,ooo_signal_lineage,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_raw_top30_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_vol_filtered_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_vol_filtered_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_low_or_normal_vol_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_low_or_normal_vol_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_strength_scaled_score_event,PPP/OOO/known proxy market context,ooo_signal_lineage,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_strength_scaled_score_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_drawdown_aware_top20_event,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_drawdown_aware_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_efa_spy_market_trend_confirmed_top20_event,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_efa_spy_market_trend_confirmed_top20_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_raw_event,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_raw_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_breadth_confirmed_event,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_breadth_confirmed_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_ex_high_vol_drawdown_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_ex_high_vol_drawdown_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_recent_stress_filtered_event,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_recent_stress_filtered_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_calm_neutral_event,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_calm_neutral_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_trend_vol_scaled_score_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_trend_vol_scaled_score_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_market_drawdown_top20_event,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_drawdown_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_market_drawdown_vol_filtered_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_market_drawdown_vol_filtered_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_leadlag_GLD_minus_SPY_13w_top20_event,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_leadlag_GLD_minus_SPY_13w_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_leadlag_GLD_minus_SPY_13w_vol_filtered_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_leadlag_DBA_minus_SPY_13w_top20_event,PPP/OOO/known proxy market context,relative_strength_leadlag,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_leadlag_DBA_minus_SPY_13w_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_leadlag_DBA_minus_SPY_13w_vol_filtered_top20_event,,,,0.0009009009009009009,38815.0,False,False
ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_breadth_ret13_positive_x_recovery_confirmed_top20_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,PPP/OOO/known proxy market context,volatility_quality,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_breadth_ret13_positive_x_recovery_confirmed_vol_filtered_top20_event,,,,0.0009009009009009009,38815.0,True,True
ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,PPP/OOO/known proxy market context,regime_state_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ooo3event_breadth_ret13_positive_x_recovery_confirmed_state_filtered_event,,,,0.0009009009009009009,38815.0,True,True
regime_risk_regime_score,PPP/OOO/known proxy market context,regime_numeric_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_risk_regime_score,,,,0.024324324324324326,37905.0,False,False
regime_market_drawdown,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_market_drawdown,,,,0.0009009009009009009,38815.0,False,False
regime_market_trend_positive,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_market_trend_positive,,,,0.0009009009009009009,38815.0,True,True
regime_breadth_sma_43,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_breadth_sma_43,,,,0.0009009009009009009,38815.0,True,True
regime_breadth_26w_mom,PPP/OOO/known proxy market context,momentum,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_breadth_26w_mom,,,,0.0009009009009009009,38815.0,True,True
regime_breadth_13w_mom,PPP/OOO/known proxy market context,momentum,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_breadth_13w_mom,,,,0.0009009009009009009,38815.0,True,True
regime_breadth_change_4w,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_breadth_change_4w,,,,0.0045045045045045045,38675.0,True,True
regime_canary_breadth_default,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_canary_breadth_default,,,,0.0009009009009009009,38815.0,True,True
regime_canary_breadth_pair,PPP/OOO/known proxy market context,trend_breadth,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_canary_breadth_pair,,,,0.0009009009009009009,38815.0,True,True
regime_recent_stress_26w,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_recent_stress_26w,,,,0.0009009009009009009,38815.0,False,False
regime_avg_corr_risk_off_z,PPP/OOO/known proxy market context,regime_numeric_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_avg_corr_risk_off_z,,,,0.036036036036036036,37450.0,False,False
regime_google_fear_z_tradable,PPP/OOO/known proxy market context,regime_numeric_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_google_fear_z_tradable,,,,0.06846846846846846,36190.0,False,False
regime_transition_persistence_prob,PPP/OOO/known proxy market context,regime_numeric_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_transition_persistence_prob,,,,0.04594594594594595,37065.0,False,False
regime_transition_good_state_prob,PPP/OOO/known proxy market context,regime_state_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_transition_good_state_prob,,,,0.04594594594594595,37065.0,False,False
regime_transition_non_stress_prob,PPP/OOO/known proxy market context,drawdown_stress,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,regime_transition_non_stress_prob,,,,0.04594594594594595,37065.0,False,False
proxy_SPY_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_SPY_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_BIL_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_BIL_ret_lag1,,,,0.11441441441441441,34405.0,False,False
proxy_TLT_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_TLT_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_GLD_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_GLD_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_HYG_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_HYG_ret_lag1,,,,0.10810810810810811,34650.0,False,False
proxy_LQD_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_LQD_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_QQQ_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_QQQ_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_EFA_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_EFA_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
proxy_VWO_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_VWO_ret_lag1,,,,0.00990990990990991,38465.0,False,False
proxy_DBA_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_DBA_ret_lag1,,,,0.09549549549549549,35140.0,False,False
proxy_PDBC_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_PDBC_ret_lag1,,,,0.46396396396396394,20825.0,False,False
proxy_XLE_ret_lag1,PPP/OOO/known proxy market context,known_proxy_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,proxy_XLE_ret_lag1,,,,0.0018018018018018018,38780.0,False,False
ppp_factor_pca_pca_exp_f1_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_pca_pca_exp_f1_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_pca_pca_exp_f2_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_pca_pca_exp_f2_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_pca_pca_exp_f3_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_pca_pca_exp_f3_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_pca_pca_exp_f4_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_pca_pca_exp_f4_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_pca_pca_exp_f5_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_pca_pca_exp_f5_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_ipca_ipca_style_f1_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_ipca_ipca_style_f1_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_ipca_ipca_style_f2_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_ipca_ipca_style_f2_lag1,,,,0.23513513513513515,29715.0,False,False
ppp_factor_ipca_ipca_style_f3_lag1,PPP/OOO/known proxy market context,ppp_latent_factor_context,lagged_market_or_signal_context,PPP manifest/source lagged or generated lagged context,True,market context shifted before use when generated in QQQ,ppp_factor_ipca_ipca_style_f3_lag1,,,,0.23513513513513515,29715.0,False,False
state_lag1_calm_trend,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: calm_trend,,,,0.0,38850.0,False,False
state_lag1_neutral_mixed,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: neutral_mixed,,,,0.0,38850.0,False,False
state_lag1_recovery_confirmed,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: recovery_confirmed,,,,0.0,38850.0,False,False
state_lag1_recovery_fragile,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: recovery_fragile,,,,0.0,38850.0,False,False
state_lag1_stressed_panic,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: stressed_panic,,,,0.0,38850.0,False,False
state_lag1_unknown,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged state: unknown,,,,0.0,38850.0,False,False
risk_lag1_calm,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged risk state: calm,,,,0.0,38850.0,False,False
risk_lag1_neutral,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged risk state: neutral,,,,0.0,38850.0,False,False
risk_lag1_stressed,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged risk state: stressed,,,,0.0,38850.0,False,False
risk_lag1_unknown,ppp_panel_characteristics.csv,regime_state_context,lagged_state_dummy,market_state_lag1 or risk_state_lag1 one-hot,True,uses lagged state label only,lagged risk state: unknown,,,,0.0,38850.0,False,False
int_mom13_x_lowvol13,QQQ explicit economic interaction,momentum_x_volatility,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,high 13w momentum with unusually low realized volatility,z_mom_13w,z_vol_13w,z_mom_13w > 0.5 and z_vol_13w < -0.5,0.04144144144144144,37240.0,False,True
int_mom26_x_lowvol26,QQQ explicit economic interaction,momentum_x_volatility,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,high 26w momentum with low medium-horizon volatility,z_mom_26w,z_vol_26w,z_mom_26w > 0.5 and z_vol_26w < -0.5,0.047747747747747746,36995.0,False,True
int_mom13_x_drawdown_repair,QQQ explicit economic interaction,momentum_x_drawdown,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,positive momentum after relatively repaired drawdown,z_mom_13w,z_drawdown_26w,z_mom_13w > 0.5 and z_drawdown_26w > 0.5,0.047747747747747746,36995.0,False,True
int_mom26_x_ma_distance26,QQQ explicit economic interaction,momentum_x_trend,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,medium-horizon momentum confirmed by distance above moving average,z_mom_26w,z_ma_distance_26w,z_mom_26w > 0.5 and z_ma_distance_26w > 0.5,0.047747747747747746,36995.0,False,True
int_trend_consistency_x_lowdownsidevol,QQQ explicit economic interaction,trend_x_downside_risk,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,consistent trend with muted downside volatility,z_trend_consistency_13w,z_downside_vol_13w,z_trend_consistency_13w > 0.5 and z_downside_vol_13w < -0.5,0.005405405405405406,38640.0,False,True
int_credit_strength_x_trend,QQQ explicit economic interaction,credit_x_trend,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,credit/risk appetite strength plus asset-specific trend confirmation,ooo2_leadlag_HYG_minus_LQD_13w_signal,z_ma_distance_26w,HYG-LQD strength > 0 and z_ma_distance_26w > 0.5,0.04684684684684685,37030.0,False,True
int_market_trend_x_mom13,QQQ explicit economic interaction,market_trend_x_momentum,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,market trend gate confirms asset momentum,ooo2_market_trend_positive_signal,z_mom_13w,market trend positive and z_mom_13w > 0.5,0.04144144144144144,37240.0,False,True
int_breadth_x_mom13,QQQ explicit economic interaction,breadth_x_momentum,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,cross-asset breadth confirms asset momentum,ooo2_breadth_ret13_positive_signal,z_mom_13w,breadth positive and z_mom_13w > 0.5,0.04144144144144144,37240.0,False,True
int_real_asset_strength_x_stress,QQQ explicit economic interaction,real_asset_x_stress,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,real-asset relative strength during lagged stress,z_rel_strength_GLD_13w,state_lag1_stressed_panic,lagged stressed_panic and z_rel_strength_GLD_13w > 0.5,0.04144144144144144,37240.0,False,True
int_international_strength_x_calm,QQQ explicit economic interaction,relative_strength_x_state,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,asset leadership versus SPY during calm trend states,z_rel_strength_SPY_13w,state_lag1_calm_trend,lagged calm_trend and z_rel_strength_SPY_13w > 0.5,0.04144144144144144,37240.0,False,True
int_momentum_x_recovery_confirmed,QQQ explicit economic interaction,layer1_momentum_x_state,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,Layer 1 momentum active during confirmed recovery,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,state_lag1_recovery_confirmed,lagged recovery_confirmed and Layer 1 multi-horizon momentum score > 0.5,0.08378378378378379,35595.0,False,True
int_momentum_x_recovery_fragile,QQQ explicit economic interaction,layer1_momentum_x_state,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,Layer 1 momentum during fragile recovery,z_l1_multi_horizon_mom_multi_mom_equal_score_tradable,state_lag1_recovery_fragile,lagged recovery_fragile and Layer 1 multi-horizon momentum score > 0.5,0.08378378378378379,35595.0,False,True
int_quality_x_highvol,QQQ explicit economic interaction,quality_x_volatility,explicit_pairwise_interaction,both legs are lagged PPP or generated lagged context,True,no target/future return/state input,quality selection when realized volatility is elevated,z_l1_quality_quality_score_tradable,z_vol_13w,Layer 1 quality score > 0.5 and z_vol_13w > 0.5,0.08198198198198198,35665.0,False,True
