Date,baseline_equity,recovery_options_equity,recovery_tactical_tilt_equity,baseline_return,recovery_options_return,recovery_tactical_tilt_return,v1_rejected_overlay_equity,v2_rejected_overlay_equity
2012-06-01,1.6056071827832101,1.625851919602523,1.607731044097021,0.00705306022838692,0.006964625478110165,0.007043677294503503,1.60560718278321,1.60560718278321
2012-06-08,1.61430813950779,1.6345528763271029,1.6164320008216009,0.0054191067515638736,0.005351629271814096,0.005411947947715934,1.61430813950779,1.61430813950779
2012-06-15,1.6107861600849225,1.6310308969042353,1.6129100213987333,-0.0021817268566467485,-0.0021547051024629615,-0.002178860243472913,1.6107861600849225,1.6107861600849225
2012-06-22,1.6264264924884166,1.6466712293077295,1.6285503538022275,0.00970975092228854,0.00958923122374955,0.009696965234260668,1.6264264924884166,1.6264264924884166
2012-06-29,1.6428982592510566,1.6631429960703694,1.6450221205648674,0.01012758144233028,0.010003069507423579,0.010114373635536023,1.6428982592510566,1.6428982592510566
2012-07-06,1.6546356447708408,1.6748803815901536,1.6567595060846516,0.007144316730322009,0.007057351982070692,0.007135092819149369,1.6546356447708408,1.6546356447708408
2012-07-13,1.6569412744959215,1.6771860113152344,1.6590651358097324,0.0013934365141758942,0.001376593666284176,0.0013916502163489053,1.6569412744959215,1.6569412744959215
2012-07-20,1.6583449898386493,1.6785897266579621,1.6604688511524601,0.0008471726574346139,0.0008369467269924158,0.000846088144720536,1.6583449898386493,1.6583449898386493
2012-07-27,1.662941763402116,1.6831865002214288,1.6650656247159268,0.002771904273014991,0.002738473547445608,0.0027683588043678764,1.662941763402116,1.662941763402116
2012-08-03,1.6563806654142559,1.6766254022335687,1.6585045267280667,-0.003945476704149353,-0.0038980219880547784,-0.003940444082484396,1.6491360461027218,1.656380665414256
2012-08-10,1.6467768139604193,1.6670215507797321,1.6489006752742301,-0.005798094396033515,-0.005728084186868765,-0.005790669424811989,1.6310773960314005,1.6467768139604193
2012-08-17,1.6634831234636644,1.6837278602829773,1.6656069847774753,0.010144853486895533,0.010021651786943586,0.010131786440360724,1.6374011507271953,1.6634831234636644
2012-08-24,1.6765989831428723,1.696843719962185,1.678722844456683,0.007884576341176341,0.00778977410102577,0.007874522500852743,1.6545368857669704,1.6765989831428725
2012-08-31,1.679280685592973,1.6995254224122858,1.6814045469067838,0.0015994894885797972,0.0015804062675615071,0.0015974658705313338,1.6635950980265402,1.679280685592973
2012-09-07,1.6777182404458433,1.697962977265156,1.679842101759654,-0.0009304252472706054,-0.00091934202720656,-0.0009292499832975754,1.6511204118931888,1.698276332017164
2012-09-14,1.675220994655896,1.6954657314752088,1.6773448559697068,-0.0014884774628686204,-0.001470730412490795,-0.001486595548076397,1.644843271758433,1.7229895345787465
2012-09-21,1.6726740135614124,1.6929187503807253,1.6747978748752232,-0.0015203851328324802,-0.001502230948818739,-0.00151846001459921,1.6419695050642094,1.7081944533337683
2012-09-28,1.6788650513768018,1.6991097881961146,1.6809889126906126,0.0037012817591441927,0.003657020051314852,0.0036965880529615802,1.6481526002582498,1.673113022013041
2012-10-05,1.675666434209053,1.6959111710283659,1.6777902955228639,-0.0019052258936033128,-0.001882525302349447,-0.0019028187179587208,1.6442056585295264,1.6788640710753788
2012-10-12,1.6791268177359726,1.6993715545552854,1.6812506790497834,0.0020650789776981426,0.0020404273443290766,0.002062464859972968,1.646961052501658,1.6402553583710768
2012-10-19,1.6651387488868135,1.6853834857061263,1.6672626102006243,-0.008330561278283799,-0.008231318696410583,-0.008320037590744622,1.633424464443714,1.6196184433172645
2012-10-26,1.6671340658271068,1.6873788026464196,1.6692579271409176,0.001198288696138583,0.0011838949160329904,0.0011967622425439473,1.635185260688615,1.618123681769514
2012-11-02,1.6493062619194994,1.6695509987388122,1.6514301232333102,-0.010693683413374844,-0.010565383350583102,-0.010680077427065227,1.6462887185322497,1.6003974877948248
2012-11-09,1.634975240994837,1.6552199778141499,1.6370991023086479,-0.008689120544527307,-0.008583757510545076,-0.008677945692672662,1.616457039625986,1.618630660706778
2012-11-16,1.6640942234567428,1.6843389602760557,1.6662180847705537,0.017810044905749,0.01759221303041536,0.017786939361729592,1.639700702846242,1.6478926594307668
2012-11-23,1.67213540145318,1.6923801382724928,1.6742592627669908,0.00483216508001183,0.00477408537478663,0.004826005713138404,1.6600412860766232,1.6555694407337678
2012-11-30,1.6814071181933603,1.7016518550126731,1.6835309795071711,0.005544836101264661,0.005478507180806558,0.005537802266572189,1.669860594565059,1.6651888653633824
2012-12-07,1.6782401564907,1.6984848933100127,1.6803640178045107,-0.001883518672184059,-0.0018611102461006945,-0.0018811425160631945,1.6645947306557063,1.6782401564907
2012-12-14,1.6906388640616643,1.7108836008809771,1.6927627253754751,0.007387922117708667,0.00729986331924426,0.007378584306490854,1.672286744471099,1.6906388640616643
2012-12-21,1.6860392152824615,1.7062839521017743,1.6881630765962723,-0.0027206571888169773,-0.002688463888971926,-0.0027172436575141345,1.6713568458511208,1.6860392152824617
2012-12-28,1.7060838359247348,1.7263285727440476,1.7082076972385456,0.011888585070018776,0.01174752925360556,0.01187362815841686,1.6783637739060189,1.7060838359247348
2013-01-04,1.715863045570545,1.7361077823898579,1.7179869068843558,0.005731963130938267,0.005664744128208499,0.005724836424527924,1.7142253553536788,1.715863045570545
2013-01-11,1.7202113772367293,1.7404561140560422,1.7223352385505402,0.0025341950672632674,0.0025046438419846773,0.002531062168611209,1.7171872962558217,1.7202113772367291
2013-01-18,1.7271951608812421,1.747439897700555,1.729319022195053,0.004059840399225356,0.004012616915825218,0.00405483409280416,1.7282181667569183,1.727195160881242
2013-01-25,1.7237574819032928,1.7440022187226056,1.7258813432171036,-0.001990324576983782,-0.001967265931419382,-0.001987880161976041,1.748767038112854,1.7237574819032928
2013-02-01,1.7173944965517485,1.7376392333710613,1.7195183578655593,-0.0036913460381436947,-0.003648496133339174,-0.003686803485391077,1.7186420045340487,1.7173944965517485
2013-02-08,1.7169917440892513,1.737236480908564,1.719115605403062,-0.00023451365618432085,-0.00023178140477175813,-0.00023422399688544093,1.7185680572588558,1.7169917440892513
2013-02-15,1.719314039622603,1.7395587764419158,1.7214379009364138,0.0013525373906695393,0.0013367757118116774,0.0013508664141335114,1.7194575543799462,1.719314039622603
2013-02-22,1.7194234687005465,1.7396682055198593,1.7215473300143573,6.364694024574291e-05,6.290622623716935e-05,6.3568414454096e-05,1.7145540832966792,1.7194234687005463
2013-03-01,1.7352932366419351,1.755537973461248,1.737417097955746,0.009229702996541134,0.009122295786653245,0.009218316374291158,1.7279738901024224,1.7352932366419351
2013-03-08,1.7401324783385257,1.7603772151578385,1.7422563396523365,0.0027887169697931036,0.0027565576875840936,0.0027853079737067965,1.7538788878753198,1.7401324783385257
2013-03-15,1.7342694021378227,1.7545141389571355,1.7363932634516335,-0.0033693274929855743,-0.003330579463434735,-0.0033652201844609486,1.7536535394271535,1.7342694021378229
2013-03-22,1.735550182564141,1.755794919383454,1.7376740438779519,0.0007385129581019001,0.0007299915104017618,0.0007376096494249307,1.7464931567607496,1.735550182564141
2013-03-29,1.736776353817134,1.7570210906364467,1.7389002151309447,0.0007065029091704034,0.0006983567610636676,0.0007056393903752678,1.7529305407175404,1.736952912604211
2013-04-05,1.761367089675576,1.7816118264948888,1.7634909509893868,0.014158838473586899,0.013995697598333745,0.014141545124019883,1.7539989137218006,1.7404153695188933
2013-04-12,1.746764424263717,1.7670091610830299,1.7488882855775278,-0.008290529269823321,-0.00819632267517445,-0.008280544566257264,1.7764285274386908,1.74186615476707
2013-04-19,1.769120428739172,1.7893651655584848,1.7712442900529828,0.012798522894624575,0.012651889400365324,0.012782980285142909,1.7454674358162334,1.7408159431758927
2013-04-26,1.7951344345373421,1.815379171356655,1.797258295851153,0.01470448555992876,0.014538120166238233,0.014686853724390492,1.788092539686039,1.772692369341656
2013-05-03,1.797288781279395,1.8175335180987078,1.7994126425932058,0.0012001032906530096,0.0011867199844772802,0.001198685101093222,1.797288781279395,1.7900665003436256
2013-05-10,1.8081601787150035,1.8284049155343163,1.8102840400288143,0.006048776105902043,0.005981401348229776,0.0060416366864808335,1.8081601787150037,1.8192378397270204
2013-05-17,1.779965462011752,1.8002101988310648,1.7820893233255628,-0.01559304149883911,-0.015420389905816956,-0.015574747431791214,1.779965462011752,1.8684106524191595
2013-05-24,1.745274205141238,1.7655189419605508,1.7473980664550488,-0.019489848320598968,-0.01927067011010164,-0.019466620677450974,1.731938246544853,1.767459170336225
2013-05-31,1.7445896249768569,1.7648343617961697,1.7467134862906677,-0.0003922479128863898,-0.0003877501102428349,-0.00039177115822841557,1.7219815724343477,1.7161983350922194
2013-06-07,1.735591069048268,1.755835805867581,1.737714930362079,-0.0051579785869173556,-0.0050988104738795,-0.0051517069051193465,1.714783916999436,1.7263179153978034
2013-06-14,1.682712237314655,1.7029569741339678,1.6848360986284658,-0.030467333392427354,-0.030116045906402378,-0.03043009575948974,1.6553568391185824,1.668285395659684
2013-06-21,1.7088435273506273,1.72908826416994,1.710967388664438,0.015529268437290078,0.015344656637177323,0.015509692638497219,1.67652433487627,1.692178618062555
2013-06-28,1.7165301404111748,1.7367748772304876,1.7186540017249856,0.00449813744647809,0.0044454717667277155,0.004492553809893218,1.684085730932766,1.6996706464366762
2013-07-05,1.7597335706929633,1.7799783075122761,1.7618574320067741,0.025169048456929355,0.024875665147046533,0.025137945298137954,1.7282392500065749,1.7427064575634257
2013-07-12,1.778401583198428,1.7986463200177407,1.7805254445122387,0.010608431194566226,0.010487775287304046,0.01059564307890759,1.7545517382595015,1.7626044677904888
2013-07-19,1.7686734309602745,1.7889181677795873,1.7707972922740853,-0.005470166204338045,-0.005408596526112697,-0.005463641234747074,1.7475242613793849,1.7514238731916187
2013-07-26,1.7771766222343524,1.7974213590536652,1.7793004835481632,0.004807666087606188,0.004753258940084493,0.0048018998623822196,1.7504081503106863,1.7592282216955049
2013-08-02,1.7688515677059884,1.7890963045253012,1.7709754290197992,-0.004684427211234299,-0.004631665517064398,-0.004678835646558577,1.7441640479494271,1.7688515677059884
2013-08-09,1.7463502937583206,1.7665950305776335,1.7484741550721314,-0.012720837835392573,-0.012576893647789356,-0.012705582233922819,1.711018557855755,1.7463502937583206
2013-08-16,1.755330590234457,1.7755753270537697,1.7574544515482677,0.005142322538744359,0.00508339280972625,0.005136076189679706,1.7197808703989448,1.755330590234457
2013-08-23,1.7310446941451263,1.7512894309644391,1.733168555458937,-0.01383551122759552,-0.013677761635508046,-0.013818791188548563,1.7310446941451263,1.7310446941451263
2013-08-30,1.7456683570353946,1.7659130938547074,1.7477922183492054,0.008447882911243987,0.008350226200026123,0.00843753069729325,1.7456683570353946,1.7456683570353946
2013-09-06,1.7683295692522567,1.7885743060715695,1.7704534305660675,0.012981395993994393,0.012832574998012047,0.0129656214159517,1.7683295692522567,1.7683295692522567
2013-09-13,1.7921134677715493,1.8123582045908622,1.7942373290853602,0.013449924116435863,0.013297685446198582,0.013433789394668327,1.7921134677715491,1.7921134677715491
2013-09-20,1.7876148115189376,1.8078595483382505,1.7897386728327485,-0.0025102519084384545,-0.0024822114310605325,-0.0025072804916531632,1.7876148115189376,1.7876148115189376
2013-09-27,1.7876090625451102,1.807853799364423,1.789732923858921,-3.216002569694787e-06,-3.179989193746735e-06,-3.2121861781586603e-06,1.7876090625451102,1.7876090625451102
2013-10-04,1.7945262964390531,1.814771033258366,1.796650157752864,0.0038695451029402417,0.003826213102173792,0.003864953145650496,1.7945262964390531,1.7945262964390531
2013-10-11,1.8169457911679554,1.8371905279872682,1.8190696524817662,0.012493266202557196,0.012353897168310368,0.012478497626351004,1.8169457911679552,1.8169457911679552
2013-10-18,1.821453341310564,1.8416980781298768,1.8235772026243748,0.0024808390897073096,0.0024535017320967967,0.002477942577107539,1.821453341310564,1.821453341310564
2013-10-25,1.810270931930319,1.8305156687496318,1.8123947932441298,-0.006139278523708547,-0.006071792935571807,-0.006132128304824236,1.810270931930319,1.810270931930319
2013-11-01,1.804248755749289,1.8244934925686018,1.8063726170630998,-0.0033266712041872815,-0.003289879613619262,-0.003322772832651144,1.804248755749289,1.804248755749289
2013-11-08,1.8219055737640228,1.8421503105833357,1.8240294350778337,0.009786243697533337,0.009677654695208426,0.009774737420146007,1.8219055737640228,1.8219055737640228
2013-11-15,1.8214188546198116,1.8416635914391244,1.8235427159336224,-0.0002671483918926798,-0.00026421250286423614,-0.00026683732995269605,1.8214188546198116,1.8214188546198116
2013-11-22,1.8260266888756256,1.8462714256949384,1.8281505501894364,0.0025298048519299954,0.002501995628970022,0.0025268584144215733,1.8260266888756256,1.8260266888756256
2013-11-29,1.819821624632231,1.8400663614515438,1.8219454859460418,-0.003398123522069363,-0.0033608624154809474,-0.0033941757382900395,1.819821624632231,1.819821624632231
2013-12-06,1.799876709581752,1.8201214464010649,1.8020005708955629,-0.010959818688004441,-0.010839236816842401,-0.01094704271029412,1.799876709581752,1.799876709581752
2013-12-13,1.8253227621917572,1.84556749901107,1.827446623505568,0.014137664249190829,0.013980414691733722,0.014121001414199696,1.8253227621917572,1.8253227621917572
2013-12-20,1.8433089100862559,1.8635536469055687,1.8454327714000667,0.009853680821304112,0.00974559202203995,0.009842228858097046,1.843308910086256,1.843308910086256
2013-12-27,1.8379691125135167,1.8582138493328295,1.8400929738273275,-0.0028968544249532435,-0.0028653844130572814,-0.0028935205093860716,1.8379691125135167,1.8379691125135167
2014-01-03,1.8499817117993902,1.870226448618703,1.852105573113201,0.006535800413667303,0.006464594637579868,0.006528256700468527,1.8499817117993904,1.8499817117993904
2014-01-10,1.8522376092341075,1.8724823460534203,1.8543614705479183,0.001219416073320545,0.0012062161971795327,0.0012180177347695942,1.8522376092341075,1.8522376092341075
2014-01-17,1.824689359505009,1.844934096324322,1.82681322081882,-0.014872956683181449,-0.014712154583011783,-0.014855922195664784,1.824689359505009,1.824689359505009
2014-01-24,1.8179465014177667,1.8381912382370795,1.8200703627315775,-0.003695345759604507,-0.0036547961798073514,-0.0036910495339091964,1.8179465014177667,1.8179465014177667
2014-01-31,1.8305455366671675,1.8507902734864803,1.8326693979809783,0.00693036634443045,0.006854039442318216,0.006922279219190086,1.8305455366671677,1.8305455366671677
2014-02-07,1.8616047470997819,1.8818494839190947,1.8637286084135927,0.0169671880925526,0.01678159372110044,0.01694752499650609,1.861604747099782,1.861604747099782
2014-02-14,1.8676029827285578,1.8878477195478707,1.8697268440423687,0.0032220779615654838,0.0031874151891702063,0.0032184061572579914,1.8676029827285576,1.8676029827285576
2014-02-21,1.885580953698141,1.9058256905174538,1.8877048150119518,0.009626227381216435,0.009522998483102674,0.00961529275084616,1.885580953698141,1.885580953698141
2014-02-28,1.886604753406121,1.9068494902254338,1.8887286147199318,0.0005429624784722975,0.0005371948300803009,0.0005423515900571108,1.886604753406121,1.886604753406121
2014-03-07,1.8666157052339185,1.8868604420532313,1.8687395665477293,-0.01059524955405411,-0.010482761368774463,-0.010583335274542138,1.8666157052339185,1.8666157052339185
2014-03-14,1.872644446366172,1.8928891831854848,1.8747683076799828,0.0032297709246467132,0.0031951176663034264,0.003226100222938344,1.872644446366172,1.872644446366172
2014-03-21,1.8719545974437644,1.8921993342630772,1.8740784587575752,-0.00036838222212776106,-0.00036444231840704333,-0.00036796489442547653,1.8719545974437644,1.8719545974437644
2014-03-28,1.8760805216593934,1.8963252584787063,1.8782043829732042,0.0022040728024403933,0.0021804913155387684,0.0022015749641368654,1.8760805216593937,1.8760805216593937
2014-04-04,1.851121036714096,1.8713657735334088,1.8532448980279068,-0.013304058465049673,-0.013162027365137052,-0.01328901432217211,1.851121036714096,1.851121036714096
2014-04-11,1.8740853271945994,1.8943300640139122,1.8762091885084102,0.01240561261259665,0.01227140669412985,0.012391395494972368,1.8740853271945992,1.8740853271945992
2014-04-18,1.8759878781242625,1.8962326149435753,1.8781117394380733,0.0010151890642626782,0.0010043397218917338,0.001014039874293271,1.8759878781242625,1.8759878781242625
2014-04-25,1.8861326994614236,1.9063774362807364,1.8882565607752344,0.005407722222227074,0.00534998779011242,0.005401606903429723,1.8861326994614236,1.8861326994614236
2014-05-02,1.8803463835838023,1.9005911204031152,1.8824702448976132,-0.003067820137614641,-0.0030352414834021735,-0.0030643695342149613,1.8803463835838023,1.8803463835838023
2014-05-09,1.8868998367353242,1.907144573554637,1.889023698049135,0.0034852371928577597,0.003448113106059303,0.0034813050401645285,1.886899836735324,1.886899836735324
2014-05-16,1.893854762849038,1.914099499668351,1.895978624162849,0.003685901062849828,0.003646774455462909,0.0036817569419040908,1.893854762849038,1.893854762849038
2014-05-23,1.9012235646562188,1.9214683014755316,1.9033474259700296,0.0038909012199517257,0.003849748567646305,0.0038865426610146248,1.9012235646562188,1.9012235646562188
2014-05-30,1.9118873252747473,1.93213206209406,1.914011186588558,0.005608893565579587,0.005549797834468295,0.005602634849018129,1.9118873252747473,1.9118873252747473
2014-06-06,1.9067096514195898,1.9269543882389026,1.9088335127334006,-0.002708148009932243,-0.0026797722354163778,-0.0027051429434881147,1.92047349417851,1.9067096514195896
2014-06-13,1.9185711134165668,1.9388158502358797,1.9206949747303776,0.006220906254995828,0.006155548916659814,0.006213984571127762,1.918080452802263,1.9185711134165668
2014-06-20,1.9200777382178347,1.94303151204794,1.9223374365372945,0.0007852848355383024,0.002174348745677568,0.0008551393264031315,1.9371214347383456,1.920077738217835
2014-06-27,1.9099583410141692,1.932062322755421,1.9122120792110984,-0.0052703059893075554,-0.005645399585392008,-0.005267211226159585,1.9202438059838631,1.9099583410141692
2014-07-04,1.9153766062828301,1.9407591081310442,1.91774851553066,0.002836849973274269,0.004501296502289032,0.0028953045427082547,1.9443456297251016,1.91537660628283
2014-07-11,1.9264689216131707,1.948384368353477,1.9287618862701232,0.005791192861996697,0.003929009113230908,0.005742864953497628,1.9317644692026417,1.9264689216131707
2014-07-18,1.9335108379701405,1.9565048069586644,1.9358584187537902,0.003655349057524848,0.00416778061715295,0.0036793201556830635,1.942588669500017,1.9335108379701405
2014-07-25,1.906091896912169,1.928289061490121,1.908439974911809,-0.014180908903906997,-0.014421505824155911,-0.014163455124797664,1.9075187613916424,1.906091896912169
2014-08-01,1.9101168232686505,1.9184241604624692,1.9120017895122379,0.0021116119128368194,-0.005115882895704638,0.0018663487703318715,1.877148340185778,1.9101168232686505
2014-08-08,1.939093960813866,1.9472256892759103,1.9410383352255265,0.015170348322271154,0.015013118270204684,0.015186463669940364,1.9043443351464648,1.939093960813866
2014-08-15,1.9436886479061064,1.9597584430204285,1.9460024463838688,0.002369502038112703,0.006436210149414423,0.0025574513744808236,1.9100661722652,1.9436886479061064
2014-08-22,1.9622592621577415,1.9899153860691896,1.9649078942618143,0.009554315333189178,0.015388091913145496,0.009715017528922676,1.9354696130951228,1.9622592621577415
2014-08-29,1.9572004709274986,1.9875662787571442,1.9599210220814896,-0.0025780442614296017,-0.0011805061303062914,-0.0025379674003489505,1.9171782825435055,1.9572004709274984
2014-09-05,1.904132502390284,1.9344983102199296,1.906853053544275,-0.027114222240129715,-0.026699974287347494,-0.027076585198752,1.90069347766101,1.904132502390284
2014-09-12,1.9102673762760802,1.9385087039346214,1.9129488523480414,0.0032218734137960947,0.002073092384472508,0.0031967847718712417,1.8918954654448128,1.91026737627608
2014-09-19,1.8997412496557382,1.9292739920508633,1.9024930514876592,-0.005510289685657477,-0.004763822759740188,-0.005465802625903016,1.890797413001951,1.9013953599755884
2014-09-26,1.9049480552899212,1.9309696954249531,1.9075852126959765,0.0027407972718003215,0.0008789334128156412,0.0026765728286552992,1.8789363214180104,1.8931987510041983
2014-10-03,1.9098199326738912,1.9342245322713012,1.9123988092084532,0.0025574856859960082,0.001685597062480948,0.002523397896167179,1.8777900104271008,1.8937493047531992
2014-10-10,1.921554437314835,1.9431756816293007,1.923776958584447,0.00614429896776425,0.00462777159975758,0.005949673949390943,1.884617244212384,1.9033887069053173
2014-10-17,1.9446951592269446,1.9662206581811417,1.9467801014574333,0.012042709518261807,0.011859440589807368,0.011957281622664073,1.9078230364557005,1.9267944024477257
2014-10-24,1.964986370711195,1.986511869665392,1.9670713129416837,0.010434134824666597,0.010319905550692843,0.010422960183874785,1.9279964138826908,1.9462365988526145
2014-10-31,1.9670613230810017,1.9885868220351988,1.9691462653114904,0.0010559627286654827,0.0010445204992186596,0.0010548434905004456,1.9352745569071832,1.9503209728945243
2014-11-07,1.9661661760871865,1.9876916750413836,1.9682511183176752,-0.0004550681685984159,-0.0004501422738480976,-0.00045458634007244925,1.935027200804199,1.946737066239562
2014-11-14,1.9813721206673873,2.002897619621584,1.983457062897876,0.007733804377848541,0.007650051952792891,0.0077256120617361645,1.947411008474824,1.9615041183340305
2014-11-21,1.9981843989005301,2.019709897854727,2.000269341131019,0.008485169473102294,0.008393977839126654,0.008476250153144127,1.9654446689412988,1.99818439890053
2014-11-28,1.9883027540371574,2.0098282529913543,1.9903876962676461,-0.0049453117884464826,-0.004892606048952364,-0.004940157137930945,1.947704136609667,1.9883027540371576
2014-12-05,1.9857279342794618,2.0072534332336587,1.9878128765099505,-0.0012949837505719097,-0.0012811143210188503,-0.001293627247859197,1.9857279342794616,1.9857279342794616
2014-12-12,2.0125856180194033,2.0341111169736004,2.014670560249892,0.013525359278227178,0.013380315258285203,0.013511173037120239,2.0125856180194033,2.0125856180194033
2014-12-19,2.019958567259887,2.041484066214084,2.0220435094903757,0.003663421408993006,0.003624654119905424,0.003659630207516029,2.019958567259887,2.019958567259887
2014-12-26,2.028114803454362,2.049640302408559,2.030199745684851,0.0040378235111719896,0.003995248520161532,0.004033660085054569,2.028114803454362,2.028114803454362
2015-01-02,2.0616947519681172,2.0832202509223143,2.063779694198606,0.016557222725538168,0.01638333734670172,0.01654021905240044,2.0616947519681172,2.0616947519681172
2015-01-09,2.078379146929119,2.099904645883316,2.080464089159608,0.008092563142567455,0.008008944303232068,0.008084387596167586,2.078379146929119,2.078379146929119
2015-01-16,2.0953020727142273,2.1168275716684244,2.097387014944716,0.008142367002725415,0.00805890201647208,0.008134207109503189,2.0953020727142273,2.0953020727142273
2015-01-23,2.095659857030532,2.117185355984729,2.0977447992610205,0.00017075548244993577,0.00016901911194522334,0.00017058574014017225,2.095659857030532,2.095659857030532
2015-01-30,2.0624850005786075,2.0840104995328046,2.0645699428090962,-0.01583026765561646,-0.015669320760295147,-0.01581453400032784,2.0624850005786075,2.0624850005786075
2015-02-06,2.054370716974259,2.075896215928456,2.056455659204748,-0.003934226722653533,-0.003893590558285309,-0.0039302536746747,2.054370716974259,2.054370716974259
2015-02-13,2.0440595678218565,2.0655850667760536,2.046144510052345,-0.005019127787992073,-0.004967083167879305,-0.005014039133909631,2.0440595678218565,2.0440595678218565
2015-02-20,2.0564263185993457,2.0779518175535427,2.0585112608298344,0.006050093144138291,0.00598704501518843,0.00604392833288836,2.0564263185993457,2.0564263185993457
2015-02-27,2.000879641673876,2.022405140628073,2.002964583904365,-0.027011265331063794,-0.02673145568450519,-0.026983907245218264,2.000879641673876,2.000879641673876
2015-03-06,2.0226987340257123,2.0442242329799094,2.024783676256201,0.010904750039629096,0.010788685171686296,0.010893398978280677,2.0226987340257123,2.0226987340257123
2015-03-13,2.0928574849702075,2.1143829839244046,2.0949424272006962,0.03468571456751768,0.03432047708495434,0.03464999830214843,2.0928574849702075,2.0928574849702075
2015-03-20,2.0571495116053056,2.0786750105595027,2.0592344538357943,-0.017061827487699355,-0.016888129367474414,-0.017044847104755845,2.0571495116053056,2.0571495116053056
2015-03-27,2.07839786480295,2.099923363757147,2.0804828070334387,0.010329027169767135,0.010222066022684828,0.010318569193548788,2.07839786480295,2.07839786480295
2015-04-03,2.0786254939788784,2.1001509929330755,2.080710436209367,0.0001095214635191688,0.00010839880152624382,0.0001094117073012768,2.0786254939788784,2.0786254939788784
2015-04-10,2.076312713270331,2.097838212224528,2.0783976555008197,-0.0011126490631654384,-0.001101244965876158,-0.0011115341511723775,2.076312713270331,2.076312713270331
2015-04-17,2.0908594644210523,2.1123849633752494,2.092944406651541,0.007006050224394711,0.00693416254216106,0.006999022113126863,2.0908594644210523,2.0908594644210523
2015-04-24,2.0436893081622256,2.0652148071164227,2.0457742503927143,-0.02256017540226596,-0.022330284051755633,-0.022537701483573258,2.0436893081622256,2.0436893081622256
2015-05-01,2.0420539789409715,2.0635794778951686,2.0441389211714602,-0.0008001848493911501,-0.000791844613751036,-0.0007993693443644201,2.0420539789409715,2.0420539789409715
2015-05-08,2.0461006660921606,2.0676261650463577,2.0481856083226493,0.0019816749179606408,0.001961003777434689,0.0019796536865850367,2.046100666092161,2.046100666092161
2015-05-15,2.036187933826285,2.0577134327804822,2.038272876056774,-0.004844694315459863,-0.004794257508176414,-0.0048397626785364745,2.036187933826285,2.036187933826285
2015-05-22,2.0350393657508454,2.0565648647050425,2.037124307981334,-0.0005640776356440336,-0.0005581768856355307,-0.0005635006425939171,2.0350393657508454,2.0350393657508454
2015-05-29,1.9931773725118025,2.0147028714659996,1.9952623147422912,-0.020570606123679336,-0.02035529924559265,-0.020549552658632564,1.9931773725118025,1.9931773725118025
2015-06-05,1.9970354546992222,2.0185609536534193,1.9991203969297109,0.0019356441833160432,0.0019149633636112995,0.0019336215388390254,1.9970354546992224,1.9970354546992224
2015-06-12,2.0128108012430803,2.0343363001972774,2.014895743473569,0.007899382310282643,0.007815144999860468,0.007891143809090284,2.0128108012430803,2.0128108012430803
2015-06-19,1.9852614604751484,2.0067869594293453,1.9873464027056371,-0.013686999667786859,-0.013542176269115691,-0.0136728368488378,1.9852614604751484,1.9852614604751484
2015-06-26,1.9770365029346342,1.9985620018888313,1.979121445165123,-0.004143009726560454,-0.0040985703548984675,-0.004138663259367625,1.9770365029346344,1.9770365029346344
2015-07-03,1.9781121880390338,1.9996376869932309,1.9801971302695225,0.000544089652772195,0.0005382295387297287,0.000543516471426031,1.9781121880390335,1.9781121880390335
2015-07-10,2.0014544147008624,2.0229799136550595,2.003539356931351,0.011800254203462757,0.011673228012084147,0.011787829759480228,2.0014544147008624,2.0014544147008624
2015-07-17,1.9871879617123236,2.0087134606665207,1.9892729039428123,-0.007128042929057221,-0.007052197054573162,-0.007120625277054482,1.9871879617123236,1.9871879617123236
2015-07-24,2.000584626642474,2.022110125596671,2.0026695688729625,0.006741518763331511,0.006669276227035947,0.006734453027333442,2.000584626642474,2.000584626642474
2015-07-31,1.9867319512315942,2.0082574501857913,1.988816893462083,-0.006924313636323509,-0.006850603849675174,-0.006917104861525192,1.9867319512315944,1.9867319512315944
2015-08-07,1.9859231745578945,2.0074486735120916,1.9880081167883832,-0.00040708897503682895,-0.00040272559358611737,-0.0004066622102609774,1.9859231745578945,1.9859231745578945
2015-08-14,1.9292044985527754,1.9507299975069725,1.9312894407832641,-0.028560357586715712,-0.028254110181501146,-0.028530404642787777,1.9292044985527752,1.9292044985527752
2015-08-21,1.9381065706977723,1.9596320696519693,1.940191512928261,0.004614374552658784,0.004563456837375579,0.00460939305989605,1.9381065706977725,1.9381065706977725
2015-08-28,1.9310525993629084,1.9525780983171055,1.9331375415933971,-0.0036396199473820445,-0.0035996406897528255,-0.003635708788467751,1.9310525993629084,1.9310525993629084
2015-09-04,1.9348010180036166,1.9563265169578137,1.9368859602341053,0.001941127156217748,0.0019197278940794593,0.0019390335969671213,1.9348010180036168,1.9348010180036168
2015-09-11,1.9350883620585215,1.9566138610127186,1.9371733042890102,0.00014851349168787387,0.00014687939483226664,0.000148353625770703,1.9350883620585215,1.9350883620585215
2015-09-18,1.9245783369811362,1.9461038359353333,1.926663279211625,-0.005431289487062396,-0.005371537678847571,-0.005425443895037962,1.924578336981136,1.924578336981136
2015-09-25,1.9360211961078773,1.9575466950620743,1.938106138338366,0.0059456447715660055,0.0058798810810838376,0.005939210681081386,1.9360211961078773,1.9360211961078773
