cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256
0001493144,CLOUD PEAK ENERGY RESOURCES LLC,energy,0001104659-14-009852,2014-02-15 00:00:00+00:00,,no_explicit_symbol_tag,a13-27225_110k.htm,70f7fc6ec66b62f5898d89465e59db98958333834f6a5eaf2bb2e5799e46cb36
0001502012,"QR ENERGY, LP",energy,0001502012-14-000027,2014-11-06 00:00:00+00:00,,no_explicit_symbol_tag,qre-20140930x10q.htm,b5827b57a5bc77c96c4b2f192a3cadf8c9ac064f0efaf21edabafc9929141cb7
0001506932,LONE PINE RESOURCES INC.,energy,0001104659-13-082888,2013-11-09 00:00:00+00:00,,no_explicit_symbol_tag,a13-19576_110q.htm,286429f7d68f9d8d3210754a8d2a186530996754649453aba195143a25c5c90b
0001509273,"C&J ENERGY SERVICES, INC.",energy,0001193125-15-056558,2015-02-21 00:00:00+00:00,,no_explicit_symbol_tag,d865950d10k.htm,874a9c657cdfff703e0d3601ee5e5678e7a5ca6d50909684d1be9b9209497fd1
0001519632,"LRR ENERGY, L.P.",energy,0001104659-15-055872,2015-08-05 00:00:00+00:00,,no_explicit_symbol_tag,a15-11928_110q.htm,07c31110983f95bb09259878bccd80d9cbb1a43ddb7875f58f41f6c2855e63de
0001521847,AMPLIFY ENERGY CORP,energy,0001564590-19-028756,2019-08-06 00:00:00+00:00,,no_explicit_symbol_tag,ampy-10q_20190630.htm,d8265204abb8e039e024f5c349108477a87ac65f889fba6a7acf1ed3087f4ee4
0001523404,JP ENERGY PARTNERS LP,energy,0001558370-17-001695,2017-03-14 00:00:00+00:00,,no_explicit_symbol_tag,jpep-20161231x10k.htm,e650d7d1d27e42322025f88cf91bae32e0c5fb3117fe073f891b0dae14956409
0001527709,"MID-CON ENERGY PARTNERS, LP",energy,0001527709-16-000127,2016-11-01 00:00:00+00:00,,no_explicit_symbol_tag,mcep0930201610-q.htm,9f192bb105fe06dac57b788231283275139a1e0b62101fa9d1f11adbf8873ceb
0001528837,SANCHEZ ENERGY CORP,energy,0001558370-19-010632,2019-11-09 00:00:00+00:00,,no_explicit_symbol_tag,sn-20190930x10q.htm,890dc06a8aeb5955e4eb5a73ea32f4cd76289048f84b3b2d571439e93c2d9cd8
0001532750,"TITAN ENERGY, LLC",energy,0001564590-16-029545,2016-11-22 00:00:00+00:00,,no_explicit_symbol_tag,arp-10q_20160930.htm,0436b99175d22a4b1ef8eeccc2e793158a5acbd86b95c281264f4fc67fbdef27
0001532930,SEVENTY SEVEN ENERGY INC.,energy,0001532930-16-000149,2016-04-26 00:00:00+00:00,,no_explicit_symbol_tag,a20160331sse10q.htm,0008a3c5602cf364fa0a65ea0c303cb9445e735c21def4b0a3b005d7505d5942
0001533454,NORTHERN TIER ENERGY LP,energy,0001628280-16-015391,2016-05-04 00:00:00+00:00,,no_explicit_symbol_tag,nti-3312016x10q.htm,333d2eacab6b838f6a39ed64d5bfbd621832d31eaba03e2fe2abbcf55f6885da
0001540729,FORESIGHT ENERGY LP,energy,0001564590-19-043020,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,felp-10q_20190930.htm,02f063ca9cb8e8a181640e1d474e10763716ccbc1cc0cf6e0602e12c5628007d
0001549756,"LINNCO, LLC",energy,0001549756-16-000062,2016-11-08 00:00:00+00:00,,no_explicit_symbol_tag,linnco930201610q.htm,974ea00b8ad221b6201a7cb604aae2ea67e82a17ca022a2d7a85a7327664994d
0001555177,EMERGE ENERGY SERVICES LP,energy,0001628280-16-012000,2016-03-01 00:00:00+00:00,,no_explicit_symbol_tag,a10k151231-q4.htm,c8805fa9538e14f72b2fed253198f1e65f1d8a8d4855d8480a8a5b14c6882401
0001556766,"ALON USA PARTNERS, LP",energy,0001556766-17-000057,2017-11-10 00:00:00+00:00,,no_explicit_symbol_tag,aldw-2017930x10q.htm,ba20d928246aa7e7abbe42ee1c1ec55603f9607c87f330b9588cec5b33805254
0001558785,"CVR REFINING, LP",energy,0001558785-18-000067,2018-10-26 00:00:00+00:00,,no_explicit_symbol_tag,cvrrq32018form10-q.htm,5fc411dc4ddf7fa99b3e8fef3fbc8314523cca71b1ee85043672798778536c8f
0001560443,NEW SOURCE ENERGY PARTNERS L.P.,energy,0001560443-15-000072,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,nslp_20150930-10q.htm,773ed3c5c913aaed980b6b10c13cb5d66c9dd8f1583d2c277e8dcca80af3108e
0001573166,"JONES ENERGY, INC.",energy,0001558370-18-008305,2018-11-03 00:00:00+00:00,,no_explicit_symbol_tag,jone-20180930x10q.htm,8af008fa7c5811c251bad45ebd59cb7cd3ccae0b229d66eed62977f6af51cb44
0001574963,"WORLD POINT TERMINALS, LP",energy,0001144204-17-025603,2017-05-10 00:00:00+00:00,,no_explicit_symbol_tag,v465381_10q.htm,0198c84a7febcdecbc606484bcda6df50d235f21dccec2c10ae53a001343235b
0001583744,ARC LOGISTICS PARTNERS LP,energy,0001564590-17-022752,2017-11-09 00:00:00+00:00,,no_explicit_symbol_tag,arcx-10q_20170930.htm,dba6be022f406df80bea7a10ac43ef96c9a1f3af4e4c9cc1da2ed2d7eb6d1e8f
0001584952,EP ENERGY CORP,energy,0001584952-19-000014,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,epenergycorp0930201910q.htm,b18442db54c3c05a435eb9dc5f80a69ef168c181fb829c9d5a8a9a65f093cd2d
0001588216,"RSP PERMIAN, INC.",energy,0001588216-18-000104,2018-05-03 00:00:00+00:00,,no_explicit_symbol_tag,rspp2018033110q.htm,b73e0bf211bff6c742d60f1a6485055cff5b97cf4a70bffa7cb5bbd349304b5e
0001588238,RICE ENERGY INC.,energy,0001588238-17-000020,2017-11-03 00:00:00+00:00,,no_explicit_symbol_tag,riceenergy10q-september302.htm,2ae9db5fda657956145df81c9f5226a662a5b6fbc875cd5a357da128f1779800
0001594590,PARAGON OFFSHORE PLC,energy,0001594590-17-000045,2017-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a2017q110-q3312017.htm,d14f85a9d1fae3661141b11e653e36e13250426c88e4fea17bfd2e2f8e5b7136
0001597131,GLORI ENERGY INC.,energy,0001597131-15-000017,2015-11-07 00:00:00+00:00,,no_explicit_symbol_tag,glri201510-qq3.htm,4b5ceb3c647956b8d6421f1080d5f744d9bad4200be4ec4d07f2c83341269f4d
0001599222,MEMORIAL RESOURCE DEVELOPMENT CORP.,energy,0001564590-16-021712,2016-07-29 00:00:00+00:00,,no_explicit_symbol_tag,mrd-10q_20160630.htm,e648b7fb100d6d457a561f389483606bff52fc20ad7fc40b4368840ad97d5cbc
0001607250,TRANSOCEAN PARTNERS LLC,energy,0001607250-16-000097,2016-11-04 00:00:00+00:00,,no_explicit_symbol_tag,rigp-20160930x10q.htm,44ed4bfab79c5707d2f7c4a3a8e0228535e55bda664ff2e71d74ae1819f2ee17
0001619739,HESS MIDSTREAM PARTNERS LP,energy,0001564590-19-041757,2019-11-08 00:00:00+00:00,,no_explicit_symbol_tag,hesm-10q_20190930.htm,78f9ca518f95c7d00fbeb0c6e562e8e9f6548c0bd7c6830aaca7de1ad46ef362
0001623595,"ATLAS ENERGY GROUP, LLC",energy,0001564590-16-029403,2016-11-18 00:00:00+00:00,,no_explicit_symbol_tag,atls-10q_20160930.htm,ca76fded4836aaf9d2d8c02d544597c1a71572236089f8c1d41934605b0479f5
0001655020,"EXTRACTION OIL & GAS, INC.",energy,0001655020-20-000160,2020-11-10 00:00:00+00:00,,no_explicit_symbol_tag,xog-20200930.htm,9b0efd7dac96b2cc85364beac352cb15a299f85895359bbb77d8495b1095e5d6
0001661920,LONESTAR RESOURCES US INC.,energy,0001661920-19-000088,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,lone9301910q.htm,c22035e71f9a7da9c9d17b42f0e9c736803239f49078f4d6afbaa6bb71dc1237
0001681714,WILDHORSE RESOURCE DEVELOPMENT CORP,energy,0001558370-18-009023,2018-11-09 00:00:00+00:00,,no_explicit_symbol_tag,wrd-20180930x10q.htm,e7a1349e5f62918e9aaeb9246af6d47511c18b3dc891275b35266f3ff2019ec9
0001690769,"ALTA MESA RESOURCES, INC. /DE",energy,0001690769-19-000082,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,amr-093019x10q.htm,ab11abdfd7b5ab83ab26dae096eb8df9e243a1392565a6b4506907b617a81afe
0001735828,LEGACY RESERVES INC.,energy,0001735828-19-000038,2019-11-13 00:00:00+00:00,,no_explicit_symbol_tag,lgcy-20190930.htm,7c5d273e0f5188f33dd78238434a9f6a1e08bae57748362f9bbd42094fd775fd
0001737204,"RIVIERA RESOURCES, INC.",energy,0001564590-20-049644,2020-11-03 00:00:00+00:00,,no_explicit_symbol_tag,rvra-10q_20200930.htm,737615c908ba8ff2fd1aea3140c77462731aa7eef2e86488538475252921734c
0000002491,"BALLY TECHNOLOGIES, INC.",technology,0001104659-14-075599,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,a14-22449_110q.htm,0483fbae04f6a4b3ae8d24838524a11be916c4426dc558b37807eb4da1803bae
0000006284,ANALOGIC CORP,technology,0001564590-18-015137,2018-06-07 00:00:00+00:00,,no_explicit_symbol_tag,alog-10q_20180430.htm,eac34e8b8dff707a9150111c9ed11eee96e47641372e3ce6d7fa68c1059ceb49
0000006314,ANAREN INC,technology,0001437749-14-001124,2014-01-29 00:00:00+00:00,,no_explicit_symbol_tag,anen20131231_10q.htm,920fada33efa19ae71a47889e00c8691b9b57fe18293b20f7358f600131f4752
0000023082,COMPUTER SCIENCES CORP,technology,0000023082-17-000058,2017-05-27 00:00:00+00:00,,no_explicit_symbol_tag,cscfy1710-k.htm,18ca0d07f4927315918eedbb4f22c5ebf54be559ea084673ed9a395e566f6892
0000030822,DYNAMICS RESEARCH CORP,technology,0001171843-13-004325,2013-11-01 00:00:00+00:00,,no_explicit_symbol_tag,f10q_110113.htm,fdcbff3aba96da4230913b7ab7e31f52165ea0bbd4368c962752f224eb54becf
0000031347,ECHELON CORP,technology,0000031347-15-000038,2015-11-10 00:00:00+00:00,,no_explicit_symbol_tag,elon-20150930x10q.htm,0b97acde4b9681108933452a05fc0e2adcce893043f1331ff9b93a1ff24d629a
0000033619,ESTERLINE TECHNOLOGIES CORP,technology,0001564590-19-001987,2019-02-06 00:00:00+00:00,,no_explicit_symbol_tag,esl-10q_20181228.htm,86baeb3d5a0bd149401ebcad67d8bb3ffd369065c6eba5b7d9f661bcec0b1bd7
0000055772,KIMBALL INTERNATIONAL INC,technology,0000055772-14-000066,2014-11-08 00:00:00+00:00,,no_explicit_symbol_tag,kbalb09302014q110q.htm,12c1e235c2dba2f72eea4aa46c97c43f99f99b2a415f965ceeb398e8b05fbfbb
0000067279,MOCON INC,technology,0001437749-17-008558,2017-05-11 00:00:00+00:00,,no_explicit_symbol_tag,moco20170331_10q.htm,9b4df0cabbbf3dd4e827011c9bb79b786ec83f52267a741877502ad1339ccd86
0000067472,MOLEX INC,technology,0000067472-13-000010,2013-10-25 00:00:00+00:00,,no_explicit_symbol_tag,molx-20130930x10q.htm,6cc895c38c214e60f402b62a41faf383a852da9582a7fbc2ed75d49717927db4
0000082628,SYMMETRICOM INC,technology,0001193125-13-430759,2013-11-08 00:00:00+00:00,,no_explicit_symbol_tag,d598961d10q.htm,3f491b9e214a4be0e2d968f4d446c604d33063d8670038d89c0167ef806c52f9
0000089270,SL INDUSTRIES INC,technology,0001193125-16-575134,2016-05-04 00:00:00+00:00,,no_explicit_symbol_tag,d171276d10q.htm,08eceb20d0a9118efee909cc3ddae1bc52c35a5853a27cde261db3e22b6c66f8
0000092679,SPARTON CORP,technology,0000092679-19-000010,2019-02-07 00:00:00+00:00,,no_explicit_symbol_tag,spa-12302018x10xq.htm,97d4ab837edcc9d3c36bfc4961179a7874549424276b8520ab6f62fe9942bd7f
0000093384,STANDARD MICROSYSTEMS CORP,technology,0001140361-12-032255,2012-07-04 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,14128365661caeebe87e150e09d3478a5eaffeca21c1eedec7124082669e4e91
0000096763,PULSE ELECTRONICS CORP,technology,0001140361-13-040718,2013-11-06 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,87d982965f02d8e7f7a4a90ede590dcd2b846839cad95cd36e89cfed318b5567
0000215419,CHECKPOINT SYSTEMS INC,technology,0001628280-16-015737,2016-05-06 00:00:00+00:00,,no_explicit_symbol_tag,ckp-20160327x10q.htm,1fa642a5db11ce2c547b2ee2be39d1fd744e284e443dac9a7ca1989d490ca978
0000225263,NEWPORT CORP,technology,0001104659-16-101715,2016-03-03 00:00:00+00:00,,no_explicit_symbol_tag,a15-23450_110k.htm,d0c55f04ce6e59dc93735b4d80560b65b4ed4653d0222183f1547a79f80e1e13
0000310568,MICROSEMI CORP,technology,0000310568-18-000081,2018-04-28 00:00:00+00:00,,no_explicit_symbol_tag,mscc201810qq2.htm,02aa8660c149e84587b5af5c60630e0a3628d769a6578a883008db479172e3af
0000315449,UQM TECHNOLOGIES INC,technology,0000315449-13-000006,2013-02-01 00:00:00+00:00,,no_explicit_symbol_tag,uqm-20121231x10q.htm,16c74473f334f87034a6092294ebc4e98341e7ddbcdab49fbbf1b760aefb5a29
0000316793,INTERNATIONAL RECTIFIER CORP /DE/,technology,0000316793-14-000028,2014-10-30 00:00:00+00:00,,no_explicit_symbol_tag,form10-q.htm,b9d871002c80bc8a9a0cd69dc476db36b3c3cb99f6945db226a7d0b6782987d6
0000317771,TELLABS INC,technology,0001193125-13-421088,2013-11-01 00:00:00+00:00,,no_explicit_symbol_tag,d600429d10q.htm,b5c1fba19cc9773b7e1544d6f79f2ceb1a2015d954e50cc8c35cd3ec58018504
0000319240,IRIS INTERNATIONAL INC,technology,0001193125-12-345002,2012-08-10 00:00:00+00:00,,no_explicit_symbol_tag,d350732d10q.htm,dddeb83a88f53b2506dcc1068d9591596d53f3c8dcfb11e385f830f4614033c9
0000320340,INTELLIGENT SYSTEMS CORP,technology,0001437749-20-009353,2020-05-06 00:00:00+00:00,,no_explicit_symbol_tag,ins20200331_10q.htm,059c3edc37ccf7194919a6b85612ab52f0b98ad30ffb3b4237cb06052eb6184d
0000320345,MICROS SYSTEMS INC,technology,0000320345-14-000012,2014-08-23 00:00:00+00:00,,no_explicit_symbol_tag,mcrsfy201410-k.htm,e1e21c00c9d863e63cfab28dcda424768facda34bff50ad999c24cb1586f74c2
0000350917,EMULEX CORP /DE/,technology,0000350917-15-000030,2015-05-05 00:00:00+00:00,,no_explicit_symbol_tag,elx2015032910q.htm,6c5ca1b6fb9a304da8b75051593f62ba2fba58c9022e7ec6914cfb3ba9cd44be
0000355777,LOJACK CORP,technology,0000355777-16-000067,2016-03-12 00:00:00+00:00,,no_explicit_symbol_tag,lojn201510-k.htm,d15f75bf1f715536794dfbcf0b4bb5c68c35926cec3e7ae4c46052a956baf598
0000356028,"CA, INC.",technology,0000356028-18-000159,2018-11-08 00:00:00+00:00,,no_explicit_symbol_tag,ca-20180930x10q.htm,20382fe5fbe0c55d1fcad4cfd3fde55c722fb75a07ed7b8e4046e6f1f75adc05
0000357020,XCERRA CORP,technology,0001193125-18-188902,2018-06-12 00:00:00+00:00,,no_explicit_symbol_tag,d572465d10q.htm,bfd7cfe33f76211f6683bb84506dafc1b1ab2fab36e24ce9896158f65d1daa98
0000701811,MENTOR GRAPHICS CORP,technology,0000701811-17-000004,2017-03-18 00:00:00+00:00,,no_explicit_symbol_tag,ment-20170131x10k.htm,3a12889385d751444ed0f4bee5e24c94bca86f26818a7a8b70ab648becb8ca2a
0000703360,LSI CORP,technology,0001193125-14-174348,2014-05-02 00:00:00+00:00,,no_explicit_symbol_tag,d685839d10q.htm,8d6d3dd99dfa46fc401bcbfd07ae680e3781e91dc35cac0cad69fdb31f5b8bd7
0000703361,INTEGRATED DEVICE TECHNOLOGY INC,technology,0001628280-19-001035,2019-02-07 00:00:00+00:00,,no_explicit_symbol_tag,idti-12302018x10q.htm,808802816a39053346a8e7fb6596508ae63e8b7d5a35598fa61c0e070b2cbe23
0000711065,APPLIED MICRO CIRCUITS CORP,technology,0001628280-16-020637,2016-11-03 00:00:00+00:00,,no_explicit_symbol_tag,amcc09-30x201610xq.htm,1424bfa00f3e8e9dea611f1093b5278e4bbcc33c5d9f6e51a4d2ecdecf786879
0000714603,DST SYSTEMS INC,technology,0000714603-18-000013,2018-03-01 00:00:00+00:00,,no_explicit_symbol_tag,dst10k2017.htm,bc979fcbcab9f432987072ba86baed34672bed636f31166c4aa048e79fa2044a
0000730000,SUPERTEX INC,technology,0000730000-14-000005,2014-02-07 00:00:00+00:00,,no_explicit_symbol_tag,supx-20131228x10q.htm,0007ae9710fd1fba938885a70f7318753e7ede01787453fe5de328d0b3df95df
0000730716,ZYGO CORP,technology,0000930413-14-002439,2014-05-13 00:00:00+00:00,,no_explicit_symbol_tag,c77496_10q.htm,42511c96ef6493a059dfdfba3cdb0a91eb0ddecd28f8723ea30ad25b14c17c47
0000752431,NETWORK EQUIPMENT TECHNOLOGIES INC,technology,0001140361-12-006369,2012-02-09 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,7f14e0bf9477e1e595ae882512e3bf25714c9c603a8a1d76b054012529d8b4cc
0000753568,EXAR CORP,technology,0001437749-17-001644,2017-02-04 00:00:00+00:00,,no_explicit_symbol_tag,exar20161225_10q.htm,88f1d31f547314e39f4b86708569a416f2775d14a774fb7cd3552cd54853f836
0000767920,PMC SIERRA INC,technology,0000767920-15-000028,2015-11-04 00:00:00+00:00,,no_explicit_symbol_tag,pmcs-20150926x10q.htm,06a1efbb9d292990273320aaaa0a98441992cdd50bbba8a75542b35a682ba718
0000768251,ALTERA CORP,technology,0000768251-15-000042,2015-10-23 00:00:00+00:00,,no_explicit_symbol_tag,altera_2015q310-q.htm,7f6a43d051ebdb601045884c612dff6c5e74737be075872fe2695218c5830874
0000768411,CYBEROPTICS CORP,technology,0000897101-20-000134,2020-03-13 00:00:00+00:00,,no_explicit_symbol_tag,cybe-20191231.htm,d57051e8879cbe7e76bad8d4eb75eca20a4737588eba42b5d921363b74f79595
0000772897,HUTCHINSON TECHNOLOGY INC,technology,0001575872-16-000415,2016-08-06 00:00:00+00:00,,no_explicit_symbol_tag,10q.htm,814410deb50548e66a877c65c1cf54495ae8ab8520c0729da24d2990af057c4a
0000778734,MEASUREMENT SPECIALTIES INC,technology,0001144204-14-047371,2014-08-07 00:00:00+00:00,,no_explicit_symbol_tag,v384144_10q.htm,ead322fb83475a37bfcaec4b9924d6fc722c3762b41151d3fec7239bc4439d57
0000790070,EMC CORP,technology,0000790070-16-000276,2016-08-09 00:00:00+00:00,,no_explicit_symbol_tag,emc-2016630x10q.htm,f3d5024d1b74ec0c69a8752790c58e079594ba868d065c1cb9afc333a6cf7179
0000790715,SIGMA DESIGNS INC,technology,0001437749-18-011812,2018-06-15 00:00:00+00:00,,no_explicit_symbol_tag,sigm20180502_10q.htm,84981bebff8fb6d52ec6179b4ad73121093508dd09ac5a6f24bca37de4b5701e
0000790818,X RITE INC,technology,0001193125-12-225505,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,d324353d10q.htm,40f35d687f1952a142a964bbf6f75fb10a5eb56ad736e3f40307cbc673b6d573
0000791907,LINEAR TECHNOLOGY CORP /CA/,technology,0000791907-17-000019,2017-02-01 00:00:00+00:00,,no_explicit_symbol_tag,lltc-20170101x10q.htm,74359939fe72231c5cbfc3e3b1952044a74a89dbcacf994fc2497138adcb7e69
0000792130,DATAWATCH CORP,technology,0001144204-18-064355,2018-12-14 00:00:00+00:00,,no_explicit_symbol_tag,tv508536_10k.htm,f40bb1387901973dd9e83b7a01bf84a7e7b935f87b57f16878f3b5f69179342e
0000800459,HARMAN INTERNATIONAL INDUSTRIES INC /DE/,technology,0001564590-17-000659,2017-01-27 00:00:00+00:00,,no_explicit_symbol_tag,har-10q_20161231.htm,0a66747444e77fc41a71ba12d71880da0a5607289f7a23e5872cd15d032e5a89
0000803014,COMVERSE TECHNOLOGY INC/NY/,technology,0000803014-12-000027,2012-12-15 00:00:00+00:00,,no_explicit_symbol_tag,cmvt-10312012x10q1.htm,14b8d20fb6ba42eaf8168b8fe871f50f53b35ba4efd1174337118ba1c5c6b8c4
0000820736,ORBITAL SCIENCES CORP /DE/,technology,0000820736-14-000073,2014-10-25 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,04488bd9007d35fe422ddaba6c83b724e41c6f798259244fcecc794b3da7661c
0000825410,LANDAUER INC,technology,0000825410-17-000054,2017-08-09 00:00:00+00:00,,no_explicit_symbol_tag,ldr-20170630x10q.htm,42860c84a0267941fc90a76e65b6d1856bcb1b3c16bfe9a89247bf76b6b5c0b8
0000826083,DELL INC,technology,0000826083-13-000028,2013-08-29 00:00:00+00:00,,no_explicit_symbol_tag,dellq2fy1410q.htm,43be498f7464830751ceaee7590f68a58308be2626999abdd03387f0861f4e06
0000830916,MULTI FINELINE ELECTRONIX INC,technology,0001564590-16-018035,2016-05-06 00:00:00+00:00,,no_explicit_symbol_tag,mflx-10q_20160331.htm,7b3cd6e8854e8e11cec39ab13eb47e8ce4ff8911c251707c48f115da86541a36
0000835729,BMC SOFTWARE INC,technology,0001193125-13-319198,2013-08-06 00:00:00+00:00,,no_explicit_symbol_tag,d558131d10q.htm,0ab6852fa714d762f87a559055260c253baefe5cf99190834a41a1a5ebb1ef40
0000849502,RAMTRON INTERNATIONAL CORP,technology,0001193125-12-463188,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,d398323d10q.htm,6f67435c6e37ecb87e7a4292b885eb83e337b75f70b21c15c4ff7d40b6c483b7
0000849547,BLACK BOX CORP,technology,0000849547-18-000037,2018-07-17 00:00:00+00:00,,no_explicit_symbol_tag,form10-k_masterx4q18.htm,62e2ccd98be7766900085e3b137373c91d31dc9ec21fa134c637d59571388847
0000850579,PLX TECHNOLOGY INC,technology,0000850579-14-000035,2014-08-08 00:00:00+00:00,,no_explicit_symbol_tag,plx_body10q-q214.htm,e2e48b7deb2b99740a4885f8ee3add8031d92cce8863b76bc70d2f052e239d57
0000854701,INTEGRATED SILICON SOLUTION INC,technology,0000854701-15-000009,2015-08-01 00:00:00+00:00,,no_explicit_symbol_tag,issi-10qx6302015.htm,bef3c4d7f8cd0bf9f1646f1c0ad7cfcd595292e1969683f59ecdb7a6afa251d3
0000859014,COMPUWARE CORP,technology,0001140361-14-040552,2014-11-07 00:00:00+00:00,,no_explicit_symbol_tag,form10q.htm,ba3a7502c9b91a85af1ac7cf09204647355e0c322a04c0bd1cbef51ca33ce9f4
0000864559,CASCADE MICROTECH INC,technology,0001193125-16-577314,2016-05-05 00:00:00+00:00,,no_explicit_symbol_tag,d172183d10q.htm,c078aa469ac427de982ba9e5188c7822372331cb899c14700a8346b2006102fa
0000865570,THQ INC,technology,0000865570-12-000062,2012-11-14 00:00:00+00:00,,no_explicit_symbol_tag,thq10-q93012.htm,87e56ede78899102ddef36ebf4bcc795434ce699ec5731fe09e96662208547ea
0000867374,ELECTRONICS FOR IMAGING INC,technology,0000867374-19-000045,2019-05-08 00:00:00+00:00,,no_explicit_symbol_tag,efii2019q110-q.htm,2c47d589b5122da1e418c42efb4b54fbcb7e0db791c4783570d1846571599b1b
0000870753,NUMEREX CORP /PA/,technology,0001144204-17-056922,2017-11-08 00:00:00+00:00,,no_explicit_symbol_tag,tv478188_10q.htm,af9559395ee1d3cde25da0dd509a192ee417211c4c08b194d4b03ffa7b838f0e
0000872448,ATMEL CORP,technology,0000872448-16-000043,2016-03-01 00:00:00+00:00,,no_explicit_symbol_tag,atml-201510k.htm,a9fb5013ff84503ba7a6f796496b58cf0424817804bb9ece5c757dabfe91cb4f
0000873044,RADISYS CORP,technology,0000873044-18-000062,2018-05-05 00:00:00+00:00,,no_explicit_symbol_tag,a03311810-q.htm,eed65a741f8e0a181be5f2b857823a54c9ff8aec80232408d2656f7ca50322b1
0000880177,PEREGRINE SEMICONDUCTOR CORP,technology,0000880177-14-000151,2014-11-05 00:00:00+00:00,,no_explicit_symbol_tag,psmi2014092710-q.htm,7caec28acb9eb3dbd8180b42498f17cdfe564f8a647fc364b50a72e4137340b7
0000880432,MISONIX INC,technology,0001213900-20-011661,2020-05-12 00:00:00+00:00,,no_explicit_symbol_tag,f10q0320_misonixinc.htm,1187f7e1c046305bfb970139a0c214054f9977bdedf6d0d7ea316724eb6310d2
0000880446,VITESSE SEMICONDUCTOR CORP,technology,0000880446-15-000010,2015-02-04 00:00:00+00:00,,no_explicit_symbol_tag,vtss-20141231x10qq1.htm,e1feb7a01194c911e8baa6a2947adab558f3b9782a38037f2804eb2bf018af64
0000881890,ABAXIS INC,technology,0001140361-18-026304,2018-05-31 00:00:00+00:00,,no_explicit_symbol_tag,h10054101x1_10k.htm,a048ea57835e405eb8f0f65bc8f8608ba0fae8812c61b9f65b232767fb5f945b
0000887969,MRV COMMUNICATIONS INC,technology,0000887969-17-000052,2017-08-03 00:00:00+00:00,,no_explicit_symbol_tag,mrv2017063010-q.htm,a1b44b21a06eb223d518119f590658b7a0ef8d0c9b34df765c100147618a338e
0000889423,SATCON TECHNOLOGY CORP,technology,0001104659-12-035966,2012-05-11 00:00:00+00:00,,no_explicit_symbol_tag,a12-8717_110q.htm,c13f283f724d9355372b3197d777b6cd4b7197eb818db00a5e8b1d40ffaa6a0a
0000890264,EXA CORP,technology,0001564590-17-018112,2017-08-29 00:00:00+00:00,,no_explicit_symbol_tag,exa-10q_20170731.htm,108900046b56755922efcb4d01aa41544f13a8b618c5106b66458b43ed514c51
0000892482,QUMU CORP,technology,0000892482-16-000062,2016-11-09 00:00:00+00:00,,no_explicit_symbol_tag,qumu10qq32016.htm,b0e3ab3e2510ca5b552c89727803e39ff40a0ad76a07836b18715cd2a6dfe0ee
0000894738,EASYLINK SERVICES INTERNATIONAL CORP,technology,0000894738-12-000009,2012-05-31 00:00:00+00:00,,no_explicit_symbol_tag,esic-2012430x10q.htm,0e9c0d408ad30ff0dbc11e3f7ede5d0841a204b711c55b330268cd54e955402d
0000911160,RF MICRO DEVICES INC,technology,0000911160-14-000169,2014-11-01 00:00:00+00:00,,no_explicit_symbol_tag,rfmd2014927-10q.htm,d09ab42d7654bb89cc2b5063a6ad4c7db3b50ddb3c71447ca487a6ea8093e711
0000911650,"SPEED COMMERCE, INC.",technology,0001437749-16-025451,2016-02-17 00:00:00+00:00,,no_explicit_symbol_tag,spdc20151231_10q.htm,26a441921fac4275b145429d1fdd5243420f0fdb0e7fc5444c29647e4064fc9e
0000913077,AFFYMETRIX INC,technology,0000913077-16-000033,2016-02-19 00:00:00+00:00,,no_explicit_symbol_tag,affx1231201510-k.htm,204f1894468180db3617c162e03ec17001d2a8dcadbb4138f2b1aec666a91103
0000913885,TRIQUINT SEMICONDUCTOR INC,technology,0000913885-14-000078,2014-10-29 00:00:00+00:00,,no_explicit_symbol_tag,tqnt-10q_q32014.htm,d4e1286880443eb87bbe8a2ec1b39ebbd6a45b80cd9f49609b56658db0696c45
0000914329,FEI CO,technology,0000914329-16-000225,2016-08-05 00:00:00+00:00,,no_explicit_symbol_tag,feic-10qx07032016.htm,64b776be24e55f005b56ca3e9f8fb706bc3c8d51f2b3599c99f0f06b8acca037
0000915324,TELULAR CORP,technology,0001437749-13-005738,2013-05-11 00:00:00+00:00,,no_explicit_symbol_tag,wrls_10q-033113.htm,df77537d56ac88af78d58245f3241275c8da07c9519e96187213756a54eea900
0000915735,STRATASYS INC,technology,0001206774-12-004501,2012-11-10 00:00:00+00:00,,no_explicit_symbol_tag,stratasys_10q.htm,3df7c16a644808b15a5cf9fde9075d6b5f83685ee187c17855cac63f13d0dfd5
