Date,Ticker,signal_value_observed,signal_name,source,frequency,lag_periods,research_only,notes,signal_value_tradable
2007-11-16,DBA,0.3483935765977938,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.31059266391952406
2007-11-23,DBA,0.3309255920626133,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3483935765977938
2007-11-30,DBA,0.29958341143995104,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3309255920626133
2007-12-07,DBA,0.3656231266903141,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.29958341143995104
2007-12-14,DBA,0.2918749025607121,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3656231266903141
2007-12-21,DBA,0.4701695771682302,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2918749025607121
2007-12-28,DBA,0.5152201625469653,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4701695771682302
2008-01-04,DBA,0.5636273017235676,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5152201625469653
2008-01-11,DBA,0.5904808719154444,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5636273017235676
2008-01-18,DBA,0.7557782112217942,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5904808719154444
2008-01-25,DBA,0.7926774681631854,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.7557782112217942
2008-02-01,DBA,0.8184643343475438,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.7926774681631854
2008-02-08,DBA,0.8544355719566853,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8184643343475438
2008-02-15,DBA,0.9549425765011487,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8544355719566853
2008-02-22,DBA,0.9626376633478357,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.9549425765011487
2008-02-29,DBA,0.9922473056316705,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.9626376633478357
2008-03-07,DBA,0.8004046313476231,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.9922473056316705
2008-03-14,DBA,0.8241106114155979,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8004046313476231
2008-03-21,DBA,0.37986453662817327,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.8241106114155979
2008-03-28,DBA,0.4005986088247384,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.37986453662817327
2008-04-04,DBA,0.5184045791463037,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4005986088247384
2008-04-11,DBA,0.5083598975846715,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5184045791463037
2008-04-18,DBA,0.4839998852335654,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.5083598975846715
2008-04-25,DBA,0.3776799909472092,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.4839998852335654
2008-05-02,DBA,0.34162744713113785,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3776799909472092
2008-05-09,DBA,0.3593796944157261,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.34162744713113785
2008-05-16,DBA,0.339649081153258,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.3593796944157261
2008-05-23,DBA,0.2546795595149373,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.339649081153258
2008-05-30,DBA,0.22189971712297052,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.2546795595149373
2008-06-06,DBA,0.24332559137099072,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.22189971712297052
2008-06-13,DBA,0.32408954318822325,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.24332559137099072
2008-06-20,DBA,0.266230959836153,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.32408954318822325
2008-06-27,DBA,0.30396641260634144,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.266230959836153
2008-07-04,DBA,0.25962856006909973,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.30396641260634144
2008-07-11,DBA,0.13229468071749598,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.25962856006909973
2008-07-18,DBA,0.015614255475005842,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.13229468071749598
2008-07-25,DBA,-0.012577487523144113,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.015614255475005842
2008-08-01,DBA,-0.04046406735496687,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.012577487523144113
2008-08-08,DBA,-0.1647821218841051,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.04046406735496687
2008-08-15,DBA,-0.13188816422692784,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1647821218841051
2008-08-22,DBA,-0.10120532021497676,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.13188816422692784
2008-08-29,DBA,-0.14680335020667143,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.10120532021497676
2008-09-05,DBA,-0.1637551155562157,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.14680335020667143
2008-09-12,DBA,-0.19440971755531877,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1637551155562157
2008-09-19,DBA,-0.10934352211591122,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19440971755531877
2008-09-26,DBA,-0.15377690641960223,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.10934352211591122
2008-10-03,DBA,-0.27427851889749033,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.15377690641960223
2008-10-10,DBA,-0.32465249938101204,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.27427851889749033
2008-10-17,DBA,-0.31236302295565155,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.32465249938101204
2008-10-24,DBA,-0.3124957365236577,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.31236302295565155
2008-10-31,DBA,-0.25528757612635206,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3124957365236577
2008-11-07,DBA,-0.2864289436430609,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.25528757612635206
2008-11-14,DBA,-0.28025133022498105,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2864289436430609
2008-11-21,DBA,-0.29980667941770855,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.28025133022498105
2008-11-28,DBA,-0.24537161545081243,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.29980667941770855
2008-12-05,DBA,-0.3266744529567123,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.24537161545081243
2008-12-12,DBA,-0.3168611164388576,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3266744529567123
2008-12-19,DBA,-0.3091253495009286,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3168611164388576
2008-12-26,DBA,-0.28166977248134756,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3091253495009286
2009-01-02,DBA,-0.27378348063923225,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.28166977248134756
2009-01-09,DBA,-0.2537680868460994,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.27378348063923225
2009-01-16,DBA,-0.23978443158285706,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2537680868460994
2009-01-23,DBA,-0.22688341724247554,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23978443158285706
2009-01-30,DBA,-0.23225733386063224,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.22688341724247554
2009-02-06,DBA,-0.19180785530800956,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23225733386063224
2009-02-13,DBA,-0.23101657271444262,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19180785530800956
2009-02-20,DBA,-0.3103095776209904,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.23101657271444262
2009-02-27,DBA,-0.28633427242878484,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.3103095776209904
2009-03-06,DBA,-0.2621709461763877,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.28633427242878484
2009-03-13,DBA,-0.2538843292797077,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2621709461763877
2009-03-20,DBA,-0.19570554358965891,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2538843292797077
2009-03-27,DBA,-0.2225762993863642,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19570554358965891
2009-04-03,DBA,-0.08903144027101992,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.2225762993863642
2009-04-10,DBA,0.019792086807665435,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.08903144027101992
2009-04-17,DBA,-0.02291751830116515,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.019792086807665435
2009-04-24,DBA,0.04793595174860618,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.02291751830116515
2009-05-01,DBA,0.03965419973967967,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.04793595174860618
2009-05-08,DBA,0.09348893085664199,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.03965419973967967
2009-05-15,DBA,0.06343162262606178,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09348893085664199
2009-05-22,DBA,0.23773700952003007,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06343162262606178
2009-05-29,DBA,0.18069357268625605,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.23773700952003007
2009-06-05,DBA,0.405242652122592,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.18069357268625605
2009-06-12,DBA,0.24189362854884838,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.405242652122592
2009-06-19,DBA,0.13675048680177465,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.24189362854884838
2009-06-26,DBA,0.014320703963701088,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.13675048680177465
2009-07-03,DBA,-0.06468479600501473,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.014320703963701088
2009-07-10,DBA,-0.1408273757868526,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.06468479600501473
2009-07-17,DBA,-0.06098266736532782,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.1408273757868526
2009-07-24,DBA,-0.05957404632342376,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.06098266736532782
2009-07-31,DBA,0.025776829208543243,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.05957404632342376
2009-08-07,DBA,0.03256057305008471,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.025776829208543243
2009-08-14,DBA,0.06760416123788845,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.03256057305008471
2009-08-21,DBA,0.12708411012750626,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06760416123788845
2009-08-28,DBA,0.1560323617151132,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.12708411012750626
2009-09-04,DBA,0.0463261103244242,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1560323617151132
2009-09-11,DBA,0.046895890155937,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.0463261103244242
2009-09-18,DBA,-0.02833476954547363,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.046895890155937
2009-09-25,DBA,0.06241700980708183,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.02833476954547363
2009-10-02,DBA,-0.03284615302418309,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.06241700980708183
2009-10-09,DBA,-0.016531897095254145,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.03284615302418309
2009-10-16,DBA,0.10467109944490412,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.016531897095254145
2009-10-23,DBA,0.11602837412660047,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.10467109944490412
2009-10-30,DBA,-0.03418902652850281,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.11602837412660047
2009-11-06,DBA,-0.07762801715349876,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.03418902652850281
2009-11-13,DBA,-0.04078244197226401,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.07762801715349876
2009-11-20,DBA,-0.11034305787550033,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.04078244197226401
2009-11-27,DBA,-0.10237840788195147,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.11034305787550033
2009-12-04,DBA,-0.12028465118913932,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.10237840788195147
2009-12-11,DBA,-0.07503724761895163,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.12028465118913932
2009-12-18,DBA,0.02049594371014407,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.07503724761895163
2009-12-25,DBA,0.0222766278416702,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.02049594371014407
2010-01-01,DBA,0.1229929385712167,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.0222766278416702
2010-01-08,DBA,0.291225531303536,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1229929385712167
2010-01-15,DBA,0.1704871462440876,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.291225531303536
2010-01-22,DBA,0.16614092633762048,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.1704871462440876
2010-01-29,DBA,-0.006539086659541903,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.16614092633762048
2010-02-05,DBA,-0.06832066825297368,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.006539086659541903
2010-02-12,DBA,-0.013989953302857294,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.06832066825297368
2010-02-19,DBA,0.05262749149103929,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.013989953302857294
2010-02-26,DBA,-0.05225892250607922,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.05262749149103929
2010-03-05,DBA,0.09082714476919093,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.05225892250607922
2010-03-12,DBA,0.009773283020459624,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.09082714476919093
2010-03-19,DBA,0.025583032050590804,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.009773283020459624
2010-03-26,DBA,-0.07200895544904481,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",0.025583032050590804
2010-04-02,DBA,-0.011933701746291245,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.07200895544904481
2010-04-09,DBA,-0.03910000134342698,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.011933701746291245
2010-04-16,DBA,-0.16171160921357913,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.03910000134342698
2010-04-23,DBA,-0.19404971139708432,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.16171160921357913
2010-04-30,DBA,-0.08263733049837467,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.19404971139708432
2010-05-07,DBA,-0.16023688728501997,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.08263733049837467
2010-05-14,DBA,-0.1953689532127118,bm_quality_trend_efficiency,existing strong signal panels / weekly ETF prices,weekly,1,True,"Signed 26-week trend efficiency: absolute momentum divided by path length, then one-week lagged.",-0.16023688728501997
