Date,Ticker,mom_13_4w,mom_26_4w,mom_39_4w,mom_52_4w,multi_mom_equal_observed,multi_mom_equal_score_observed,multi_mom_equal_score_tradable,multi_mom_invvol_observed,multi_mom_invvol_score_observed,multi_mom_invvol_score_tradable,asset_class
2018-04-13,IWM,-0.002276169697425834,0.06044019163547487,0.12030904295527112,0.1925465878193524,0.09275491317816814,0.41176470588235303,0.3529411764705883,0.08340658198697895,0.3529411764705883,0.3529411764705883,Equities
2018-04-13,IAU,-0.019440124935788283,0.005582112841878706,0.06773913705639911,0.01693548746833451,0.01770415310770601,-0.11764705882352944,-0.05882352941176472,0.010054414572890916,-0.11764705882352944,-0.05882352941176472,Commodities
2018-04-13,VWO,-0.01279154782468972,0.06412945577995632,0.14395240331865922,0.2313557126142023,0.10666150597203203,0.588235294117647,0.588235294117647,0.08546685104482818,0.47058823529411775,0.47058823529411775,Equities
2018-04-13,USO,-0.024864001372935318,0.2102218253841619,0.30865484786756836,0.12758311425815072,0.15539894653423642,0.8823529411764706,0.8823529411764706,0.12298607319736887,0.7647058823529411,0.8823529411764706,Commodities
2018-04-13,SLV,-0.0540872827093869,-0.06215719156452104,0.020557057107763788,-0.12207645519107269,-0.05444096808930421,-0.9705882352941176,-0.7058823529411764,-0.05254930200540673,-0.9705882352941176,-0.6470588235294117,Commodities
2018-04-13,DBA,0.0339439184627206,0.0026124788964221324,-0.043846697365638176,-0.025888439965952914,-0.00829468499311209,-0.4117647058823529,-0.4117647058823529,-0.010107603466012478,-0.4117647058823529,-0.3529411764705882,Commodities
2018-04-13,UUP,-0.0037957427649516484,-0.02223922470202855,-0.03971316824819804,-0.08998238332843833,-0.03893262976090414,-0.8823529411764706,-0.9705882352941176,-0.028692448042876927,-0.8823529411764706,-0.9705882352941176,FX
2018-04-13,MBB,-0.01370974388022117,-0.01962207602319377,-0.009937416857179748,-0.006216466821035382,-0.012371425895407517,-0.47058823529411764,-0.5882352941176471,-0.012142067488384287,-0.5294117647058824,-0.5882352941176471,Bonds
2018-04-13,HYG,-0.012291619284860111,-0.008318327490521082,0.0018395387856566803,0.0299872860818724,0.0028042195230369715,-0.23529411764705888,-0.17647058823529416,-0.0015139085785683278,-0.23529411764705888,-0.2941176470588235,Bonds
2018-04-13,BIL,0.0019141478002773216,0.00441575422661078,0.006548321860413875,0.00850972920140114,0.005346988272175779,-0.17647058823529416,-0.23529411764705888,0.005346988272175779,-0.17647058823529416,-0.17647058823529416,Bonds
2018-04-13,VEA,-0.04081191068823542,0.026667500570325187,0.08187214757227523,0.18406518076469625,0.06294822955476531,0.17647058823529416,0.05882352941176472,0.0451906352182364,0.05882352941176472,0.05882352941176472,Equities
2018-04-13,PDBC,-0.02625693335331125,0.06537108990825957,0.14329240896610607,0.06474567882563598,0.06178806108667259,0.11764705882352944,0.11764705882352944,0.05062544066240552,0.11764705882352944,0.17647058823529416,Commodities
2018-04-20,TIP,-0.005292192977334298,0.0005565199716797142,0.003468038709881327,0.0007776117441566921,-0.00012250563790414115,-0.11764705882352944,-0.3529411764705882,-0.00035137612457611064,-0.11764705882352944,-0.3529411764705882,Bonds
2018-04-20,SPY,-0.07605494880111408,0.012826341219699389,0.06002958800438152,0.12100397571514798,0.029451239034528703,0.17647058823529416,0.5294117647058822,0.02996563926771368,0.23529411764705888,0.6470588235294117,Equities
2018-04-20,XLV,-0.09599844961271065,-0.04304365637896068,-0.005247627719322301,0.09778660128646655,-0.01162578310613177,-0.4117647058823529,0.23529411764705888,-0.024815654558511566,-0.7058823529411764,0.23529411764705888,Equities
2018-04-20,XLU,-0.01097946357834012,-0.09037507189934069,-0.05643414814494685,-0.02009326794822963,-0.04447048789271432,-0.8823529411764706,-0.5294117647058824,-0.0414757173296596,-0.8823529411764706,-0.47058823529411764,Equities
2018-04-20,XLP,-0.11863359411941532,-0.04404825269081458,-0.05865629077356482,-0.05001803935665139,-0.06783904423511153,-0.9705882352941176,-0.7058823529411764,-0.06792840023473833,-0.9705882352941176,-0.6470588235294117,Equities
2018-04-20,XLK,-0.04895138448317049,0.05927166469946665,0.13020239832700198,0.22652701419281907,0.0917624231840293,0.8823529411764706,0.9705882352941178,0.07594632063854093,0.8235294117647058,0.9705882352941178,Equities
2018-04-20,XLI,-0.08353425497704536,0.006440950834004866,0.07248766419105235,0.13308091024621982,0.03211881757355792,0.2941176470588236,0.3529411764705883,0.03693474411898103,0.3529411764705883,0.588235294117647,Equities
2018-04-20,XLF,-0.08877349176046223,0.015114118108235486,0.0949768725825233,0.17699824502274675,0.049578935988260825,0.5294117647058822,0.7647058823529411,0.04302865735134903,0.7058823529411764,0.8235294117647058,Equities
2018-04-20,XLE,-0.11959420889905437,-0.0011337060249440034,0.05336534908801216,0.018686419002493126,-0.012169036708373271,-0.47058823529411764,-0.6470588235294117,-0.015449433386987059,-0.4117647058823529,-0.7058823529411764,Equities
2018-04-20,XLB,-0.11134625137689447,-0.03796772785129199,0.028124458279547238,0.09349292172693979,-0.006924149805424856,-0.23529411764705888,0.0,-0.00652960082530396,-0.23529411764705888,0.17647058823529416,Equities
2018-04-20,VUG,-0.05905161123576441,0.040067439733843635,0.07860196968191246,0.1613658109067302,0.05524590227168047,0.588235294117647,0.7058823529411764,0.04243438143631117,0.6470588235294117,0.7058823529411764,Equities
2018-04-20,VTV,-0.08828454202799718,-0.007986846149616977,0.04774219043737604,0.09098840789612783,0.010614802538972429,0.0,0.2941176470588236,0.01653037743249604,0.11764705882352944,0.41176470588235303,Equities
2018-04-20,VNQ,-0.06860641920855082,-0.11003245223546931,-0.10195781511987834,-0.10776168443532852,-0.09708959274980675,-0.9705882352941176,-0.9705882352941176,-0.09472273605795856,-0.9705882352941176,-0.9705882352941176,REITs
2018-04-20,TLT,-0.019478304347938513,-0.020634103114183233,-0.027901833491227213,-0.004765944919024712,-0.018195046468093418,-0.5294117647058824,-0.7647058823529411,-0.018521572158781537,-0.47058823529411764,-0.8235294117647058,Bonds
2018-04-20,XLY,-0.0485325756596926,0.10351247353535054,0.11021182799143281,0.14993943695175882,0.07878279070471239,0.7647058823529411,0.8235294117647058,0.07785473609446958,0.8823529411764706,0.8823529411764706,Equities
2018-04-20,IEF,-0.007345124112976831,-0.023906000882281453,-0.0295342933502305,-0.023036758546567837,-0.020955544223014155,-0.6470588235294117,-0.8235294117647058,-0.01900990645130619,-0.5294117647058824,-0.7647058823529411,Bonds
2018-04-20,EEM,-0.07038073021420843,0.02897925479704866,0.091005794225129,0.2171326517048282,0.06668424262819936,0.7058823529411764,0.6470588235294117,0.03805920628520802,0.41176470588235303,0.5294117647058822,Equities
2018-04-20,QQQ,-0.04552618997384972,0.06986220157460665,0.10642874948869818,0.20610927041360183,0.08421850787576424,0.8235294117647058,0.9705882352941178,0.07270852800131646,0.7647058823529411,0.9705882352941178,Equities
2018-04-20,EFA,-0.08350174062198812,-0.00979858067785866,0.03171403756169955,0.12590171179382947,0.01607885701392056,0.05882352941176472,0.05882352941176472,0.006459990561978936,0.0,0.0,Equities
2018-04-20,EWJ,-0.08694960214078651,0.019926051782723553,0.07921532283494859,0.14737525714137845,0.03989175740456602,0.3529411764705883,0.47058823529411775,0.03196652863952588,0.2941176470588236,0.2941176470588236,Equities
2018-04-20,GLD,0.009413087000807785,0.04933804761028249,0.07001507902526183,0.04333254155465727,0.04302468879775234,0.41176470588235303,-0.05882352941176472,0.038827984516296286,0.47058823529411775,-0.05882352941176472,Commodities
2018-04-20,LQD,-0.028486317671789663,-0.031665175841583904,-0.02788902137261684,0.00024528445257154807,-0.021948807608354715,-0.7058823529411764,-0.5882352941176471,-0.022266370788152422,-0.6470588235294117,-0.5882352941176471,Bonds
2018-04-20,SHY,-0.0004511701305088822,-0.004359358438878247,-0.005234986681624254,-0.0042560574534620255,-0.003575393176118352,-0.17647058823529416,-0.2941176470588235,-0.003575393176118352,-0.17647058823529416,-0.2941176470588235,Bonds
2018-04-20,IWM,-0.05172457172756961,0.006576618539602563,0.06160527952328776,0.1076854468887205,0.031035693306010304,0.23529411764705888,0.41176470588235303,0.023694632400590186,0.17647058823529416,0.3529411764705883,Equities
2018-04-20,IAU,0.011737134220558776,0.05121952070500546,0.07213929148326947,0.04527085083246041,0.04509169931032353,0.47058823529411775,-0.11764705882352944,0.04091636135947298,0.588235294117647,-0.11764705882352944,Commodities
2018-04-20,VWO,-0.07239638695329376,0.028519317731578564,0.09455656887059494,0.18188936049377813,0.05814221503566447,0.6470588235294117,0.588235294117647,0.04091544255378181,0.5294117647058822,0.47058823529411775,Equities
2018-04-20,USO,0.044025114322830516,0.273250176836632,0.42184148993740855,0.2868217176044585,0.2564846246753324,0.9705882352941178,0.8823529411764706,0.22092438779778648,0.9705882352941178,0.7647058823529411,Commodities
2018-04-20,SLV,-0.029283447706915156,-0.03109452751071662,-0.0012820805945253921,-0.08460637457860698,-0.036566607597691037,-0.7647058823529411,-0.9705882352941176,-0.03407756924902408,-0.7647058823529411,-0.9705882352941176,Commodities
2018-04-20,DBA,0.012882584029850097,-0.006319122892048279,-0.06259316361622591,-0.02177279623222339,-0.01945062467766187,-0.5882352941176471,-0.4117647058823529,-0.021175027337040592,-0.5882352941176471,-0.4117647058823529,Commodities
2018-04-20,UUP,-0.009725279235032969,-0.03728668209147845,-0.03609927966105675,-0.09174469288163511,-0.04371398346730082,-0.8235294117647058,-0.8823529411764706,-0.03498443746256956,-0.8235294117647058,-0.8823529411764706,FX
2018-04-20,MBB,-0.007528160037341247,-0.014270081429270776,-0.011578561748645022,-0.005541185417553551,-0.009729497158202649,-0.2941176470588235,-0.47058823529411764,-0.009260323320571657,-0.2941176470588235,-0.5294117647058824,Bonds
2018-04-20,HYG,-0.02197573371411332,-0.02247382638880735,-0.010671163755582747,0.015001104691246159,-0.010029904791814315,-0.3529411764705882,-0.23529411764705888,-0.013549587271591803,-0.3529411764705882,-0.23529411764705888,Bonds
2018-04-20,BIL,0.0021345311190554828,0.004525651637942163,0.00709965576275895,0.008620831430064424,0.005595167487455255,-0.05882352941176472,-0.17647058823529416,0.005595167487455255,-0.05882352941176472,-0.17647058823529416,Bonds
2018-04-20,VEA,-0.08046702983685172,-0.004960330505875299,0.037627283800814704,0.13422321513160762,0.021605784647423826,0.11764705882352944,0.17647058823529416,0.010150808119535195,0.05882352941176472,0.05882352941176472,Equities
2018-04-20,PDBC,0.0028169280298351307,0.08607233599954256,0.1719957445241853,0.1311871663009163,0.09801804371361983,0.9705882352941178,0.11764705882352944,0.08878161960466673,0.9705882352941178,0.11764705882352944,Commodities
2018-04-27,TIP,-0.0026375504543700856,0.004379528394610643,0.0069486404570384686,0.0024218374070141824,0.002778113951073302,-0.17647058823529416,-0.11764705882352944,0.002600149486251958,-0.17647058823529416,-0.11764705882352944,Bonds
2018-04-27,SPY,-0.07807979424422473,0.030438945297999842,0.0808481789640223,0.12640171461907435,0.03990226115921794,0.3529411764705883,0.17647058823529416,0.04296359351727359,0.3529411764705883,0.23529411764705888,Equities
2018-04-27,XLV,-0.10764708430081249,-0.001551925996449044,0.029445155111340826,0.09458668462642406,0.003708207360125837,-0.11764705882352944,-0.4117647058823529,-0.0071899278058385726,-0.47058823529411764,-0.7058823529411764,Equities
2018-04-27,XLU,-0.002300467145857188,-0.06635297125249429,-0.02358086559846151,0.00985365713034514,-0.02059516171661696,-0.7058823529411764,-0.8823529411764706,-0.018891867710404856,-0.7058823529411764,-0.8823529411764706,Equities
2018-04-27,XLP,-0.09852454690387535,0.00412411202233276,-0.03047259056342988,-0.020163818745838835,-0.03625921104770283,-0.8823529411764706,-0.9705882352941176,-0.03619741555034649,-0.8823529411764706,-0.9705882352941176,Equities
2018-04-27,XLK,-0.051529909663728724,0.05323544818538184,0.1508473092077307,0.220504103432972,0.09326423779058896,0.9705882352941178,0.8823529411764706,0.08190388688880992,0.9705882352941178,0.8235294117647058,Equities
2018-04-27,XLI,-0.07526191018250716,0.03698338646385202,0.10142594529912419,0.14100276403181256,0.0510375464030704,0.41176470588235303,0.2941176470588236,0.0561166341754553,0.47058823529411775,0.3529411764705883,Equities
2018-04-27,XLF,-0.08285171522755208,0.038045542098453566,0.12062625453220854,0.19088657601171644,0.06667666435370662,0.5294117647058822,0.5294117647058822,0.06070955517108553,0.6470588235294117,0.7058823529411764,Equities
2018-04-27,XLE,-0.12411382119528402,0.014879786761150315,0.04170308874229334,0.027693061912734684,-0.009959470944776422,-0.5882352941176471,-0.47058823529411764,-0.012138246636374894,-0.5882352941176471,-0.4117647058823529,Equities
2018-04-27,XLB,-0.10816740986213169,-0.02845356594067472,0.048805135929812726,0.09323083783419617,0.0013537494903006209,-0.2941176470588235,-0.23529411764705888,0.003574780146842917,-0.11764705882352944,-0.23529411764705888,Equities
2018-04-27,VUG,-0.06662943421201784,0.04768823212189632,0.09542854457852168,0.1535034575929055,0.05749770002032642,0.47058823529411775,0.588235294117647,0.04927627980364388,0.41176470588235303,0.6470588235294117,Equities
2018-04-27,VTV,-0.08378123258311698,0.020264392064080816,0.07402416616274299,0.10889925356836572,0.029851644803018135,0.11764705882352944,0.0,0.037032873631119644,0.2941176470588236,0.11764705882352944,Equities
2018-04-27,VNQ,-0.04374602964561958,-0.05949839911169441,-0.07094498445816089,-0.046663369921435494,-0.05521319578422759,-0.9705882352941176,-0.9705882352941176,-0.05435659897368588,-0.9705882352941176,-0.9705882352941176,REITs
2018-04-27,TLT,-0.009627138900120014,-0.0005695349871804867,0.0004199030422866734,0.019380587921739245,0.0024009542691813546,-0.23529411764705888,-0.5294117647058824,-7.283276969993145e-05,-0.23529411764705888,-0.47058823529411764,Bonds
2018-04-27,XLY,-0.06799802265161081,0.10318160247965102,0.1193197122909706,0.13931385722885437,0.0734542873369663,0.7058823529411764,0.7647058823529411,0.07444710311524927,0.8823529411764706,0.8823529411764706,Equities
2018-04-27,IEF,-0.0024172237409817443,-0.017488071420824203,-0.02198320324701064,-0.015521155496286188,-0.014352413476275694,-0.6470588235294117,-0.6470588235294117,-0.012667869939377623,-0.6470588235294117,-0.5294117647058824,Bonds
2018-04-27,EEM,-0.07296464042177209,0.0622379445551271,0.12026653008486021,0.22912494399726469,0.08466619455386998,0.8823529411764706,0.7058823529411764,0.060342479290704104,0.588235294117647,0.41176470588235303,Equities
2018-04-27,QQQ,-0.06166348361518048,0.06271611986168324,0.11983495226384266,0.18770377770333657,0.0771478415534205,0.7647058823529411,0.8235294117647058,0.06933621046619505,0.7647058823529411,0.7647058823529411,Equities
2018-04-27,EFA,-0.07401992125751877,0.01791004832783427,0.05433469272512781,0.12161548248543141,0.02996007557021868,0.17647058823529416,0.05882352941176472,0.023668011102858405,0.11764705882352944,0.0,Equities
2018-04-27,EWJ,-0.061697727512902145,0.045567339717364375,0.11912841833280874,0.18541014901498198,0.07210204488806324,0.6470588235294117,0.3529411764705883,0.06583235824053904,0.7058823529411764,0.2941176470588236,Equities
2018-04-27,GLD,-0.017802813135782802,0.04044664456519231,0.04225700862502757,0.04156665075761712,0.02661687270301355,0.0,0.41176470588235303,0.022155003181890027,0.0,0.47058823529411775,Commodities
2018-04-27,LQD,-0.020842606950245757,-0.01647235756126142,-0.010277427755574498,0.015447534289665832,-0.00803621449435396,-0.5294117647058824,-0.7058823529411764,-0.0090206894305264,-0.5294117647058824,-0.6470588235294117,Bonds
2018-04-27,SHY,0.0012237016045664184,-0.0038806768963968175,-0.004637711042440484,-0.002716452013352688,-0.002502784586905893,-0.3529411764705882,-0.17647058823529416,-0.002502784586905893,-0.2941176470588235,-0.17647058823529416,Bonds
2018-04-27,IWM,-0.04648820219005323,0.01980881352321684,0.07866316389976835,0.10591479948600901,0.039474643679735244,0.2941176470588236,0.23529411764705888,0.032815697698691124,0.23529411764705888,0.17647058823529416,Equities
2018-04-27,IAU,-0.01850429605638404,0.04088307593743146,0.042588001839865,0.042588001839865,0.026888695890194353,0.05882352941176472,0.47058823529411775,0.022303582036906317,0.05882352941176472,0.588235294117647,Commodities
2018-04-27,VWO,-0.07667052586097833,0.05710777486598495,0.11432932995165679,0.1936013208545364,0.07209197495279995,0.588235294117647,0.6470588235294117,0.058988735178926825,0.5294117647058822,0.5294117647058822,Equities
2018-04-27,USO,-0.011329276519889797,0.20756457272399986,0.28711898273239966,0.27832035597384763,0.19041865872758934,0.9705882352941178,0.9705882352941178,0.15992782867021632,0.9705882352941178,0.9705882352941178,Commodities
2018-04-27,SLV,-0.060938452729949466,-0.0314267759142266,-0.02530047827881632,-0.05460119210465286,-0.04306672475691131,-0.9705882352941176,-0.7647058823529411,-0.043371932315335975,-0.9705882352941176,-0.7647058823529411,Commodities
2018-04-27,DBA,-0.004235050842575916,-0.023871391039848477,-0.05667011037063807,-0.04711244389810065,-0.03297224903779078,-0.8235294117647058,-0.5882352941176471,-0.03408504180754734,-0.8235294117647058,-0.5882352941176471,Commodities
2018-04-27,UUP,0.015047179340332617,-0.04245353623434567,-0.02224880601981949,-0.07578224830810387,-0.0313593528054841,-0.7647058823529411,-0.8235294117647058,-0.02299108505161493,-0.7647058823529411,-0.8235294117647058,FX
2018-04-27,MBB,-0.004293368290755661,-0.010502983746493277,-0.008080579190231196,-0.0011832233011417337,-0.006015038632155467,-0.47058823529411764,-0.2941176470588235,-0.0055544855731398165,-0.3529411764705882,-0.2941176470588235,Bonds
2018-04-27,HYG,-0.01615627010191878,-0.011734691772689931,-0.004302645571002017,0.017565735367748303,-0.0036569680194656062,-0.4117647058823529,-0.3529411764705882,-0.006981898022868447,-0.4117647058823529,-0.3529411764705882,Bonds
2018-04-27,BIL,0.0021343126590425143,0.004745426874513292,0.007319430932791526,0.008840708880386128,0.005759969836683365,-0.05882352941176472,-0.05882352941176472,0.005759969836683365,-0.05882352941176472,-0.05882352941176472,Bonds
2018-04-27,VEA,-0.07234427893066175,0.02208106970220247,0.06162009070465002,0.1342343834118973,0.03639781622202201,0.23529411764705888,0.11764705882352944,0.028704334644027298,0.17647058823529416,0.05882352941176472,Equities
2018-04-27,PDBC,-0.023089529724115154,0.06304361742805442,0.13204694431427555,0.14042749757495976,0.07810713239829364,0.8235294117647058,0.9705882352941178,0.07069168805445035,0.8235294117647058,0.9705882352941178,Commodities
2018-05-04,TIP,0.007050396003762005,-0.000951794034951603,0.006289572090580009,0.012026856708332812,0.006103757691930806,-0.11764705882352944,-0.17647058823529416,0.005868675418355486,-0.17647058823529416,-0.17647058823529416,Bonds
2018-05-04,SPY,-0.05332999174631359,0.014095981854663542,0.06460466632589079,0.10420678456615473,0.03239436025009887,0.17647058823529416,0.3529411764705883,0.03490946626951724,0.17647058823529416,0.3529411764705883,Equities
2018-05-04,XLV,-0.07744663272942243,-0.01383283237677857,0.016323113959528124,0.06750211105806625,-0.0018635600221516557,-0.47058823529411764,-0.11764705882352944,-0.008826048156502614,-0.5882352941176471,-0.47058823529411764,Equities
2018-05-04,XLU,0.0186790691551606,-0.0710857407111457,-0.039112576077711014,0.007071093021681074,-0.021112038653003762,-0.7647058823529411,-0.7058823529411764,-0.0166374280614633,-0.7647058823529411,-0.7058823529411764,Equities
2018-05-04,XLP,-0.06650509982398356,-0.0006355211092626822,-0.028724672427445253,-0.02478042988659568,-0.030161430811821793,-0.8235294117647058,-0.8823529411764706,-0.03017986951395142,-0.8823529411764706,-0.8823529411764706,Equities
2018-05-04,XLK,-0.03353786038613049,0.015749718723515382,0.123422068352121,0.1821197764435889,0.0719384257832737,0.8823529411764706,0.9705882352941178,0.06416986697176906,0.8235294117647058,0.9705882352941178,Equities
2018-05-04,XLI,-0.06317089130285258,0.022695618033360176,0.07137227426282533,0.10797081115899743,0.03471695303808259,0.23529411764705888,0.41176470588235303,0.038243242821989286,0.23529411764705888,0.47058823529411775,Equities
2018-05-04,XLF,-0.07122261772623473,0.022984844616923183,0.08348913653605194,0.15834805086857529,0.04839985357382892,0.5294117647058822,0.5294117647058822,0.04429003918088238,0.5294117647058822,0.6470588235294117,Equities
2018-05-04,XLE,-0.06390379419321135,-0.005806680270270759,0.053936571170589254,0.034863094677746176,0.00477229784621333,-0.23529411764705888,-0.5882352941176471,0.005804055292241623,-0.23529411764705888,-0.5882352941176471,Equities
2018-05-04,XLB,-0.06176177122532156,-0.031037746606138228,0.05003844133858415,0.07665664621797541,0.008473892431274943,-0.05882352941176472,-0.2941176470588235,0.010183333091627177,-0.05882352941176472,-0.11764705882352944,Equities
2018-05-04,VUG,-0.047044005782755915,0.02216962918312393,0.07941369725171366,0.12357925621909449,0.04452964421779404,0.3529411764705883,0.47058823529411775,0.0392297569768576,0.3529411764705883,0.41176470588235303,Equities
2018-05-04,VTV,-0.05796702851266422,0.010275846830132496,0.05568211724415817,0.0921729508822886,0.025040971610978763,0.05882352941176472,0.11764705882352944,0.03130325871913991,0.11764705882352944,0.2941176470588236,Equities
2018-05-04,VNQ,-0.013986375360001468,-0.07113486362750665,-0.07153184247222233,-0.044689832906882665,-0.05033572859165328,-0.9705882352941176,-0.9705882352941176,-0.04746375350730385,-0.9705882352941176,-0.9705882352941176,REITs
2018-05-04,TLT,0.016922702822158797,-0.026075309146330827,-0.014454447415682359,0.021590817843791132,-0.0005040589740158141,-0.3529411764705882,-0.23529411764705888,-7.052587526744444e-05,-0.2941176470588235,-0.23529411764705888,Bonds
2018-05-04,XLY,-0.04369329551593848,0.10490824131406984,0.11697829126694348,0.13107017385612751,0.07731585273030059,0.9705882352941178,0.7058823529411764,0.07913012801243562,0.9705882352941178,0.8823529411764706,Equities
2018-05-04,IEF,0.010129954517094752,-0.024702459652896636,-0.025397990899075795,-0.012253326873367887,-0.013055955727061391,-0.7058823529411764,-0.6470588235294117,-0.009845099928890438,-0.6470588235294117,-0.6470588235294117,Bonds
2018-05-04,EEM,-0.04016283991557679,0.03136567411218816,0.08745136762084682,0.1946984070416693,0.06833815221478187,0.7647058823529411,0.8823529411764706,0.05057416986683051,0.6470588235294117,0.588235294117647,Equities
2018-05-04,QQQ,-0.04693414665107887,0.025720783787703816,0.09680712665258984,0.1486519744489594,0.056061434559543544,0.6470588235294117,0.7647058823529411,0.05057598012135234,0.7058823529411764,0.7647058823529411,Equities
2018-05-04,EFA,-0.043418122384592195,0.0048144813520285545,0.0396685505737584,0.08662175710321818,0.021921666661103234,0.0,0.17647058823529416,0.018037752566756625,0.0,0.11764705882352944,Equities
2018-05-04,EWJ,-0.04332476767704885,0.013938574220032862,0.08841162107446365,0.1446177796516721,0.050910801817279944,0.588235294117647,0.6470588235294117,0.04696052439797326,0.588235294117647,0.7058823529411764,Equities
2018-05-04,GLD,0.0,0.047836150818110434,0.05633094674312855,0.08016406360284623,0.0460827902910213,0.41176470588235303,0.0,0.03952442217156812,0.41176470588235303,0.0,Commodities
2018-05-04,LQD,-0.007343840797423673,-0.020717987173423547,-0.009706858969567356,0.017893527490904892,-0.004968789862377421,-0.5294117647058824,-0.5294117647058824,-0.004858026925011606,-0.5294117647058824,-0.5294117647058824,Bonds
2018-05-04,SHY,0.002038684101824506,-0.0029793561999863494,-0.004128365429756253,-0.0016271787714816632,-0.00167405407484994,-0.4117647058823529,-0.3529411764705882,-0.00167405407484994,-0.4117647058823529,-0.2941176470588235,Bonds
2018-05-04,IWM,-0.020300974192633547,0.01795477921937305,0.08155193568469565,0.09575886385056931,0.04374115114050112,0.2941176470588236,0.2941176470588236,0.038360403173942036,0.2941176470588236,0.23529411764705888,Equities
2018-05-04,IAU,0.000781267869751634,0.049140080228925465,0.05780353284762363,0.08375640865929834,0.04787032240139977,0.47058823529411775,0.05882352941176472,0.04105864449930671,0.47058823529411775,0.05882352941176472,Commodities
2018-05-04,VWO,-0.04165480639907748,0.04144978670257915,0.08728305746583986,0.17655888926713326,0.0659092317591187,0.7058823529411764,0.588235294117647,0.05571741514018621,0.7647058823529411,0.5294117647058822,Equities
2018-05-04,USO,-0.04064415142037148,0.11896242284450831,0.23494571446727663,0.29503110005050703,0.15207377148548012,0.9705882352941178,0.9705882352941178,0.1252081710721192,0.9705882352941178,0.9705882352941178,Commodities
2018-05-04,SLV,-0.014687071805708718,-0.03077887994785944,0.0032509876698840756,-0.004516109343498109,-0.011682768356795548,-0.6470588235294117,-0.9705882352941176,-0.013252165009405324,-0.7058823529411764,-0.9705882352941176,Commodities
2018-05-04,DBA,-0.013178518174370435,-0.03604530434249076,-0.04781271606312143,-0.06353171352009734,-0.04014206302501999,-0.9705882352941176,-0.8235294117647058,-0.04073104845983063,-0.9705882352941176,-0.8235294117647058,Commodities
2018-05-04,UUP,0.015470447704311274,-0.0420305704113173,-0.023843654690893556,-0.07063784252028704,-0.030260404979546657,-0.8823529411764706,-0.7647058823529411,-0.0232081159804993,-0.8235294117647058,-0.7647058823529411,FX
2018-05-04,MBB,0.0030135299202507237,-0.014385180645291373,-0.009534846063635416,-0.00020793704983279593,-0.005278608459627215,-0.5882352941176471,-0.47058823529411764,-0.004209667363655825,-0.47058823529411764,-0.3529411764705882,Bonds
2018-05-04,HYG,-0.0030262263624689645,-0.010585106310928794,-0.004074266396512316,0.019232588564861652,0.0003867473737378946,-0.2941176470588235,-0.4117647058823529,-0.0011993137923460159,-0.3529411764705882,-0.4117647058823529,Bonds
2018-05-04,BIL,0.002232572116611431,0.0050199593616975235,0.006999717139635653,0.009293152572953156,0.005886350297724441,-0.17647058823529416,-0.05882352941176472,0.005886350297724441,-0.11764705882352944,-0.05882352941176472,Bonds
2018-05-04,VEA,-0.04176167509045503,0.005989421151879615,0.04796367862880868,0.10257456010804855,0.028691496199570454,0.11764705882352944,0.23529411764705888,0.023742321925934767,0.05882352941176472,0.17647058823529416,Equities
2018-05-04,PDBC,-0.018497587125572146,0.030891197996271158,0.12235659114771757,0.15290158196551684,0.07191294599598336,0.8235294117647058,0.8235294117647058,0.06729082622220138,0.8823529411764706,0.8235294117647058,Commodities
2018-05-11,TIP,0.0170661305204034,0.0032852136025460776,0.002781276701840696,0.01400007300823436,0.009283173458256133,-0.2941176470588235,-0.11764705882352944,0.009343065208153254,-0.2941176470588235,-0.17647058823529416,Bonds
2018-05-11,SPY,0.018018843426476083,0.03674179505102049,0.10150984156569831,0.13068839617949157,0.07173971905567161,0.23529411764705888,0.17647058823529416,0.07357368535056431,0.23529411764705888,0.17647058823529416,Equities
2018-05-11,XLV,0.0007022551439415103,0.015838607970755314,0.053304423298330406,0.10412456834857187,0.043492463690399774,-0.17647058823529416,-0.47058823529411764,0.03833827159410016,-0.17647058823529416,-0.5882352941176471,Equities
2018-05-11,XLU,0.03329520120678753,-0.08765000162725212,-0.050412903987670066,-0.005512543997111874,-0.027570062101311632,-0.8823529411764706,-0.7647058823529411,-0.020269810086238134,-0.8235294117647058,-0.7647058823529411,Equities
2018-05-11,XLP,-0.015353100032381106,-0.018451436247359343,-0.027342924875609076,-0.016989771173603452,-0.019534308082238244,-0.7647058823529411,-0.8235294117647058,-0.019451566227309813,-0.7647058823529411,-0.8823529411764706,Equities
2018-05-11,XLK,0.04718180902542546,0.05158285521519179,0.17362662155856445,0.2110166676874825,0.12085198837166605,0.9705882352941178,0.8823529411764706,0.11622932437140708,0.8823529411764706,0.8235294117647058,Equities
2018-05-11,XLI,0.006478382057570231,0.05110837270413482,0.10570774255552617,0.13708047031371584,0.07509374190773677,0.2941176470588236,0.23529411764705888,0.07721432767156665,0.2941176470588236,0.23529411764705888,Equities
2018-05-11,XLF,-0.004336854369332399,0.06165428826054353,0.12427883255417393,0.18462469565417394,0.09155524052488975,0.588235294117647,0.5294117647058822,0.0875450248631852,0.588235294117647,0.5294117647058822,Equities
2018-05-11,XLE,0.07872271089036009,0.03929546668310557,0.14718032795422187,0.0901205198465822,0.08882975634356743,0.47058823529411775,-0.23529411764705888,0.08967362685588233,0.6470588235294117,-0.23529411764705888,Equities
