Date,Ticker,ma_13w_observed,ma_52w_observed,moving_average_distance_observed,moving_average_distance_tradable,moving_average_distance_score_observed,moving_average_distance_score_tradable,asset_class
2016-07-22,EWJ,38.037394303541916,38.430476482097916,-0.010228397213318696,-0.009689608094096691,-0.8235294117647058,-0.8235294117647058,Equities
2016-07-22,GLD,123.58153827373798,113.24326911339394,0.09129257077515152,0.08943103295967614,0.8235294117647058,0.8235294117647058,Commodities
2016-07-22,LQD,85.91954099214993,82.030760544997,0.04740636831009026,0.0462791116055119,0.3529411764705883,0.41176470588235303,Bonds
2016-07-22,SHY,70.09281393197867,69.75136492802547,0.004895230427469421,0.004765474161088523,-0.6470588235294117,-0.6470588235294117,Bonds
2016-07-22,IWM,100.88148029033954,98.31402851985051,0.026114805884194237,0.021456905825901096,-0.23529411764705888,-0.2941176470588235,Equities
2016-07-22,IAU,24.952307774470402,22.854230844057522,0.09180256140444176,0.09000624734232976,0.8823529411764706,0.8823529411764706,Commodities
2016-07-22,VWO,25.83587807875413,25.137848413907566,0.027768075188979946,0.02264898635548751,-0.11764705882352944,-0.23529411764705888,Equities
2016-07-22,USO,91.15692197359525,94.93538431020883,-0.039800358570911354,-0.046267011276118764,-0.9705882352941176,-0.9705882352941176,Commodities
2016-07-22,SLV,17.09769212282621,14.966538410920363,0.14239456401961648,0.13617971613286817,0.9705882352941178,0.9705882352941178,Commodities
2016-07-22,DBA,18.547377513005184,17.948141391460712,0.03338708496187648,0.03180214695207684,0.11764705882352944,0.11764705882352944,Commodities
2016-07-22,UUP,20.580415138831505,20.947991077716534,-0.017547073488876852,-0.019445454231225123,-0.9705882352941176,-0.9705882352941176,FX
2016-07-22,MBB,83.3884746844952,82.27041772695688,0.013590024074619178,0.013393478564646566,-0.47058823529411764,-0.47058823529411764,Bonds
2016-07-22,HYG,49.956877781794624,48.246729190532974,0.03544589695413425,0.032623281910484137,0.17647058823529416,0.17647058823529416,Bonds
2016-07-22,BIL,74.09227987436148,74.0707595531757,0.0002905373364010533,0.00026108002645641726,-0.7058823529411764,-0.7058823529411764,Bonds
2016-07-22,VEA,26.609366783728966,26.657084391667293,-0.0017900535271307971,-0.0017476137661291968,-0.7647058823529411,-0.7647058823529411,Equities
2016-07-22,PDBC,7.703355202308068,7.369058159681467,0.04536496189644024,0.04007859767286126,0.2941176470588236,0.2941176470588236,Commodities
2016-07-29,TIP,87.2107913677509,84.71540260314941,0.0294561400633504,0.028608329607755723,-0.2941176470588235,-0.05882352941176472,Bonds
2016-07-29,SPY,178.85752281775842,171.64469234759991,0.04202186721597956,0.03858551370649699,0.23529411764705888,0.23529411764705888,Equities
2016-07-29,XLV,60.847961132343,59.088611382704514,0.02977476891855768,0.02342043860836629,-0.23529411764705888,-0.3529411764705882,Equities
2016-07-29,XLU,18.5170170710637,16.698519926804764,0.10890169621200108,0.10650028272160061,0.9705882352941178,0.9705882352941178,Equities
2016-07-29,XLP,41.4832024207482,38.837809782761795,0.06811384711916912,0.06626450833776798,0.588235294117647,0.588235294117647,Equities
2016-07-29,XLK,19.6943599994366,18.95272918847891,0.03913055494975981,0.03307077035853667,0.17647058823529416,0.05882352941176472,Equities
2016-07-29,XLI,47.447906494140625,44.875315592839165,0.0573275277803722,0.05607308610004713,0.47058823529411775,0.47058823529411775,Equities
2016-07-29,XLF,15.641548596895658,15.4662310893719,0.011335502910223116,0.008889318289985404,-0.5882352941176471,-0.5882352941176471,Equities
2016-07-29,XLE,22.446686524611252,21.15140988276555,0.06123831219880582,0.060863278523765496,0.5294117647058822,0.5294117647058822,Equities
2016-07-29,XLB,19.357082953819862,18.048439264297485,0.07250730494525759,0.07105436184401026,0.7058823529411764,0.7058823529411764,Equities
2016-07-29,VUG,99.48662684513972,96.60837364196777,0.02979299924703005,0.025230383846629012,-0.17647058823529416,-0.2941176470588235,Equities
2016-07-29,VTV,66.08063272329477,62.914935038639946,0.050317109645119595,0.04762733648574846,0.41176470588235303,0.41176470588235303,Equities
2016-07-29,VNQ,58.62079737736629,53.53500490922194,0.09499938361392157,0.08840204466646062,0.8823529411764706,0.7647058823529411,REITs
2016-07-29,TLT,103.52709608811598,96.61592747614934,0.07153239421805213,0.06723267379459497,0.6470588235294117,0.6470588235294117,Bonds
2016-07-29,XLY,35.70949495755709,34.72051825890174,0.028483926745586308,0.026459830441444954,-0.3529411764705882,-0.17647058823529416,Equities
2016-07-29,IEF,89.41006880540114,86.60423132089468,0.03239838795069927,0.031437903871141204,-0.11764705882352944,0.0,Bonds
2016-07-29,EEM,27.262753559992863,26.533485375917873,0.027484824317007384,0.022564174091907585,-0.4117647058823529,-0.4117647058823529,Equities
2016-07-29,QQQ,101.66573685866136,100.14295930128831,0.015206037129296801,0.008997920145634719,-0.47058823529411764,-0.5294117647058824,Equities
2016-07-29,EFA,42.56096825232873,42.88923219534067,-0.007653761240510204,-0.010360874912937579,-0.8823529411764706,-0.8823529411764706,Equities
2016-07-29,EWJ,38.222291212815506,38.387651883638824,-0.00430765266196953,-0.010228397213318696,-0.8235294117647058,-0.8235294117647058,Equities
2016-07-29,GLD,123.99153782771184,113.70576902536246,0.09045951573534583,0.09129257077515152,0.7647058823529411,0.8235294117647058,Commodities
2016-07-29,LQD,86.173585158128,82.18848551236667,0.04848732302241676,0.04740636831009026,0.3529411764705883,0.3529411764705883,Bonds
2016-07-29,SHY,70.11627255953275,69.7657040816087,0.005024940012272605,0.004895230427469421,-0.6470588235294117,-0.6470588235294117,Bonds
2016-07-29,IWM,101.50761354886569,98.31440250690167,0.03247958549857288,0.026114805884194237,0.0,-0.23529411764705888,Equities
2016-07-29,IAU,25.035384838397686,22.948077018444355,0.09095785316894633,0.09180256140444176,0.8235294117647058,0.8823529411764706,Commodities
2016-07-29,VWO,25.971274302555965,25.13402608724741,0.033311345042860596,0.027768075188979946,0.05882352941176472,-0.11764705882352944,Equities
2016-07-29,USO,90.209229689378,94.03846124502329,-0.04071984489057057,-0.039800358570911354,-0.9705882352941176,-0.9705882352941176,Commodities
2016-07-29,SLV,17.279999879690315,15.067884573569664,0.14680994504038658,0.14239456401961648,0.9705882352941178,0.9705882352941178,Commodities
2016-07-29,DBA,18.514977381779598,17.933759762690617,0.03240913376670451,0.03338708496187648,-0.05882352941176472,0.11764705882352944,Commodities
2016-07-29,UUP,20.61704444885254,20.935781442202053,-0.015224509017227716,-0.017547073488876852,-0.9705882352941176,-0.9705882352941176,FX
2016-07-29,MBB,83.46317819448618,82.32345859821027,0.013844408576642264,0.013590024074619178,-0.5294117647058824,-0.47058823529411764,Bonds
2016-07-29,HYG,50.08261841994066,48.27369271791898,0.03747228770319877,0.03544589695413425,0.11764705882352944,0.17647058823529416,Bonds
2016-07-29,BIL,74.0935287475586,74.07107177147499,0.0003031814654024245,0.0002905373364010533,-0.7647058823529411,-0.7058823529411764,Bonds
2016-07-29,VEA,26.64489922156701,26.62447555248554,0.0007671012727070714,-0.0017900535271307971,-0.7058823529411764,-0.7647058823529411,Equities
2016-07-29,PDBC,7.691692242255578,7.353193163871765,0.046034297051646966,0.04536496189644024,0.2941176470588236,0.2941176470588236,Commodities
2016-08-05,TIP,87.33038564828726,84.78785793597882,0.02998693178719347,0.0294561400633504,-0.3529411764705882,-0.2941176470588235,Bonds
2016-08-05,SPY,179.7459728534405,171.8851811335637,0.04573280644693023,0.04202186721597956,0.23529411764705888,0.23529411764705888,Equities
2016-08-05,XLV,61.26278657179613,59.106327497042145,0.03648440304232903,0.02977476891855768,-0.05882352941176472,-0.23529411764705888,Equities
2016-08-05,XLU,18.581787549532375,16.75409307846656,0.10908943041595531,0.10890169621200108,0.9705882352941178,0.9705882352941178,Equities
2016-08-05,XLP,41.582007481501655,38.921658295851486,0.06835138332052315,0.06811384711916912,0.588235294117647,0.588235294117647,Equities
2016-08-05,XLK,19.86784157386193,19.002468072451077,0.0455400581709402,0.03913055494975981,0.17647058823529416,0.17647058823529416,Equities
2016-08-05,XLI,47.64105928861178,44.96931347480187,0.05941264403129032,0.0573275277803722,0.47058823529411775,0.47058823529411775,Equities
2016-08-05,XLF,15.694338138286884,15.457644059107853,0.015312429130464267,0.011335502910223116,-0.5294117647058824,-0.5882352941176471,Equities
2016-08-05,XLE,22.516030384944035,21.167435572697567,0.06371082635942571,0.06123831219880582,0.5294117647058822,0.5294117647058822,Equities
2016-08-05,XLB,19.446863908034103,18.08408915079557,0.07535766639253616,0.07250730494525759,0.7058823529411764,0.7058823529411764,Equities
2016-08-05,VUG,100.01887042705829,96.70401587853065,0.034278354610333794,0.02979299924703005,-0.17647058823529416,-0.17647058823529416,Equities
2016-08-05,VTV,66.40084838867188,63.01361876267653,0.05375392958706926,0.050317109645119595,0.41176470588235303,0.41176470588235303,Equities
2016-08-05,VNQ,58.90802764892578,53.72976193061242,0.09637611506636978,0.09499938361392157,0.8823529411764706,0.8823529411764706,REITs
2016-08-05,TLT,104.01526172344501,96.86072114797739,0.07386420925503323,0.07153239421805213,0.6470588235294117,0.6470588235294117,Bonds
2016-08-05,XLY,35.79876885047326,34.7595670406635,0.029896857132715393,0.028483926745586308,-0.4117647058823529,-0.3529411764705882,Equities
2016-08-05,IEF,89.53008211576022,86.71755013099083,0.03243325002287234,0.03239838795069927,-0.2941176470588235,-0.11764705882352944,Bonds
2016-08-05,EEM,27.5140260549692,26.5514282813439,0.036254086349910564,0.027484824317007384,-0.11764705882352944,-0.4117647058823529,Equities
2016-08-05,QQQ,102.49070681058444,100.28106894859901,0.02203444663237497,0.015206037129296801,-0.47058823529411764,-0.47058823529411764,Equities
2016-08-05,EFA,42.65035423865685,42.81652215810922,-0.003880929862513316,-0.007653761240510204,-0.8823529411764706,-0.8823529411764706,Equities
2016-08-05,EWJ,38.38714130108173,38.34673815507155,0.0010536266695435614,-0.00430765266196953,-0.7647058823529411,-0.8235294117647058,Equities
2016-08-05,GLD,124.32769188514122,114.1461536700909,0.0891973832467221,0.09045951573534583,0.7647058823529411,0.7647058823529411,Commodities
2016-08-05,LQD,86.37039478008563,82.33164757948656,0.049054614104496075,0.04848732302241676,0.3529411764705883,0.3529411764705883,Bonds
2016-08-05,SHY,70.12907116229718,69.78007888793945,0.005001316706995551,0.005024940012272605,-0.6470588235294117,-0.6470588235294117,Bonds
2016-08-05,IWM,102.3236312866211,98.38725896982046,0.04000896414858035,0.03247958549857288,0.0,0.0,Equities
2016-08-05,IAU,25.104615725003757,23.03769240012536,0.08971919969150877,0.09095785316894633,0.8235294117647058,0.8235294117647058,Commodities
2016-08-05,VWO,26.216596603393555,25.147691800044132,0.042505086027320615,0.033311345042860596,0.11764705882352944,0.05882352941176472,Equities
2016-08-05,USO,89.53230637770433,93.31538420457106,-0.04054077319741045,-0.04071984489057057,-0.9705882352941176,-0.9705882352941176,Commodities
2016-08-05,SLV,17.439999873821552,15.15634610102727,0.1506731079887058,0.14680994504038658,0.9705882352941178,0.9705882352941178,Commodities
2016-08-05,DBA,18.517622287456806,17.92417203463041,0.033108935334910994,0.03240913376670451,-0.23529411764705888,-0.05882352941176472,Commodities
2016-08-05,UUP,20.653030835665188,20.925499585958626,-0.013020895829711443,-0.015224509017227716,-0.9705882352941176,-0.9705882352941176,FX
2016-08-05,MBB,83.51170055682843,82.3770087315486,0.013774375189776311,0.013844408576642264,-0.5882352941176471,-0.5294117647058824,Bonds
2016-08-05,HYG,50.27482428917518,48.31601201570951,0.04054167949185827,0.03747228770319877,0.05882352941176472,0.11764705882352944,Bonds
2016-08-05,BIL,74.0935287475586,74.0713831094595,0.000298976975579901,0.0003031814654024245,-0.8235294117647058,-0.7647058823529411,Bonds
2016-08-05,VEA,26.70921178964468,26.590392589569092,0.004468501157903093,0.0007671012727070714,-0.7058823529411764,-0.7058823529411764,Equities
2016-08-05,PDBC,7.700267901787391,7.342902339421785,0.048668162239748014,0.046034297051646966,0.2941176470588236,0.2941176470588236,Commodities
2016-08-12,TIP,87.43744776799129,84.8713373037485,0.03023530140757491,0.02998693178719347,-0.4117647058823529,-0.3529411764705882,Bonds
2016-08-12,SPY,180.71555504432092,172.10663663423978,0.050020839279874885,0.04573280644693023,0.11764705882352944,0.23529411764705888,Equities
2016-08-12,XLV,61.6495006267841,59.115398993858925,0.04286703085922561,0.03648440304232903,-0.11764705882352944,-0.05882352941176472,Equities
2016-08-12,XLU,18.63568482032189,16.802832401715794,0.109079967876067,0.10908943041595531,0.9705882352941178,0.9705882352941178,Equities
2016-08-12,XLP,41.710423983060394,39.0129096691425,0.06914414579160466,0.06835138332052315,0.588235294117647,0.588235294117647,Equities
2016-08-12,XLK,20.04478278526893,19.0501772073599,0.0522097808898474,0.0455400581709402,0.2941176470588236,0.17647058823529416,Equities
2016-08-12,XLI,47.8885377737192,45.05641401731051,0.06285728276823366,0.05941264403129032,0.47058823529411775,0.47058823529411775,Equities
2016-08-12,XLF,15.75174830510066,15.44633465546828,0.019772564588600217,0.015312429130464267,-0.5294117647058824,-0.5294117647058824,Equities
2016-08-12,XLE,22.622748448298527,21.17654738059411,0.06829258054736997,0.06371082635942571,0.5294117647058822,0.5294117647058822,Equities
2016-08-12,XLB,19.532185627863957,18.113104508473324,0.07834554914243363,0.07535766639253616,0.7058823529411764,0.7058823529411764,Equities
2016-08-12,VUG,100.59221473106972,96.79218849769005,0.039259637501329436,0.034278354610333794,-0.17647058823529416,-0.17647058823529416,Equities
2016-08-12,VTV,66.75337512676532,63.10400185218224,0.057831091015931646,0.05375392958706926,0.41176470588235303,0.41176470588235303,Equities
2016-08-12,VNQ,59.251602759728065,53.91022454775297,0.0990791312183048,0.09637611506636978,0.8823529411764706,0.8823529411764706,REITs
2016-08-12,TLT,104.51875422551082,97.1415814619798,0.07594248160782069,0.07386420925503323,0.6470588235294117,0.6470588235294117,Bonds
2016-08-12,XLY,35.94347264216496,34.80166545281043,0.032808981251278624,0.029896857132715393,-0.23529411764705888,-0.4117647058823529,Equities
2016-08-12,IEF,89.65145345834586,86.84117287855882,0.032361154123482505,0.03243325002287234,-0.2941176470588235,-0.2941176470588235,Bonds
2016-08-12,EEM,27.853216611422024,26.59440378042368,0.04733374891167763,0.036254086349910564,0.0,-0.11764705882352944,Equities
2016-08-12,QQQ,103.3515877356896,100.42316920940692,0.029160785796116473,0.02203444663237497,-0.47058823529411764,-0.47058823529411764,Equities
2016-08-12,EFA,42.82423107440655,42.76771039229173,0.001321573719901492,-0.003880929862513316,-0.8235294117647058,-0.8823529411764706,Equities
2016-08-12,EWJ,38.61282201913687,38.32165175217848,0.007598061504273224,0.0010536266695435614,-0.7058823529411764,-0.7647058823529411,Equities
2016-08-12,GLD,124.76538438063402,114.54134603647086,0.08926067920406444,0.0891973832467221,0.7647058823529411,0.7647058823529411,Commodities
2016-08-12,LQD,86.62872079702524,82.49860308720515,0.050062880524829545,0.049054614104496075,0.17647058823529416,0.3529411764705883,Bonds
2016-08-12,SHY,70.1450453538161,69.79508913480319,0.005014052182625628,0.005001316706995551,-0.7647058823529411,-0.6470588235294117,Bonds
2016-08-12,IWM,103.21808917705829,98.45020910409781,0.04842935445590668,0.04000896414858035,0.05882352941176472,0.0,Equities
2016-08-12,IAU,25.193846482496994,23.117692397190975,0.0898080158536192,0.08971919969150877,0.8235294117647058,0.8235294117647058,Commodities
2016-08-12,VWO,26.536884748018704,25.18147226480337,0.05382578385259151,0.042505086027320615,0.3529411764705883,0.11764705882352944,Equities
2016-08-12,USO,88.99692183274489,92.77846116286058,-0.04075880632981921,-0.04054077319741045,-0.9705882352941176,-0.9705882352941176,Commodities
2016-08-12,SLV,17.62769207587609,15.236538391846876,0.1569354943054999,0.1506731079887058,0.9705882352941178,0.9705882352941178,Commodities
2016-08-12,DBA,18.479932344876804,17.913261780372032,0.03163413628698741,0.033108935334910994,-0.3529411764705882,-0.23529411764705888,Commodities
2016-08-12,UUP,20.669738622812126,20.917627517993633,-0.011850717533251287,-0.013020895829711443,-0.9705882352941176,-0.9705882352941176,FX
2016-08-12,MBB,83.5620111318735,82.43088751572829,0.0137220846485413,0.013774375189776311,-0.5882352941176471,-0.5882352941176471,Bonds
2016-08-12,HYG,50.491224435659554,48.37082899533785,0.043836243545176234,0.04054167949185827,-0.05882352941176472,0.05882352941176472,Bonds
2016-08-12,BIL,74.09602473332332,74.0720071059007,0.000324247018016921,0.000298976975579901,-0.8823529411764706,-0.8235294117647058,Bonds
2016-08-12,VEA,26.831387446476864,26.57169430072491,0.009773300219883652,0.004468501157903093,-0.6470588235294117,-0.7058823529411764,Equities
2016-08-12,PDBC,7.705070238846999,7.335527254984929,0.05037715368189022,0.048668162239748014,0.23529411764705888,0.2941176470588236,Commodities
2016-08-19,TIP,87.60579153207632,84.94687007023738,0.03130099389936847,0.03023530140757491,-0.4117647058823529,-0.4117647058823529,Bonds
2016-08-19,SPY,181.64268728402945,172.5157121511606,0.052905181905237963,0.050020839279874885,0.11764705882352944,0.11764705882352944,Equities
2016-08-19,XLV,61.97296377328726,59.17681187849779,0.047250803245882045,0.04286703085922561,-0.05882352941176472,-0.11764705882352944,Equities
2016-08-19,XLU,18.70258771456205,16.850668632067165,0.10990181594163251,0.109079967876067,0.9705882352941178,0.9705882352941178,Equities
2016-08-19,XLP,41.89234924316406,39.13702561305119,0.07040196813510624,0.06914414579160466,0.5294117647058822,0.588235294117647,Equities
2016-08-19,XLK,20.20066716120793,19.121414551368126,0.05644209046043547,0.0522097808898474,0.23529411764705888,0.2941176470588236,Equities
2016-08-19,XLI,48.16717206514799,45.19734081855187,0.06570809682186218,0.06285728276823366,0.47058823529411775,0.47058823529411775,Equities
2016-08-19,XLF,15.799870857825645,15.45752085172213,0.02214779519869614,0.019772564588600217,-0.5294117647058824,-0.5294117647058824,Equities
2016-08-19,XLE,22.74360040517954,21.233255826509914,0.07113108752657449,0.06829258054736997,0.588235294117647,0.5294117647058822,Equities
2016-08-19,XLB,19.62514745272123,18.166198125252357,0.08031120861997132,0.07834554914243363,0.7058823529411764,0.7058823529411764,Equities
2016-08-19,VUG,101.13226611797626,96.99082623995267,0.042699294753689276,0.039259637501329436,-0.17647058823529416,-0.17647058823529416,Equities
2016-08-19,VTV,67.09161318265475,63.26339288858267,0.06051240882407649,0.057831091015931646,0.3529411764705883,0.41176470588235303,Equities
2016-08-19,VNQ,59.628011850210335,54.08897986778846,0.10240592438535767,0.0990791312183048,0.8823529411764706,0.8823529411764706,REITs
2016-08-19,TLT,105.06627244215746,97.36723591731145,0.07907214837015974,0.07594248160782069,0.6470588235294117,0.6470588235294117,Bonds
2016-08-19,XLY,36.08499967134916,34.87361922630897,0.03473629843748238,0.032808981251278624,-0.23529411764705888,-0.23529411764705888,Equities
2016-08-19,IEF,89.81822028526894,86.93566879859337,0.03315729350807284,0.032361154123482505,-0.3529411764705882,-0.2941176470588235,Bonds
2016-08-19,EEM,28.203557087824894,26.681411889883186,0.057048899969152744,0.04733374891167763,0.2941176470588236,0.0,Equities
2016-08-19,QQQ,104.1472655076247,100.71043278620793,0.034125885733334194,0.029160785796116473,-0.2941176470588235,-0.47058823529411764,Equities
2016-08-19,EFA,42.97755432128906,42.77626837216891,0.00470555185807453,0.001321573719901492,-0.8235294117647058,-0.8235294117647058,Equities
2016-08-19,EWJ,38.80825658944937,38.35709542494554,0.011762130565559303,0.007598061504273224,-0.7058823529411764,-0.7058823529411764,Equities
2016-08-19,GLD,125.40076916034405,114.86519226661095,0.09172123152224576,0.08926067920406444,0.7647058823529411,0.7647058823529411,Commodities
2016-08-19,LQD,86.92879486083984,82.65321012643668,0.05172920359490818,0.050062880524829545,0.0,0.17647058823529416,Bonds
2016-08-19,SHY,70.16734900841347,69.80615102327786,0.005174300256365116,0.005014052182625628,-0.7647058823529411,-0.7647058823529411,Bonds
2016-08-19,IWM,104.0857643714318,98.61514883774977,0.055474393114619325,0.04842935445590668,0.17647058823529416,0.05882352941176472,Equities
2016-08-19,IAU,25.327692618736855,23.18423087780292,0.09245343320774668,0.0898080158536192,0.8235294117647058,0.8235294117647058,Commodities
2016-08-19,VWO,26.869876274695763,25.2592375095074,0.06376434619541183,0.05382578385259151,0.41176470588235303,0.3529411764705883,Equities
2016-08-19,USO,88.74461423433743,92.48769202599159,-0.040471090905828344,-0.04075880632981921,-0.9705882352941176,-0.9705882352941176,Commodities
2016-08-19,SLV,17.832307522113506,15.308461482708271,0.1648660802560764,0.1569354943054999,0.9705882352941178,0.9705882352941178,Commodities
2016-08-19,DBA,18.46274023789626,17.913427096146805,0.030664882760910173,0.03163413628698741,-0.47058823529411764,-0.3529411764705882,Commodities
2016-08-19,UUP,20.65238776573768,20.91152260853694,-0.012391964356219254,-0.011850717533251287,-0.9705882352941176,-0.9705882352941176,FX
2016-08-19,MBB,83.62750361515926,82.47946665837215,0.013919063777924956,0.0137220846485413,-0.5882352941176471,-0.5882352941176471,Bonds
2016-08-19,HYG,50.70415790264423,48.43891994769756,0.04676483202748094,0.043836243545176234,-0.11764705882352944,-0.05882352941176472,Bonds
2016-08-19,BIL,74.09727008526141,74.07231844388522,0.0003368551423847954,0.000324247018016921,-0.8823529411764706,-0.8823529411764706,Bonds
2016-08-19,VEA,26.9359623835637,26.58945523775541,0.013031750470625436,0.009773300219883652,-0.6470588235294117,-0.6470588235294117,Equities
2016-08-19,PDBC,7.7235936018136835,7.338811736840468,0.05243108540877661,0.05037715368189022,0.05882352941176472,0.23529411764705888,Commodities
2016-08-26,TIP,87.74447631835938,85.02494679964505,0.03198507756932445,0.03130099389936847,-0.4117647058823529,-0.4117647058823529,Bonds
2016-08-26,SPY,182.17727661132812,172.8809506342961,0.053772992009379905,0.052905181905237963,0.11764705882352944,0.11764705882352944,Equities
2016-08-26,XLV,62.11513431255634,59.2155394920936,0.04896678887557715,0.047250803245882045,-0.11764705882352944,-0.05882352941176472,Equities
2016-08-26,XLU,18.72278991112342,16.903540666286762,0.10762533606140035,0.10990181594163251,0.9705882352941178,0.9705882352941178,Equities
2016-08-26,XLP,41.988700279822716,39.253121009239784,0.06969074560820276,0.07040196813510624,0.47058823529411775,0.5294117647058822,Equities
2016-08-26,XLK,20.310331491323616,19.184072421147274,0.058708028485903174,0.05644209046043547,0.17647058823529416,0.23529411764705888,Equities
2016-08-26,XLI,48.36432412954477,45.32782033773569,0.06698984793851159,0.06570809682186218,0.41176470588235303,0.47058823529411775,Equities
2016-08-26,XLF,15.822103353647085,15.470137321032011,0.022751319223040634,0.02214779519869614,-0.5294117647058824,-0.5294117647058824,Equities
2016-08-26,XLE,22.813000899094803,21.269231429466835,0.07258228745817297,0.07113108752657449,0.588235294117647,0.588235294117647,Equities
2016-08-26,XLB,19.681576068584736,18.2140649832212,0.0805702124547929,0.08031120861997132,0.6470588235294117,0.7058823529411764,Equities
2016-08-26,VUG,101.43651522122897,97.14867093012883,0.04413693208612224,0.042699294753689276,-0.17647058823529416,-0.17647058823529416,Equities
2016-08-26,VTV,67.29759685809796,63.4132277415349,0.061254871497715024,0.06051240882407649,0.2941176470588236,0.3529411764705883,Equities
2016-08-26,VNQ,59.90182729867789,54.293522541339584,0.10329601939288602,0.10240592438535767,0.8823529411764706,0.8823529411764706,REITs
2016-08-26,TLT,105.61074476975661,97.64576838566707,0.08157011323450947,0.07907214837015974,0.7058823529411764,0.6470588235294117,Bonds
2016-08-26,XLY,36.15100860595703,34.93045102632963,0.03494250843504365,0.03473629843748238,-0.2941176470588235,-0.23529411764705888,Equities
2016-08-26,IEF,89.96150383582481,87.04067508990948,0.033557055283615744,0.03315729350807284,-0.3529411764705882,-0.3529411764705882,Bonds
2016-08-26,EEM,28.448119530310997,26.739754163301907,0.0638885966032432,0.057048899969152744,0.3529411764705883,0.2941176470588236,Equities
2016-08-26,QQQ,104.64615102914664,100.93186613229605,0.03679992294982548,0.034125885733334194,-0.23529411764705888,-0.2941176470588235,Equities
2016-08-26,EFA,43.02944711538461,42.771649213937614,0.0060273079524599815,0.00470555185807453,-0.7647058823529411,-0.8235294117647058,Equities
2016-08-26,EWJ,38.96328383225661,38.36312007904053,0.015644289410755574,0.011762130565559303,-0.5882352941176471,-0.7058823529411764,Equities
2016-08-26,GLD,126.2030768761268,115.1988462301401,0.09552379217412343,0.09172123152224576,0.7647058823529411,0.7647058823529411,Commodities
2016-08-26,LQD,87.21307842548077,82.81615624060997,0.0530925653213874,0.05172920359490818,0.0,0.0,Bonds
2016-08-26,SHY,70.1839347252479,69.81672815176157,0.005259578659832398,0.005174300256365116,-0.8235294117647058,-0.7647058823529411,Bonds
2016-08-26,IWM,104.70384216308594,98.77225112915039,0.0600532129836715,0.055474393114619325,0.23529411764705888,0.17647058823529416,Equities
2016-08-26,IAU,25.489230962900017,23.25269240599412,0.09618406840187488,0.09245343320774668,0.8235294117647058,0.8235294117647058,Commodities
2016-08-26,VWO,27.100250831017128,25.313862873957707,0.07056955178884272,0.06376434619541183,0.5294117647058822,0.41176470588235303,Equities
2016-08-26,USO,88.11076824481671,91.88307659442609,-0.04105552936870438,-0.040471090905828344,-0.9705882352941176,-0.9705882352941176,Commodities
2016-08-26,SLV,18.011538212115948,15.381538391113281,0.1709841859850738,0.1648660802560764,0.9705882352941178,0.9705882352941178,Commodities
2016-08-26,DBA,18.404552459716797,17.907641374147854,0.027748550196359245,0.030664882760910173,-0.47058823529411764,-0.47058823529411764,Commodities
2016-08-26,UUP,20.645319131704476,20.904775142669678,-0.012411327517013793,-0.012391964356219254,-0.9705882352941176,-0.9705882352941176,FX
2016-08-26,MBB,83.69065328744742,82.52860553448016,0.014080545108468456,0.013919063777924956,-0.7058823529411764,-0.5882352941176471,Bonds
2016-08-26,HYG,50.8906376178448,48.49684458512526,0.04935976872717518,0.04676483202748094,-0.05882352941176472,-0.11764705882352944,Bonds
2016-08-26,BIL,74.09727008526141,74.07231844388522,0.0003368551423847954,0.0003368551423847954,-0.8823529411764706,-0.8823529411764706,Bonds
2016-08-26,VEA,26.983011685884914,26.596755577967716,0.014522677654607019,0.013031750470625436,-0.6470588235294117,-0.6470588235294117,Equities
2016-08-26,PDBC,7.727023784930889,7.334523916244507,0.05351402124643334,0.05243108540877661,0.05882352941176472,0.05882352941176472,Commodities
2016-09-02,TIP,87.85563718355618,85.1141913487361,0.03220903343353898,0.03198507756932445,-0.4117647058823529,-0.4117647058823529,Bonds
2016-09-02,SPY,182.7801971435547,173.37146553626428,0.0542692050170297,0.053772992009379905,0.11764705882352944,0.11764705882352944,Equities
2016-09-02,XLV,62.15760392409105,59.297600305997406,0.04823135511951526,0.04896678887557715,-0.11764705882352944,-0.11764705882352944,Equities
2016-09-02,XLU,18.72155791062575,16.974705384327816,0.10290915139597923,0.10762533606140035,0.8823529411764706,0.9705882352941178,Equities
2016-09-02,XLP,42.082288595346306,39.39294147491455,0.06826977168344572,0.06969074560820276,0.41176470588235303,0.47058823529411775,Equities
2016-09-02,XLK,20.43591469984788,19.260379424461952,0.06103385865248967,0.058708028485903174,0.17647058823529416,0.17647058823529416,Equities
2016-09-02,XLI,48.57513163639949,45.48475111447848,0.06794322154567745,0.06698984793851159,0.3529411764705883,0.41176470588235303,Equities
2016-09-02,XLF,15.88385743361253,15.501249863551212,0.024682369062443144,0.022751319223040634,-0.47058823529411764,-0.5294117647058824,Equities
2016-09-02,XLE,22.889786060039814,21.315543064704308,0.07385422883934134,0.07258228745817297,0.5294117647058822,0.588235294117647,Equities
2016-09-02,XLB,19.739344083345852,18.278033054791965,0.0799490308488513,0.0805702124547929,0.6470588235294117,0.6470588235294117,Equities
2016-09-02,VUG,101.75499725341797,97.37262256328876,0.04500623044512153,0.04413693208612224,-0.17647058823529416,-0.17647058823529416,Equities
2016-09-02,VTV,67.54567131629356,63.61253195542555,0.06182963073414571,0.061254871497715024,0.23529411764705888,0.2941176470588236,Equities
