Date,Ticker,xsmom_raw_return_52_4w,xsmom_raw_rank,xsmom_score_observed,xsmom_score_tradable,xsmom_bucket_observed,xsmom_asset_class_neutral_observed,xsmom_asset_class_neutral_tradable,asset_class
2016-06-24,XLU,0.20064791704340945,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-06-24,XLP,0.1152404811237775,32.0,0.8235294117647058,0.8823529411764706,Top,0.8888888888888888,0.8888888888888888,Equities
2016-06-24,XLK,0.05883587991473793,29.0,0.6470588235294117,0.47058823529411775,Top,0.7777777777777777,0.7777777777777777,Equities
2016-06-24,XLI,0.03257403901957634,27.0,0.5294117647058822,0.17647058823529416,Middle,0.6666666666666667,0.5555555555555556,Equities
2016-06-24,XLF,-0.02839635253359296,13.0,-0.2941176470588235,-0.3529411764705882,Middle,0.0,0.0,Equities
2016-06-24,XLE,-0.09667602271633458,7.0,-0.6470588235294117,-0.6470588235294117,Bottom,-0.5555555555555556,-0.5555555555555556,Equities
2016-06-24,XLB,-0.028876810686415566,12.0,-0.3529411764705882,-0.4117647058823529,Middle,-0.11111111111111116,-0.11111111111111116,Equities
2016-06-24,VUG,0.003763131155141819,17.0,-0.05882352941176472,-0.23529411764705888,Middle,0.11111111111111116,0.11111111111111116,Equities
2016-06-24,VTV,0.017041775647565593,20.0,0.11764705882352944,0.0,Middle,0.33333333333333326,0.4444444444444444,Equities
2016-06-24,VNQ,0.14171534489631354,33.0,0.8823529411764706,0.8235294117647058,Top,,,REITs
2016-06-24,TLT,0.15296235566716399,34.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Bonds
2016-06-24,XLY,0.030518431212720465,26.0,0.47058823529411775,0.2941176470588236,Middle,0.5555555555555556,0.6666666666666667,Equities
2016-06-24,IEF,0.07063614325908696,31.0,0.7647058823529411,0.7647058823529411,Top,0.7142857142857142,0.7142857142857142,Bonds
2016-06-24,EEM,-0.15863993893272144,3.0,-0.8823529411764706,-0.8823529411764706,Bottom,-0.8888888888888888,-0.8888888888888888,Equities
2016-06-24,QQQ,0.016414212601335132,19.0,0.05882352941176472,-0.17647058823529416,Middle,0.22222222222222232,0.22222222222222232,Equities
2016-06-24,EFA,-0.09986034385243314,5.0,-0.7647058823529411,-0.7058823529411764,Bottom,-0.7777777777777778,-0.6666666666666667,Equities
2016-06-24,EWJ,-0.09895149702400874,6.0,-0.7058823529411764,-0.5294117647058824,Bottom,-0.6666666666666667,-0.33333333333333337,Equities
2016-06-24,GLD,0.02718554774661741,23.0,0.2941176470588236,0.6470588235294117,Middle,0.6000000000000001,1.0,Commodities
2016-06-24,LQD,0.06993750314711455,30.0,0.7058823529411764,0.7058823529411764,Top,0.4285714285714286,0.4285714285714286,Bonds
2016-06-24,SHY,0.006778211467003192,18.0,0.0,0.23529411764705888,Middle,-0.4285714285714286,-0.4285714285714286,Bonds
2016-06-24,IWM,-0.08811435536298051,9.0,-0.5294117647058824,-0.7647058823529411,Middle,-0.33333333333333337,-0.7777777777777778,Equities
2016-06-24,IAU,0.02907488216871057,24.0,0.3529411764705883,0.588235294117647,Middle,1.0,0.6000000000000001,Commodities
2016-06-24,VWO,-0.16608127362526437,2.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Equities
2016-06-24,USO,-0.40040040957401213,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-06-24,SLV,0.018530820185808095,22.0,0.23529411764705888,0.41176470588235303,Middle,0.19999999999999996,0.19999999999999996,Commodities
2016-06-24,DBA,-0.05724343820577116,10.0,-0.47058823529411764,-0.2941176470588235,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-06-24,UUP,-0.008400181044997734,15.0,-0.17647058823529416,0.11764705882352944,Middle,,,FX
2016-06-24,MBB,0.03531943952051364,28.0,0.588235294117647,0.5294117647058822,Middle,0.1428571428571428,0.1428571428571428,Bonds
2016-06-24,HYG,-0.009062882394070049,14.0,-0.23529411764705888,-0.11764705882352944,Middle,-1.0,-1.0,Bonds
2016-06-24,BIL,0.00021853862541476587,16.0,-0.11764705882352944,0.05882352941176472,Middle,-0.7142857142857143,-0.7142857142857143,Bonds
2016-06-24,VEA,-0.08938291671711063,8.0,-0.5882352941176471,-0.5882352941176471,Middle,-0.4444444444444444,-0.4444444444444444,Equities
2016-06-24,PDBC,-0.15636645288409268,4.0,-0.8235294117647058,-0.8235294117647058,Bottom,-0.6,-0.6,Commodities
2016-07-01,TIP,0.0298720891702855,20.0,0.11764705882352944,0.41176470588235303,Middle,-0.1428571428571429,-0.1428571428571429,Bonds
2016-07-01,SPY,0.03095810599371762,22.0,0.23529411764705888,0.17647058823529416,Middle,0.4444444444444444,0.4444444444444444,Equities
2016-07-01,XLV,-0.022972489334823765,13.0,-0.2941176470588235,-0.4117647058823529,Middle,-0.11111111111111116,-0.2222222222222222,Equities
2016-07-01,XLU,0.2185535032562318,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-07-01,XLP,0.13310706787447035,32.0,0.8235294117647058,0.8235294117647058,Top,0.8888888888888888,0.8888888888888888,Equities
2016-07-01,XLK,0.06813715749037574,29.0,0.6470588235294117,0.6470588235294117,Top,0.7777777777777777,0.7777777777777777,Equities
2016-07-01,XLI,0.04969308619820434,26.0,0.47058823529411775,0.5294117647058822,Middle,0.6666666666666667,0.6666666666666667,Equities
2016-07-01,XLF,-0.03090493869265043,12.0,-0.3529411764705882,-0.2941176470588235,Middle,-0.2222222222222222,0.0,Equities
2016-07-01,XLE,-0.08599383100345237,5.0,-0.7647058823529411,-0.6470588235294117,Bottom,-0.7777777777777778,-0.5555555555555556,Equities
2016-07-01,XLB,-0.0012008006249715208,15.0,-0.17647058823529416,-0.3529411764705882,Middle,0.0,-0.11111111111111116,Equities
2016-07-01,VUG,0.016249462226543665,18.0,0.0,-0.05882352941176472,Middle,0.11111111111111116,0.11111111111111116,Equities
2016-07-01,VTV,0.030377330314850015,21.0,0.17647058823529416,0.11764705882352944,Middle,0.33333333333333326,0.33333333333333326,Equities
2016-07-01,VNQ,0.149858356197198,33.0,0.8823529411764706,0.8823529411764706,Top,,,REITs
2016-07-01,TLT,0.17494921357936977,34.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Bonds
2016-07-01,XLY,0.03710906694697447,24.0,0.3529411764705883,0.47058823529411775,Middle,0.5555555555555556,0.5555555555555556,Equities
2016-07-01,IEF,0.07717362293540342,31.0,0.7647058823529411,0.7647058823529411,Top,0.7142857142857142,0.7142857142857142,Bonds
2016-07-01,EEM,-0.135043136548343,4.0,-0.8235294117647058,-0.8823529411764706,Bottom,-0.8888888888888888,-0.8888888888888888,Equities
2016-07-01,QQQ,0.028188893540142868,19.0,0.05882352941176472,0.05882352941176472,Middle,0.22222222222222232,0.22222222222222232,Equities
2016-07-01,EFA,-0.07431051930300936,7.0,-0.6470588235294117,-0.7647058823529411,Bottom,-0.5555555555555556,-0.7777777777777778,Equities
2016-07-01,EWJ,-0.08403603148656114,6.0,-0.7058823529411764,-0.7058823529411764,Bottom,-0.6666666666666667,-0.6666666666666667,Equities
2016-07-01,GLD,0.06370790068980603,28.0,0.588235294117647,0.2941176470588236,Middle,1.0,0.6000000000000001,Commodities
2016-07-01,LQD,0.0754275539499123,30.0,0.7058823529411764,0.7058823529411764,Top,0.4285714285714286,0.4285714285714286,Bonds
2016-07-01,SHY,0.006693957644902104,17.0,-0.05882352941176472,0.0,Middle,-0.4285714285714286,-0.4285714285714286,Bonds
2016-07-01,IWM,-0.05349566922491522,9.0,-0.5294117647058824,-0.5294117647058824,Middle,-0.33333333333333337,-0.33333333333333337,Equities
2016-07-01,IAU,0.06299902889387665,27.0,0.5294117647058822,0.3529411764705883,Middle,0.6000000000000001,1.0,Commodities
2016-07-01,VWO,-0.1410585108988054,3.0,-0.8823529411764706,-0.9705882352941176,Bottom,-1.0,-1.0,Equities
2016-07-01,USO,-0.3755943209577005,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-07-01,SLV,0.04414714754732496,25.0,0.41176470588235303,0.23529411764705888,Middle,0.19999999999999996,0.19999999999999996,Commodities
2016-07-01,DBA,-0.051568608342708266,10.0,-0.47058823529411764,-0.47058823529411764,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-07-01,UUP,-0.032975841741939016,11.0,-0.4117647058823529,-0.17647058823529416,Middle,,,FX
2016-07-01,MBB,0.03633804482415681,23.0,0.2941176470588236,0.588235294117647,Middle,0.1428571428571428,0.1428571428571428,Bonds
2016-07-01,HYG,-0.008162260512636355,14.0,-0.23529411764705888,-0.23529411764705888,Middle,-1.0,-1.0,Bonds
2016-07-01,BIL,0.0,16.0,-0.11764705882352944,-0.11764705882352944,Middle,-0.7142857142857143,-0.7142857142857143,Bonds
2016-07-01,VEA,-0.06441062977220702,8.0,-0.5882352941176471,-0.5882352941176471,Middle,-0.4444444444444444,-0.4444444444444444,Equities
2016-07-01,PDBC,-0.14751046521613276,2.0,-0.9705882352941176,-0.8235294117647058,Bottom,-0.6,-0.6,Commodities
2016-07-08,TIP,0.039459158686841356,24.0,0.3529411764705883,0.11764705882352944,Middle,0.1428571428571428,-0.1428571428571429,Bonds
2016-07-08,SPY,0.02908420992062366,21.0,0.17647058823529416,0.23529411764705888,Middle,0.4444444444444444,0.4444444444444444,Equities
2016-07-08,XLV,-0.03553552880530264,11.0,-0.4117647058823529,-0.2941176470588235,Middle,-0.11111111111111116,-0.11111111111111116,Equities
2016-07-08,XLU,0.20928599468450626,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-07-08,XLP,0.12164765066218064,32.0,0.8235294117647058,0.8235294117647058,Top,0.8888888888888888,0.8888888888888888,Equities
2016-07-08,XLK,0.07636040497384089,26.0,0.47058823529411775,0.6470588235294117,Middle,0.7777777777777777,0.7777777777777777,Equities
2016-07-08,XLI,0.059864808879859455,25.0,0.41176470588235303,0.47058823529411775,Middle,0.6666666666666667,0.6666666666666667,Equities
2016-07-08,XLF,-0.04533205050854261,10.0,-0.47058823529411764,-0.3529411764705882,Middle,-0.2222222222222222,-0.2222222222222222,Equities
2016-07-08,XLE,-0.061496514951422054,8.0,-0.5882352941176471,-0.7647058823529411,Middle,-0.4444444444444444,-0.7777777777777778,Equities
2016-07-08,XLB,0.01746484775461199,18.0,0.0,-0.17647058823529416,Middle,0.11111111111111116,0.0,Equities
2016-07-08,VUG,0.010252382161327178,17.0,-0.05882352941176472,0.0,Middle,0.0,0.11111111111111116,Equities
2016-07-08,VTV,0.03268921768321453,22.0,0.23529411764705888,0.17647058823529416,Middle,0.5555555555555556,0.33333333333333326,Equities
2016-07-08,VNQ,0.1279896655067403,33.0,0.8823529411764706,0.8823529411764706,Top,,,REITs
2016-07-08,TLT,0.18810732668110752,34.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Bonds
2016-07-08,XLY,0.022755110755076302,20.0,0.11764705882352944,0.3529411764705883,Middle,0.33333333333333326,0.5555555555555556,Equities
2016-07-08,IEF,0.08292363101991262,27.0,0.5294117647058822,0.7647058823529411,Middle,0.4285714285714286,0.7142857142857142,Bonds
2016-07-08,EEM,-0.11413837597475907,3.0,-0.8823529411764706,-0.8235294117647058,Bottom,-0.8888888888888888,-0.8888888888888888,Equities
2016-07-08,QQQ,0.020562289688338176,19.0,0.05882352941176472,0.05882352941176472,Middle,0.22222222222222232,0.22222222222222232,Equities
2016-07-08,EFA,-0.1033915240194706,5.0,-0.7647058823529411,-0.6470588235294117,Bottom,-0.7777777777777778,-0.5555555555555556,Equities
2016-07-08,EWJ,-0.07303740220459132,7.0,-0.6470588235294117,-0.7058823529411764,Bottom,-0.5555555555555556,-0.6666666666666667,Equities
2016-07-08,GLD,0.09193649830834638,29.0,0.6470588235294117,0.588235294117647,Top,0.19999999999999996,1.0,Commodities
2016-07-08,LQD,0.0846408389747344,28.0,0.588235294117647,0.7058823529411764,Middle,0.7142857142857142,0.4285714285714286,Bonds
2016-07-08,SHY,0.00823604184453175,16.0,-0.11764705882352944,-0.05882352941176472,Middle,-0.4285714285714286,-0.4285714285714286,Bonds
2016-07-08,IWM,-0.055350172369850625,9.0,-0.5294117647058824,-0.5294117647058824,Middle,-0.33333333333333337,-0.33333333333333337,Equities
2016-07-08,IAU,0.09430608907487992,30.0,0.7058823529411764,0.5294117647058822,Top,0.6000000000000001,0.6000000000000001,Commodities
2016-07-08,VWO,-0.12159190887728732,2.0,-0.9705882352941176,-0.8823529411764706,Bottom,-1.0,-1.0,Equities
2016-07-08,USO,-0.32823996410255474,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-07-08,SLV,0.10819890082626782,31.0,0.7647058823529411,0.41176470588235303,Top,1.0,0.19999999999999996,Commodities
2016-07-08,DBA,-0.012136894879301585,13.0,-0.2941176470588235,-0.47058823529411764,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-07-08,UUP,-0.02390444516527035,12.0,-0.3529411764705882,-0.4117647058823529,Middle,,,FX
2016-07-08,MBB,0.03623225917041295,23.0,0.2941176470588236,0.2941176470588236,Middle,-0.1428571428571429,0.1428571428571428,Bonds
2016-07-08,HYG,-0.004921782267148678,14.0,-0.23529411764705888,-0.23529411764705888,Middle,-1.0,-1.0,Bonds
2016-07-08,BIL,0.0,15.0,-0.17647058823529416,-0.11764705882352944,Middle,-0.7142857142857143,-0.7142857142857143,Bonds
2016-07-08,VEA,-0.08567045858467415,6.0,-0.7058823529411764,-0.5882352941176471,Bottom,-0.6666666666666667,-0.4444444444444444,Equities
2016-07-08,PDBC,-0.10346572678767896,4.0,-0.8235294117647058,-0.9705882352941176,Bottom,-0.6,-0.6,Commodities
2016-07-15,TIP,0.03384026642763116,25.0,0.41176470588235303,0.3529411764705883,Middle,0.1428571428571428,0.1428571428571428,Bonds
2016-07-15,SPY,-0.006975319237846445,16.0,-0.11764705882352944,0.17647058823529416,Middle,0.22222222222222232,0.4444444444444444,Equities
2016-07-15,XLV,-0.07560895878512863,9.0,-0.5294117647058824,-0.4117647058823529,Middle,-0.2222222222222222,-0.11111111111111116,Equities
2016-07-15,XLU,0.20801239407264238,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-07-15,XLP,0.09482478660443494,29.0,0.6470588235294117,0.8235294117647058,Top,0.8888888888888888,0.8888888888888888,Equities
2016-07-15,XLK,0.010443741538830764,22.0,0.23529411764705888,0.47058823529411775,Middle,0.5555555555555556,0.7777777777777777,Equities
2016-07-15,XLI,0.037380060736919685,26.0,0.47058823529411775,0.41176470588235303,Middle,0.7777777777777777,0.6666666666666667,Equities
2016-07-15,XLF,-0.09069717488778573,7.0,-0.6470588235294117,-0.47058823529411764,Bottom,-0.4444444444444444,-0.2222222222222222,Equities
2016-07-15,XLE,-0.04845234503090312,12.0,-0.3529411764705882,-0.5882352941176471,Middle,0.0,-0.4444444444444444,Equities
2016-07-15,XLB,0.011835088881299693,23.0,0.2941176470588236,0.0,Middle,0.6666666666666667,0.11111111111111116,Equities
2016-07-15,VUG,-0.03330299477133991,14.0,-0.23529411764705888,-0.05882352941176472,Middle,0.11111111111111116,0.0,Equities
2016-07-15,VTV,0.007161821454502837,20.0,0.11764705882352944,0.23529411764705888,Middle,0.4444444444444444,0.5555555555555556,Equities
2016-07-15,VNQ,0.12961360277207445,30.0,0.7058823529411764,0.8823529411764706,Top,,,REITs
2016-07-15,TLT,0.16853903808831427,34.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Bonds
2016-07-15,XLY,6.3963399925537345e-06,18.0,0.0,0.11764705882352944,Middle,0.33333333333333326,0.33333333333333326,Equities
2016-07-15,IEF,0.08120852895137842,28.0,0.588235294117647,0.5294117647058822,Middle,0.7142857142857142,0.4285714285714286,Bonds
2016-07-15,EEM,-0.12826443387490527,3.0,-0.8823529411764706,-0.8823529411764706,Bottom,-0.8888888888888888,-0.8888888888888888,Equities
2016-07-15,QQQ,-0.05203983833008852,11.0,-0.4117647058823529,0.05882352941176472,Middle,-0.11111111111111116,0.22222222222222232,Equities
2016-07-15,EFA,-0.12764816818462288,4.0,-0.8235294117647058,-0.7647058823529411,Bottom,-0.7777777777777778,-0.7777777777777778,Equities
2016-07-15,EWJ,-0.1129631835794992,5.0,-0.7647058823529411,-0.6470588235294117,Bottom,-0.6666666666666667,-0.5555555555555556,Equities
2016-07-15,GLD,0.1408190999308827,31.0,0.7647058823529411,0.6470588235294117,Top,0.19999999999999996,0.19999999999999996,Commodities
2016-07-15,LQD,0.07918136031167777,27.0,0.5294117647058822,0.588235294117647,Middle,0.4285714285714286,0.7142857142857142,Bonds
2016-07-15,SHY,0.009658970078019857,21.0,0.17647058823529416,-0.11764705882352944,Middle,-0.4285714285714286,-0.4285714285714286,Bonds
2016-07-15,IWM,-0.08374069967826492,8.0,-0.5882352941176471,-0.5294117647058824,Middle,-0.33333333333333337,-0.33333333333333337,Equities
2016-07-15,IAU,0.14337905715487853,32.0,0.8235294117647058,0.7058823529411764,Top,0.6000000000000001,0.6000000000000001,Commodities
2016-07-15,VWO,-0.13230744930089233,2.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Equities
2016-07-15,USO,-0.3137139491176857,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-07-15,SLV,0.16654960755261827,33.0,0.8823529411764706,0.7647058823529411,Top,1.0,1.0,Commodities
2016-07-15,DBA,0.00043939224068600957,19.0,0.05882352941176472,-0.2941176470588235,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-07-15,UUP,-0.048009253103646676,13.0,-0.2941176470588235,-0.3529411764705882,Middle,,,FX
2016-07-15,MBB,0.03299025047180537,24.0,0.3529411764705883,0.2941176470588236,Middle,-0.1428571428571429,-0.1428571428571429,Bonds
2016-07-15,HYG,-0.01200735047866286,15.0,-0.17647058823529416,-0.23529411764705888,Middle,-1.0,-1.0,Bonds
2016-07-15,BIL,-0.0002184908767188798,17.0,-0.05882352941176472,-0.17647058823529416,Middle,-0.7142857142857143,-0.7142857142857143,Bonds
2016-07-15,VEA,-0.10968151926395886,6.0,-0.7058823529411764,-0.7058823529411764,Bottom,-0.5555555555555556,-0.6666666666666667,Equities
2016-07-15,PDBC,-0.07499996936908215,10.0,-0.47058823529411764,-0.8235294117647058,Middle,-0.6,-0.6,Commodities
2016-07-22,TIP,0.03659384065973614,24.0,0.3529411764705883,0.41176470588235303,Middle,0.1428571428571428,0.1428571428571428,Bonds
2016-07-22,SPY,-0.0016985624706159497,17.0,-0.05882352941176472,-0.11764705882352944,Middle,0.33333333333333326,0.22222222222222232,Equities
2016-07-22,XLV,-0.05960328120362457,10.0,-0.47058823529411764,-0.5294117647058824,Middle,-0.2222222222222222,-0.2222222222222222,Equities
2016-07-22,XLU,0.23369524677061793,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-07-22,XLP,0.09578334232794794,29.0,0.6470588235294117,0.6470588235294117,Top,0.8888888888888888,0.8888888888888888,Equities
2016-07-22,XLK,0.01767200355516363,22.0,0.23529411764705888,0.23529411764705888,Middle,0.5555555555555556,0.5555555555555556,Equities
2016-07-22,XLI,0.05090367233711013,26.0,0.47058823529411775,0.47058823529411775,Middle,0.7777777777777777,0.7777777777777777,Equities
2016-07-22,XLF,-0.10246762622533256,5.0,-0.7647058823529411,-0.6470588235294117,Bottom,-0.6666666666666667,-0.4444444444444444,Equities
2016-07-22,XLE,-0.009973194668871255,15.0,-0.17647058823529416,-0.3529411764705882,Middle,0.22222222222222232,0.0,Equities
2016-07-22,XLB,0.043000227385884715,25.0,0.41176470588235303,0.2941176470588236,Middle,0.6666666666666667,0.6666666666666667,Equities
2016-07-22,VUG,-0.033178667357321556,12.0,-0.3529411764705882,-0.23529411764705888,Middle,0.0,0.11111111111111116,Equities
2016-07-22,VTV,0.015443119092948487,21.0,0.17647058823529416,0.11764705882352944,Middle,0.4444444444444444,0.4444444444444444,Equities
2016-07-22,VNQ,0.13575087502988747,30.0,0.7058823529411764,0.7058823529411764,Top,,,REITs
2016-07-22,TLT,0.14426928253331472,31.0,0.7647058823529411,0.9705882352941178,Top,1.0,1.0,Bonds
2016-07-22,XLY,-0.018859161032975913,14.0,-0.23529411764705888,0.0,Middle,0.11111111111111116,0.33333333333333326,Equities
2016-07-22,IEF,0.07835352992769451,27.0,0.5294117647058822,0.588235294117647,Middle,0.4285714285714286,0.7142857142857142,Bonds
2016-07-22,EEM,-0.09823678009183312,6.0,-0.7058823529411764,-0.8823529411764706,Bottom,-0.5555555555555556,-0.8888888888888888,Equities
2016-07-22,QQQ,-0.05081720077950325,11.0,-0.4117647058823529,-0.4117647058823529,Middle,-0.11111111111111116,-0.11111111111111116,Equities
2016-07-22,EFA,-0.1353247087305559,2.0,-0.9705882352941176,-0.8235294117647058,Bottom,-1.0,-0.7777777777777778,Equities
2016-07-22,EWJ,-0.09701408493279351,7.0,-0.6470588235294117,-0.7647058823529411,Bottom,-0.4444444444444444,-0.6666666666666667,Equities
2016-07-22,GLD,0.19601330635948244,32.0,0.8235294117647058,0.7647058823529411,Top,0.19999999999999996,0.19999999999999996,Commodities
2016-07-22,LQD,0.07901306559001275,28.0,0.588235294117647,0.5294117647058822,Middle,0.7142857142857142,0.4285714285714286,Bonds
2016-07-22,SHY,0.01096520151005298,20.0,0.11764705882352944,0.17647058823529416,Middle,-0.4285714285714286,-0.4285714285714286,Bonds
2016-07-22,IWM,-0.06619900694389647,9.0,-0.5294117647058824,-0.5882352941176471,Middle,-0.33333333333333337,-0.33333333333333337,Equities
2016-07-22,IAU,0.19774015104513087,33.0,0.8823529411764706,0.8235294117647058,Top,0.6000000000000001,0.6000000000000001,Commodities
2016-07-22,VWO,-0.10415344223265222,4.0,-0.8235294117647058,-0.9705882352941176,Bottom,-0.7777777777777778,-1.0,Equities
2016-07-22,USO,-0.2888334915651287,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-07-22,SLV,0.20470747775871034,34.0,0.9705882352941178,0.8823529411764706,Top,1.0,1.0,Commodities
2016-07-22,DBA,-0.0032257850114038034,16.0,-0.11764705882352944,0.05882352941176472,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-07-22,UUP,-0.026326073230680924,13.0,-0.2941176470588235,-0.2941176470588235,Middle,,,FX
2016-07-22,MBB,0.03212991018594158,23.0,0.2941176470588236,0.3529411764705883,Middle,-0.1428571428571429,-0.1428571428571429,Bonds
2016-07-22,HYG,0.005748359585385554,19.0,0.05882352941176472,-0.17647058823529416,Middle,-0.7142857142857143,-1.0,Bonds
2016-07-22,BIL,-0.0002184908767188798,18.0,0.0,-0.05882352941176472,Middle,-1.0,-0.7142857142857143,Bonds
2016-07-22,VEA,-0.11626725483715006,3.0,-0.8823529411764706,-0.7058823529411764,Bottom,-0.8888888888888888,-0.5555555555555556,Equities
2016-07-22,PDBC,-0.08056872891881794,8.0,-0.5882352941176471,-0.47058823529411764,Middle,-0.6,-0.6,Commodities
2016-07-29,TIP,0.04753421547662717,25.0,0.41176470588235303,0.3529411764705883,Middle,0.1428571428571428,0.1428571428571428,Bonds
2016-07-29,SPY,0.0188672700335748,18.0,0.0,-0.05882352941176472,Middle,0.22222222222222232,0.33333333333333326,Equities
2016-07-29,XLV,-0.04317721550337972,9.0,-0.5294117647058824,-0.47058823529411764,Middle,-0.2222222222222222,-0.2222222222222222,Equities
2016-07-29,XLU,0.23588898845993844,34.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Equities
2016-07-29,XLP,0.11853830786234099,29.0,0.6470588235294117,0.6470588235294117,Top,0.8888888888888888,0.8888888888888888,Equities
2016-07-29,XLK,0.040909504611436054,24.0,0.3529411764705883,0.23529411764705888,Middle,0.6666666666666667,0.5555555555555556,Equities
2016-07-29,XLI,0.05944579591737953,26.0,0.47058823529411775,0.47058823529411775,Middle,0.7777777777777777,0.7777777777777777,Equities
2016-07-29,XLF,-0.07893903157191773,5.0,-0.7647058823529411,-0.7647058823529411,Bottom,-0.6666666666666667,-0.6666666666666667,Equities
2016-07-29,XLE,0.018913893778714774,19.0,0.05882352941176472,-0.17647058823529416,Middle,0.33333333333333326,0.22222222222222232,Equities
2016-07-29,XLB,0.030812261055078505,21.0,0.17647058823529416,0.41176470588235303,Middle,0.4444444444444444,0.6666666666666667,Equities
2016-07-29,VUG,-0.013366137899679775,13.0,-0.2941176470588235,-0.3529411764705882,Middle,0.0,0.0,Equities
2016-07-29,VTV,0.03666472156333933,23.0,0.2941176470588236,0.17647058823529416,Middle,0.5555555555555556,0.4444444444444444,Equities
2016-07-29,VNQ,0.17316968482179362,30.0,0.7058823529411764,0.7058823529411764,Top,,,REITs
2016-07-29,TLT,0.1757728139235295,31.0,0.7647058823529411,0.7647058823529411,Top,1.0,1.0,Bonds
2016-07-29,XLY,-0.0014308904616288087,14.0,-0.23529411764705888,-0.23529411764705888,Middle,0.11111111111111116,0.11111111111111116,Equities
2016-07-29,IEF,0.08178944465858806,27.0,0.5294117647058822,0.5294117647058822,Middle,0.4285714285714286,0.4285714285714286,Bonds
2016-07-29,EEM,-0.043442440764246304,8.0,-0.5882352941176471,-0.7058823529411764,Middle,-0.33333333333333337,-0.5555555555555556,Equities
2016-07-29,QQQ,-0.023791422668341555,11.0,-0.4117647058823529,-0.4117647058823529,Middle,-0.11111111111111116,-0.11111111111111116,Equities
2016-07-29,EFA,-0.11287636419173674,2.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Equities
2016-07-29,EWJ,-0.09859185776428436,3.0,-0.8823529411764706,-0.6470588235294117,Bottom,-0.8888888888888888,-0.4444444444444444,Equities
2016-07-29,GLD,0.22376825777799425,32.0,0.8235294117647058,0.8235294117647058,Top,0.19999999999999996,0.19999999999999996,Commodities
2016-07-29,LQD,0.09418443545360078,28.0,0.588235294117647,0.588235294117647,Middle,0.7142857142857142,0.7142857142857142,Bonds
2016-07-29,SHY,0.01155283847126265,16.0,-0.11764705882352944,0.11764705882352944,Middle,-0.7142857142857143,-0.4285714285714286,Bonds
2016-07-29,IWM,-0.05194869061691809,6.0,-0.7058823529411764,-0.5294117647058824,Bottom,-0.5555555555555556,-0.33333333333333337,Equities
2016-07-29,IAU,0.22589795468406426,33.0,0.8823529411764706,0.8823529411764706,Top,0.6000000000000001,0.6000000000000001,Commodities
2016-07-29,VWO,-0.048635811693011455,7.0,-0.6470588235294117,-0.8235294117647058,Bottom,-0.4444444444444444,-0.7777777777777778,Equities
2016-07-29,USO,-0.24438745236216386,1.0,-0.9705882352941176,-0.9705882352941176,Bottom,-1.0,-1.0,Commodities
2016-07-29,SLV,0.33096590004707394,35.0,0.9705882352941178,0.9705882352941178,Top,1.0,1.0,Commodities
2016-07-29,DBA,0.02423136829636685,20.0,0.11764705882352944,-0.11764705882352944,Middle,-0.19999999999999996,-0.19999999999999996,Commodities
2016-07-29,UUP,-0.02634668863570777,10.0,-0.47058823529411764,-0.2941176470588235,Middle,,,FX
2016-07-29,MBB,0.03228994667438423,22.0,0.23529411764705888,0.2941176470588236,Middle,-0.1428571428571429,-0.1428571428571429,Bonds
2016-07-29,HYG,0.016901339247842317,17.0,-0.05882352941176472,0.05882352941176472,Middle,-0.4285714285714286,-0.7142857142857143,Bonds
2016-07-29,BIL,0.00021910866430618903,15.0,-0.17647058823529416,0.0,Middle,-1.0,-1.0,Bonds
2016-07-29,VEA,-0.09356484998627679,4.0,-0.8235294117647058,-0.8823529411764706,Bottom,-0.7777777777777778,-0.8888888888888888,Equities
