cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status,candidate_symbols,symbol_count,symbol_source,collision_flag,single_symbol_usable_for_price_probe,tiingo_symbol,first_eligible_decision,last_eligible_decision,inventory_interval_overlap,inventory_status,ticker,status
0000896429,"CANTALOUPE, INC.",technology,,,False,former_or_unmapped,CTLP,1,last_filing_inline_xbrl,False,True,CTLP,2017-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,CTLP,failed
0000896841,"AVID TECHNOLOGY, INC.",technology,,,False,former_or_unmapped,AVID,1,last_filing_inline_xbrl,False,True,AVID,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported,AVID,failed
0000913885,TRIQUINT SEMICONDUCTOR INC,technology,,,False,former_or_unmapped,TQNT,1,last_filing_instance_xbrl,False,True,TQNT,2012-04-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,True,candidate_supported,TQNT,failed
0000914025,PLANTRONICS INC /CA/,technology,,,False,former_or_unmapped,POLY,1,last_filing_inline_xbrl,False,True,POLY,2012-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,POLY,failed
0000915778,DSP GROUP INC /DE/,technology,,,False,former_or_unmapped,DSPG,1,last_filing_inline_xbrl,False,True,DSPG,2012-04-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,True,candidate_supported,DSPG,failed
0000917491,FARO TECHNOLOGIES INC,technology,,,False,former_or_unmapped,FARO,1,last_filing_inline_xbrl,False,True,FARO,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,FARO,failed
0000918386,QLOGIC CORP,technology,,,False,former_or_unmapped,QLGC,1,last_filing_instance_xbrl,False,True,QLGC,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,QLGC,failed
0000929940,ASPEN TECHNOLOGY INC /DE/,technology,,,False,former_or_unmapped,AZPN,1,last_filing_inline_xbrl,False,True,AZPN,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,AZPN,failed
0000935494,NATIONAL INSTRUMENTS CORP,technology,,,False,former_or_unmapped,NATI,1,last_filing_inline_xbrl,False,True,NATI,2012-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,NATI,failed
0000940332,ANADIGICS INC,technology,,,False,former_or_unmapped,ANAD,1,last_filing_instance_xbrl,False,True,ANAD,2012-04-01 00:00:00+00:00,2017-04-01 00:00:00+00:00,True,candidate_supported,ANAD,failed
0000943580,LECROY CORP,technology,,,False,former_or_unmapped,LCRY,1,last_filing_instance_xbrl,False,True,LCRY,2012-04-01 00:00:00+00:00,2013-07-01 00:00:00+00:00,False,not_supported_for_eligible_interval,LCRY,failed
0000944739,TRANSWITCH CORP /DE,technology,,,False,former_or_unmapped,TXCC,1,last_filing_instance_xbrl,False,True,TXCC,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,TXCC,failed
0000945699,IXYS CORP /DE/,technology,,,False,former_or_unmapped,IXYS,1,last_filing_instance_xbrl,False,True,IXYS,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,True,candidate_supported,IXYS,failed
0000946454,"BALLANTYNE STRONG, INC.",technology,,,False,former_or_unmapped,BTN,1,last_filing_instance_xbrl,False,True,BTN,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,BTN,failed
0000949158,CRAY INC,technology,,,False,former_or_unmapped,CRAY,1,last_filing_inline_xbrl,False,True,CRAY,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,candidate_supported,CRAY,failed
0001002517,"NUANCE COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped,NUAN,1,last_filing_inline_xbrl,False,True,NUAN,2012-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,True,candidate_supported,NUAN,failed
0001003214,SILICON IMAGE INC,technology,,,False,former_or_unmapped,SIMG,1,last_filing_instance_xbrl,False,True,SIMG,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,True,candidate_supported,SIMG,failed
0001005757,CSG SYSTEMS INTERNATIONAL INC,technology,,,False,former_or_unmapped,CSGS,1,last_filing_inline_xbrl,False,True,CSGS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,CSGS,failed
0001006269,LORAL SPACE & COMMUNICATIONS INC.,technology,,,False,former_or_unmapped,LORL,1,last_filing_inline_xbrl,False,True,LORL,2012-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,LORL,failed
0001010552,POLYCOM INC,technology,,,False,former_or_unmapped,PLCM,1,last_filing_instance_xbrl,False,True,PLCM,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,PLCM,failed
0001010612,SYKES ENTERPRISES INC,technology,,,False,former_or_unmapped,SYKE,1,last_filing_inline_xbrl,False,True,SYKE,2012-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,SYKE,failed
0001011006,YAHOO INC,technology,,,False,former_or_unmapped,YHOO,1,last_filing_instance_xbrl,False,True,YHOO,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,True,candidate_supported,YHOO,failed
0001013462,ANSYS INC,technology,,,False,former_or_unmapped,ANSS,1,last_filing_inline_xbrl,False,True,ANSS,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,ANSS,failed
0001018003,INGRAM MICRO INC,technology,,,False,former_or_unmapped,IM,1,last_filing_instance_xbrl,False,True,IM,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,IM,failed
0001023362,POWERWAVE TECHNOLOGIES INC,technology,,,False,former_or_unmapped,PWAV,1,last_filing_instance_xbrl,False,True,PWAV,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,PWAV,failed
0001023364,"AUTOWEB, INC.",technology,,,False,former_or_unmapped,AUTO,1,last_filing_instance_xbrl,False,True,AUTO,2015-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,True,candidate_supported,AUTO,failed
0001024732,IGATE CORP,technology,,,False,former_or_unmapped,IGTE,1,last_filing_instance_xbrl,False,True,IGTE,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported,IGTE,failed
0001031028,GLOBECOMM SYSTEMS INC,technology,,,False,former_or_unmapped,GCOM,1,last_filing_instance_xbrl,False,True,GCOM,2012-04-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,GCOM,failed
0001036960,FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC,technology,,,False,former_or_unmapped,FCS,1,last_filing_instance_xbrl,False,True,FCS,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,FCS,failed
0001037760,CEPHEID,technology,,,False,former_or_unmapped,CPHD,1,last_filing_instance_xbrl,False,True,CPHD,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,CPHD,failed
0001043604,JUNIPER NETWORKS INC,technology,,,False,former_or_unmapped,JNPR,1,last_filing_inline_xbrl,False,True,JNPR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,JNPR,failed
0001047122,RAYTHEON CO/,technology,,,False,former_or_unmapped,RTN,1,last_filing_inline_xbrl,False,True,RTN,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,True,candidate_supported,RTN,failed
0001056239,L 3 COMMUNICATIONS HOLDINGS INC,technology,,,False,former_or_unmapped,LLL,1,last_filing_instance_xbrl,False,True,LLL,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,LLL,failed
0001057083,PC TEL INC,technology,,,False,former_or_unmapped,PCTI,1,last_filing_inline_xbrl,False,True,PCTI,2012-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported,PCTI,failed
0001062478,ACTUATE CORP,technology,,,False,former_or_unmapped,BIRT,1,last_filing_instance_xbrl,False,True,BIRT,2012-04-01 00:00:00+00:00,2016-01-01 00:00:00+00:00,True,candidate_supported,BIRT,failed
0001068874,IMPLANT SCIENCES CORP,technology,,,False,former_or_unmapped,IMSC,1,last_filing_instance_xbrl,False,True,IMSC,2016-01-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,IMSC,failed
0001073349,BOTTOMLINE TECHNOLOGIES INC,technology,,,False,former_or_unmapped,EPAY,1,last_filing_inline_xbrl,False,True,EPAY,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,EPAY,failed
0001076682,MAJESCO ENTERTAINMENT CO,technology,,,False,former_or_unmapped,COOL,1,last_filing_instance_xbrl,False,True,COOL,2012-04-01 00:00:00+00:00,2014-07-01 00:00:00+00:00,True,candidate_supported,COOL,failed
0001080099,INFORMATICA CORP,technology,,,False,former_or_unmapped,INFA,1,last_filing_instance_xbrl,False,True,INFA,2012-04-01 00:00:00+00:00,2016-10-01 00:00:00+00:00,True,candidate_supported,INFA,failed
0001080747,GREENWAY MEDICAL TECHNOLOGIES INC,technology,,,False,former_or_unmapped,GWAY,1,last_filing_instance_xbrl,False,True,GWAY,2013-10-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,GWAY,failed
0001081078,API TECHNOLOGIES CORP.,technology,,,False,former_or_unmapped,ATNY,1,last_filing_instance_xbrl,False,True,ATNY,2012-07-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,candidate_supported,ATNY,failed
0001082506,"GREAT ELM CAPITAL GROUP, INC.",technology,,,False,former_or_unmapped,GEC,1,last_filing_instance_xbrl,False,True,GEC,2012-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,True,candidate_supported,GEC,failed
0001082526,SCIQUEST INC,technology,,,False,former_or_unmapped,SQI,1,last_filing_instance_xbrl,False,True,SQI,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,candidate_supported,SQI,failed
0001084755,ARIBA INC,technology,,,False,former_or_unmapped,ARBA,1,last_filing_instance_xbrl,False,True,ARBA,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,False,not_supported_for_eligible_interval,ARBA,failed
0001085869,PERFICIENT INC,technology,,,False,former_or_unmapped,PRFT,1,last_filing_inline_xbrl,False,True,PRFT,2012-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,True,candidate_supported,PRFT,failed
0001087934,"INCONTACT, INC.",technology,,,False,former_or_unmapped,SAAS,1,last_filing_instance_xbrl,False,True,SAAS,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,SAAS,failed
0001092367,SYCAMORE NETWORKS INC,technology,,,False,former_or_unmapped,SCMR,1,last_filing_instance_xbrl,False,True,SCMR,2012-04-01 00:00:00+00:00,2014-04-01 00:00:00+00:00,False,not_supported_for_eligible_interval,SCMR,failed
0001096325,INTERSIL CORP/DE,technology,,,False,former_or_unmapped,ISIL,1,last_filing_instance_xbrl,False,True,ISIL,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,True,candidate_supported,ISIL,failed
0001101169,VIASYSTEMS GROUP INC,technology,,,False,former_or_unmapped,VIAS,1,last_filing_instance_xbrl,False,True,VIAS,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported,VIAS,failed
0001101680,DZS INC.,technology,,,False,former_or_unmapped,DZSI,1,last_filing_inline_xbrl,False,True,DZSI,2015-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,DZSI,failed
0001102741,"STEC, INC.",technology,,,False,former_or_unmapped,STEC,1,last_filing_instance_xbrl,False,True,STEC,2012-04-01 00:00:00+00:00,2014-10-01 00:00:00+00:00,True,candidate_supported,STEC,failed
0001102934,"CMC MATERIALS, INC.",technology,,,False,former_or_unmapped,CCMP,1,last_filing_inline_xbrl,False,True,CCMP,2012-04-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,True,candidate_supported,CCMP,failed
0001104042,ADVANCED ANALOGIC TECHNOLOGIES INC,technology,,,False,former_or_unmapped,AATI,1,last_filing_instance_xbrl,False,True,AATI,2012-04-01 00:00:00+00:00,2013-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,AATI,failed
0001108320,SMTC CORP,technology,,,False,former_or_unmapped,SMTX,1,last_filing_inline_xbrl,False,True,SMTX,2020-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,SMTX,failed
0001110611,ON24 INC.,technology,,,False,former_or_unmapped,ONTF,1,last_filing_inline_xbrl,False,True,ONTF,2023-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,ONTF,failed
0001111665,TELECOMMUNICATION SYSTEMS INC /FA/,technology,,,False,former_or_unmapped,TSYS,1,last_filing_instance_xbrl,False,True,TSYS,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,candidate_supported,TSYS,failed
0001112920,GLOBALSCAPE INC,technology,,,False,former_or_unmapped,GSB,1,last_filing_inline_xbrl,False,True,GSB,2019-01-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,True,candidate_supported,GSB,failed
0001114714,KENEXA CORP,technology,,,False,former_or_unmapped,KNXA,1,last_filing_instance_xbrl,False,True,KNXA,2012-04-01 00:00:00+00:00,2014-01-01 00:00:00+00:00,True,candidate_supported,KNXA,failed
0001117106,NETSUITE INC,technology,,,False,former_or_unmapped,N,1,last_filing_instance_xbrl,False,True,N,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,N,failed
0001118417,"MODEL N, INC.",technology,,,False,former_or_unmapped,MODN,1,last_filing_inline_xbrl,False,True,MODN,2015-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,True,candidate_supported,MODN,failed
0001121142,MAXAR TECHNOLOGIES INC.,technology,,,False,former_or_unmapped,MAXR,1,last_filing_inline_xbrl,False,True,MAXR,2019-04-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,True,candidate_supported,MAXR,failed
0001122342,ALLIANCE FIBER OPTIC PRODUCTS INC,technology,,,False,former_or_unmapped,AFOP,1,last_filing_instance_xbrl,False,True,AFOP,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,candidate_supported,AFOP,failed
0001122897,CVENT INC,technology,,,False,former_or_unmapped,CVT,1,last_filing_instance_xbrl,False,True,CVT,2015-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,CVT,failed
0001124610,"VMWARE, INC.",technology,,,False,former_or_unmapped,VMW,1,last_filing_inline_xbrl,False,True,VMW,2012-04-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,True,candidate_supported,VMW,failed
0001129260,"VOCERA COMMUNICATIONS, INC.",technology,,,False,former_or_unmapped,VCRA,1,last_filing_inline_xbrl,False,True,VCRA,2014-04-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,True,candidate_supported,VCRA,failed
0001131554,SYNCHRONOSS TECHNOLOGIES INC,technology,,,False,former_or_unmapped,SNCR,1,last_filing_inline_xbrl,False,True,SNCR,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,SNCR,failed
0001134203,TALEO CORP,technology,,,False,former_or_unmapped,TLEO,1,last_filing_instance_xbrl,False,True,TLEO,2012-04-01 00:00:00+00:00,2013-04-01 00:00:00+00:00,False,not_supported_for_eligible_interval,TLEO,failed
0001138639,INFINERA CORP,technology,,,False,former_or_unmapped,INFN,1,last_filing_inline_xbrl,False,True,INFN,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,INFN,failed
0001145057,"FORESCOUT TECHNOLOGIES, INC",technology,,,False,former_or_unmapped,FSCT,1,last_filing_inline_xbrl,False,True,FSCT,2019-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,True,candidate_supported,FSCT,failed
0001160951,"DUCK CREEK TECHNOLOGIES, INC.",technology,,,False,former_or_unmapped,DCT,1,last_filing_inline_xbrl,False,True,DCT,2022-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,True,candidate_supported,DCT,failed
0001160958,INPHI CORP,technology,,,False,former_or_unmapped,IPHI,1,last_filing_inline_xbrl,False,True,IPHI,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,IPHI,failed
0001167294,MERU NETWORKS INC,technology,,,False,former_or_unmapped,MERU,1,last_filing_instance_xbrl,False,True,MERU,2012-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported,MERU,failed
0001169652,CHANNELADVISOR CORP,technology,,,False,former_or_unmapped,ECOM,1,last_filing_inline_xbrl,False,True,ECOM,2015-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,ECOM,failed
0001169987,"HTG MOLECULAR DIAGNOSTICS, INC",technology,,,False,former_or_unmapped,HTGM,1,last_filing_instance_xbrl,False,True,HTGM,2019-04-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,HTGM,failed
0001173752,"ARUBA NETWORKS, INC.",technology,,,False,former_or_unmapped,ARUN,1,last_filing_instance_xbrl,False,True,ARUN,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,True,candidate_supported,ARUN,failed
0001180079,SILVER SPRING NETWORKS INC,technology,,,False,former_or_unmapped,SSNI,1,last_filing_instance_xbrl,False,True,SSNI,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,True,candidate_supported,SSNI,failed
0001201663,AUDIENCE INC,technology,,,False,former_or_unmapped,ADNC,1,last_filing_instance_xbrl,False,True,ADNC,2014-04-01 00:00:00+00:00,2016-07-01 00:00:00+00:00,True,candidate_supported,ADNC,failed
0001207074,VIRTUSA CORP,technology,,,False,former_or_unmapped,VRTU,1,last_filing_inline_xbrl,False,True,VRTU,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,VRTU,failed
0001210618,"SPI ENERGY CO., LTD.",technology,,,False,former_or_unmapped,SPI,1,last_filing_inline_xbrl,False,True,SPI,2022-07-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,SPI,failed
0001212458,PROOFPOINT INC,technology,,,False,former_or_unmapped,PFPT,1,last_filing_inline_xbrl,False,True,PFPT,2014-04-01 00:00:00+00:00,2022-10-01 00:00:00+00:00,True,candidate_supported,PFPT,failed
0001227025,NEOPHOTONICS CORP,technology,,,False,former_or_unmapped,NPTN,1,last_filing_inline_xbrl,False,True,NPTN,2013-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,NPTN,failed
0001237746,"ENDURANCE INTERNATIONAL GROUP HOLDINGS, INC.",technology,,,False,former_or_unmapped,EIGI,1,last_filing_inline_xbrl,False,True,EIGI,2015-04-01 00:00:00+00:00,2022-01-01 00:00:00+00:00,True,candidate_supported,EIGI,failed
0001244937,ENERNOC INC,technology,,,False,former_or_unmapped,ENOC,1,last_filing_instance_xbrl,False,True,ENOC,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,True,candidate_supported,ENOC,failed
0001254419,MEDASSETS INC,technology,,,False,former_or_unmapped,MDAS,1,last_filing_instance_xbrl,False,True,MDAS,2012-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,candidate_supported,MDAS,failed
0001261694,TESSERA TECHNOLOGIES INC,technology,,,False,former_or_unmapped,TSRA,1,last_filing_instance_xbrl,False,True,TSRA,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,TSRA,failed
0001271024,LINKEDIN CORP,technology,,,False,former_or_unmapped,LNKD,1,last_filing_instance_xbrl,False,True,LNKD,2013-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,LNKD,failed
0001286225,"REALPAGE, INC.",technology,,,False,former_or_unmapped,RP,1,last_filing_inline_xbrl,False,True,RP,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,RP,failed
0001301031,DEMANDWARE INC,technology,,,False,former_or_unmapped,DWRE,1,last_filing_instance_xbrl,False,True,DWRE,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,True,candidate_supported,DWRE,failed
0001303652,TABLEAU SOFTWARE INC,technology,,,False,former_or_unmapped,DATA,1,last_filing_inline_xbrl,False,True,DATA,2015-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,candidate_supported,DATA,failed
0001305294,QLIK TECHNOLOGIES INC,technology,,,False,former_or_unmapped,QLIK,1,last_filing_instance_xbrl,False,True,QLIK,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,QLIK,failed
0001313275,BRIGHTCOVE INC,technology,,,False,former_or_unmapped,BCOV,1,last_filing_inline_xbrl,False,True,BCOV,2014-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,BCOV,failed
0001316016,AQUANTIA CORP,technology,,,False,former_or_unmapped,AQ,1,last_filing_instance_xbrl,False,True,AQ,2019-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,candidate_supported,AQ,failed
0001322554,XACTLY CORP,technology,,,False,former_or_unmapped,XTLY,1,last_filing_instance_xbrl,False,True,XTLY,2017-01-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,True,candidate_supported,XTLY,failed
0001327318,"TRUECAR, INC.",technology,,,False,former_or_unmapped,TRUE,1,last_filing_inline_xbrl,False,True,TRUE,2016-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,TRUE,failed
0001328015,IMPRIVATA INC,technology,,,False,former_or_unmapped,IMPR,1,last_filing_instance_xbrl,False,True,IMPR,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,True,candidate_supported,IMPR,failed
0001333835,CASA SYSTEMS INC,technology,,,False,former_or_unmapped,CASA,1,last_filing_inline_xbrl,False,True,CASA,2019-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,CASA,failed
0001334478,"NCI, INC.",technology,,,False,former_or_unmapped,NCIT,1,last_filing_instance_xbrl,False,True,NCIT,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,True,candidate_supported,NCIT,failed
0001340127,CARBONITE INC,technology,,,False,former_or_unmapped,CARB,1,last_filing_inline_xbrl,False,True,CARB,2013-01-01 00:00:00+00:00,2021-01-01 00:00:00+00:00,True,candidate_supported,CARB,failed
0001348036,"AVALARA, INC.",technology,,,False,former_or_unmapped,AVLR,1,last_filing_inline_xbrl,False,True,AVLR,2020-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,AVLR,failed
0001349454,"TRULIA, INC.",technology,,,False,former_or_unmapped,TRLA,1,last_filing_instance_xbrl,False,True,TRLA,2014-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,True,candidate_supported,TRLA,failed
0001350684,"CHINA INFORMATION TECHNOLOGY, INC.",technology,,,False,former_or_unmapped,CNIT,1,last_filing_instance_xbrl,False,True,CNIT,2012-04-01 00:00:00+00:00,2013-10-01 00:00:00+00:00,True,candidate_supported,CNIT,failed
0001351285,ROSETTA STONE INC,technology,,,False,former_or_unmapped,RST,1,last_filing_inline_xbrl,False,True,RST,2012-04-01 00:00:00+00:00,2021-10-01 00:00:00+00:00,True,candidate_supported,RST,failed
0001353283,SPLUNK INC,technology,,,False,former_or_unmapped,SPLK,1,last_filing_inline_xbrl,False,True,SPLK,2014-07-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,True,candidate_supported,SPLK,failed
0001355128,OCZ TECHNOLOGY GROUP INC,technology,,,False,former_or_unmapped,OCZ,1,last_filing_instance_xbrl,False,True,OCZ,2012-10-01 00:00:00+00:00,2015-01-01 00:00:00+00:00,False,not_supported_for_eligible_interval,OCZ,failed
0001355754,INSTRUCTURE INC,technology,,,False,former_or_unmapped,INST,1,last_filing_inline_xbrl,False,True,INST,2017-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,True,candidate_supported,INST,failed
0001356104,"MELLANOX TECHNOLOGIES, LTD.",technology,,,False,former_or_unmapped,MLNX,1,last_filing_inline_xbrl,False,True,MLNX,2012-04-01 00:00:00+00:00,2021-04-01 00:00:00+00:00,True,candidate_supported,MLNX,failed
0001357326,"RIVERBED TECHNOLOGY, INC.",technology,,,False,former_or_unmapped,RVBD,1,last_filing_instance_xbrl,False,True,RVBD,2012-04-01 00:00:00+00:00,2016-04-01 00:00:00+00:00,True,candidate_supported,RVBD,failed
0001358483,"EVERYDAY HEALTH, INC.",technology,,,False,former_or_unmapped,EVDY,1,last_filing_instance_xbrl,False,True,EVDY,2016-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,EVDY,failed
0001366246,GLU MOBILE INC,technology,,,False,former_or_unmapped,GLUU,1,last_filing_inline_xbrl,False,True,GLUU,2012-04-01 00:00:00+00:00,2022-04-01 00:00:00+00:00,True,candidate_supported,GLUU,failed
0001366561,SMARTSHEET INC,technology,,,False,former_or_unmapped,SMAR,1,last_filing_inline_xbrl,False,True,SMAR,2020-07-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,True,candidate_supported,SMAR,failed
0001370880,"MANDIANT, INC.",technology,,,False,former_or_unmapped,MNDT,1,last_filing_inline_xbrl,False,True,MNDT,2015-04-01 00:00:00+00:00,2023-10-01 00:00:00+00:00,True,candidate_supported,MNDT,failed
0001383729,"FUSION-IO, INC.",technology,,,False,former_or_unmapped,FIO,1,last_filing_instance_xbrl,False,True,FIO,2012-10-01 00:00:00+00:00,2015-07-01 00:00:00+00:00,True,candidate_supported,FIO,failed
0001383871,"LIFELOCK, INC.",technology,,,False,former_or_unmapped,LOCK,1,last_filing_instance_xbrl,False,True,LOCK,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,True,candidate_supported,LOCK,failed
0001385292,MONOTYPE IMAGING HOLDINGS INC.,technology,,,False,former_or_unmapped,TYPE,1,last_filing_inline_xbrl,False,True,TYPE,2012-04-01 00:00:00+00:00,2020-10-01 00:00:00+00:00,True,candidate_supported,TYPE,failed
0001385867,COUPA SOFTWARE INC,technology,,,False,former_or_unmapped,COUP,1,last_filing_inline_xbrl,False,True,COUP,2018-04-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,True,candidate_supported,COUP,failed
0001389002,MARIN SOFTWARE INC,technology,,,False,former_or_unmapped,MRIN,1,last_filing_instance_xbrl,False,True,MRIN,2015-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,True,candidate_supported,MRIN,failed
0001392522,"FREESCALE SEMICONDUCTOR, LTD.",technology,,,False,former_or_unmapped,FSL,1,last_filing_instance_xbrl,False,True,FSL,2013-04-01 00:00:00+00:00,2017-01-01 00:00:00+00:00,True,candidate_supported,FSL,failed
0001392972,"PROS HOLDINGS, INC.",technology,,,False,former_or_unmapped,PRO,1,last_filing_inline_xbrl,False,True,PRO,2012-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,True,candidate_supported,PRO,failed
0001395848,ADESTO TECHNOLOGIES CORP,technology,,,False,former_or_unmapped,IOTS,1,last_filing_instance_xbrl,False,True,IOTS,2018-04-01 00:00:00+00:00,2021-07-01 00:00:00+00:00,True,candidate_supported,IOTS,failed
