ticker_raw,ticker,name,sector,sub_industry,index,source_url,fetch_date,diagnostic_label
CPAY,CPAY,Corpay,Financials,Transaction & Payment Processing Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CTVA,CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSGP,CSGP,CoStar Group,Real Estate,Real Estate Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
COST,COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRH,CRH,CRH plc,Materials,Construction Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CRWD,CRWD,CrowdStrike,Information Technology,Systems Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CCI,CCI,Crown Castle,Real Estate,Telecom Tower REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CSX,CSX,CSX Corporation,Industrials,Rail Transportation,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CMI,CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
CVS,CVS,CVS Health,Health Care,Health Care Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DHR,DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DRI,DRI,Darden Restaurants,Consumer Discretionary,Restaurants,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DDOG,DDOG,Datadog,Information Technology,Application Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVA,DVA,DaVita,Health Care,Health Care Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DECK,DECK,Deckers Brands,Consumer Discretionary,Footwear,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DE,DE,Deere & Company,Industrials,Agricultural & Farm Machinery,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DELL,DELL,Dell Technologies,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DAL,DAL,Delta Air Lines,Industrials,Passenger Airlines,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DVN,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DXCM,DXCM,Dexcom,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FANG,FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DLR,DLR,Digital Realty,Real Estate,Data Center REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DG,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DLTR,DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
D,D,Dominion Energy,Utilities,Multi-Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DPZ,DPZ,Domino's,Consumer Discretionary,Restaurants,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DASH,DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DOV,DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DOW,DOW,Dow Inc.,Materials,Commodity Chemicals,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DHI,DHI,D. R. Horton,Consumer Discretionary,Homebuilding,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DTE,DTE,DTE Energy,Utilities,Multi-Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DUK,DUK,Duke Energy,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DD,DD,DuPont,Materials,Specialty Chemicals,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ETN,ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EBAY,EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
SATS,SATS,EchoStar,Communication Services,Wireless Telecommunication Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ECL,ECL,Ecolab,Materials,Specialty Chemicals,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EIX,EIX,Edison International,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EW,EW,Edwards Lifesciences,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EA,EA,Electronic Arts,Communication Services,Interactive Home Entertainment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ELV,ELV,Elevance Health,Health Care,Managed Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EME,EME,Emcor,Industrials,Construction & Engineering,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EMR,EMR,Emerson Electric,Industrials,Electrical Components & Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ETR,ETR,Entergy,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EOG,EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EPAM,EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQT,EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EFX,EFX,Equifax,Industrials,Research & Consulting Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQIX,EQIX,Equinix,Real Estate,Data Center REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EQR,EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ERIE,ERIE,Erie Indemnity,Financials,Insurance Brokers,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ESS,ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EL,EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EG,EG,Everest Group,Financials,Reinsurance,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EVRG,EVRG,Evergy,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ES,ES,Eversource Energy,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXC,EXC,Exelon,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXE,EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXPE,EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXPD,EXPD,Expeditors International,Industrials,Air Freight & Logistics,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
EXR,EXR,Extra Space Storage,Real Estate,Self-Storage REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
XOM,XOM,ExxonMobil,Energy,Integrated Oil & Gas,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FFIV,FFIV,"F5, Inc.",Information Technology,Communications Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FDS,FDS,FactSet,Financials,Financial Exchanges & Data,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FICO,FICO,Fair Isaac,Information Technology,Application Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FAST,FAST,Fastenal,Industrials,Trading Companies & Distributors,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FRT,FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FDX,FDX,FedEx,Industrials,Air Freight & Logistics,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FIS,FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FITB,FITB,Fifth Third Bancorp,Financials,Regional Banks,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FSLR,FSLR,First Solar,Information Technology,Semiconductors,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FE,FE,FirstEnergy,Utilities,Electric Utilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FISV,FISV,Fiserv,Financials,Transaction & Payment Processing Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
F,F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FTNT,FTNT,Fortinet,Information Technology,Systems Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FTV,FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FOXA,FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FOX,FOX,Fox Corporation (Class B),Communication Services,Broadcasting,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
BEN,BEN,Franklin Resources,Financials,Asset Management & Custody Banks,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
FCX,FCX,Freeport-McMoRan,Materials,Copper,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GRMN,GRMN,Garmin,Consumer Discretionary,Consumer Electronics,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IT,IT,Gartner,Information Technology,IT Consulting & Other Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GE,GE,GE Aerospace,Industrials,Aerospace & Defense,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEHC,GEHC,GE HealthCare,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEV,GEV,GE Vernova,Industrials,Heavy Electrical Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GEN,GEN,Gen Digital,Information Technology,Systems Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GNRC,GNRC,Generac,Industrials,Electrical Components & Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GD,GD,General Dynamics,Industrials,Aerospace & Defense,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GIS,GIS,General Mills,Consumer Staples,Packaged Foods & Meats,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GM,GM,General Motors,Consumer Discretionary,Automobile Manufacturers,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GPC,GPC,Genuine Parts Company,Consumer Discretionary,Distributors,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GILD,GILD,Gilead Sciences,Health Care,Biotechnology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GPN,GPN,Global Payments,Financials,Transaction & Payment Processing Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GL,GL,Globe Life,Financials,Life & Health Insurance,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GDDY,GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
GS,GS,Goldman Sachs,Financials,Investment Banking & Brokerage,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HAL,HAL,Halliburton,Energy,Oil & Gas Equipment & Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HIG,HIG,Hartford (The),Financials,Property & Casualty Insurance,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HAS,HAS,Hasbro,Consumer Discretionary,Leisure Products,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HCA,HCA,HCA Healthcare,Health Care,Health Care Facilities,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
DOC,DOC,Healthpeak Properties,Real Estate,Health Care REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HSIC,HSIC,Henry Schein,Health Care,Health Care Distributors,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HSY,HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HPE,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HLT,HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HD,HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HON,HON,Honeywell,Industrials,Industrial Conglomerates,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HRL,HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HST,HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HWM,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HPQ,HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HUBB,HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HUM,HUM,Humana,Health Care,Managed Health Care,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HBAN,HBAN,Huntington Bancshares,Financials,Regional Banks,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
HII,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IBM,IBM,IBM,Information Technology,IT Consulting & Other Services,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IEX,IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IDXX,IDXX,Idexx Laboratories,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ITW,ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
INCY,INCY,Incyte,Health Care,Biotechnology,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IR,IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
PODD,PODD,Insulet Corporation,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
INTC,INTC,Intel,Information Technology,Semiconductors,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IBKR,IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ICE,ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IFF,IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IP,IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
INTU,INTU,Intuit,Information Technology,Application Software,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
ISRG,ISRG,Intuitive Surgical,Health Care,Health Care Equipment,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
IVZ,IVZ,Invesco,Financials,Asset Management & Custody Banks,S&P 500,https://en.wikipedia.org/wiki/List_of_S%26P_500_companies,2026-05-12,SURVIVORSHIP_BIASED_DIAGNOSTIC_ONLY
