cik10,sec_company_name,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,symbol_count,recovered_symbol,symbol_unique_across_recovered_ciks,first_eligible_decision,last_eligible_decision,recent_decision_rows,tiingo_symbol,ticker,exchange,assetType,priceCurrency,startDate,endDate,inventory_interval_overlap
0001417398,"HILLENBRAND, INC.",manufacturing,0001628280-26-006490,2026-02-10 00:00:00+00:00,HI,xbrl_symbol_recovered,hi-20251231.htm,214d69bcf90f1a61c6037c7a68604ce98c322daba7282a1fbac412cd9d4818ba,1,HI,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,HI,HI,NYSE,Stock,USD,2008-03-28 00:00:00+00:00,2026-02-10 00:00:00+00:00,True
0001435508,"FIRST SAVINGS FINANCIAL GROUP, INC.",finance_insurance_real_estate,0001104659-25-120690,2025-12-13 00:00:00+00:00,FSFG,xbrl_symbol_recovered,fsfg-20250930x10k.htm,e9a5f07e5446749f88d05d5eab2bf08abe7cd06dfcfdeca1b43e7ffc58dbad22,1,FSFG,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,FSFG,FSFG,NASDAQ,Stock,USD,2008-10-08 00:00:00+00:00,2026-02-02 00:00:00+00:00,True
0001475115,"EVENTBRITE, INC.",technology,0001475115-26-000005,2026-03-13 00:00:00+00:00,EB,xbrl_symbol_recovered,eb-20251231.htm,e1c635c852a44a53e44caeca768671a73ea3fcc30bf7ba070d04cfe1c3ef50bf,1,EB,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,EB,EB,NYSE,Stock,USD,2018-09-20 00:00:00+00:00,2026-03-10 00:00:00+00:00,True
0001509589,"CIVITAS RESOURCES, INC.",energy,0001509589-25-000059,2025-11-07 00:00:00+00:00,CIVI,xbrl_symbol_recovered,civi-20250930.htm,b7c8072658c5ca1680b1070e58c7f629defabf76be419affc3b35a118e815a96,1,CIVI,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,CIVI,CIVI,NYSE,Stock,USD,2011-12-15 00:00:00+00:00,2026-01-29 00:00:00+00:00,True
0001515816,"PLYMOUTH INDUSTRIAL REIT, INC.",finance_insurance_real_estate,0001193125-25-274281,2025-11-11 00:00:00+00:00,PLYM,xbrl_symbol_recovered,plym-20250930.htm,70efc02654bfe1319def04ce83d7b876d883b49b799806a4d0bf66e787c4bbe9,1,PLYM,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,PLYM,PLYM,NYSE,Stock,USD,2017-06-09 00:00:00+00:00,2026-01-27 00:00:00+00:00,True
0001545654,"ALEXANDER & BALDWIN, INC.",finance_insurance_real_estate,0001545654-26-000003,2026-02-28 00:00:00+00:00,ALEX,xbrl_symbol_recovered,alex-20251231.htm,5a3997ae329168f3bf1f6b3f742cacf64a28e63b977405e3cf441bb0c06e00c4,1,ALEX,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,ALEX,ALEX,NYSE,Stock,USD,2012-06-14 00:00:00+00:00,2026-03-12 00:00:00+00:00,True
0001580864,"VROOM, INC.",retail_trade,0000950170-24-125412,2024-11-13 00:00:00+00:00,VRM,xbrl_symbol_recovered,vrm-20240930.htm,4634892f46765721a605b59475f1875b35a23d2aaa6aad05cb25b4bb5437495c,1,VRM,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,VRM,VRM,NASDAQ,Stock,USD,2020-06-09 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001599901,"AVIDITY BIOSCIENCES, INC.",manufacturing,0001599901-26-000031,2026-02-24 00:00:00+00:00,RNA,xbrl_symbol_recovered,rna-20251231.htm,d1913b0a722e6071922c8ea25eaf162267bf113b7fc131600de6d680a075dd26,1,RNA,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,RNA,RNA,NASDAQ,Stock,USD,2020-06-12 00:00:00+00:00,2026-02-26 00:00:00+00:00,True
0001687221,"REV GROUP, INC.",manufacturing,0001193125-25-313470,2025-12-11 00:00:00+00:00,REVG,xbrl_symbol_recovered,revg-20251031.htm,6cdc4cfee40faef0dbb3da991da3eb36efd6ff7331f6d16203e5ff97623c4db2,1,REVG,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,REVG,REVG,NYSE,Stock,USD,2017-01-27 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001721741,"LAZYDAYS HOLDINGS, INC.",retail_trade,0001628280-24-048280,2024-11-19 00:00:00+00:00,GORV,xbrl_symbol_recovered,gorv-20240930.htm,22b961e5a7007c1fe03d5279132e5dc7c9a091f7e4d27237900613db533512dc,1,GORV,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,GORV,GORV,PINK,Stock,USD,2012-09-25 00:00:00+00:00,2026-05-28 00:00:00+00:00,True
0001721947,JAMF HOLDING CORP.,technology,0001628280-25-051044,2025-11-11 00:00:00+00:00,JAMF,xbrl_symbol_recovered,jamf-20250930.htm,9a7cd60018b17ba62b9f3be959c5075eccd7252a496f05f8ae85eca2493ca582,1,JAMF,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,JAMF,JAMF,NASDAQ,Stock,USD,2020-07-22 00:00:00+00:00,2026-01-30 00:00:00+00:00,True
0001725057,"DAYFORCE, INC.",technology,0001193125-25-256366,2025-10-30 00:00:00+00:00,DAY,xbrl_symbol_recovered,day-20250930.htm,9be976a3ec48b2e6f640f58c5ec13b6454277ebcdeba756e9d4d9d0c555f0fdc,1,DAY,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,DAY,DAY,NYSE,Stock,USD,2018-04-26 00:00:00+00:00,2026-02-03 00:00:00+00:00,True
0001731289,NIKOLA CORP,manufacturing,0001731289-24-000253,2024-11-01 00:00:00+00:00,NKLA,xbrl_symbol_recovered,nkla-20240930.htm,99ec247b7bab493922d6296fb5beb08ae3ef4fe291ed61f6932d0ea5148fb6cb,1,NKLA,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,NKLA,NKLA,NASDAQ,Stock,USD,2018-06-11 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001758057,"LUMINAR TECHNOLOGIES, INC./DE",manufacturing,0001628280-24-048172,2024-11-19 00:00:00+00:00,LAZR,xbrl_symbol_recovered,lazr-20240930.htm,b097f6863c720e461312e5748f95d84b9c5c92c29c6e4c8f2fbac68baa53687f,1,LAZR,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,LAZR,LAZR,PINK,Stock,USD,2019-03-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,True
0001808158,REPARE THERAPEUTICS INC.,manufacturing,0000950170-24-122791,2024-11-08 00:00:00+00:00,RPTX,xbrl_symbol_recovered,rptx-20240930.htm,0a7f270f44110174b7dd3949db9089440764b88bd808000a4b57b074cd6e79e9,1,RPTX,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,RPTX,RPTX,NASDAQ,Stock,USD,2020-06-19 00:00:00+00:00,2026-01-28 00:00:00+00:00,True
0001699838,"CONFLUENT, INC.",technology,0001699838-26-000006,2026-02-12 00:00:00+00:00,CFLT,xbrl_symbol_recovered,cflt-20251231.htm,0573b8a4a2e66bcd6f206e57d8f1a94db12936c811931aaeac567fe80376c970,1,CFLT,True,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,CFLT,CFLT,NASDAQ,Stock,USD,2021-06-24 00:00:00+00:00,2026-03-17 00:00:00+00:00,True
0001830210,"BENSON HILL, INC.",manufacturing,0001830210-24-000153,2024-11-13 00:00:00+00:00,BHIL,xbrl_symbol_recovered,bhil-20240930.htm,5f7d742576e58640fdaa58672398fe2d7a0479e1041d26d336b8ce52f4fa4f31,1,BHIL,True,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,BHIL,BHIL,PINK,Stock,USD,2021-09-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001846510,SOHO HOUSE & CO INC.,services,0001193125-25-272387,2025-11-08 00:00:00+00:00,SHCO,xbrl_symbol_recovered,shco-20250928.htm,ca25142a1f42adb06bc96e7e433b4214e8bb4c898dd81f483bcaae7f84dd22e5,1,SHCO,True,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,SHCO,SHCO,NYSE,Stock,USD,2021-07-15 00:00:00+00:00,2026-01-28 00:00:00+00:00,True
0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",services,0000051644-25-000061,2025-11-11 00:00:00+00:00,IPG,xbrl_symbol_recovered,ipg-20250930.htm,b29a28218c703ffc389d68063dca17dbc702de03186c71fdc688698b6b38dbcb,1,IPG,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,IPG,IPG,NYSE,Stock,USD,1987-11-05 00:00:00+00:00,2025-11-26 00:00:00+00:00,True
0000055067,KELLANOVA,manufacturing,0000055067-25-000191,2025-10-31 00:00:00+00:00,K,xbrl_symbol_recovered,k-20250927.htm,4523bcdabe62e380aae066b46b36b138611e6fe8cdbb59b8a7491566488c7ad4,1,K,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,K,K,NYSE,Stock,USD,1984-12-17 00:00:00+00:00,2025-12-11 00:00:00+00:00,True
0000066756,ALLETE INC,transport_communications_utilities,0000066756-25-000088,2025-11-01 00:00:00+00:00,ALE,xbrl_symbol_recovered,ale-20250930.htm,efb24e5eddb3533d9111c7633846ba345f74effb3f5e274893be9e0328039bc3,1,ALE,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,ALE,ALE,NYSE,Stock,USD,1973-05-03 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000800240,ODP CORP,retail_trade,0001193125-25-266241,2025-11-06 00:00:00+00:00,ODP,xbrl_symbol_recovered,odp-20250927.htm,95eab3f3c51b3167e5ba38b10425b366299f7e23efe8a01ac3d4c893ea93366b,1,ODP,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,ODP,ODP,NASDAQ,Stock,USD,1990-03-26 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000924717,SURMODICS INC,manufacturing,0000950170-25-105477,2025-08-09 00:00:00+00:00,SRDX,xbrl_symbol_recovered,srdx-20250630.htm,9db4af088768139746d8150c50baf4f64d564223cfa0652d3e7e20d99cd0f0d7,1,SRDX,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,SRDX,SRDX,NASDAQ,Stock,USD,1998-03-04 00:00:00+00:00,2025-11-19 00:00:00+00:00,True
0000933136,MR. COOPER GROUP INC.,finance_insurance_real_estate,0000933136-25-000071,2025-07-24 00:00:00+00:00,COOP,xbrl_symbol_recovered,coop-20250630.htm,352a7c70cacd3bd44e6b1c49dd5f502d3b0e715aa6ddce08f943005427ba92b7,1,COOP,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,COOP,COOP,NASDAQ,Stock,USD,2012-03-28 00:00:00+00:00,2025-10-01 00:00:00+00:00,True
0001050825,STEELCASE INC,manufacturing,0001050825-25-000129,2025-09-27 00:00:00+00:00,SCS,xbrl_symbol_recovered,scs-20250829.htm,24b0eebd97b708df544878a15b692515d61f4ab4d2b25cd291a0bf7b3b81b124,1,SCS,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,SCS,SCS,NYSE,Stock,USD,1998-02-18 00:00:00+00:00,2025-12-09 00:00:00+00:00,True
0001058867,GUARANTY BANCSHARES INC /TX/,finance_insurance_real_estate,0000950170-25-104142,2025-08-07 00:00:00+00:00,GNTY,xbrl_symbol_recovered,gnty-20250630.htm,aa0a89480423615ce6506dbaf806251577736d55ee51e408a5867fd653d4f42a,1,GNTY,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,GNTY,GNTY,NYSE,Stock,USD,2017-05-09 00:00:00+00:00,2025-09-30 00:00:00+00:00,True
0001066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,services,0001628280-25-047915,2025-11-04 00:00:00+00:00,HSII,xbrl_symbol_recovered,hsii-20250930.htm,a10e8dc8362ebace5d9e59aeff0917f842b251a39b16611e2382603c4e5cbc7e,1,HSII,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,HSII,HSII,NASDAQ,Stock,USD,1999-04-27 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001156388,BIG 5 SPORTING GOODS CORP,retail_trade,0000950170-25-100037,2025-07-31 00:00:00+00:00,BGFV,xbrl_symbol_recovered,bgfv-20250629.htm,b81184cae3d983c7daabf994a26ea8a0b11b7792c2baaa27cce16a59f8dd1f78,1,BGFV,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,BGFV,BGFV,NASDAQ,Stock,USD,2002-09-17 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001166388,VERINT SYSTEMS INC,technology,0001166388-25-000117,2025-09-03 00:00:00+00:00,VRNT,xbrl_symbol_recovered,vrnt-20250731.htm,e30db81f8c1f89d62bf219be755d6e7e212ad5036f9d3a58291d39ee5ec65a72,1,VRNT,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,VRNT,VRNT,NASDAQ,Stock,USD,2002-05-16 00:00:00+00:00,2025-11-26 00:00:00+00:00,True
0001195734,POTBELLY CORP,retail_trade,0001195734-25-000129,2025-08-07 00:00:00+00:00,PBPB,xbrl_symbol_recovered,pbpb-20250629.htm,a59179ff70b5ed901856868cb211fd3fec17d9100385518df371195e344a39a8,1,PBPB,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,PBPB,PBPB,NASDAQ,Stock,USD,2013-10-04 00:00:00+00:00,2025-10-23 00:00:00+00:00,True
0001359841,HANESBRANDS INC.,retail_trade,0001359841-25-000042,2025-11-07 00:00:00+00:00,HBI,xbrl_symbol_recovered,hbi-20250927.htm,0bf6a29c1ba9e77db54ec4df08a3d75104f4889e4d57945b0386385be6b06baa,1,HBI,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,HBI,HBI,NYSE,Stock,USD,2006-09-06 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001364885,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",manufacturing,0001364885-25-000011,2025-11-01 00:00:00+00:00,SPR,xbrl_symbol_recovered,spr-20251002.htm,fda95118d34fc85985aefa3cd135cf1471dbff7a92fad3705f17b21161a36854,1,SPR,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,SPR,SPR,NYSE,Stock,USD,2006-11-28 00:00:00+00:00,2025-12-05 00:00:00+00:00,True
0001392972,"PROS HOLDINGS, INC.",technology,0001392972-25-000164,2025-10-28 00:00:00+00:00,PRO,xbrl_symbol_recovered,pro-20250930.htm,cb8a6b12162169a3b21828c3c659577714be1ff8cdb27efa79c32d15cc1ca0ee,1,PRO,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,PRO,PRO,NYSE,Stock,USD,2007-07-26 00:00:00+00:00,2025-12-08 00:00:00+00:00,True
0001439095,MRC GLOBAL INC.,wholesale_trade,0001437749-25-033127,2025-11-06 00:00:00+00:00,MRC,xbrl_symbol_recovered,mrc20250930_10q.htm,5ba5b9caebd4dcb5c1d0d334e3cfe274d4bfeab0156450081d1f77564b47b5a5,1,MRC,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,MRC,MRC,NYSE,Stock,USD,2012-04-12 00:00:00+00:00,2025-11-05 00:00:00+00:00,True
0001501570,"VERITEX HOLDINGS, INC.",finance_insurance_real_estate,0001501570-25-000140,2025-08-02 00:00:00+00:00,VBTX,xbrl_symbol_recovered,vbtx-20250630.htm,a874cd9f76b72a05d9cb8c2676ca96fed60f776c60c00dae1c3f48515b1d9d34,1,VBTX,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,VBTX,VBTX,NASDAQ,Stock,USD,2014-10-09 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001528129,"VITAL ENERGY, INC.",energy,0001528129-25-000144,2025-11-04 00:00:00+00:00,VTLE,xbrl_symbol_recovered,vtle-20250930.htm,106abe312b5d23bd426c9086aa1be098b482d09f61179bc6611f08cf216820cc,1,VTLE,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,VTLE,VTLE,NYSE,Stock,USD,2011-12-15 00:00:00+00:00,2025-12-12 00:00:00+00:00,True
0001550695,PERFORMANT HEALTHCARE INC,services,0001550695-25-000072,2025-08-08 00:00:00+00:00,PHLT,xbrl_symbol_recovered,pfmt-20250630.htm,1d935cfe402d10a215d650bab1a56d33afe0d66614f9501ebd015fc39e498ce5,1,PHLT,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,PHLT,PHLT,NASDAQ,Stock,USD,2012-08-10 00:00:00+00:00,2025-10-21 00:00:00+00:00,True
0001577916,"PREMIER, INC.",services,0001577916-25-000019,2025-11-05 00:00:00+00:00,PINC,xbrl_symbol_recovered,pinc-20250930.htm,73bc8cbe2ec87936e384192e8004bef1d5994403e866589734828ca57f67deee,1,PINC,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,PINC,PINC,NASDAQ,Stock,USD,2013-09-26 00:00:00+00:00,2025-11-25 00:00:00+00:00,True
0001605607,"PARAMOUNT GROUP, INC.",finance_insurance_real_estate,0001193125-25-256464,2025-10-30 00:00:00+00:00,PGRE,xbrl_symbol_recovered,pgre-20250930.htm,c27faaa535cd1f132a93ca18601e2ebb02f8640a042873f446a7b331997b8b3d,1,PGRE,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,PGRE,PGRE,NYSE,Stock,USD,2014-11-19 00:00:00+00:00,2025-12-18 00:00:00+00:00,True
0001701051,"WIDEOPENWEST, INC.",transport_communications_utilities,0001104659-25-107088,2025-11-06 00:00:00+00:00,WOW,xbrl_symbol_recovered,wow-20250930x10q.htm,78a1b4bf1fed218f96dc2fa8d5934b855d2884a0463817db3fb3141e8a8665d4,1,WOW,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,WOW,WOW,NYSE,Stock,USD,2017-05-25 00:00:00+00:00,2025-12-30 00:00:00+00:00,True
0001705873,BERRY CORP (BRY),energy,0001705873-25-000076,2025-11-06 00:00:00+00:00,BRY,xbrl_symbol_recovered,bry-20250930.htm,c56b5ec7ecb924bfacd6c680921a811c03c11114e01e47afcc04a63fdf349fd7,1,BRY,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,BRY,BRY,NASDAQ,Stock,USD,2018-07-18 00:00:00+00:00,2025-12-18 00:00:00+00:00,True
0001744659,"AKERO THERAPEUTICS, INC.",manufacturing,0001193125-25-272569,2025-11-08 00:00:00+00:00,AKRO,xbrl_symbol_recovered,akro-20250930.htm,5934bf51c67b839831e0a4d6796216b7ced27046ca986bebdc25b4df197a263d,1,AKRO,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,AKRO,AKRO,NASDAQ,Stock,USD,2019-06-20 00:00:00+00:00,2025-12-09 00:00:00+00:00,True
0001769617,"HARBORONE BANCORP, INC.",finance_insurance_real_estate,0001558370-25-010278,2025-08-06 00:00:00+00:00,HONE,xbrl_symbol_recovered,hone-20250630x10q.htm,71f08a81a391e77e72ffdb4a9705207a6e8bb22d54240719ae1171a4cf36949f,1,HONE,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,HONE,HONE,NASDAQ,Stock,USD,2016-06-30 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001821160,GUILD HOLDINGS CO,finance_insurance_real_estate,0001628280-25-050292,2025-11-07 00:00:00+00:00,GHLD,xbrl_symbol_recovered,ghld-20250930.htm,bfaae1abd45da03a960ab0808b6091383b151eca1395bc4464f7db05d48e8d84,1,GHLD,True,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,GHLD,GHLD,NYSE,Stock,USD,2020-10-22 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001012477,AVADEL PHARMACEUTICALS PLC,manufacturing,0001012477-25-000031,2025-11-05 00:00:00+00:00,AVDL,xbrl_symbol_recovered,avdl-20250930.htm,61f90fc48dc956c7a838e8df7488008572e45f677514f156f2e109b3d9165872,1,AVDL,True,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,11,AVDL,AVDL,NASDAQ,Stock,USD,1996-06-07 00:00:00+00:00,2026-02-12 00:00:00+00:00,True
0001834494,"MERIDIANLINK, INC.",technology,0001834494-25-000080,2025-08-12 00:00:00+00:00,MLNK,xbrl_symbol_recovered,mlnk-20250630.htm,47c2db8709cc70fe9e79b602e41821bd57347927e44ecf8edcb86c51521ec520,1,MLNK,True,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,MLNK,MLNK,NYSE,Stock,USD,2021-07-27 00:00:00+00:00,2025-10-23 00:00:00+00:00,True
0001837686,"VIMEO, INC.",technology,0001837686-25-000110,2025-10-29 00:00:00+00:00,VMEO,xbrl_symbol_recovered,vmeo-20250930.htm,fd8367ed0c526d67a2d8e1d2466145a1bf4ad7d2edaa9d23bd4e6d2f7a28cd00,1,VMEO,True,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,VMEO,VMEO,NASDAQ,Stock,USD,2021-05-25 00:00:00+00:00,2025-11-24 00:00:00+00:00,True
0001842718,INTEGRAL AD SCIENCE HOLDING CORP.,technology,0001842718-25-000109,2025-11-05 00:00:00+00:00,IAS,xbrl_symbol_recovered,ias-20250930.htm,00d3403b670d6e5d50104d325f899682676f6378bcbfa54a9b7daf4ae8649903,1,IAS,True,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,IAS,IAS,NASDAQ,Stock,USD,2021-06-30 00:00:00+00:00,2025-12-23 00:00:00+00:00,True
0001858257,"AVIDXCHANGE HOLDINGS, INC.",technology,0000950170-25-104402,2025-08-08 00:00:00+00:00,AVDX,xbrl_symbol_recovered,avdx-20250630.htm,b22c323cfabbb6c530e9bd95cf467cbbe2c008146a52d283e120f9fa825d2537,1,AVDX,True,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,AVDX,AVDX,NASDAQ,Stock,USD,2021-10-13 00:00:00+00:00,2025-10-15 00:00:00+00:00,True
0001868778,INFORMATICA INC.,technology,0001868778-25-000028,2025-11-07 00:00:00+00:00,INFA,xbrl_symbol_recovered,infa-20250930.htm,aa35373f280bf3015514b59cc586ff895d6e7050e62cf4e457afd2e66ea46837,1,INFA,True,2023-04-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,11,INFA,INFA,NYSE,Stock,USD,2021-10-27 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000004447,HESS CORP,energy,0001628280-25-023790,2025-05-09 00:00:00+00:00,HES,xbrl_symbol_recovered,hes-20250331.htm,356f2deef1b4f30e4e58f197f5213de75ca7bd123a7d5268b06b19bdd036b889,1,HES,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,HES,HES,NYSE,Stock,USD,1983-04-06 00:00:00+00:00,2025-07-18 00:00:00+00:00,True
0000034563,FARMER BROTHERS CO,manufacturing,0000034563-24-000046,2024-05-10 00:00:00+00:00,FARM,xbrl_symbol_recovered,farm-20240331.htm,c3cf2c923804657f38999ce5d7d68fade1f8b718640f6304007bc445ee0defce,1,FARM,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,FARM,FARM,NASDAQ,Stock,USD,1990-03-26 00:00:00+00:00,2026-05-05 00:00:00+00:00,True
0000743238,"SHYFT GROUP, INC.",manufacturing,0001437749-25-012861,2025-04-25 00:00:00+00:00,SHYF,xbrl_symbol_recovered,shyf20250331c_10q.htm,21e25c475c368bd70e00aa613f4bcc4630838c617254430994b59a0d8b1ae887,1,SHYF,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,SHYF,SHYF,NASDAQ,Stock,USD,1990-03-26 00:00:00+00:00,2025-07-01 00:00:00+00:00,True
0000850209,"FOOT LOCKER, INC.",retail_trade,0001437749-25-028146,2025-09-03 00:00:00+00:00,FL,xbrl_symbol_recovered,floc20250625_10q.htm,0f3b14b3d5ccc529b73255e284214582883bd83871c6439a94d43b77b679b504,1,FL,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,FL,FL,NYSE,Stock,USD,1970-01-02 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0000877422,SPARTANNASH CO,wholesale_trade,0000950170-25-108848,2025-08-15 00:00:00+00:00,SPTN,xbrl_symbol_recovered,sptn-20250712.htm,f9c1c498192fc20b6d57b6a3df45abaf025619f462843609147cfbab229989ff,1,SPTN,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,SPTN,SPTN,NASDAQ,Stock,USD,2000-08-02 00:00:00+00:00,2025-09-22 00:00:00+00:00,True
0000896262,AMEDISYS INC,services,0000896262-25-000065,2025-07-31 00:00:00+00:00,AMED,xbrl_symbol_recovered,amed-20250630.htm,2d870b39602ca998a71b512fa508f9faa290c81ed435cd52223ef68fa6d4fc91,1,AMED,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,AMED,AMED,NASDAQ,Stock,USD,1994-08-18 00:00:00+00:00,2025-08-14 00:00:00+00:00,True
0000917491,FARO TECHNOLOGIES INC,technology,0001628280-25-019728,2025-04-25 00:00:00+00:00,FARO,xbrl_symbol_recovered,faro-20250331.htm,c069352c8f23f0c92cf0b4e7068541c111162a109216cd8d7130b4123652ffbd,1,FARO,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,FARO,FARO,NASDAQ,Stock,USD,1997-09-18 00:00:00+00:00,2025-07-21 00:00:00+00:00,True
0001013462,ANSYS INC,technology,0001013462-25-000017,2025-05-01 00:00:00+00:00,ANSS,xbrl_symbol_recovered,anss-20250331.htm,68beae94acc54986032b1562efb1a407b7ddb67363e8b5ba6e6881b81cea3e36,1,ANSS,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,ANSS,ANSS,NASDAQ,Stock,USD,1996-06-21 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001018399,ENTERPRISE BANCORP INC /MA/,finance_insurance_real_estate,0001018399-25-000056,2025-05-07 00:00:00+00:00,EBTC,xbrl_symbol_recovered,ebtc-20250331.htm,eeb98a106a5bc669f8cf06a124c4dd119365623c518ecb381536c03a790a501c,1,EBTC,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,EBTC,EBTC,NASDAQ,Stock,USD,2005-02-14 00:00:00+00:00,2026-08-12 00:00:00+00:00,True
0001021162,TRIUMPH GROUP INC,manufacturing,0000950170-25-078408,2025-05-29 00:00:00+00:00,TGI,xbrl_symbol_recovered,tgi-20250331.htm,450333f44786da86e8c058a5cf13aa0257dd4313d767b4be0ba7d6adc5866b50,1,TGI,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,TGI,TGI,NYSE,Stock,USD,1996-10-25 00:00:00+00:00,2025-07-24 00:00:00+00:00,True
0001028918,PACIFIC PREMIER BANCORP INC,finance_insurance_real_estate,0001028918-25-000086,2025-08-02 00:00:00+00:00,PPBI,xbrl_symbol_recovered,ppbi-20250630.htm,196a1244562ca24305f9bb0d996d476e035844a162b795a4e954591df6297794,1,PPBI,True,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,PPBI,PPBI,NASDAQ,Stock,USD,1997-06-25 00:00:00+00:00,2025-09-02 00:00:00+00:00,True
