,SPY,QQQ,EFA,VEA,LQD,HYG,GLD,TLT,PDBC,DBA,VNQ,BIL
2013-07-26,0.3947358227744057,0.0,0.0,0.0,0.1,0.05526417722559431,0.25,0.2,0.0,0.0,0.0,0.0
2013-08-02,0.4207500151307471,0.0,0.0,0.0,0.1,0.029249984869252916,0.25,0.2,0.0,0.0,0.0,0.0
2013-08-09,0.33548743552329663,0.1145125644767034,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-08-16,0.33789802689654985,0.11210197310345014,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-08-23,0.32509929048065234,0.12490070951934765,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-08-30,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-09-06,0.2983346112076934,0.15166538879230665,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-09-13,0.2999764188789569,0.15002358112104314,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-09-20,0.26329983024191056,0.18670016975808953,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-09-27,0.2779013221187234,0.17209867788127656,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-10-04,0.2536371661313496,0.19636283386865036,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-10-11,0.261891322565737,0.18810867743426307,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-10-18,0.23932948854322042,0.2106705114567796,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-10-25,0.19050010043068774,0.25949989956931224,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-11-01,0.1881269903777764,0.26187300962222365,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-11-08,0.17904971203008502,0.270950287969915,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-11-15,0.19870180993277847,0.25129819006722154,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-11-22,0.191115561802478,0.258884438197522,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-11-29,0.19780827201797724,0.2521917279820228,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-12-06,0.19737745717715197,0.252622542822848,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-12-13,0.1784529026187063,0.2715470973812938,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-12-20,0.18829500489721315,0.2617049951027869,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2013-12-27,0.18086763978041498,0.2691323602195851,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-01-03,0.18559081042414377,0.26440918957585624,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-01-10,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-01-17,0.17914336391414487,0.27085663608585514,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-01-24,0.16234395897587559,0.2876560410241244,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-01-31,0.1510798814627306,0.2989201185372694,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-02-07,0.14728611148672255,0.30271388851327746,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-02-14,0.1455431271068904,0.30445687289310963,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-02-21,0.1346541942653856,0.3153458057346144,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-02-28,0.12939809831584095,0.3206019016841591,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-03-07,0.1334942608201736,0.3165057391798264,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-03-14,0.1331004707663505,0.3168995292336495,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-03-21,0.1472500181645143,0.3027499818354857,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-03-28,0.1393138859228467,0.31068611407715335,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-04-04,0.0,0.2568192935510273,0.0,0.0,0.1,0.19318070644897278,0.25,0.2,0.0,0.0,0.0,0.0
2014-04-11,0.18485757417012508,0.26514242582987496,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-04-18,0.21069436779274117,0.0,0.0,0.0,0.1,0.2393056322072589,0.25,0.2,0.0,0.0,0.0,0.0
2014-04-25,0.23126080797271029,0.0,0.0,0.0,0.1,0.21873919202728975,0.25,0.2,0.0,0.0,0.0,0.0
2014-05-02,0.2649919695163383,0.0,0.0,0.0,0.1,0.1850080304836617,0.25,0.2,0.0,0.0,0.0,0.0
2014-05-09,0.28844508819677767,0.0,0.0,0.0,0.1,0.1615549118032224,0.25,0.2,0.0,0.0,0.0,0.0
2014-05-16,0.3343705123509861,0.0,0.0,0.11562948764901394,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-05-23,0.3724572391500001,0.0,0.0,0.07754276084999995,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-05-30,0.3667828448443484,0.0,0.0832171551556516,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-06-06,0.3041647353386738,0.0,0.0,0.0,0.1,0.1458352646613262,0.25,0.2,0.0,0.0,0.0,0.0
2014-06-13,0.29409614030699627,0.0,0.0,0.0,0.1,0.15590385969300374,0.25,0.2,0.0,0.0,0.0,0.0
2014-06-20,0.3639139195935507,0.0,0.0,0.3360860804064492,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2014-06-27,0.35080709475959115,0.0,0.3491929052404088,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2014-07-04,0.4738200718123835,0.0,0.0,0.2261799281876164,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2014-07-11,0.4385802012560187,0.0,0.0,0.26141979874398125,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2014-07-18,0.47070257252596737,0.0,0.0,0.0,0.15,0.22929742747403256,0.15,0.0,0.0,0.0,0.0,0.0
2014-07-25,0.5587705368795002,0.0,0.0,0.0,0.15,0.14122946312049975,0.15,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.560838413597479,0.0,0.0,0.0,0.15,0.13916158640252108,0.15,0.0,0.0,0.0,0.0,0.0
2014-08-08,0.23328840676482343,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.21671159323517664,0.0
2014-08-15,0.37176921279014663,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.32823078720985327,0.0
2014-08-22,0.3376758143415285,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.3623241856584714,0.0
2014-08-29,0.37153196312231807,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.32846803687768195,0.0
2014-09-05,0.3428542337375336,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.35714576626246636,0.0
2014-09-12,0.32775528089549094,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.372244719104509,0.0
2014-09-19,0.48818710141584415,0.0,0.0,0.0,0.36181289858415583,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2014-09-26,0.18588062365640037,0.26411937634359967,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-10-03,0.18370992418928844,0.26629007581071146,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-10-10,0.16699619045130681,0.28300380954869325,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2014-10-17,0.22276963767070662,0.0,0.0,0.0,0.1,0.0,0.25,0.42723036232929346,0.0,0.0,0.0,0.0
2014-10-24,0.20453301455277054,0.0,0.0,0.0,0.1,0.0,0.25,0.44546698544722946,0.0,0.0,0.0,0.0
2014-10-31,0.0,0.0,0.0,0.0,0.2828665295015569,0.0,0.25,0.4671334704984431,0.0,0.0,0.0,0.0
2014-11-07,0.18037710027948844,0.0,0.0,0.0,0.1,0.0,0.25,0.4696228997205115,0.0,0.0,0.0,0.0
2014-11-14,0.0,0.0,0.0,0.0,0.27580342958304715,0.0,0.25,0.47419657041695285,0.0,0.0,0.0,0.0
2014-11-21,0.0,0.0,0.0,0.0,0.28057524001268463,0.0,0.25,0.46942475998731537,0.0,0.0,0.0,0.0
2014-11-28,0.1687526028333676,0.0,0.0,0.0,0.1,0.0,0.25,0.48124739716663245,0.0,0.0,0.0,0.0
2014-12-05,0.17448916888819516,0.0,0.0,0.0,0.1,0.0,0.25,0.4755108311118049,0.0,0.0,0.0,0.0
2014-12-12,0.15306595671699522,0.0,0.0,0.0,0.1,0.0,0.25,0.49693404328300483,0.0,0.0,0.0,0.0
2014-12-19,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.42184927618931684,0.0,0.0,0.2281507238106832,0.0
2014-12-26,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.41691309364047646,0.0,0.0,0.23308690635952356,0.0
2015-01-02,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.4209290215199166,0.0,0.0,0.22907097848008345,0.0
2015-01-09,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.4180224363895957,0.0,0.0,0.2319775636104043,0.0
2015-01-16,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.4184796229355295,0.0,0.0,0.2315203770644705,0.0
2015-01-23,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.41210922750958096,0.0,0.0,0.23789077249041915,0.0
2015-01-30,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.3973482228559485,0.0,0.0,0.25265177714405146,0.0
2015-02-06,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.4105734760172382,0.0,0.0,0.23942652398276182,0.0
2015-02-13,0.0,0.0,0.0,0.0,0.2205420361419584,0.0,0.25,0.2,0.0,0.0,0.32945796385804166,0.0
2015-02-20,0.0,0.1270501826581778,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.3229498173418222,0.0
2015-02-27,0.0,0.0,0.0,0.0,0.21857388999612418,0.0,0.25,0.2,0.0,0.0,0.33142611000387584,0.0
2015-03-06,0.0,0.0,0.0,0.0,0.2589923268065792,0.0,0.25,0.2,0.0,0.0,0.2910076731934209,0.0
2015-03-13,0.16772473987176342,0.0,0.0,0.0,0.38227526012823654,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-03-20,0.2224009562804791,0.0,0.0,0.0,0.327599043719521,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-03-27,0.24207733177108998,0.0,0.0,0.0,0.30792266822891,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-04-03,0.19243747720533683,0.0,0.0,0.0,0.35756252279466316,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-04-10,0.19187757553621224,0.0,0.0,0.0,0.35812242446378784,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-04-17,0.24832632765832335,0.0,0.0,0.0,0.30167367234167664,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-04-24,0.2531954671571165,0.0,0.0,0.0,0.29680453284288355,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-05-01,0.237075379206327,0.0,0.0,0.0,0.31292462079367306,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-05-08,0.27683892171174374,0.0,0.0,0.0,0.2731610782882563,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-05-15,0.3120247667173071,0.0,0.0,0.0,0.2379752332826929,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-05-22,0.31893308601170306,0.0,0.0,0.0,0.23106691398829693,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-05-29,0.36049139547256187,0.0,0.0,0.0,0.18950860452743817,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-06-05,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-06-12,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-06-19,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-06-26,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-07-03,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-07-10,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-07-17,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-07-24,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-07-31,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-08-07,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-08-14,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-08-21,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-08-28,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-09-04,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-09-11,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-09-18,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-09-25,0.0,0.0,0.0,0.0,0.55,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-10-02,0.07748387612973118,0.0,0.0,0.0,0.47251612387026876,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-10-09,0.0,0.0,0.0,0.0,0.4692585959066333,0.0,0.25,0.2,0.0,0.0,0.08074140409336672,0.0
2015-10-16,0.1819531671014504,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.26804683289854964,0.0
2015-10-23,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.65,0.0,0.0,0.0,0.0
2015-10-30,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.4955551933954693,0.0,0.0,0.1544448066045308,0.0
2015-11-06,0.0,0.0,0.0,0.0,0.32855398192574525,0.0,0.25,0.42144601807425475,0.0,0.0,0.0,0.0
2015-11-13,0.0,0.0,0.0,0.0,0.38120223475596904,0.0,0.25,0.3687977652440311,0.0,0.0,0.0,0.0
2015-11-20,0.0,0.0,0.0,0.0,0.35418933455083745,0.0,0.25,0.3958106654491626,0.0,0.0,0.0,0.0
2015-11-27,0.0,0.0,0.0,0.0,0.3736299165453967,0.0,0.25,0.37637008345460343,0.0,0.0,0.0,0.0
2015-12-04,0.16441588507142982,0.0,0.0,0.0,0.1,0.0,0.25,0.48558411492857023,0.0,0.0,0.0,0.0
2015-12-11,0.18755620454388564,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.2624437954561144,0.0
2015-12-18,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2015-12-25,0.16739157691157847,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.2826084230884215,0.0
2016-01-01,0.0,0.0,0.0,0.0,0.3761086737003384,0.0,0.25,0.2,0.0,0.0,0.1738913262996616,0.0
2016-01-08,0.45,0.0,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2016-01-15,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2016-01-22,0.0,0.0,0.0,0.0,0.1,0.0,0.25,0.65,0.0,0.0,0.0,0.0
2016-01-29,0.0,0.0,0.0,0.0,0.15,0.0,0.35,0.35,0.0,0.0,0.0,0.15
2016-02-05,0.14661402430937118,0.0,0.0,0.0,0.1,0.0,0.25,0.5033859756906288,0.0,0.0,0.0,0.0
2016-02-12,0.0,0.0,0.0,0.0,0.26976605810177956,0.0,0.25,0.4802339418982205,0.0,0.0,0.0,0.0
2016-02-19,0.0,0.0,0.0,0.0,0.2674561080309025,0.0,0.25,0.4825438919690975,0.0,0.0,0.0,0.0
2016-02-26,0.0,0.0,0.0,0.0,0.2685181593043602,0.0,0.25,0.48148184069563993,0.0,0.0,0.0,0.0
2016-03-04,0.0,0.0,0.0,0.0,0.2787774042087956,0.0,0.25,0.4712225957912045,0.0,0.0,0.0,0.0
2016-03-11,0.0,0.0,0.0,0.0,0.1,0.0,0.4095460702733354,0.4904539297266647,0.0,0.0,0.0,0.0
2016-03-18,0.0,0.0,0.0,0.0,0.1,0.0,0.43789356778019484,0.4621064322198052,0.0,0.0,0.0,0.0
2016-03-25,0.0,0.0,0.0,0.0,0.1,0.0,0.44708642553097344,0.4529135744690266,0.0,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0,0.0,0.28009190777317783,0.0,0.25,0.4699080922268222,0.0,0.0,0.0,0.0
2016-04-08,0.0,0.0,0.0,0.0,0.2734372312299831,0.0,0.25,0.4765627687700169,0.0,0.0,0.0,0.0
2016-04-15,0.0,0.0,0.0,0.0,0.1,0.0,0.4030502826560909,0.4969497173439092,0.0,0.0,0.0,0.0
2016-04-22,0.09972755414503358,0.0,0.0,0.0,0.1,0.0,0.25,0.5502724458549664,0.0,0.0,0.0,0.0
2016-04-29,0.0,0.0,0.0,0.0,0.29193565041762115,0.0,0.25,0.4580643495823788,0.0,0.0,0.0,0.0
2016-05-06,0.0,0.0,0.0,0.0,0.3313968585239948,0.0,0.25,0.41860314147600525,0.0,0.0,0.0,0.0
2016-05-13,0.0,0.0,0.0,0.0,0.31484774696314866,0.0,0.25,0.4351522530368514,0.0,0.0,0.0,0.0
2016-05-20,0.0,0.0,0.0,0.0,0.31748908305011025,0.0,0.25,0.43251091694988986,0.0,0.0,0.0,0.0
2016-05-27,0.0,0.0,0.0,0.0,0.5218980061100306,0.0,0.15,0.3281019938899694,0.0,0.0,0.0,0.0
2016-06-03,0.0,0.0,0.0,0.0,0.3305775476293019,0.0,0.25,0.4194224523706981,0.0,0.0,0.0,0.0
2016-06-10,0.0,0.0,0.0,0.0,0.34232104917229,0.0,0.25,0.40767895082771,0.0,0.0,0.0,0.0
2016-06-17,0.0,0.0,0.0,0.0,0.31772582628806123,0.0,0.25,0.43227417371193877,0.0,0.0,0.0,0.0
2016-06-24,0.0,0.0,0.0,0.0,0.3145942681903837,0.0,0.25,0.4354057318096163,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.31524973595794925,0.0,0.25,0.43475026404205075,0.0,0.0,0.0,0.0
2016-07-08,0.0,0.0,0.0,0.0,0.3202276080151596,0.0,0.25,0.42977239198484035,0.0,0.0,0.0,0.0
2016-07-15,0.0,0.0,0.0,0.0,0.3087224106512442,0.0,0.25,0.44127758934875594,0.0,0.0,0.0,0.0
2016-07-22,0.0,0.0,0.0,0.0,0.85,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-07-29,0.0,0.0,0.0,0.0,0.5807771793838243,0.2692228206161756,0.15,0.0,0.0,0.0,0.0,0.0
2016-08-05,0.21572411844614814,0.0,0.0,0.0,0.6342758815538518,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-08-12,0.28115033833926023,0.0,0.0,0.0,0.5688496616607398,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-08-19,0.2699864100431576,0.0,0.0,0.0,0.5800135899568424,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-08-26,0.3414225394326079,0.0,0.0,0.0,0.5085774605673921,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-09-02,0.23340995718291704,0.0,0.0,0.0,0.616590042817083,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-09-09,0.3525431727826011,0.0,0.0,0.0,0.4974568272173988,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-09-16,0.28974193092114175,0.0,0.0,0.0,0.5602580690788582,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2016-09-23,0.0,0.0,0.0,0.0,0.4876663718355496,0.36233362816445036,0.15,0.0,0.0,0.0,0.0,0.0
2016-09-30,0.3508036023906093,0.0,0.0,0.0,0.15,0.34919639760939064,0.15,0.0,0.0,0.0,0.0,0.0
2016-10-07,0.0,0.0,0.0,0.0,0.4414174441991793,0.4085825558008208,0.15,0.0,0.0,0.0,0.0,0.0
2016-10-14,0.0,0.0,0.0,0.0,0.4926276513484662,0.3573723486515338,0.15,0.0,0.0,0.0,0.0,0.0
2016-10-21,0.0,0.0,0.0,0.0,0.447481494913764,0.40251850508623593,0.15,0.0,0.0,0.0,0.0,0.0
2016-10-28,0.0,0.0,0.0,0.0,0.45351001354686393,0.396489986453136,0.15,0.0,0.0,0.0,0.0,0.0
2016-11-04,0.0,0.0,0.0,0.0,0.2742771837540784,0.27572281624592154,0.25,0.2,0.0,0.0,0.0,0.0
2016-11-11,0.0,0.0,0.0,0.0,0.2943555186942245,0.2556444813057755,0.25,0.2,0.0,0.0,0.0,0.0
2016-11-18,0.0,0.0,0.0,0.0,0.2637270067715741,0.28627299322842586,0.25,0.2,0.0,0.0,0.0,0.0
2016-11-25,0.0,0.0,0.0,0.0,0.24988614155879316,0.30011385844120686,0.25,0.2,0.0,0.0,0.0,0.0
2016-12-02,0.0,0.0,0.0,0.0,0.23623759489237495,0.31376240510762504,0.25,0.2,0.0,0.0,0.0,0.0
2016-12-09,0.0,0.0,0.0,0.0,0.2324323862394271,0.3175676137605729,0.25,0.2,0.0,0.0,0.0,0.0
2016-12-16,0.29910679387467043,0.0,0.0,0.0,0.15,0.40089320612532964,0.15,0.0,0.0,0.0,0.0,0.0
2016-12-23,0.21453913344619882,0.0,0.0,0.0,0.1,0.2354608665538012,0.25,0.2,0.0,0.0,0.0,0.0
2016-12-30,0.2950502025976406,0.0,0.0,0.0,0.15,0.40494979740235926,0.15,0.0,0.0,0.0,0.0,0.0
2017-01-06,0.28175508412927525,0.0,0.0,0.0,0.15,0.41824491587072476,0.15,0.0,0.0,0.0,0.0,0.0
2017-01-13,0.44138259421913184,0.0,0.0,0.0,0.15,0.25861740578086806,0.15,0.0,0.0,0.0,0.0,0.0
2017-01-20,0.4230143195281887,0.0,0.0,0.0,0.15,0.27698568047181127,0.15,0.0,0.0,0.0,0.0,0.0
2017-01-27,0.4046094487425436,0.0,0.0,0.0,0.15,0.29539055125745634,0.15,0.0,0.0,0.0,0.0,0.0
2017-02-03,0.3810346982421274,0.0,0.0,0.0,0.15,0.3189653017578725,0.15,0.0,0.0,0.0,0.0,0.0
2017-02-10,0.3658615224150816,0.3341384775849184,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-02-17,0.4048391043482705,0.0,0.0,0.0,0.15,0.2951608956517295,0.15,0.0,0.0,0.0,0.0,0.0
2017-02-24,0.40550372388988687,0.0,0.0,0.0,0.15,0.29449627611011314,0.15,0.0,0.0,0.0,0.0,0.0
2017-03-03,0.4470698645016608,0.0,0.0,0.0,0.15,0.25293013549833915,0.15,0.0,0.0,0.0,0.0,0.0
2017-03-10,0.2784943405691909,0.0,0.0,0.0,0.1,0.1715056594308091,0.25,0.2,0.0,0.0,0.0,0.0
2017-03-17,0.2108376984208498,0.23916230157915022,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-03-24,0.207998383466989,0.24200161653301097,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-03-31,0.32531152754597525,0.37468847245402465,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-04-07,0.3392419804600101,0.36075801953998987,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-04-14,0.31738843042174375,0.38261156957825615,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-04-21,0.2265086653545277,0.2234913346454723,0.0,0.0,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-04-28,0.3027087380802556,0.39729126191974434,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-05-05,0.2731763308407704,0.4268236691592294,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-05-12,0.27750273315149626,0.42249726684850364,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-05-19,0.26844610953323783,0.4315538904667621,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-05-26,0.26435115207765386,0.4356488479223461,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-06-02,0.0,0.443293083390348,0.0,0.256706916609652,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-06-09,0.0,0.42858798195357817,0.0,0.27141201804642173,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-06-16,0.25730238890915513,0.0,0.0,0.44269761109084477,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-06-23,0.24507586090148836,0.0,0.0,0.4549241390985116,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-06-30,0.2822983415938159,0.0,0.0,0.41770165840618406,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-07-07,0.2732994687089415,0.0,0.0,0.42670053129105845,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-07-14,0.2649157016247253,0.0,0.0,0.4350842983752747,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-07-21,0.26862032576378636,0.0,0.0,0.43137967423621365,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-07-28,0.2738121933821555,0.0,0.0,0.4261878066178445,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-08-04,0.0,0.0,0.3115942230528427,0.3884057769471573,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-08-11,0.0,0.0,0.2866039480113502,0.4133960519886497,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-08-18,0.21722752079804417,0.0,0.0,0.23277247920195582,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-08-25,0.2276976415005706,0.0,0.0,0.22230235849942942,0.1,0.0,0.25,0.2,0.0,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.3236190146010243,0.37638098539897563,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-09-08,0.30974443952176356,0.0,0.0,0.3902555604782364,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-09-15,0.0,0.0,0.3252522562630224,0.37474774373697756,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
2017-09-22,0.0,0.0,0.32233656657282655,0.3776634334271734,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0
