cik10,company_name_as_filed,sector,current_tickers,current_exchanges,has_current_sec_ticker,identity_status
0001275014,"ULTRA CLEAN HOLDINGS, INC.",technology,UCTT,Nasdaq,True,current_ticker_available
0001280058,BLACKBAUD INC,technology,BLKB,Nasdaq,True,current_ticker_available
0001280263,AMBARELLA INC,technology,AMBA,Nasdaq,True,current_ticker_available
0001280452,MONOLITHIC POWER SYSTEMS INC,technology,MPWR,Nasdaq,True,current_ticker_available
0001282631,NETLIST INC,technology,NLST,OTC,True,current_ticker_available
0001286139,"LEGALZOOM.COM, INC.",technology,LZ,Nasdaq,True,current_ticker_available
0001288469,"MAXLINEAR, INC",technology,MXL,Nasdaq,True,current_ticker_available
0001288847,"FIVE9, INC.",technology,FIVN,Nasdaq,True,current_ticker_available
0001299130,"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",technology,PACB,Nasdaq,True,current_ticker_available
0001308547,"DOLBY LABORATORIES, INC.",technology,DLB,NYSE,True,current_ticker_available
0001314102,"EYEPOINT PHARMACEUTICALS, INC.",technology,EYPT,Nasdaq,True,current_ticker_available
0001314727,SONOS INC,technology,SONO,Nasdaq,True,current_ticker_available
0001315098,ROBLOX CORP,technology,RBLX,NYSE,True,current_ticker_available
0001321655,PALANTIR TECHNOLOGIES INC.,technology,PLTR,Nasdaq,True,current_ticker_available
0001325702,MAGNACHIP SEMICONDUCTOR CORP,technology,MX,NYSE,True,current_ticker_available
0001326380,GAMESTOP CORP.,technology,GME|GME-WT,NYSE,True,current_ticker_available
0001326801,"META PLATFORMS, INC.",technology,META,Nasdaq,True,current_ticker_available
0001327567,PALO ALTO NETWORKS INC,technology,PANW,Nasdaq,True,current_ticker_available
0001327688,OOMA INC,technology,OOMA,NYSE,True,current_ticker_available
0001327811,"WORKDAY, INC.",technology,WDAY,Nasdaq,True,current_ticker_available
0001336920,"LEIDOS HOLDINGS, INC.",technology,LDOS,NYSE,True,current_ticker_available
0001340476,DIRTT ENVIRONMENTAL SOLUTIONS LTD,technology,DRTTF,OTC,True,current_ticker_available
0001341439,ORACLE CORP,technology,ORCL|ORCL-PD,NYSE,True,current_ticker_available
0001351636,"SHOTSPOTTER, INC",technology,SSTI,Nasdaq,True,current_ticker_available
0001352010,"EPAM SYSTEMS, INC.",technology,EPAM,NYSE,True,current_ticker_available
0001361113,VARONIS SYSTEMS INC,technology,VRNS,Nasdaq,True,current_ticker_available
0001372612,BOX INC,technology,BOX|BXCAP,NYSE|OTC,True,current_ticker_available
0001373715,"SERVICENOW, INC.",technology,NOW,NYSE,True,current_ticker_available
0001375365,"SUPER MICRO COMPUTER, INC.",technology,SMCI|SMCIP,Nasdaq,True,current_ticker_available
0001377149,CAREVIEW COMMUNICATIONS INC,technology,CRVW,OTC,True,current_ticker_available
0001377789,"AVIAT NETWORKS, INC.",technology,AVNW,Nasdaq,True,current_ticker_available
0001384905,"RINGCENTRAL, INC.",technology,RNG,NYSE,True,current_ticker_available
0001387467,ALPHA & OMEGA SEMICONDUCTOR LTD,technology,AOSL,Nasdaq,True,current_ticker_available
0001393052,VEEVA SYSTEMS INC,technology,VEEV,NYSE,True,current_ticker_available
0001402436,SS&C TECHNOLOGIES HOLDINGS INC,technology,SSNC,Nasdaq,True,current_ticker_available
0001404655,HUBSPOT INC,technology,HUBS,NYSE,True,current_ticker_available
0001408710,FABRINET,technology,FN,NYSE,True,current_ticker_available
0001410384,"Q2 HOLDINGS, INC.",technology,QTWO,NYSE,True,current_ticker_available
0001411690,"BIONANO GENOMICS, INC.",technology,BNGO,Nasdaq,True,current_ticker_available
0001413447,NXP SEMICONDUCTORS N.V.,technology,NXPI,Nasdaq,True,current_ticker_available
0001415404,ECHOSTAR CORP,technology,ECHO,Nasdaq,True,current_ticker_available
0001418819,IRIDIUM COMMUNICATIONS INC.,technology,IRDM,Nasdaq,True,current_ticker_available
0001419612,"SOLAREDGE TECHNOLOGIES, INC.",technology,SEDG,Nasdaq,True,current_ticker_available
0001420520,ATOMERA INC,technology,ATOM,Nasdaq,True,current_ticker_available
0001422930,"PUBMATIC, INC.",technology,PUBM,Nasdaq,True,current_ticker_available
0001432133,KALTURA INC,technology,KLTR,Nasdaq,True,current_ticker_available
0001433195,APPFOLIO INC,technology,APPF,Nasdaq,True,current_ticker_available
0001437283,"VIRTUAL PIGGY, INC.",technology,RPMT,OTC,True,current_ticker_available
0001438423,EVERSPIN TECHNOLOGIES INC,technology,MRAM,Nasdaq,True,current_ticker_available
0001441683,APPIAN CORP,technology,APPN,Nasdaq,True,current_ticker_available
0001441816,"MONGODB, INC.",technology,MDB,Nasdaq,True,current_ticker_available
0001442145,"VERISK ANALYTICS, INC.",technology,VRSK,Nasdaq,True,current_ticker_available
0001445305,WORKIVA INC,technology,WK,NYSE,True,current_ticker_available
0001447669,TWILIO INC,technology,TWLO,NYSE,True,current_ticker_available
0001451809,SITIME CORP,technology,SITM,Nasdaq,True,current_ticker_available
0001454938,TEADS HOLDING CO.,technology,TEAD,Nasdaq,True,current_ticker_available
0001459200,"ALARM.COM HOLDINGS, INC.",technology,ALRM,Nasdaq,True,current_ticker_available
0001462056,"BACKBLAZE, INC.",technology,BLZE,Nasdaq,True,current_ticker_available
0001463101,"ENPHASE ENERGY, INC.",technology,ENPH,Nasdaq,True,current_ticker_available
0001463972,VUZIX CORP,technology,VUZI,Nasdaq,True,current_ticker_available
0001466258,TRANE TECHNOLOGIES PLC,technology,TT,NYSE,True,current_ticker_available
0001467623,"DROPBOX, INC.",technology,DBX,Nasdaq,True,current_ticker_available
0001474432,"EVERPURE, INC.",technology,P,NYSE,True,current_ticker_available
0001476840,"EXPENSIFY, INC.",technology,EXFY,Nasdaq,True,current_ticker_available
0001477294,SENSATA TECHNOLOGIES HOLDING PLC,technology,ST,NYSE,True,current_ticker_available
0001477333,"CLOUDFLARE, INC.",technology,NET,NYSE,True,current_ticker_available
0001477720,"ASANA, INC.",technology,ASAN,NYSE,True,current_ticker_available
0001487952,"VISHAY PRECISION GROUP, INC.",technology,VPG,NYSE,True,current_ticker_available
0001493594,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC.",technology,MTSI,Nasdaq,True,current_ticker_available
0001493761,TURTLE BEACH CORP,technology,TBCH,Nasdaq,True,current_ticker_available
0001494259,"CARGURUS, INC.",technology,CARG,Nasdaq,True,current_ticker_available
0001500435,"GOPRO, INC.",technology,GPRO,Nasdaq,True,current_ticker_available
0001503274,QUANTERIX CORP,technology,QTRX,Nasdaq,True,current_ticker_available
0001505155,"UPLAND SOFTWARE, INC.",technology,UPLD,Nasdaq,True,current_ticker_available
0001505952,"DOMO, INC.",technology,DOMO,Nasdaq,True,current_ticker_available
0001506293,"PINTEREST, INC.",technology,PINS,NYSE,True,current_ticker_available
0001507605,"MARATHON DIGITAL HOLDINGS, INC.",technology,MARA,Nasdaq,True,current_ticker_available
0001511737,UBIQUITI INC.,technology,UI,NYSE,True,current_ticker_available
0001512673,"BLOCK, INC.",technology,BSQKZ|XYZ,NYSE|OTC,True,current_ticker_available
0001514416,BANDWIDTH INC.,technology,BAND,Nasdaq,True,current_ticker_available
0001516513,"DOXIMITY, INC.",technology,DOCS,NYSE,True,current_ticker_available
0001517228,"VISTANCE NETWORKS, INC.",technology,VISN,Nasdaq,True,current_ticker_available
0001517375,"SPROUT SOCIAL, INC.",technology,SPT,Nasdaq,True,current_ticker_available
0001517413,"FASTLY, INC.",technology,FSLY,Nasdaq,True,current_ticker_available
0001522540,"MARQETA, INC.",technology,MQ,Nasdaq,True,current_ticker_available
0001522767,MARIMED INC.,technology,MRMD,OTC,True,current_ticker_available
0001526520,"TRIPADVISOR, INC.",technology,TRIP,Nasdaq,True,current_ticker_available
0001528396,"GUIDEWIRE SOFTWARE, INC.",technology,GWRE,NYSE,True,current_ticker_available
0001529274,"ALKAMI TECHNOLOGY, INC.",technology,ALKT,Nasdaq,True,current_ticker_available
0001535527,"CROWDSTRIKE HOLDINGS, INC.",technology,CRWD,Nasdaq,True,current_ticker_available
0001544522,FRESHWORKS INC.,technology,FRSH,Nasdaq,True,current_ticker_available
0001549346,"SHUTTERSTOCK, INC.",technology,SSTK,NYSE,True,current_ticker_available
0001559865,"EVERTEC, INC.",technology,EVTC,NYSE,True,current_ticker_available
0001560327,"RAPID7, INC.",technology,RPD,Nasdaq,True,current_ticker_available
0001561550,"DATADOG, INC.",technology,DDOG,Nasdaq,True,current_ticker_available
0001562088,"DUOLINGO, INC.",technology,DUOL,Nasdaq,True,current_ticker_available
0001563190,"COMPASS, INC.",technology,COMP,NYSE,True,current_ticker_available
0001564408,SNAP INC,technology,SNAP,NYSE,True,current_ticker_available
0001565687,"INTAPP, INC.",technology,INTA,Nasdaq,True,current_ticker_available
0001568100,"PAGERDUTY, INC.",technology,PD,NYSE,True,current_ticker_available
0001569345,"SPRINKLR, INC.",technology,CXM,NYSE,True,current_ticker_available
0001571123,SCIENCE APPLICATIONS INTERNATIONAL CORP,technology,SAIC,Nasdaq,True,current_ticker_available
0001571996,DELL TECHNOLOGIES INC.,technology,DELL,NYSE,True,current_ticker_available
0001575793,ENERGOUS CORP,technology,WATT,Nasdaq,True,current_ticker_available
0001577526,"C3.AI, INC.",technology,AI,NYSE,True,current_ticker_available
0001580808,"A10 NETWORKS, INC.",technology,ATEN,NYSE,True,current_ticker_available
0001581760,"LIFE360, INC.",technology,LIF|LIFX,Nasdaq|OTC,True,current_ticker_available
0001582961,"DIGITALOCEAN HOLDINGS, INC.",technology,DOCN,NYSE,True,current_ticker_available
0001582982,"CARECLOUD, INC.",technology,CCLD,Nasdaq,True,current_ticker_available
0001583708,"SENTINELONE, INC.",technology,S,NYSE,True,current_ticker_available
0001585521,"ZOOM COMMUNICATIONS, INC.",technology,ZM,Nasdaq,True,current_ticker_available
0001587523,KNOWLES CORP,technology,KN,NYSE,True,current_ticker_available
0001590955,"PAYCOM SOFTWARE, INC.",technology,PAYC,NYSE,True,current_ticker_available
0001591698,PAYLOCITY HOLDING CORP,technology,PCTY,Nasdaq,True,current_ticker_available
0001594805,SHOPIFY INC.,technology,SHOP,Nasdaq,True,current_ticker_available
0001595974,"MAGNITE, INC.",technology,MGNI,Nasdaq,True,current_ticker_available
0001596532,"ARISTA NETWORKS, INC.",technology,ANET,NYSE,True,current_ticker_available
0001596961,"RIDENOW GROUP, INC.",technology,RDNW,Nasdaq,True,current_ticker_available
0001597033,SABRE CORP,technology,SABR,Nasdaq,True,current_ticker_available
0001597846,GREENPRO CAPITAL CORP.,technology,GRNQ,Nasdaq,True,current_ticker_available
0001601046,"KEYSIGHT TECHNOLOGIES, INC.",technology,KEYS,NYSE,True,current_ticker_available
0001604778,"QORVO, INC.",technology,QRVO,Nasdaq,True,current_ticker_available
0001606757,"KIMBALL ELECTRONICS, INC.",technology,KE,Nasdaq,True,current_ticker_available
0001609151,"WEAVE COMMUNICATIONS, INC.",technology,WEAV,NYSE,True,current_ticker_available
0001609711,GODADDY INC.,technology,GDDY,NYSE,True,current_ticker_available
0001611052,"PROCORE TECHNOLOGIES, INC.",technology,PCOR,NYSE,True,current_ticker_available
0001614178,"YEXT, INC.",technology,YEXT,NYSE,True,current_ticker_available
0001615063,"INSPIRED ENTERTAINMENT, INC.",technology,INSE,Nasdaq,True,current_ticker_available
0001615165,"VERITONE, INC.",technology,VERI,Nasdaq,True,current_ticker_available
0001616533,"PENGUIN SOLUTIONS, INC.",technology,PENG,Nasdaq,True,current_ticker_available
0001616543,"SENSEONICS HOLDINGS, INC.",technology,SENS,Nasdaq,True,current_ticker_available
0001617553,"ZIPRECRUITER, INC.",technology,ZIP,NYSE,True,current_ticker_available
0001618732,"NUTANIX, INC.",technology,NTNX,Nasdaq,True,current_ticker_available
0001625278,"NERDWALLET, INC.",technology,NRDS,Nasdaq,True,current_ticker_available
0001625641,"CS DISCO, INC.",technology,LAW,NYSE,True,current_ticker_available
0001626450,"COMMERCE.COM, INC.",technology,CMRC,Nasdaq,True,current_ticker_available
0001627475,"UPWORK, INC",technology,UPWK,Nasdaq,True,current_ticker_available
0001633978,LUMENTUM HOLDINGS INC.,technology,LITE,Nasdaq,True,current_ticker_available
0001635327,FLUTTER ENTERTAINMENT PLC,technology,FLUT,NYSE,True,current_ticker_available
0001636422,"HEALTH CATALYST, INC.",technology,HCAT,Nasdaq,True,current_ticker_available
0001638826,"SERVICETITAN, INC.",technology,TTAN,Nasdaq,True,current_ticker_available
0001640147,SNOWFLAKE INC.,technology,SNOW,NYSE,True,current_ticker_available
0001640428,"EVERQUOTE, INC.",technology,EVER,Nasdaq,True,current_ticker_available
0001642896,SAMSARA INC.,technology,IOT,NYSE,True,current_ticker_available
0001645590,HEWLETT PACKARD ENTERPRISE CO,technology,HPE|HPE-PC,NYSE,True,current_ticker_available
0001646188,ONDAS HOLDINGS INC.,technology,ONDS,Nasdaq,True,current_ticker_available
0001650164,"TOAST, INC.",technology,TOST,NYSE,True,current_ticker_available
0001650372,ATLASSIAN CORP,technology,TEAM,Nasdaq,True,current_ticker_available
0001651562,"COURSERA, INC.",technology,COUR,NYSE,True,current_ticker_available
0001652044,ALPHABET INC.,technology,GOOG|GOOGL|GOOGM|GOOGN,Nasdaq,True,current_ticker_available
0001652535,"ICHOR HOLDINGS, LTD.",technology,ICHR,Nasdaq,True,current_ticker_available
0001653482,GITLAB INC.,technology,GTLB,Nasdaq,True,current_ticker_available
0001659166,FORTIVE CORP,technology,FTV,NYSE,True,current_ticker_available
0001660134,"OKTA, INC.",technology,OKTA,Nasdaq,True,current_ticker_available
0001660280,"TENABLE HOLDINGS, INC.",technology,TENB,Nasdaq,True,current_ticker_available
0001666071,"CARDLYTICS, INC.",technology,CDLX,Nasdaq,True,current_ticker_available
0001666134,"BLACKLINE, INC.",technology,BL,Nasdaq,True,current_ticker_available
0001671933,"TRADE DESK, INC.",technology,TTD,Nasdaq,True,current_ticker_available
0001674101,VERTIV HOLDINGS CO,technology,VRT,NYSE,True,current_ticker_available
0001676238,"BRAZE, INC.",technology,BRZE,Nasdaq,True,current_ticker_available
0001681622,VAREX IMAGING CORP,technology,VREX,Nasdaq,True,current_ticker_available
0001683606,CARS.COM INC.,technology,CARS,NYSE,True,current_ticker_available
0001688568,DXC TECHNOLOGY CO,technology,DXC,NYSE,True,current_ticker_available
0001707753,ELASTIC N.V.,technology,ESTC,NYSE,True,current_ticker_available
0001708055,RIBBON COMMUNICATIONS INC.,technology,RBBN,Nasdaq,True,current_ticker_available
0001713445,"REDDIT, INC.",technology,RDDT,NYSE,True,current_ticker_available
0001713683,"ZSCALER, INC.",technology,ZS,Nasdaq,True,current_ticker_available
0001717115,"TEMPUS AI, INC.",technology,TEM,Nasdaq,True,current_ticker_available
0001720420,IBEX LTD,technology,IBEX,Nasdaq,True,current_ticker_available
0001722482,"AVANTOR, INC.",technology,AVTR,NYSE,True,current_ticker_available
0001726445,"SEER, INC.",technology,SEER,Nasdaq,True,current_ticker_available
0001730168,BROADCOM INC.,technology,AVGO,Nasdaq,True,current_ticker_available
0001734722,"UIPATH, INC.",technology,PATH,NYSE,True,current_ticker_available
0001736297,"ASTERA LABS, INC.",technology,ALAB,Nasdaq,True,current_ticker_available
0001736946,"ARLO TECHNOLOGIES, INC.",technology,ARLO,NYSE,True,current_ticker_available
0001738177,CAMBIUM NETWORKS CORP,technology,CMBMF,OTC,True,current_ticker_available
0001738758,GLORY STAR NEW MEDIA GROUP HOLDINGS LTD,technology,CHR,Nasdaq,True,current_ticker_available
0001743725,"GRID DYNAMICS HOLDINGS, INC.",technology,GDYN,Nasdaq,True,current_ticker_available
0001743759,"CORSAIR GAMING, INC.",technology,CRSR,Nasdaq,True,current_ticker_available
0001751008,APPLOVIN CORP,technology,APP,Nasdaq,True,current_ticker_available
0001758009,QUANTUM COMPUTING INC.,technology,QUBT,Nasdaq,True,current_ticker_available
0001764046,CLARIVATE PLC,technology,CLVT,NYSE,True,current_ticker_available
0001768267,CERENCE INC.,technology,CRNC,Nasdaq,True,current_ticker_available
0001770450,XEROX HOLDINGS CORP,technology,XRX|XRXDW,Nasdaq,True,current_ticker_available
0001770787,"10X GENOMICS, INC.",technology,TXG,Nasdaq,True,current_ticker_available
0001773383,"DYNATRACE, INC.",technology,DT,NYSE,True,current_ticker_available
0001774170,"POWERFLEET, INC.",technology,AIOT,Nasdaq,True,current_ticker_available
0001774675,SKILLSOFT CORP.,technology,SKIL,NYSE,True,current_ticker_available
0001777921,"AVEPOINT, INC.",technology,AVPT,Nasdaq,True,current_ticker_available
0001779474,"WM TECHNOLOGY, INC.",technology,MAPS,OTC,True,current_ticker_available
0001784535,"PORCH GROUP, INC.",technology,PRCH,Nasdaq,True,current_ticker_available
0001786352,"BILL HOLDINGS, INC.",technology,BILL,NYSE,True,current_ticker_available
0001786842,VONTIER CORP,technology,VNT,NYSE,True,current_ticker_available
0001788999,XPERI INC.,technology,XPER,NYSE,True,current_ticker_available
0001794515,ZOOMINFO TECHNOLOGIES INC.,technology,GTM,Nasdaq,True,current_ticker_available
0001800227,IAC INC.,technology,PPLI,Nasdaq,True,current_ticker_available
0001800667,JFROG LTD,technology,FROG,Nasdaq,True,current_ticker_available
0001801661,SKILLZ INC.,technology,FIRY,NYSE,True,current_ticker_available
0001803696,ADEIA INC.,technology,ADEA,Nasdaq,True,current_ticker_available
0001805385,"EVOLV TECHNOLOGIES HOLDINGS, INC.",technology,EVLV,Nasdaq,True,current_ticker_available
0001805651,"MARKETWISE, INC.",technology,MKTW,Nasdaq,True,current_ticker_available
0001805833,"SYSTEM1, INC.",technology,SST|SSTPW,NYSE|OTC,True,current_ticker_available
0001806837,"VERTEX, INC.",technology,VERX,Nasdaq,True,current_ticker_available
0001807794,CREDO TECHNOLOGY GROUP HOLDING LTD,technology,CRDO,Nasdaq,True,current_ticker_available
0001809519,"GOODRX HOLDINGS, INC.",technology,GDRX,Nasdaq,True,current_ticker_available
0001809987,"MIRION TECHNOLOGIES, INC.",technology,MIR,NYSE,True,current_ticker_available
0001810019,"RACKSPACE TECHNOLOGY, INC.",technology,RXT,Nasdaq,True,current_ticker_available
0001810806,UNITY SOFTWARE INC.,technology,U,NYSE,True,current_ticker_available
0001816431,QUANTUM-SI INC,technology,QSI,Nasdaq,True,current_ticker_available
0001818201,CCC INTELLIGENT SOLUTIONS HOLDINGS INC.,technology,CCC,Nasdaq,True,current_ticker_available
0001819928,"DOUBLEVERIFY HOLDINGS, INC.",technology,DV,NYSE,True,current_ticker_available
0001819974,"SKYWATER TECHNOLOGY, INC",technology,SKYT,Nasdaq,True,current_ticker_available
0001820144,GRINDR INC.,technology,GRND,NYSE,True,current_ticker_available
0001821769,NAVITAS SEMICONDUCTOR CORP,technology,NVTS,Nasdaq,True,current_ticker_available
0001823593,TUSIMPLE HOLDINGS INC.,technology,TSPH,OTC,True,current_ticker_available
0001823878,"PLAYSTUDIOS, INC.",technology,MYPS,Nasdaq,True,current_ticker_available
0001824920,"IONQ, INC.",technology,IONQ|IONQ-WT,NYSE,True,current_ticker_available
0001827090,"CERTARA, INC.",technology,CERT,Nasdaq,True,current_ticker_available
0001828016,PLAYTIKA HOLDING CORP.,technology,PLTK,Nasdaq,True,current_ticker_available
0001828108,"AURORA INNOVATION, INC.",technology,AUR|AUROW,Nasdaq,True,current_ticker_available
0001828161,"FTC SOLAR, INC.",technology,FTCI,Nasdaq,True,current_ticker_available
0001828791,VIANT TECHNOLOGY INC.,technology,DSP,Nasdaq,True,current_ticker_available
0001829864,"TASKUS, INC.",technology,TASK,Nasdaq,True,current_ticker_available
0001830043,BUMBLE INC.,technology,BMBL,Nasdaq,True,current_ticker_available
0001831651,"SHOALS TECHNOLOGIES GROUP, INC.",technology,SHLS,Nasdaq,True,current_ticker_available
0001831915,"CYTEK BIOSCIENCES, INC.",technology,CTKB,Nasdaq,True,current_ticker_available
0001833756,"LEONARDO DRS, INC.",technology,DRS,Nasdaq,True,current_ticker_available
0001834488,"N-ABLE, INC.",technology,NABL,NYSE,True,current_ticker_available
0001835632,"MARVELL TECHNOLOGY, INC.",technology,MRVL,Nasdaq,True,current_ticker_available
0001835830,"KLAVIYO, INC.",technology,KVYO,NYSE,True,current_ticker_available
0001836833,PLANET LABS PBC,technology,PL,NYSE,True,current_ticker_available
0001836981,"BIGBEAR.AI HOLDINGS, INC.",technology,BBAI|BBAI-WT,NYSE,True,current_ticker_available
0001837014,"SMARTRENT, INC.",technology,SMRT,NYSE,True,current_ticker_available
0001840502,TABOOLA.COM LTD.,technology,TBLA,Nasdaq,True,current_ticker_available
0001840856,"SOUNDHOUND AI, INC.",technology,SOUN|SOUNW,Nasdaq,True,current_ticker_available
0001841925,"INDIE SEMICONDUCTOR, INC.",technology,INDI,Nasdaq,True,current_ticker_available
0001846069,"NEXTDOOR HOLDINGS, INC.",technology,NXDR,NYSE,True,current_ticker_available
0001849635,TRUMP MEDIA & TECHNOLOGY GROUP CORP.,technology,DJT|DJTWW,Nasdaq,True,current_ticker_available
0001851003,ZETA GLOBAL HOLDINGS CORP.,technology,ZETA,NYSE,True,current_ticker_available
0001852131,NEXTPOWER INC.,technology,NXT,Nasdaq,True,current_ticker_available
0001853138,"KODIAK AI, INC.",technology,KDK|KDKRW,Nasdaq,True,current_ticker_available
0001853145,EVERCOMMERCE INC.,technology,EVCM,Nasdaq,True,current_ticker_available
0001855747,"BLEND LABS, INC.",technology,BLND,NYSE,True,current_ticker_available
0001856314,"CLEAR SECURE, INC.",technology,YOU,NYSE,True,current_ticker_available
0001861795,DEFINITIVE HEALTHCARE CORP.,technology,DH,Nasdaq,True,current_ticker_available
0001866633,"CONSENSUS CLOUD SOLUTIONS, INC.",technology,CCSI,Nasdaq,True,current_ticker_available
0001866692,"AMPLITUDE, INC.",technology,AMPL,Nasdaq,True,current_ticker_available
0001867072,"KYNDRYL HOLDINGS, INC.",technology,KD,NYSE,True,current_ticker_available
0001897762,INGRAM MICRO HOLDING CORP,technology,INGM,NYSE,True,current_ticker_available
0001902733,"NCINO, INC.",technology,NCNO,Nasdaq,True,current_ticker_available
0001910139,MOBILEYE GLOBAL INC.,technology,MBLY,Nasdaq,True,current_ticker_available
0001943896,"RUBRIK, INC.",technology,RBRK,NYSE,True,current_ticker_available
0001967680,VERALTO CORP,technology,VLTO,NYSE,True,current_ticker_available
0001974138,NCR ATLEOS CORP,technology,NATL,NYSE,True,current_ticker_available
0001990354,WAYSTAR HOLDING CORP.,technology,WAY,Nasdaq,True,current_ticker_available
0001992243,"FREYR BATTERY, INC. /DE/",technology,TE,NYSE,True,current_ticker_available
0000002178,"ADAMS RESOURCES & ENERGY, INC.",energy,,,False,former_or_unmapped
0000004447,HESS CORP,energy,,,False,former_or_unmapped
0000006769,APACHE CORP,energy,,,False,former_or_unmapped
0000007039,TRECORA RESOURCES,energy,,,False,former_or_unmapped
0000007332,SOUTHWESTERN ENERGY CO,energy,,,False,former_or_unmapped
0000008411,ATWOOD OCEANICS INC,energy,,,False,former_or_unmapped
0000010254,EARTHSTONE ENERGY INC,energy,,,False,former_or_unmapped
0000029834,DOUBLE EAGLE PETROLEUM CO,energy,,,False,former_or_unmapped
0000034088,EXXON MOBIL CORP,energy,,,False,former_or_unmapped
0000038079,SABINE OIL & GAS CORP,energy,,,False,former_or_unmapped
0000041023,GEORESOURCES INC,energy,,,False,former_or_unmapped
0000048039,HOLLYFRONTIER CORP,energy,,,False,former_or_unmapped
0000050104,ANDEAVOR,energy,,,False,former_or_unmapped
0000061398,TELLURIAN INC. /DE/,energy,,,False,former_or_unmapped
0000064279,MCMORAN EXPLORATION CO /DE/,energy,,,False,former_or_unmapped
0000072207,NOBLE ENERGY INC,energy,,,False,former_or_unmapped
0000076321,PARKER DRILLING CO /DE/,energy,,,False,former_or_unmapped
0000077159,RANGER OIL CORP,energy,,,False,former_or_unmapped
0000077877,"PDC ENERGY, INC.",energy,,,False,former_or_unmapped
0000085408,ROWAN COMPANIES PLC,energy,,,False,former_or_unmapped
0000095304,SUNOCO INC,energy,,,False,former_or_unmapped
0000101778,MARATHON OIL CORP,energy,,,False,former_or_unmapped
0000106455,WESTMORELAND COAL CO,energy,,,False,former_or_unmapped
0000277595,ENERGEN CORP,energy,,,False,former_or_unmapped
0000277924,CREDO PETROLEUM CORP,energy,,,False,former_or_unmapped
0000311471,APCO OIL & GAS INTERNATIONAL INC,energy,,,False,former_or_unmapped
0000314606,GEOKINETICS INC,energy,,,False,former_or_unmapped
0000315131,PHX MINERALS INC.,energy,,,False,former_or_unmapped
0000316300,EXCO RESOURCES INC,energy,,,False,former_or_unmapped
0000318996,KEY ENERGY SERVICES INC,energy,,,False,former_or_unmapped
0000320575,PIONEER ENERGY SERVICES CORP,energy,,,False,former_or_unmapped
0000351231,DAWSON GEOPHYSICAL CO,energy,,,False,former_or_unmapped
0000351817,"SILVERBOW RESOURCES, INC.",energy,,,False,former_or_unmapped
0000709804,STEEL EXCEL INC.,energy,,,False,former_or_unmapped
0000719209,ISRAMCO INC,energy,,,False,former_or_unmapped
0000732834,"CONTINENTAL RESOURCES, INC",energy,,,False,former_or_unmapped
0000750199,"EPL OIL & GAS, INC.",energy,,,False,former_or_unmapped
0000773910,ANADARKO PETROLEUM CORP,energy,,,False,former_or_unmapped
0000778438,BERRY PETROLEUM CO,energy,,,False,former_or_unmapped
0000785968,"MILLER ENERGY RESOURCES, INC.",energy,,,False,former_or_unmapped
0000798949,UNIT CORP,energy,,,False,former_or_unmapped
0000799235,ERHC ENERGY INC,energy,,,False,former_or_unmapped
0000813779,CRIMSON EXPLORATION INC.,energy,,,False,former_or_unmapped
0000837173,"WALTER ENERGY, INC.",energy,,,False,former_or_unmapped
0000845289,"HARVEST NATURAL RESOURCES, INC.",energy,,,False,former_or_unmapped
0000858470,COTERRA ENERGY INC.,energy,,,False,former_or_unmapped
0000866609,ION GEOPHYSICAL CORP,energy,,,False,former_or_unmapped
0000867665,ABRAXAS PETROLEUM CORP,energy,,,False,former_or_unmapped
0000872248,PETROQUEST ENERGY INC,energy,,,False,former_or_unmapped
0000880115,CLAYTON WILLIAMS ENERGY INC /DE,energy,,,False,former_or_unmapped
0000886835,SUPERIOR ENERGY SERVICES INC,energy,,,False,former_or_unmapped
0000890447,VERTEX ENERGY INC.,energy,,,False,former_or_unmapped
0000891456,PLAINS EXPLORATION & PRODUCTION CO,energy,,,False,former_or_unmapped
0000892986,WARREN RESOURCES INC,energy,,,False,former_or_unmapped
0000904080,STONE ENERGY CORP,energy,,,False,former_or_unmapped
0000907649,FX ENERGY INC,energy,,,False,former_or_unmapped
0000912750,NEWFIELD EXPLORATION CO /DE/,energy,,,False,former_or_unmapped
0000928022,CALLON PETROLEUM CO,energy,,,False,former_or_unmapped
0000937136,HYPERDYNAMICS CORP,energy,,,False,former_or_unmapped
0000943861,GOODRICH PETROLEUM CORP,energy,,,False,former_or_unmapped
0000945764,DENBURY INC,energy,,,False,former_or_unmapped
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",energy,,,False,former_or_unmapped
0001000229,CORE LABORATORIES N V,energy,,,False,former_or_unmapped
0001022646,ULTRA PETROLEUM CORP,energy,,,False,former_or_unmapped
0001023734,"BPZ RESOURCES, INC.",energy,,,False,former_or_unmapped
0001029023,SYNTROLEUM CORP,energy,,,False,former_or_unmapped
0001034563,ICAHN ENTERPRISES HOLDINGS L.P.,energy,,,False,former_or_unmapped
0001037676,"ARCH RESOURCES, INC.",energy,,,False,former_or_unmapped
0001038357,PIONEER NATURAL RESOURCES CO,energy,,,False,former_or_unmapped
0001040593,CARRIZO OIL & GAS INC,energy,,,False,former_or_unmapped
0001059324,PETROHAWK ENERGY CORP,energy,,,False,former_or_unmapped
0001060990,QUICKSILVER RESOURCES INC,energy,,,False,former_or_unmapped
