cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision,last_recent_decision,recent_decision_rows,symbol_count
0001063761,SIMON PROPERTY GROUP INC.,finance_insurance_real_estate,0001104659-26-019419,2026-02-26 00:00:00+00:00,SPG|SPGJ,xbrl_symbol_recovered,spg-20251231x10k.htm,80f3ed1fd9e14575246aa8a616032a9e1866200070f44ebc8a6dbec17bf8dcef,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001067983,BERKSHIRE HATHAWAY INC,finance_insurance_real_estate,0001193125-26-083899,2026-03-03 00:00:00+00:00,BRK.A|BRK.B|BRK27|BRK28|BRK30|BRK34|BRK35|BRK39|BRK41|BRK59,xbrl_symbol_recovered,brka-20251231.htm,878392c22e73b92722d63bb4f486586cdb5a0b8ce0d08bc403b1c0239b891282,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,10
0001075415,DIVERSIFIED HEALTHCARE TRUST,finance_insurance_real_estate,0001075415-26-000013,2026-02-25 00:00:00+00:00,DHC|DHCNI|DHCNL,xbrl_symbol_recovered,dhc-20251231.htm,ad66ee3f4a8c42a381f759d614636055ad480b0965ddca44f86836ab6590aa4d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001077428,TEXAS CAPITAL BANCSHARES INC/TX,finance_insurance_real_estate,0001077428-26-000010,2026-02-11 00:00:00+00:00,TCBI|TCBIO,xbrl_symbol_recovered,tcbi-20251231.htm,0f2e2fbc649ee0098bb6129096bf446f337046ca8b7961acf287066c4bb74259,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001115055,PINNACLE FINANCIAL PARTNERS INC,finance_insurance_real_estate,0001115055-25-000194,2025-11-05 00:00:00+00:00,PNFP|PNFPP,xbrl_symbol_recovered,pnfp-20250930.htm,a234eb4d35dd93b8e829d4365f8367a4096d09132873292deef3824f6538763f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001137774,PRUDENTIAL FINANCIAL INC,finance_insurance_real_estate,0001137774-26-000048,2026-02-13 00:00:00+00:00,PRU|PRH|PRS|PFH,xbrl_symbol_recovered,pru-20251231.htm,1218b5d69e7e3afe420ed116c1074e469c367a182730d355f1b31eebaf37c17b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001176948,ARES MANAGEMENT CORP,finance_insurance_real_estate,0001628280-26-011413,2026-02-26 00:00:00+00:00,ARES|ARES.PRB,xbrl_symbol_recovered,ares-20251231.htm,da8bc236697884ac3eb930e256563206b372773288ace95fcef4550017c12421,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001224608,"CNO FINANCIAL GROUP, INC.",finance_insurance_real_estate,0001224608-26-000017,2026-02-25 00:00:00+00:00,CNO|CNOPA,xbrl_symbol_recovered,cno-20251231.htm,fa1bfdca3c9096496deff9f87cc8fec376f0e2ad9030b7086f5115ce84041a2f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001234006,GLADSTONE COMMERCIAL CORP,finance_insurance_real_estate,0001234006-26-000005,2026-02-19 00:00:00+00:00,GOOD|GOODN|GOODO,xbrl_symbol_recovered,good-20251231.htm,86963073a957377908039ebe75f8bde4b31f8f8b18aebb36fcfd7c5fef60ff96,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001253986,ARBOR REALTY TRUST INC,finance_insurance_real_estate,0001253986-26-000019,2026-02-28 00:00:00+00:00,ABR|ABR-PD|ABR-PE|ABR-PF,xbrl_symbol_recovered,abr-20251231.htm,8f19b6aa6400b3a2f0dc3bb750022f6c6f2f3277ec2f709397f23d4386f65e3a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001267238,"ASSURANT, INC.",finance_insurance_real_estate,0001267238-26-000010,2026-02-20 00:00:00+00:00,AIZ|AIZN,xbrl_symbol_recovered,aiz-20251231.htm,5e251559dde007f1955ae9bef536adfa85b4c1f355d52eff9fed416de985e6b9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001273685,"ADAMAS TRUST, INC.",finance_insurance_real_estate,0001273685-26-000029,2026-02-21 00:00:00+00:00,ADAM|ADAMN|ADAMM|ADAML|ADAMZ|ADAMI|ADAMG|ADAMH|ADAMO,xbrl_symbol_recovered,adam-20251231.htm,96ebfa016ce3f4a8a676250e28914e719382f8762608735970c1bab5f726cecb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,9
0001332551,ACRES COMMERCIAL REALTY CORP.,finance_insurance_real_estate,0001193125-26-098916,2026-03-11 00:00:00+00:00,ACR|ACRPRC|ACRPRD,xbrl_symbol_recovered,acr-20251231.htm,50d8246331eef74913cded9656a8ec20628fc4af71aaa8a8a60ff32513ebe2d0,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001341317,BRIDGEWATER BANCSHARES INC,finance_insurance_real_estate,0001104659-26-020063,2026-02-27 00:00:00+00:00,BWB|BWBBP,xbrl_symbol_recovered,bwb-20251231x10k.htm,d931992ae0ff645466f08008a3725554a7fcacdfe4a4cb7767dc52fb6ed2fb9c,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001363829,ENSTAR GROUP LTD,finance_insurance_real_estate,0001363829-25-000083,2025-05-02 00:00:00+00:00,ESGR|ESGRP|ESGRO,xbrl_symbol_recovered,esgr-20250331.htm,5bfca71a03d9bf0b74ec88440ec266d16f807a08278477e8e657ad52b92d6b62,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001393311,PUBLIC STORAGE,finance_insurance_real_estate,0001628280-26-007696,2026-02-13 00:00:00+00:00,PSA|PSAPRF|PSAPRG|PSAPRH|PSAPRI|PSAPRJ|PSAPRK|PSAPRL|PSAPRM|PSAPRN|PSAPRO|PSAPRP|PSAPRQ|PSAPRR|PSAPRS,xbrl_symbol_recovered,psa-20251231.htm,24eef9e6f7dbf0a28c13289265ca2255cb903934b4856441a157721a276a433e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,15
0001404912,KKR & CO. INC.,finance_insurance_real_estate,0001404912-26-000007,2026-02-28 00:00:00+00:00,KKR|KKRS|KKRT,xbrl_symbol_recovered,kkr-20251231.htm,bcf6bac309183058be2b205c932226f85dc551c7bb40a77a72fbc14fa653cb02,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001408534,"FIRST GUARANTY BANCSHARES, INC.",finance_insurance_real_estate,0001408534-25-000092,2025-11-18 00:00:00+00:00,FGBI|FGBIP,xbrl_symbol_recovered,fgbi-20250930.htm,953d99ce4d6a43c913cf4e9edff905008871112cb3cca3876d2fbda9f901a753,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001409493,CHIMERA INVESTMENT CORP,finance_insurance_real_estate,0001409493-26-000017,2026-02-19 00:00:00+00:00,CIM|CIMN|CIMO|CIMP,xbrl_symbol_recovered,cim-20251231.htm,d946921bdface09c0e97659a657a2fe2d484d82d8559a721f78d4e72b8ba5b80,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001415311,PROSHARES TRUST II,finance_insurance_real_estate,0001193125-26-077441,2026-02-27 00:00:00+00:00,SVXY|UCO|BOIL|ULE|UGL|AGQ|UVXY|YCL|SCO|KOLD|EUO|GLL|ZSL|YCS|VIXM|VIXY,xbrl_symbol_recovered,d785470d10k.htm,3e63b6281f786e74c0788163f17d41e965114344d20b5a545daa77e23a9ca164,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,16
0000866368,"PS BUSINESS PARKS, INC./MD",finance_insurance_real_estate,0000866368-23-000007,2023-03-01 00:00:00+00:00,,no_explicit_symbol_tag,pspprx-20221231.htm,15d5a33d569e18e123a65c580c0522ec8d3e45d8fac23ddebbdc377ec90bd4b9,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,0
0001411494,"APOLLO ASSET MANAGEMENT, INC.",finance_insurance_real_estate,0001411494-22-000041,2022-11-09 00:00:00+00:00,,no_explicit_symbol_tag,apo-20220930.htm,cbc538fa4e5179d144f36f361e9d2c2a7ef16a050de5fe02c32982f15b58476a,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,0
0001471824,TEUCRIUM COMMODITY TRUST,finance_insurance_real_estate,0001437749-23-030851,2023-11-09 00:00:00+00:00,,no_explicit_symbol_tag,tect20230930_10q.htm,a769771d234e0bf278ac4fc8d7aadb47b558d5fc33e37a8a1aaca536165c2ca2,2023-04-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,8,0
0001474464,NEW YORK REIT LIQUIDATING LLC,finance_insurance_real_estate,0000950170-24-095359,2024-08-13 00:00:00+00:00,,no_explicit_symbol_tag,ck0001474464-20240630.htm,5d7be0f9c8d1ab4da19edd05270e0b695a09add2103f54dfb0bff92e92febc1e,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,0
0001498828,HOWARD HUGHES CORP,finance_insurance_real_estate,0001628280-24-045686,2024-11-07 00:00:00+00:00,,no_explicit_symbol_tag,hhc-20240930.htm,4c279baa3f64fc029ebff3442ef2fe08cde858f3174d07068252b22fdeb436ad,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,0
0001735184,RETAIL VALUE INC.,finance_insurance_real_estate,0000950170-22-020457,2022-10-29 00:00:00+00:00,,no_explicit_symbol_tag,rvic-20220930.htm,b4683f3af007138df7d9d4eb6c0c3c0d3702925a789d2e5b9d080c9257e44cca,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,0
0000067625,MONMOUTH REAL ESTATE INVESTMENT CORP,finance_insurance_real_estate,0001493152-22-003237,2022-02-05 00:00:00+00:00,MNR|MNR-PC,xbrl_symbol_recovered,form10-q.htm,952485ddec36b9a436b6e78045f7b8fc877baddab25ef6bc871cc05530f08366,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2
0000077281,PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,finance_insurance_real_estate,0000950170-22-022928,2022-11-09 00:00:00+00:00,PEI|PEIPRB|PEIPRC|PEIPRD,xbrl_symbol_recovered,pei-20220930.htm,6e4796d0bf644f7590657d4bdd696da0f3a036f972f1665b9a7e96ae95f883d0,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,4
0000702325,FIRST MIDWEST BANCORP INC,finance_insurance_real_estate,0001628280-21-020653,2021-10-28 00:00:00+00:00,FMBI|FMBIP|FMBIO,xbrl_symbol_recovered,fmbi-20210930.htm,3ec791a46af87414e95fb768e9122f36e29771e984cf65502cd3292cf5577571,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,3
0000719739,SVB FINANCIAL GROUP,finance_insurance_real_estate,0000719739-23-000021,2023-02-25 00:00:00+00:00,SIVB|SIVBP,xbrl_symbol_recovered,sivb-20221231.htm,9f95bfaa99b189ea5b42abc4c050d2a45ebaef354646bf1b43a532ac2dd01400,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2
0000761648,"CEDAR REALTY TRUST, INC.",finance_insurance_real_estate,0000761648-23-000012,2023-11-08 00:00:00+00:00,CDRPB|CDRPC,xbrl_symbol_recovered,cdr-20230930.htm,1d6a42dd3a75e1f2b7c282cd0f6a1c0672c6f6d625e64bed44a189e1539816f7,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2
0000842183,RPT REALTY,finance_insurance_real_estate,0000842183-23-000063,2023-11-03 00:00:00+00:00,RPT|RPT.PRD,xbrl_symbol_recovered,rpt-20230930.htm,cb2971b7fd75c908f09d3746a72aef83e68a9609d75f578dd202bb247f63cbdb,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2
0000920112,HEARTLAND FINANCIAL USA INC,finance_insurance_real_estate,0000920112-24-000200,2024-11-09 00:00:00+00:00,HTLF|HTLFP,xbrl_symbol_recovered,htlf-20240930.htm,6c0dfaffe308c91d7d113a7023dba4d804b03373cc539f4476a26ec6563be78d,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,2
0001029800,URSTADT BIDDLE PROPERTIES INC,finance_insurance_real_estate,0001029800-23-000052,2023-06-08 00:00:00+00:00,UBP|UBA|UBPPRH|UBPPRK,xbrl_symbol_recovered,form10q2q2023.htm,64fd9dd93a70451778ea2bfb54b885c4c946ad022023d5c0b4d33816ad18b81b,2023-01-01 00:00:00+00:00,2024-07-01 00:00:00+00:00,7,4
0001063344,HERSHA HOSPITALITY TRUST,finance_insurance_real_estate,0001063344-23-000116,2023-11-10 00:00:00+00:00,HT|HT-PC|HT-PD|HT-PE,xbrl_symbol_recovered,ht-20230930.htm,50f03450da805c79a6c6c35e3ad9fa2ec0a3e0c65fc723f1ba1f45df12f020fd,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,4
0001070154,STERLING BANCORP,finance_insurance_real_estate,0001070154-21-000032,2021-10-30 00:00:00+00:00,STL|STLPRA,xbrl_symbol_recovered,stl-20210930.htm,75ffedfa4f4605db4b9fa17f11c2434bb1034c72ce3c9902c715202435fc1e56,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,2
0001091748,"ARGO GROUP INTERNATIONAL HOLDINGS, LTD.",finance_insurance_real_estate,0001628280-23-038054,2023-11-10 00:00:00+00:00,ARGO|ARGD|ARGOPRA,xbrl_symbol_recovered,argo-20230930.htm,d97949fa0648e441ca586882d3a8925c977b90e8a6a07c4d9e5a1b97007375b2,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,3
0001102112,PACWEST BANCORP,finance_insurance_real_estate,0001628280-23-038297,2023-11-10 00:00:00+00:00,PACW|PACWP,xbrl_symbol_recovered,pacw-20230930.htm,18d929f5d570da49e4bced17ef9d4546606770c60ea27443c61cbf5c04b28538,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2
0001171825,CIT GROUP INC,finance_insurance_real_estate,0001564590-21-054887,2021-11-06 00:00:00+00:00,CIT|CITPRB,xbrl_symbol_recovered,cit-10q_20210930.htm,4928ec86c9698ed00aa6f1fc9d08bc180da71b98e8329604e2eae210965b4562,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,2
0001209028,ARLINGTON ASSET INVESTMENT CORP.,finance_insurance_real_estate,0001564590-21-055798,2021-11-10 00:00:00+00:00,AAIC|AAIN|AIC,xbrl_symbol_recovered,ai-10q_20210930.htm,7156523f1edf7cfc46b028d63ca032666ec4550e066fde2a0719fa519d32b136,2023-01-01 00:00:00+00:00,2023-01-01 00:00:00+00:00,1,3
0001232582,ASHFORD HOSPITALITY TRUST INC,finance_insurance_real_estate,0001232582-24-000148,2024-11-13 00:00:00+00:00,AHT|AHT-PD|AHT-PF|AHT-PG|AHT-PH|AHT-PI,xbrl_symbol_recovered,aht-20240930.htm,ef475dda9be414f2982c01f5a84b16a922532e88603928b0a8753a4e6d9c7aea,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,6
0001308606,"SPIRIT REALTY CAPITAL, INC.",finance_insurance_real_estate,0000950170-23-057717,2023-11-03 00:00:00+00:00,SRC|SRC-A,xbrl_symbol_recovered,src-20230930.htm,aa9e18b549903359a328f9e51875ea0c364b00385563abcc6f83f72e88a79494,2023-01-01 00:00:00+00:00,2025-01-01 00:00:00+00:00,9,2
0001356115,NEXPOINT DIVERSIFIED REAL ESTATE TRUST,finance_insurance_real_estate,0001356115-24-000022,2024-11-09 00:00:00+00:00,NXDT|NXDT-PA,xbrl_symbol_recovered,nxdt-20240930.htm,165b59158e28a1b2ad59f86fb3f847031331ced65196bed71b0eee99f8d80314,2024-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,8,2
0001364742,BLACKROCK INC.,finance_insurance_real_estate,0000950170-24-091706,2024-08-07 00:00:00+00:00,BLK|BLK25,xbrl_symbol_recovered,blk-20240630.htm,9aadceca746629aee67a69645f2b85980bd9cd11ac4e552a9f7659bb2ea105e1,2023-01-01 00:00:00+00:00,2025-10-01 00:00:00+00:00,12,2
0001378946,"PEOPLE'S UNITED FINANCIAL, INC.",finance_insurance_real_estate,0001628280-22-004389,2022-03-02 00:00:00+00:00,PBCT|PBCTP,xbrl_symbol_recovered,pbct-20211231.htm,7fb80d90f2b9a5f12904c34dea8f0d9ce2b6d908d710f0e5015bb1523344dc69,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2
0001380846,"TRISTATE CAPITAL HOLDINGS, INC.",finance_insurance_real_estate,0001380846-22-000025,2022-05-10 00:00:00+00:00,TSC|TSCAP|TSCBP,xbrl_symbol_recovered,tsc-20220331.htm,8a85b2b0c921dc0d93d21d61d1e3d80196b154c6f4195401b3289185cadda626,2023-01-01 00:00:00+00:00,2023-07-01 00:00:00+00:00,3,3
0001412707,LEVEL ONE BANCORP INC,finance_insurance_real_estate,0001412707-22-000013,2022-03-12 00:00:00+00:00,LEVL|LEVLP,xbrl_symbol_recovered,levl-20211231.htm,596595a0bda1d22585e212ac9f9ea9cea42c36ba9c8b96af047ceb6c0a8264bc,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2
0001423689,AGNC INVESTMENT CORP.,finance_insurance_real_estate,0001423689-26-000043,2026-02-24 00:00:00+00:00,AGNC|AGNCN|AGNCM|AGNCO|AGNCP|AGNCL|AGNCZ,xbrl_symbol_recovered,agnc-20251231.htm,01c3de4ce70377d66be35d47e0af2b4294756369239af774047fe207de2a35e8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7
0001428205,"ARMOUR RESIDENTIAL REIT, INC.",finance_insurance_real_estate,0001428205-26-000029,2026-02-19 00:00:00+00:00,ARR-PRC|ARR,xbrl_symbol_recovered,arr-20251231.htm,2154291d7ac97877a22e3c7e7ba24ed8a18a68fc6b46d70ab8015369c1d47ab8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001464343,ATLANTICUS HOLDINGS CORP,finance_insurance_real_estate,0001437749-26-007972,2026-03-13 00:00:00+00:00,ATLC|ATLCP|ATLCL|ATLCZ,xbrl_symbol_recovered,atlc20251231_10k.htm,9fcc2384e16a45ea2d47c8cc02a79fe250c21ed7871ff8c75d2860e0d165231a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001464423,PENNYMAC MORTGAGE INVESTMENT TRUST,finance_insurance_real_estate,0001193125-26-057041,2026-02-19 00:00:00+00:00,PMT|PMTU|PMTV|PMTW,xbrl_symbol_recovered,pmt-20251231.htm,09e3ab58100b136e6bdcf3d082ad7dacb00d7cd6c871819c5f071792e5795bd1,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4
0001464790,"BRC GROUP HOLDINGS, INC.",finance_insurance_real_estate,0001464790-26-000024,2026-04-01 00:00:00+00:00,RILY|RILYP|RILYL|RILYG|RILYN|RILYZ|RILYT,xbrl_symbol_recovered,rily-20251231.htm,6d15525f4dd03339666f3b547c974ab90731678f9e2ac1a28cf41b78771b5442,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,7
0001465740,TWO HARBORS INVESTMENT CORP.,finance_insurance_real_estate,0001465740-26-000009,2026-02-18 00:00:00+00:00,TWO|TWOD,xbrl_symbol_recovered,two-20251231.htm,40dc00a75f0771c49480042c37bf775e41da3107a5f8c49c7774df6467479a7b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001466026,"MIDLAND STATES BANCORP, INC.",finance_insurance_real_estate,0001466026-26-000020,2026-03-03 00:00:00+00:00,MSBI|MSBIP,xbrl_symbol_recovered,msbi-20251231.htm,4970705587fa67dd469b672e7378acf5b6048c82e14c0a98bf3880db3771d592,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001466538,COWEN INC.,finance_insurance_real_estate,0001466538-23-000018,2023-03-01 00:00:00+00:00,COWN|COWNL,xbrl_symbol_recovered,cown-20221231.htm,9eb3019de06b3cd1530c40531333caf372e4fd2c4a4600608233c00ac5a76608,2023-01-01 00:00:00+00:00,2024-04-01 00:00:00+00:00,6,2
0001474098,PEBBLEBROOK HOTEL TRUST,finance_insurance_real_estate,0001474098-26-000015,2026-02-26 00:00:00+00:00,PEB|PEB-PE|PEB-PF|PEB-PG|PEB-PH,xbrl_symbol_recovered,peb-20251231.htm,97e9421bbcdd4b9bbd9a98a00cf1172c3c693e658c6f604ae074cf3f53f4f3f4,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5
0001476045,CHATHAM LODGING TRUST,finance_insurance_real_estate,0001437749-26-006103,2026-02-28 00:00:00+00:00,CLDT|CLDT-PA,xbrl_symbol_recovered,cldt20251231_10k.htm,42d5c075aad91ce756f14d93eaf38114a75919b3fcbb75b3a8437f20b1eac096,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001479247,UNITED STATES COMMODITY INDEX FUNDS TRUST,finance_insurance_real_estate,0001104659-26-021525,2026-02-28 00:00:00+00:00,USCI|CPER,xbrl_symbol_recovered,usci-20251231x10k.htm,a0c01151828390b34fb0efeff2a277ffb85290e5fc5a6e3d6c2a22d4a4f58729,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001488813,"CUSTOMERS BANCORP, INC.",finance_insurance_real_estate,0001488813-26-000029,2026-02-28 00:00:00+00:00,CUBI|CUBB,xbrl_symbol_recovered,cubi-20251231.htm,83163349e33c23361578d6f62242f64ec72595abdef18ce3a1404fa8f7c5369f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001492869,"SL GREEN OPERATING PARTNERSHIP, L.P.",finance_insurance_real_estate,0001628280-26-011290,2026-02-26 00:00:00+00:00,SLG|SLG.PRI,xbrl_symbol_recovered,slg-20251231.htm,e55093ef76a16481f2da3d96448c5895c78611e1fb13f8762ca41af297c8146b,2026-04-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,1,2
0001495240,GLADSTONE LAND CORP,finance_insurance_real_estate,0001495240-24-000028,2024-11-07 00:00:00+00:00,LAND|LANDO|LANDP|LANDM,xbrl_symbol_recovered,land-20240930.htm,f4e03a7d8fb80c3d69363654f8dd22d22f4832ae3a9e45d4eb1579a7c89dbcc0,2023-04-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,12,4
0001497645,"SUMMIT HOTEL PROPERTIES, INC.",finance_insurance_real_estate,0001497645-26-000015,2026-02-26 00:00:00+00:00,INN|INN-PE|INN-PF,xbrl_symbol_recovered,inn-20251231.htm,f36901a96c8f47cd039951f689e02995f1bff0fa385c01db360898c3bc16f01d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001511337,RLJ LODGING TRUST,finance_insurance_real_estate,0001511337-26-000007,2026-02-28 00:00:00+00:00,RLJ|RLJ-A,xbrl_symbol_recovered,rlj-20251231.htm,f163f6fdfb07695a9c2557ab2d604211e978c52d1d0cf5a45afb8d09a690d108,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001514281,"TPG MORTGAGE INVESTMENT TRUST, INC.",finance_insurance_real_estate,0001628280-26-011775,2026-02-26 00:00:00+00:00,MITT|MITN|MITP,xbrl_symbol_recovered,mitt-20251231.htm,8887f768fa914f74de68abe3a5c86f5801bf5b0972f70e4fb1b7505536365911,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001527166,CARLYLE GROUP INC.,finance_insurance_real_estate,0001527166-26-000009,2026-02-28 00:00:00+00:00,CG|CGABL,xbrl_symbol_recovered,cg-20251231.htm,c7898375b55f91ffc365e958aa0cfd0a8314bd03d0d61b92bdfe1031fde5a027,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001527469,ATHENE HOLDING LTD,finance_insurance_real_estate,0001527469-22-000067,2022-11-09 00:00:00+00:00,ATHPRA|ATHPRB|ATHPRC|ATHPRD,xbrl_symbol_recovered,ahl-20220930.htm,89302935168e067f1b411f9eaa04dd55b41585163f8e153f364b1f8625256c98,2023-01-01 00:00:00+00:00,2024-01-01 00:00:00+00:00,5,4
0001527590,READY CAPITAL CORP,finance_insurance_real_estate,0001628280-26-013256,2026-03-03 00:00:00+00:00,RC|RCB|RCD,xbrl_symbol_recovered,rc-20251231.htm,d44e2c0a6943ca6390187f1a5f6f3f4872c7f6d805c646205a6d8f682d4631dd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001528930,"FRANCHISE GROUP, INC.",finance_insurance_real_estate,0001528930-23-000016,2023-08-09 00:00:00+00:00,FRG|FRGAP,xbrl_symbol_recovered,frg-20230701.htm,3d725274f3a3e4c092419341508b37033853135215d54803b1d7d3b1a85541b8,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,2
0001535929,"VOYA FINANCIAL, INC.",finance_insurance_real_estate,0001535929-26-000043,2026-02-21 00:00:00+00:00,VOYA|VOYAPRB,xbrl_symbol_recovered,voya-20251231.htm,e4131443c970b3f74e818c8311565523ae2e84d77d7845c202d9f7e245c01fd8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001553023,CYRUSONE INC.,finance_insurance_real_estate,0001553023-22-000009,2022-02-18 00:00:00+00:00,CONE|CONE27,xbrl_symbol_recovered,cone-20211231.htm,7ade9baec526168d01553d08f469d9b2f4ceb9d621b58ef169a0c5c646ddf156,2023-01-01 00:00:00+00:00,2023-04-01 00:00:00+00:00,2,2
0001553079,"EMPIRE STATE REALTY OP, L.P.",finance_insurance_real_estate,0001553079-26-000003,2026-03-03 00:00:00+00:00,ESBA|OGCP|FISK,xbrl_symbol_recovered,esrt-20251231.htm,2235e1fe20ced786a385e41ee54d9b4185fdf36a911eec8bfece0b4e1101cb75,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001562401,AMERICAN HOMES 4 RENT,finance_insurance_real_estate,0001562401-26-000010,2026-02-21 00:00:00+00:00,AMH|AMH-G|AMH-H,xbrl_symbol_recovered,amh-20251231.htm,e3748d88b7c0c940731fe67bf0fdc6c6119b316a9393424e95bc04053ad707bb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3
0001562463,FIRST INTERNET BANCORP,finance_insurance_real_estate,0001562463-26-000022,2026-03-12 00:00:00+00:00,INBK|INBKZ,xbrl_symbol_recovered,inbk-20251231.htm,4031b52f50bc45c25cee3e31a34d2efb91bf474d9223fda299ca2b0ea4306305,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
0001568162,"NECESSITY RETAIL REIT, INC.",finance_insurance_real_estate,0001568162-23-000025,2023-08-04 00:00:00+00:00,RTL|RTLPP|RTLPO,xbrl_symbol_recovered,afin-20230630.htm,26a42323f63b70904883a4d1f68be08a5e637d8206c3e07b6a6e3375dd0d1702,2023-01-01 00:00:00+00:00,2024-10-01 00:00:00+00:00,8,3
0001569187,"ARMADA HOFFLER PROPERTIES, INC.",finance_insurance_real_estate,0001569187-26-000019,2026-02-27 00:00:00+00:00,AHH|AHHPRA,xbrl_symbol_recovered,ahh-20251231.htm,140f4a28f2db8752e47dc42fe4562409611781bda2f1abdbb22d8c8a22c841cd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2
