,dual_momentum_topn,composite_calm_trend_specialist,composite_healthier_recovery_specialist,composite_anti_chop_clarity,composite_regime_conditioned,taa_10m_sma
2014-11-14,0.01821779890568062,0.01712381660463005,0.0058926143657566776,0.011419513373616609,0.014123832624643253,0.013091123237083205
2014-11-21,0.019258904210084277,0.010215212219831748,0.0040306695052860775,0.012267784101935741,0.010884463696120464,0.01800755744286931
2014-11-28,0.010909971034034224,0.0048784206183137705,-0.00040493774621433356,-0.0036600753998172544,0.005054111484277578,0.00835019180374905
2014-12-05,0.011718698757401596,0.003437750772325411,0.0008020948336598509,-0.0017061268078976122,0.00533701263776174,0.012041471990107551
2014-12-12,0.005533086059208848,0.006619229643563962,-0.0005560332905159039,0.0007085314289993223,0.005003977418714225,0.007585590958498195
2014-12-19,0.0017293084938803755,0.004550139809780235,-0.003109530966722389,-0.003878328013086133,0.0017691123866506453,0.00663364300549236
2014-12-26,0.01533844531617885,0.01649370597498039,0.013204258055541034,0.012942901383265811,0.015593934126209196,0.018084057945378786
2015-01-02,0.01335210407771884,0.013613495882224073,0.010458947647127546,0.008718490639609302,0.01278042798157877,0.014625746947161606
2015-01-09,0.018684546375739033,0.015450251569433726,0.01142361004729123,0.0196891288054401,0.012954260323463552,0.018538290935775716
2015-01-16,0.0038102873897237722,0.003376581836153991,-0.0014484558943365384,0.0010246725613331622,-0.00375942820980045,-0.0005173365002852778
2015-01-23,0.009269589579940169,0.006907560686043392,0.0056774526344699735,0.0041286300595860985,0.0013960429000706258,0.0036725018755642755
2015-01-30,0.018041328709224067,0.01825622519963436,0.017609017521915814,0.018645367408590168,0.016225468101088894,0.022059675518982736
2015-02-06,0.004781270969538071,-0.004655160945920017,-0.0040950716384795935,0.00779058147427694,-0.001512384763762334,0.0036789530284937135
2015-02-13,0.020872044630070433,0.01304804231358795,0.010225062463445057,0.0267249551575137,0.015275947437017084,0.02049136293949845
2015-02-20,0.01959540245216673,0.006272319856181582,0.0056574955848547525,0.026439361274991725,0.0106669431157547,0.015377958814043361
2015-02-27,0.02027049361064189,0.007370116654902547,0.0041965256088851224,0.027657853880794055,0.015225061970161366,0.018243041726931728
2015-03-06,0.019291030895864567,0.00323769730967369,0.004861399740131929,0.026405620489980037,0.01787777815819045,0.0164868075695998
2015-03-13,0.028359662653236955,0.01248534915143515,0.012808272538365112,0.026561395521964647,0.02174528231306929,0.021508718790928794
2015-03-20,0.010621445048503191,0.0028849862087799204,0.0016078190113339693,0.015521151033506955,0.008552363274007883,0.008526466166221405
2015-03-27,0.0076409130461110135,-0.002907980564588829,-0.0027727585066038953,0.011041270035431469,0.003897019758694384,0.0038271507725255757
2015-04-03,0.014533182783170867,0.01159396969263299,0.0075624087262180445,0.020759400329644573,0.014224692779709076,0.010902047757938182
2015-04-10,0.012008317014033034,0.00597340909907815,0.00748085203465562,0.013741818381263137,0.010105320818824665,0.007549513020959505
2015-04-17,0.02737660358479909,0.015386269327124807,0.017277374314847185,0.02014460769831255,0.01925531162969414,0.018441071066548888
2015-04-24,0.021770466613944384,0.008615942936524937,0.013973084632694869,0.017163466122406695,0.012365161743583389,0.009590951339381242
2015-05-01,0.019932693163796287,0.008078872151855446,0.008714531818799312,0.014451947537025178,0.010252043061985096,0.011371685916657284
2015-05-08,0.022336093850378665,0.010458840393564959,0.018128524535042028,0.010189053860878915,0.012538752017840684,0.011673490507111053
2015-05-15,0.015505563005903299,0.0018650006247189063,0.011743475733568001,0.004651506377432587,0.006881544535777244,0.005129680017893703
2015-05-22,0.018799229735184,0.004932439718356644,0.016771719219721582,0.007505692476175262,0.010677121849065298,0.009778720828555037
2015-05-29,0.017059683130411493,0.006287195006743993,0.017206029407590254,0.007755285996493109,0.0111470131033041,0.011375236394235629
2015-06-05,0.02713625278395249,0.01483215741274298,0.02492609896958001,0.01590625062341358,0.02274451568657518,0.020088244079327182
2015-06-12,0.030410619608086432,0.02012787535301234,0.027796599459034052,0.019683520202814733,0.024262728117114187,0.023000919034506302
2015-06-19,0.01760604068717759,0.012878680415492033,0.025907077801124265,0.011063881255960348,0.019337564632445875,0.011915403062726778
2015-06-26,0.022338629924577802,0.013531806350281231,0.028662764677721445,0.017066949931367398,0.020740393271001488,0.013052175922580421
2015-07-03,0.019682967463135827,0.013599802226577626,0.029048644207655724,0.01854461627209189,0.014768443777961202,0.012629179034763497
2015-07-10,0.027359076278428866,0.018786180527654885,0.03280319705737214,0.027361967265682435,0.023658779542475902,0.02389987786947382
2015-07-17,0.006384427825343434,-0.004842884453053546,0.002506882607633228,-0.0024182180606581996,0.0037899426301013024,-0.0018614710841312635
2015-07-24,0.008481021703310908,-0.0007040076279796886,0.004292626766419788,0.0017416438932609246,0.008856125196121093,0.004011789511135793
2015-07-31,0.01656655015380662,0.007718815238640617,0.01058114339655875,0.012442681962864738,0.013698223682358408,0.015776766183318736
2015-08-07,0.011783742113319014,0.00043414948584507857,0.005049784250033082,0.0043045733214526795,0.009856009997368909,0.00682316801294414
2015-08-14,0.0147761136220797,0.00504252920211486,0.010633909407757356,0.0059124082523594424,0.014399131947237274,0.008947229757923558
2015-08-21,-0.02323182363530261,-0.024116195404314995,-0.015190173974150126,-0.03020770992621571,-0.020440362628960578,-0.011642104211358546
2015-08-28,0.026289251919637557,0.022688721504210748,0.028875911471354716,0.017726236847347965,0.02509184109064809,0.03274190533721403
2015-09-04,0.023154307459187347,0.012175796222873545,0.015575476026561973,0.00811828189745328,0.012552654940576113,0.018349414032214607
2015-09-11,0.02001434405284625,0.009600554447161654,0.013304544725932746,0.007040401638736921,0.0080647424947351,0.018351445818797857
2015-09-18,0.005403701337883522,-0.007573355495739671,-0.005047351818069707,-0.01081635890922309,-0.007759336163366455,-0.0020976238677020915
2015-09-25,0.002579073242777329,-0.007742478039187183,-3.2196374998388205e-05,-0.005466712904753976,-0.0007291462245193631,0.0021532386389255583
2015-10-02,0.001594489355326815,-0.0067138002684666446,-0.0017405751530650817,-0.00887356002869696,-0.0014618317785168693,0.0036391840031039066
2015-10-09,-0.00480009256794356,-0.01478916365686404,-0.008814973507800309,-0.014718922271745462,-0.0105984333260352,-0.004204271611791765
2015-10-16,0.0048875463377675114,-0.0036059602263451692,-0.003677688507017731,-0.0051082878594469845,-0.0005348548513141775,0.006537850440354219
2015-10-23,0.014335224300573702,0.006157143974373394,0.007479578349816192,0.006498307266969783,0.010004481057533186,0.017366196703110248
2015-10-30,0.01856506620196363,0.008173483254567937,0.011904620897625675,0.010733006153439702,0.013162888602066786,0.017462318181207283
2015-11-06,0.020688917590731593,0.008095863819390575,0.010021718040205583,0.018094840678417424,0.013174862681722934,0.016457561423109234
2015-11-13,0.008549115995129392,-0.005732390819385739,-0.0036589681344569,0.007487768712550296,0.00023233431749347666,0.007351434818807105
2015-11-20,0.010610229737169675,-0.00024311362684782418,0.0002514330054390465,0.006394186924602737,0.008637310186036341,0.006924754981040496
2015-11-27,0.018855711974279512,0.009729059859326754,0.005027627206777353,0.014255922242158887,0.010516319999668965,0.012775722074371186
2015-12-04,0.018149608620293443,0.011380284032043386,0.005938211071619233,0.015405079331221174,0.013665029023389504,0.012287816441030584
2015-12-11,0.0026634427585981602,-0.005321486565148837,-0.0035853025820497706,0.0008412439923583528,-0.005295926038445646,-0.0012587035204203543
2015-12-18,0.002034351130049826,-0.011268975939744248,-0.00936169291458044,-0.0025094631566191803,-0.009063007801689334,0.0008374580388096726
2015-12-25,0.0041510364756362685,-0.00761313597982157,-0.0024765410514841256,-0.00021463402542064476,-0.0030682027924413295,0.00044810516107332814
2016-01-01,-0.000874837972471159,-0.011875535904813696,-0.007309681105973996,-0.004243403528631433,-0.005630524125141049,-0.0035269644977149297
2016-01-08,-0.007117903080096961,-0.02176518358132553,-0.019203295292343502,-0.013111037487706232,-0.02015468246442031,-0.019146908289087855
2016-01-15,0.011487493859862138,-0.010093984045396368,-0.007287775993183885,-0.0006649410776165621,-0.008384537014070482,-0.00305397752129694
2016-01-22,0.005939996367076327,-0.014701460592555783,-0.012683721658047481,-0.0039266528393586565,-0.01282992094600637,-0.006373288142111029
2016-01-29,-0.008451743505528719,-0.025768804904553314,-0.02392633507078682,-0.01997107368602203,-0.02386228149961745,-0.020259471010358562
2016-02-05,-0.010460301147519136,-0.017442608705883315,-0.02083278613215668,-0.014142516411134442,-0.020853496872455843,-0.020735291365420953
2016-02-12,-0.007338958997491691,-0.01191335391013281,-0.013939105643801812,-0.015209239184405856,-0.015067968158529605,-0.020524302571190395
2016-02-19,-0.0067072871730698615,-0.012093012266128857,-0.014234091944700164,-0.014913820066777323,-0.016554916056010664,-0.016124106909437705
2016-02-26,-0.011837661101656122,-0.018421153034999665,-0.019870760316785446,-0.018450668822310598,-0.022621091218133042,-0.019046937208498052
2016-03-04,-0.01321617059153917,-0.017902911529807004,-0.022297242821930713,-0.01563080129476368,-0.025057579427011777,-0.02051994425212285
2016-03-11,-0.0024535609219696764,-0.006175514520492082,-0.007407351145915453,0.002843027772436291,-0.010221311274625873,-0.004722371897665917
2016-03-18,-0.0038066489224610634,-0.006883279545090977,-0.007549518841808409,-0.002504225769797518,-0.011418436570185058,-0.008530380969861601
2016-03-25,0.015250421460764206,0.01319333029089704,0.01190049795206503,0.017754027466295556,0.008242235457178577,0.008079391350898872
2016-04-01,0.012190149105851228,0.017139814479622057,0.014561679113705634,0.01900307826555564,0.010149535674157412,0.008968155205545936
2016-04-08,0.00837973543490249,0.012368424899275643,0.012173740087545428,0.014065545698898932,0.0076532282503432485,0.008193287950930614
2016-04-15,0.0077472088997746595,0.011215881081337063,0.009798234681197266,0.01487278218579893,0.003545919789139376,0.00745525988561597
2016-04-22,-0.002655730347976948,0.00201826643401422,0.004011306333814483,0.00783200253817545,-0.0016946201142408312,-0.0008927031662826802
2016-04-29,-0.0011026279595045783,0.005463297784706833,0.009767419496060428,0.011317937506659107,-0.0008249382272955191,0.005435799247084135
2016-05-06,0.0017878922443910878,0.005249063087503364,0.0063093081609092395,0.009491808929192264,0.0036319430514963795,0.0007494867096638812
2016-05-13,0.0018329465047508026,-0.0001963527722851771,0.007509318815399418,-0.0024389001382364023,0.0008038104247757834,-0.005094645488141194
2016-05-20,0.009107224614096287,0.005560354814857782,0.007932255331996393,0.007257552079536635,0.005479042752650764,0.000561714274663545
2016-05-27,0.0179562753989874,0.010477692022374148,0.011067719656545388,0.015658312263769108,0.01565431950560566,0.011334149596924185
2016-06-03,0.023564067957390016,0.011793387197348043,0.011239079453327222,0.015750254675793163,0.018788567142775946,0.010314109687041537
2016-06-10,0.01942536200584525,0.009856633125981246,0.010378270813412763,0.01959090400504522,0.019569970145612896,0.010797714223571602
2016-06-17,0.025006191187431984,0.013099057654037946,0.01765413362563506,0.01967720793671877,0.022851349822288182,0.013841905415516807
2016-06-24,0.011566941268009149,0.006950000521706433,0.009372480145890611,0.011831218612579242,0.012887010219767944,0.005756587520591924
2016-07-01,0.020651452632691004,0.014066534355956116,0.012708322666647748,0.018480373030120435,0.019242386790249137,0.011547133563044171
2016-07-08,-0.0002822163554151314,-0.008025392446104665,-0.005997372868907898,-0.003522374689135681,-0.0018161924862843551,-0.008156662716476474
2016-07-15,0.0037269698227792927,-0.005123570528454559,-0.003210774349088624,0.006497367289942112,0.005286671482312423,-0.0040604314365182085
2016-07-22,0.004827262917507888,-0.005497615103249683,-0.005718800183154161,0.0008437515744073015,0.0015518788292618315,-0.006660551947340487
2016-07-29,0.0031237600322891637,-0.008626260934977613,-0.0079880127603712,0.0013261823564788434,-0.0045281438422416,-0.001553726884603159
2016-08-05,0.006416940692492865,-0.006204980793979304,-0.0010919678675709744,0.006532485794142272,0.004183656601388466,-0.0031413912684612353
2016-08-12,0.0028162254813112416,-0.009347775534506806,-0.004417249504383822,0.0013439945106323023,-0.002397939650134891,-0.006266398682127868
2016-08-19,0.003423379284453684,-0.009781975496321295,-0.00153851602904351,-0.0009888863317096706,-0.004053088510691693,-0.0071234753406834396
2016-08-26,0.006050992569092716,-0.008798889546451773,-0.0005291139811117703,-3.343485751037493e-05,-0.002983981582366354,-0.005722329511692179
2016-09-02,0.006853475142249427,-0.0074018796162960325,-0.00040252498806939065,0.0029771662059965755,-0.0008597323372318364,-0.002625919803278744
2016-09-09,0.0034613903937748976,-0.008789084519176465,-0.0025270709149477566,0.001642224115704592,-0.004025081991909926,-0.005310871039679249
2016-09-16,0.021241693581593463,0.009049512001205878,0.013700878466883865,0.019731638942668186,0.013233743438557384,0.014181208632345146
2016-09-23,0.011714255018692062,0.00012675989965083533,0.0034488720559371676,0.004063777931103622,0.006632213469044434,0.0027437347028685106
2016-09-30,0.00539499589521102,-5.906885329665622e-05,-0.00034055778739139776,0.0015783370959698171,0.005455691429487421,-0.0019388548985830008
2016-10-07,0.008388494803195746,-0.0026930603214258683,-4.315973136784831e-05,0.0020735884032918434,0.0060051098042304745,0.0009702822239395642
2016-10-14,0.013282815747314023,0.004279894048675837,0.006381578487965273,0.00393491328555008,0.010303408623338296,0.006167403885030826
2016-10-21,0.01763480496928364,0.009052006678571013,0.01364619648773888,0.009770405249052476,0.015948317381523563,0.012727431619045309
2016-10-28,0.0158579951335854,0.005540400362563025,0.005606670624989725,0.006117313061570859,0.013523649155787618,0.010775899700054416
2016-11-04,0.016564618598450712,0.00944797645036068,0.01359546192521258,0.009274470746361181,0.013502808342593414,0.014109634716760425
2016-11-11,0.032305495436513995,0.018011476591415873,0.020138862774501904,0.02500629362414722,0.026489486362805483,0.023020095808342144
2016-11-18,0.020085783038650638,0.0034992488947074595,0.006539008509111544,0.012857518776569186,0.014119925997075164,0.009041747195114812
2016-11-25,0.011182356970000647,-0.0041099590512944885,-0.0006710381861808612,0.007064181707453257,0.00632184609789935,0.00018538770453251606
2016-12-02,0.012718200179418413,-0.005279539749968137,-0.0020103231763544402,0.007441361025714154,0.00710951523694206,-0.00189711854493741
2016-12-09,0.010412175508701764,-0.005421053231683467,-0.0036973351110621425,0.003286203749940086,0.0036921956179616086,-0.004026673329231566
2016-12-16,0.014474347928369557,-0.004156738356077051,-0.00021192257656361783,0.006940893406400627,0.008336549894839632,0.0009336003731805877
2016-12-23,0.010211091289427866,-0.004761625794282894,-0.0017386580268749586,0.005672647424698077,0.005956105898545695,-0.002013410967267694
2016-12-30,0.012844970950659076,-0.0026440625465341304,0.0018309391143698332,0.009650350030699532,0.007259994279782623,0.0029006438795677624
2017-01-06,0.007976401798406113,-0.0016170730945407278,-0.001325108895719176,0.006291341700464032,0.0025904042693175766,-0.0036447421388564267
2017-01-13,0.001604138060862459,-0.0030920470969248723,-0.006859240753727799,0.0003518892140898259,-0.001548146597473498,-0.0058180364269908484
2017-01-20,0.0010977090264763364,-0.0026413255144096667,-0.007207109028824815,4.35711259246397e-06,-0.006301757228101044,-0.006690764033855728
2017-01-27,0.0021234555717416126,-0.009268968162945292,-0.008047337342381455,-0.0006154241193769673,-0.005236005040503097,-0.010199286972044648
2017-02-03,-0.003222826550718475,-0.006575877767226281,-0.004265756449711617,-0.0015121026662205115,-0.006722116769033874,-0.010694787652725055
2017-02-10,-0.0034949289149652655,-0.0005775229666726183,-0.0005232612435913941,-0.007198772349439562,-0.003697028197780454,-0.0010714999362251868
2017-02-17,-0.004799973319058731,-0.0021103435276343856,-0.0032950886674731348,-0.007075774549241651,-0.006236391945978141,-0.0029427086707263577
2017-02-24,-0.0006527892008776053,0.0031035862405189175,0.003285742040517683,-0.004705118772288152,-0.00450822716865648,-0.00014271734788767407
2017-03-03,-0.0018367082916090722,-0.0007215032982369612,-0.0021834399924231347,-0.005632391314023888,-0.0047449586114357385,-0.0005367262993094309
2017-03-10,0.005023200737702778,-0.00449983766115137,-0.001031024037617255,-0.0045901111177855695,-0.00195506145095615,-0.006050169613907312
2017-03-17,0.0004945871403309807,-0.0036881427819830575,0.0005492126768174531,-0.003978294871513023,-0.005581551026834361,-0.0007075767813324993
2017-03-24,0.006686870716539206,0.0011762820663767,0.00892322243780637,0.0018473055265283683,-0.0004765402632252707,-0.00031939835317153133
2017-03-31,0.011084541726933166,0.0054866141494904165,0.007404213439585159,0.004406887608936067,0.004337414084225773,0.007445166223918885
2017-04-07,0.007126928163109123,0.007716764000234969,0.008115853894792188,0.002899870753738279,0.0029666669344121767,0.0044148218144633745
2017-04-14,0.005699704778909921,0.009417315970122804,0.013642010083490717,0.0068646548116248,0.00015170668063857213,0.007785664708658019
2017-04-21,0.015551709981806303,0.011445202496012379,0.017014244963509662,0.008324080017191194,0.004259263796805441,0.01080688701548757
2017-04-28,0.006855022454151339,0.006884772584011784,0.005874597811001889,0.002927626493316833,-0.0005027686839430452,0.007308210409298096
2017-05-05,-0.0005428265947706491,-0.0037231328243889543,-0.004659435466061858,-0.0042240474906111445,-0.008985000236378531,-0.001196010184038707
2017-05-12,-0.005500935810938363,-0.005085505162193996,-0.008016591661676214,-0.005776773556211601,-0.011105639861427201,-0.003343657639917002
2017-05-19,-0.0036639301384705494,-0.004530180624406949,-0.006212465074740453,-0.0037938075324975016,-0.008732577591070281,-0.002560505430715132
2017-05-26,-0.003192066215054668,0.0010224373376505058,-0.005114692127395795,-0.0030188988421418978,-0.005716931345098367,0.0018856417044964399
2017-06-02,-0.005449209292782136,-0.0015882857705111584,-0.005982567294452777,-0.009015810190915016,-0.008783035134647135,-0.0021478466232835516
2017-06-09,-0.003929401973163432,0.005632714400400503,0.002868941713851664,0.002302983500195252,-0.00814562335839851,-0.0002033933893567444
2017-06-16,-0.007545305742112156,0.005176355056523407,0.0034290367858448648,0.0037072313966806294,-0.0034614625608625016,-0.004014294908083824
2017-06-23,-0.005418554509657035,0.004639331587665568,0.0033777772470923446,0.0036283335316298817,-0.0058500451352624635,0.0008366694289554744
2017-06-30,-0.0056123043901098,0.005321865706251521,0.007286789435566103,0.005420847234827895,-0.007255367911614806,0.0009298785586606181
2017-07-07,-0.0008488812052292556,0.0064127617269676765,0.009347673833131828,0.00595315100714938,-0.003344690454286877,0.0034446530447444033
2017-07-14,-0.0057732286976188265,0.0012171271979282824,0.0019456662654233205,-0.003999017679225047,-0.005382663785795217,-0.007193792098217285
2017-07-21,-0.0030886630310729144,0.006020320205878825,0.003878685353432453,7.445660597671291e-05,-0.00024487735760830767,-0.005386362785746351
2017-07-28,-0.0015642157645513492,0.004220520799460359,0.004453915589108594,0.0005554789072639696,0.00013117089042562983,-0.006933192636806084
2017-08-04,-0.0013543168241018002,0.005428237154869132,0.00034272305763890024,-0.0014710802978930753,-0.0027571734089408195,-0.007081904173471712
2017-08-11,0.006377350646832231,0.007099923602485222,0.008649022024897476,0.004877027413402809,0.010631582420988358,0.0004904894040740357
2017-08-18,0.016116104737914298,0.018811111453457884,0.019099276913074847,0.0155286715120653,0.018180517453445642,0.010942335140660831
2017-08-25,0.016400586349848964,0.014276714301216537,0.019167804718245064,0.010806912766923776,0.01638887582801686,0.00954319093745948
2017-09-01,0.007925615243850886,0.0039414868927103285,0.006966623770441088,-0.00023406347743331907,0.006952892059240961,0.00041490917622688615
2017-09-08,0.004926558735051039,-0.0010833546407041034,0.002275141677279116,-0.0019513439901831632,0.0053343524392834634,-0.0007224868947429677
2017-09-15,0.005847866844856942,-0.0007539459158019688,0.005319624426905446,-0.0009744957788328347,0.006066788121123933,0.0026028370411801424
2017-09-22,0.002883976154889193,-0.004045436025601539,-0.0012871380251152052,-0.004792697855752815,0.002731609270491805,-0.002633582594974762
2017-09-29,0.008961001908580658,0.0018961614541063696,-0.00021544145880039375,-0.0012166631712809935,0.00741300696984471,-0.0006759060482148171
2017-10-06,0.0061951962932856606,-0.0005233916402310719,-0.003591687139654065,-0.0034729751257103073,0.0035154188886540277,-0.0015028884948220028
2017-10-13,0.010358612525347265,0.008160478825023276,0.0015719180342460073,-0.001653797131450586,0.0024319435442097938,-5.927182657700005e-05
2017-10-20,0.009864946359399725,0.003460662418576395,0.0001938089270868736,-0.0004876400972419455,0.0004214139543709163,-0.0009501300999260097
2017-10-27,0.012790033272756242,0.0077295375669223605,0.0053754620163096465,0.003569922625132831,0.004393138350664818,0.00046750449088622196
2017-11-03,0.012694458791476433,0.00735240330450207,0.004028867760886002,0.0009908931085288617,0.002550592411299269,-0.0013083272442940197
2017-11-10,0.015537518814425787,0.011305145948962278,0.010371192360647943,0.005548025048394419,0.010214925044986342,0.008139070982641205
2017-11-17,0.015827207393019738,0.014711752097197155,0.01174054334224069,0.005316128193470844,0.011826029076040485,0.00823169577184665
2017-11-24,0.014723930028357982,0.012702676163941646,0.009723260972537265,0.004442020764032358,0.010087939564134653,0.005045418707984702
2017-12-01,0.012150942997632867,0.011692001269244115,0.008298677519792571,0.0032096700803940863,0.0028126528239840365,0.003285471933884623
2017-12-08,0.012935477117198745,0.01273608957529088,0.011245291396346831,0.00607895652209733,0.0029056445468979945,0.004184242796375191
2017-12-15,0.004615741079803795,0.005758981561710214,0.006391803374279011,-0.00013793901900202576,-0.0029507031995663633,-0.002331883673511969
2017-12-22,0.009631421823246972,0.009740440410332837,0.005525644298755584,0.004116345608638185,0.0009651128513508151,0.0008883816263154879
2017-12-29,0.008884641544275883,0.0075762792829687405,0.003847898969880096,-2.0353889858550425e-05,-0.0007567075617393483,0.002848244067460038
2018-01-05,0.004181487873325853,0.005630035218929655,0.002519328939323183,-0.0013554119634646101,-0.002114181861093501,-0.004737962885413426
2018-01-12,0.0009427436203378048,0.004090475476613874,0.0007776296374101153,-0.002049321871104788,-0.0027741522292541463,-0.007848433776361286
2018-01-19,0.005786107082835131,0.009054995019446496,0.0070790822419395695,0.005446506780236604,0.004785223487811456,0.0007607167855206171
2018-01-26,-0.0003064217855594329,0.006442227248930336,0.00343275018386117,0.0014311904704939534,0.0033298792647594483,-0.0005357300169733922
2018-02-02,0.010053187849673132,0.010846030593983008,0.008376386178168188,0.007163564669104333,0.003523668798964204,0.003771844239399595
2018-02-09,0.020486736683601733,0.019226920902788578,0.013311809934762133,0.013521412622065025,0.011766882280209907,0.014761265724500573
2018-02-16,0.03652804285983862,0.035739826432490227,0.03245529509130297,0.03541778147613089,0.03082210848056277,0.03408476992437372
2018-02-23,0.021267772051462717,0.018903414535940785,0.016468235969060267,0.01970839453610936,0.014629619095037572,0.018281493488088104
2018-03-02,0.014236371199185128,0.011043837183864104,0.00842114244537618,0.011467953983676641,0.006779661406131197,0.0105326440743354
2018-03-09,0.0044927490684611845,0.007883631278370454,0.00886905221577856,0.009131407553026426,0.006819507200222479,0.008324709074109298
2018-03-16,0.005513503930019522,0.004882550296153029,-0.000305355265757039,0.004960865814447882,0.0001516089275663485,0.003074827303565922
2018-03-23,0.01045351622855491,0.006351376225640043,0.004690242974064981,0.007256201944945643,0.005039770758591176,0.008457183286539199
2018-03-30,0.02027743187607224,0.02064610524237838,0.01610890482871392,0.01944542851957316,0.018575278033328115,0.01839193107717524
2018-04-06,0.012121138711461242,0.008985664888928033,0.004447051305491492,0.008962616752899503,0.00706163453024189,0.011506816074606888
2018-04-13,0.014075081004446467,0.012650533993414328,0.008777896471053323,0.013130276986587825,0.010079280835978885,0.01187319088627101
2018-04-20,0.0019135970370888836,0.008447166273134075,0.002639062127607547,0.009002816273905714,0.0037702755054028164,0.0051640253994083936
2018-04-27,0.0023075005874859033,0.0052702082958187586,0.00016819750247944274,0.005365560225489918,0.0055901001579380626,0.003706326631316161
2018-05-04,-0.001247398025259438,0.0023628562429037583,-0.0019453982655484236,0.004307061432484281,0.0007625548617018118,0.0008720689680399548
2018-05-11,0.00043368302546400225,0.0010679401849595892,-0.002886946766298343,0.008303373702583218,0.0009290001340198943,0.0018481001765066132
2018-05-18,-0.005849174928612265,-0.007788357729624453,-0.004104433326958029,0.0032265725381240545,-0.003428335348553287,-0.0025258195655863845
2018-05-25,-0.004591709014995649,-0.00611572442103464,-0.0019835353314673924,0.0019108002930596944,-0.0020968440667171384,-0.003262319339207371
2018-06-01,-0.001708641448308775,-0.005788241071372237,-0.00010572807704167624,0.002904337449259526,0.0003821696469037371,-0.002319602935074087
2018-06-08,0.013548874647150981,0.011244331782845292,0.01624841630344645,0.019227544649918413,0.014367895322861653,0.014763499759662176
2018-06-15,0.016016463526487407,0.008534986054729438,0.016885962114288416,0.023073567169088472,0.016223459732809007,0.01614647573296466
2018-06-22,0.017217668964573295,0.006530769943185291,0.011548666576332193,0.016018248870754686,0.013409885173665769,0.017858473223754584
2018-06-29,0.013229373157358868,0.008727176029924141,0.013128118495934354,0.021112488684404854,0.014321753924575076,0.017498936228987197
2018-07-06,0.01941094188994271,0.009055520234720234,0.014265918123735153,0.02170026048018061,0.012822181531888317,0.01972861320821423
2018-07-13,0.0023918279605124777,0.005337348358345789,0.01319342540891726,0.007214029023407109,-0.002532345779450219,0.0005646953455287094
2018-07-20,0.0062278191178615485,0.0077931895498826315,0.016248287867462814,0.013272924766645471,0.0012161666644431787,0.006676949829535372
2018-07-27,0.009708142071751143,0.008158257848329775,0.013357695511353894,0.01373243299039123,0.0003544534417569646,0.006061040993217254
2018-08-03,0.004603748568032448,0.006117712800016645,0.011346085769100804,0.009204223426201695,-0.0033002386413163555,0.005960886067652864
2018-08-10,-0.004626475906339787,0.0021135306308856365,0.009204930374198787,0.00394180754075596,-0.008647532193777042,-0.004006496979012459
2018-08-17,0.008554018107736512,0.013042518698443216,0.01715102090285788,0.011020368488990316,0.0017516449668361885,0.006463436304906242
2018-08-24,0.008725148788355022,0.009219695026983648,0.010555378838388713,0.0071680748494843665,0.0008131120574621188,0.0048221359687867435
2018-08-31,0.00455139897215216,0.005481168723345158,0.008554646439380404,0.005250158310883012,-0.0013721685314035791,0.002940547574371711
2018-09-07,0.005895646194907409,0.008634946236304841,0.012327774783877653,0.006309549999940056,0.0004801556311836942,0.0053795329387900685
2018-09-14,0.006582776866588062,0.01193694108759931,0.01272245048861156,0.007273480179634852,0.0005047443314083648,0.006382419894463298
2018-09-21,0.007458392413141306,0.011695883216540432,0.01191041517075972,0.00360607146350605,-0.0001739919271429866,0.003985769467105481
2018-09-28,0.009561878750747346,0.01378231062026404,0.01221518657478959,0.004710983383179752,0.00012829260613309457,0.004881901139149504
2018-10-05,0.007187853718512586,0.008358294934621816,0.009173543565782594,-0.0008785771498073898,0.0008662029790709189,0.005476819358155265
2018-10-12,0.023401557805753127,0.02042216912056723,0.018620964124481106,0.015255251003248607,0.01433479656758863,0.018226917625471146
2018-10-19,0.01467827133674773,0.01165757918921707,0.010930835238120214,0.006875796495151502,0.005985227284868405,0.009010552619083081
2018-10-26,0.00684881569072649,0.0050686773447422406,0.0033295320499204246,0.000846759977738365,-0.00225051385354714,0.0010239674251657366
2018-11-02,0.009924235247840845,0.00619564253309318,0.0007453350806812288,-0.0003514501856718144,-0.00019145441897005892,0.0006177004326675221
2018-11-09,0.010119043735755433,0.005785311237584058,0.0015280708313063739,0.003348895004298442,-0.0015871862759541406,0.0032276000521635276
2018-11-16,0.0014810974790303326,-0.002278747987498918,-0.00992538665860419,-0.006109818045751202,-0.010678667543527719,-0.007622874942138909
2018-11-23,0.00178829049794002,-0.00475464099890236,-0.007912700825380203,-0.005858688157488923,-0.006817707050312527,-0.005395973334796407
2018-11-30,0.011070026074094783,0.003750746043390535,-0.0002531946922835829,0.0043657462581223995,0.0022598741959275487,0.006915138060871668
2018-12-07,0.0012654074229889942,-0.0044332095504408,-0.007482975268996407,-0.006181927208176812,-0.007078655211273232,-0.005060260201310104
2018-12-14,0.006881565729149003,-0.002463849986875862,-0.005680082094590171,-0.0027584892285175454,-0.00203350900586703,0.0030689206297728113
2018-12-21,0.008888266418351849,0.00020151032397509698,-0.0051303479838322496,-0.004972758577672094,-0.007092419624032378,0.012212720050605058
2018-12-28,0.02319613255570783,0.012639475510120686,0.005954171189541968,0.01012009884571497,0.00714859756967421,0.028022378031098725
