,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_sector_blend_spy_qqq_sleeve,cash::BIL
2012-07-20,0.11514252503837753,0.12353104040679014,0.16210790736629516,0.12449113396272729,0.23904209831048598,0.07202429254247486,0.11237736711905451,0.051283635253794535
2012-07-27,0.10324077815077348,0.09969110964620881,0.17684674869729194,0.07192711155354713,0.29724862542251984,0.09520042481343058,0.1558452017162281,1.1102230246251565e-16
2012-08-03,0.10324077815077348,0.09969110964620881,0.17684674869729194,0.07192711155354713,0.29724862542251984,0.09520042481343058,0.1558452017162281,1.1102230246251565e-16
2012-08-10,0.10324077815077348,0.09969110964620881,0.17684674869729194,0.07192711155354713,0.29724862542251984,0.09520042481343058,0.1558452017162281,1.1102230246251565e-16
2012-08-17,0.10324077815077348,0.09969110964620881,0.17684674869729194,0.07192711155354713,0.29724862542251984,0.09520042481343058,0.1558452017162281,1.1102230246251565e-16
2012-08-24,0.10324077815077348,0.09969110964620881,0.17684674869729194,0.07192711155354713,0.29724862542251984,0.09520042481343058,0.1558452017162281,1.1102230246251565e-16
2012-08-31,0.10191676739698777,0.09649668490227387,0.17767808413436356,0.06612648983606174,0.29924082164168864,0.09895663191700167,0.15958452017162283,0.0
2012-09-07,0.10191676739698777,0.09649668490227387,0.17767808413436356,0.06612648983606174,0.29924082164168864,0.09895663191700167,0.15958452017162283,0.0
2012-09-14,0.10191676739698777,0.09649668490227387,0.17767808413436356,0.06612648983606174,0.29924082164168864,0.09895663191700167,0.15958452017162283,0.0
2012-09-21,0.10191676739698777,0.09649668490227387,0.17767808413436356,0.06612648983606174,0.29924082164168864,0.09895663191700167,0.15958452017162283,0.0
2012-09-28,0.10017450044915531,0.09690468637884317,0.17569765834444395,0.06444932039975787,0.29725942694088836,0.10555595546974902,0.1599584520171623,0.0
2012-10-05,0.10017450044915531,0.09690468637884317,0.17569765834444395,0.06444932039975787,0.29725942694088836,0.10555595546974902,0.1599584520171623,0.0
2012-10-12,0.10017450044915531,0.09690468637884317,0.17569765834444395,0.06444932039975787,0.29725942694088836,0.10555595546974902,0.1599584520171623,0.0
2012-10-19,0.10017450044915531,0.09690468637884317,0.17569765834444395,0.06444932039975787,0.29725942694088836,0.10555595546974902,0.1599584520171623,0.0
2012-10-26,0.07373039721522742,0.10019367591411957,0.13979639752047904,0.07657102756348368,0.3396301779150059,0.11008247866996822,0.15999584520171625,0.0
2012-11-02,0.07373039721522742,0.10019367591411957,0.13979639752047904,0.07657102756348368,0.3396301779150059,0.11008247866996822,0.15999584520171625,0.0
2012-11-09,0.07373039721522742,0.10019367591411957,0.13979639752047904,0.07657102756348368,0.3396301779150059,0.11008247866996822,0.15999584520171625,0.0
2012-11-16,0.07373039721522742,0.10019367591411957,0.13979639752047904,0.07657102756348368,0.3396301779150059,0.11008247866996822,0.15999584520171625,0.0
2012-11-23,0.07373039721522742,0.10019367591411957,0.13979639752047904,0.07657102756348368,0.3396301779150059,0.11008247866996822,0.15999584520171625,0.0
2012-11-30,0.072789064075616,0.10334937329045203,0.13546580374659095,0.07454389808168382,0.34081928038738585,0.11303299589809968,0.15999958452017163,1.1102230246251565e-16
2012-12-07,0.072789064075616,0.10334937329045203,0.13546580374659095,0.07454389808168382,0.34081928038738585,0.11303299589809968,0.15999958452017163,1.1102230246251565e-16
2012-12-14,0.072789064075616,0.10334937329045203,0.13546580374659095,0.07454389808168382,0.34081928038738585,0.11303299589809968,0.15999958452017163,1.1102230246251565e-16
2012-12-21,0.072789064075616,0.10334937329045203,0.13546580374659095,0.07454389808168382,0.34081928038738585,0.11303299589809968,0.15999958452017163,1.1102230246251565e-16
2012-12-28,0.07165458496289827,0.10479359875884513,0.13276170452989122,0.07348651847861805,0.3437843921456123,0.11351924267211785,0.15999995845201717,0.0
2013-01-04,0.07165458496289827,0.10479359875884513,0.13276170452989122,0.07348651847861805,0.3437843921456123,0.11351924267211785,0.15999995845201717,0.0
2013-01-11,0.07165458496289827,0.10479359875884513,0.13276170452989122,0.07348651847861805,0.3437843921456123,0.11351924267211785,0.15999995845201717,0.0
2013-01-18,0.07165458496289827,0.10479359875884513,0.13276170452989122,0.07348651847861805,0.3437843921456123,0.11351924267211785,0.15999995845201717,0.0
2013-01-25,0.06976893022197739,0.10517457045202411,0.13065673271523365,0.07354405170328106,0.3459205725285737,0.11493514653370837,0.15999999584520172,0.0
2013-02-01,0.06976893022197739,0.10517457045202411,0.13065673271523365,0.07354405170328106,0.3459205725285737,0.11493514653370837,0.15999999584520172,0.0
2013-02-08,0.06976893022197739,0.10517457045202411,0.13065673271523365,0.07354405170328106,0.3459205725285737,0.11493514653370837,0.15999999584520172,0.0
2013-02-15,0.06976893022197739,0.10517457045202411,0.13065673271523365,0.07354405170328106,0.3459205725285737,0.11493514653370837,0.15999999584520172,0.0
2013-02-22,0.06938382934829353,0.10689437156757826,0.13316131702723263,0.07137581077106984,0.34308666738570537,0.11609800431560016,0.15999999958452019,1.1102230246251565e-16
2013-03-01,0.06938382934829353,0.10689437156757826,0.13316131702723263,0.07137581077106984,0.34308666738570537,0.11609800431560016,0.15999999958452019,1.1102230246251565e-16
2013-03-08,0.06938382934829353,0.10689437156757826,0.13316131702723263,0.07137581077106984,0.34308666738570537,0.11609800431560016,0.15999999958452019,1.1102230246251565e-16
2013-03-15,0.06938382934829353,0.10689437156757826,0.13316131702723263,0.07137581077106984,0.34308666738570537,0.11609800431560016,0.15999999958452019,1.1102230246251565e-16
2013-03-22,0.06938382934829353,0.10689437156757826,0.13316131702723263,0.07137581077106984,0.34308666738570537,0.11609800431560016,0.15999999958452019,1.1102230246251565e-16
2013-03-29,0.06962867578182809,0.10731390917989245,0.1336492097369935,0.07132332866599154,0.3418853755789531,0.11619950109788937,0.15999999995845204,0.0
2013-04-05,0.06962867578182809,0.10731390917989245,0.1336492097369935,0.07132332866599154,0.3418853755789531,0.11619950109788937,0.15999999995845204,0.0
2013-04-12,0.06962867578182809,0.10731390917989245,0.1336492097369935,0.07132332866599154,0.3418853755789531,0.11619950109788937,0.15999999995845204,0.0
2013-04-19,0.06962867578182809,0.10731390917989245,0.1336492097369935,0.07132332866599154,0.3418853755789531,0.11619950109788937,0.15999999995845204,0.0
2013-04-26,0.09116626721994416,0.12582927410044273,0.1509872221294241,0.12256237882396173,0.2813629237637888,0.10206793452351018,0.07570709228627084,0.050316907152657575
2013-05-03,0.09116626721994416,0.12582927410044273,0.1509872221294241,0.12256237882396173,0.2813629237637888,0.10206793452351018,0.07570709228627084,0.050316907152657575
2013-05-10,0.09116626721994416,0.12582927410044273,0.1509872221294241,0.12256237882396173,0.2813629237637888,0.10206793452351018,0.07570709228627084,0.050316907152657575
2013-05-17,0.09116626721994416,0.12582927410044273,0.1509872221294241,0.12256237882396173,0.2813629237637888,0.10206793452351018,0.07570709228627084,0.050316907152657575
2013-05-24,0.09116626721994416,0.12582927410044273,0.1509872221294241,0.12256237882396173,0.2813629237637888,0.10206793452351018,0.07570709228627084,0.050316907152657575
2013-05-31,0.10802396591460775,0.14454705521711053,0.15028734357373263,0.1391182004363089,0.2483980846542291,0.08976621569036736,0.11985913451364372,0.0
2013-06-07,0.10802396591460775,0.14454705521711053,0.15028734357373263,0.1391182004363089,0.2483980846542291,0.08976621569036736,0.11985913451364372,0.0
2013-06-14,0.10802396591460775,0.14454705521711053,0.15028734357373263,0.1391182004363089,0.2483980846542291,0.08976621569036736,0.11985913451364372,0.0
2013-06-21,0.10802396591460775,0.14454705521711053,0.15028734357373263,0.1391182004363089,0.2483980846542291,0.08976621569036736,0.11985913451364372,0.0
2013-06-28,0.07780040053507423,0.10760993770474445,0.13277972017879183,0.10240970689782017,0.2689292152225287,0.097793272113543,0.050191858237095516,0.16248588911040218
2013-07-05,0.07780040053507423,0.10760993770474445,0.13277972017879183,0.10240970689782017,0.2689292152225287,0.097793272113543,0.050191858237095516,0.16248588911040218
2013-07-12,0.07780040053507423,0.10760993770474445,0.13277972017879183,0.10240970689782017,0.2689292152225287,0.097793272113543,0.050191858237095516,0.16248588911040218
2013-07-19,0.07780040053507423,0.10760993770474445,0.13277972017879183,0.10240970689782017,0.2689292152225287,0.097793272113543,0.050191858237095516,0.16248588911040218
2013-07-26,0.10436643381718523,0.13323316894727422,0.14061228296220724,0.1400827087749759,0.2453608268327414,0.09936551949956264,0.10636562323652345,0.03061343592952992
2013-08-02,0.10436643381718523,0.13323316894727422,0.14061228296220724,0.1400827087749759,0.2453608268327414,0.09936551949956264,0.10636562323652345,0.03061343592952992
2013-08-09,0.10436643381718523,0.13323316894727422,0.14061228296220724,0.1400827087749759,0.2453608268327414,0.09936551949956264,0.10636562323652345,0.03061343592952992
2013-08-16,0.10436643381718523,0.13323316894727422,0.14061228296220724,0.1400827087749759,0.2453608268327414,0.09936551949956264,0.10636562323652345,0.03061343592952992
2013-08-23,0.10436643381718523,0.13323316894727422,0.14061228296220724,0.1400827087749759,0.2453608268327414,0.09936551949956264,0.10636562323652345,0.03061343592952992
2013-08-30,0.0794681642483402,0.10217425937809531,0.12999499793879712,0.11024973673566738,0.26885767434480246,0.1025374256149605,0.0460475967144511,0.16067014502488586
2013-09-06,0.0794681642483402,0.10217425937809531,0.12999499793879712,0.11024973673566738,0.26885767434480246,0.1025374256149605,0.0460475967144511,0.16067014502488586
2013-09-13,0.0794681642483402,0.10217425937809531,0.12999499793879712,0.11024973673566738,0.26885767434480246,0.1025374256149605,0.0460475967144511,0.16067014502488586
2013-09-20,0.0794681642483402,0.10217425937809531,0.12999499793879712,0.11024973673566738,0.26885767434480246,0.1025374256149605,0.0460475967144511,0.16067014502488586
2013-09-27,0.07384495242887393,0.09512553452633604,0.13383707464458194,0.10482536761638804,0.29731022013394093,0.11068258448074057,0.02300460994800164,0.16136965622113686
2013-10-04,0.07384495242887393,0.09512553452633604,0.13383707464458194,0.10482536761638804,0.29731022013394093,0.11068258448074057,0.02300460994800164,0.16136965622113686
2013-10-11,0.07384495242887393,0.09512553452633604,0.13383707464458194,0.10482536761638804,0.29731022013394093,0.11068258448074057,0.02300460994800164,0.16136965622113686
2013-10-18,0.07384495242887393,0.09512553452633604,0.13383707464458194,0.10482536761638804,0.29731022013394093,0.11068258448074057,0.02300460994800164,0.16136965622113686
2013-10-25,0.10341061508466277,0.12484713458149192,0.14182270158348728,0.13812417759485732,0.26678970153467785,0.09955388580145157,0.09018796321769054,0.03526382060168087
2013-11-01,0.10341061508466277,0.12484713458149192,0.14182270158348728,0.13812417759485732,0.26678970153467785,0.09955388580145157,0.09018796321769054,0.03526382060168087
2013-11-08,0.10341061508466277,0.12484713458149192,0.14182270158348728,0.13812417759485732,0.26678970153467785,0.09955388580145157,0.09018796321769054,0.03526382060168087
2013-11-15,0.10341061508466277,0.12484713458149192,0.14182270158348728,0.13812417759485732,0.26678970153467785,0.09955388580145157,0.09018796321769054,0.03526382060168087
2013-11-22,0.10341061508466277,0.12484713458149192,0.14182270158348728,0.13812417759485732,0.26678970153467785,0.09955388580145157,0.09018796321769054,0.03526382060168087
2013-11-29,0.11270960966484214,0.13278626655974823,0.13505902804211714,0.14909166707039623,0.2305289495077659,0.08550132602526699,0.12242485721826278,0.03189829591160065
2013-12-06,0.11270960966484214,0.13278626655974823,0.13505902804211714,0.14909166707039623,0.2305289495077659,0.08550132602526699,0.12242485721826278,0.03189829591160065
2013-12-13,0.11270960966484214,0.13278626655974823,0.13505902804211714,0.14909166707039623,0.2305289495077659,0.08550132602526699,0.12242485721826278,0.03189829591160065
2013-12-20,0.11270960966484214,0.13278626655974823,0.13505902804211714,0.14909166707039623,0.2305289495077659,0.08550132602526699,0.12242485721826278,0.03189829591160065
2013-12-27,0.11733300650330553,0.13572204650097391,0.13068140706885398,0.1530933546141813,0.21189048462789198,0.07676705941663199,0.13757984821722669,0.036932793050934665
2014-01-03,0.11733300650330553,0.13572204650097391,0.13068140706885398,0.1530933546141813,0.21189048462789198,0.07676705941663199,0.13757984821722669,0.036932793050934665
2014-01-10,0.11733300650330553,0.13572204650097391,0.13068140706885398,0.1530933546141813,0.21189048462789198,0.07676705941663199,0.13757984821722669,0.036932793050934665
2014-01-17,0.11733300650330553,0.13572204650097391,0.13068140706885398,0.1530933546141813,0.21189048462789198,0.07676705941663199,0.13757984821722669,0.036932793050934665
2014-01-24,0.11733300650330553,0.13572204650097391,0.13068140706885398,0.1530933546141813,0.21189048462789198,0.07676705941663199,0.13757984821722669,0.036932793050934665
2014-01-31,0.11915792675419754,0.13756180551907937,0.14540779342597673,0.17745547975736947,0.23006514472676223,0.08133719877388748,0.06831737905306515,0.04069727198966211
2014-02-07,0.11915792675419754,0.13756180551907937,0.14540779342597673,0.17745547975736947,0.23006514472676223,0.08133719877388748,0.06831737905306515,0.04069727198966211
2014-02-14,0.11915792675419754,0.13756180551907937,0.14540779342597673,0.17745547975736947,0.23006514472676223,0.08133719877388748,0.06831737905306515,0.04069727198966211
2014-02-21,0.11915792675419754,0.13756180551907937,0.14540779342597673,0.17745547975736947,0.23006514472676223,0.08133719877388748,0.06831737905306515,0.04069727198966211
2014-02-28,0.11909522256811018,0.13779970844514647,0.13314490931108044,0.1661813916241615,0.2105385388266542,0.07286441123446613,0.10929564353551163,0.05108017445486923
2014-03-07,0.11909522256811018,0.13779970844514647,0.13314490931108044,0.1661813916241615,0.2105385388266542,0.07286441123446613,0.10929564353551163,0.05108017445486923
2014-03-14,0.11909522256811018,0.13779970844514647,0.13314490931108044,0.1661813916241615,0.2105385388266542,0.07286441123446613,0.10929564353551163,0.05108017445486923
2014-03-21,0.11909522256811018,0.13779970844514647,0.13314490931108044,0.1661813916241615,0.2105385388266542,0.07286441123446613,0.10929564353551163,0.05108017445486923
2014-03-28,0.11996374139141652,0.1401454061302373,0.14520399949181917,0.18492770685505702,0.22988232617547238,0.07929206404121153,0.054764131028196786,0.045820624886589334
2014-04-04,0.11996374139141652,0.1401454061302373,0.14520399949181917,0.18492770685505702,0.22988232617547238,0.07929206404121153,0.054764131028196786,0.045820624886589334
2014-04-11,0.11996374139141652,0.1401454061302373,0.14520399949181917,0.18492770685505702,0.22988232617547238,0.07929206404121153,0.054764131028196786,0.045820624886589334
2014-04-18,0.11996374139141652,0.1401454061302373,0.14520399949181917,0.18492770685505702,0.22988232617547238,0.07929206404121153,0.054764131028196786,0.045820624886589334
2014-04-25,0.13672245408762965,0.13371684994413793,0.14253822336132474,0.17569174389046083,0.23882007901459026,0.1275252796945536,0.016675435064099867,0.028309934943203108
2014-05-02,0.13672245408762965,0.13371684994413793,0.14253822336132474,0.17569174389046083,0.23882007901459026,0.1275252796945536,0.016675435064099867,0.028309934943203108
2014-05-09,0.13672245408762965,0.13371684994413793,0.14253822336132474,0.17569174389046083,0.23882007901459026,0.1275252796945536,0.016675435064099867,0.028309934943203108
2014-05-16,0.13672245408762965,0.13371684994413793,0.14253822336132474,0.17569174389046083,0.23882007901459026,0.1275252796945536,0.016675435064099867,0.028309934943203108
2014-05-23,0.13672245408762965,0.13371684994413793,0.14253822336132474,0.17569174389046083,0.23882007901459026,0.1275252796945536,0.016675435064099867,0.028309934943203108
2014-05-30,0.030883749098727157,0.20022600823813147,0.06624611996057589,0.2572613073191376,0.16565655971552617,0.08359213562648192,0.13607554559495394,0.060058574446465784
2014-06-06,0.030883749098727157,0.20022600823813147,0.06624611996057589,0.2572613073191376,0.16565655971552617,0.08359213562648192,0.13607554559495394,0.060058574446465784
2014-06-13,0.030883749098727157,0.20022600823813147,0.06624611996057589,0.2572613073191376,0.16565655971552617,0.08359213562648192,0.13607554559495394,0.060058574446465784
2014-06-20,0.030883749098727157,0.20022600823813147,0.06624611996057589,0.2572613073191376,0.16565655971552617,0.08359213562648192,0.13607554559495394,0.060058574446465784
2014-06-27,0.15225440489063588,0.13734792959436443,0.14117340238620257,0.0811901763225152,0.20224023034602703,0.12731683247816813,0.15847702398208685,0.0
2014-07-04,0.15225440489063588,0.13734792959436443,0.14117340238620257,0.0811901763225152,0.20224023034602703,0.12731683247816813,0.15847702398208685,0.0
2014-07-11,0.15225440489063588,0.13734792959436443,0.14117340238620257,0.0811901763225152,0.20224023034602703,0.12731683247816813,0.15847702398208685,0.0
2014-07-18,0.15225440489063588,0.13734792959436443,0.14117340238620257,0.0811901763225152,0.20224023034602703,0.12731683247816813,0.15847702398208685,0.0
2014-07-25,0.16257953134708555,0.13510803488964518,0.15602433137427457,0.06927849013076658,0.17752132662478876,0.13964058323523065,0.1598477023982087,0.0
2014-08-01,0.16257953134708555,0.13510803488964518,0.15602433137427457,0.06927849013076658,0.17752132662478876,0.13964058323523065,0.1598477023982087,0.0
2014-08-08,0.16257953134708555,0.13510803488964518,0.15602433137427457,0.06927849013076658,0.17752132662478876,0.13964058323523065,0.1598477023982087,0.0
2014-08-15,0.16257953134708555,0.13510803488964518,0.15602433137427457,0.06927849013076658,0.17752132662478876,0.13964058323523065,0.1598477023982087,0.0
2014-08-22,0.16257953134708555,0.13510803488964518,0.15602433137427457,0.06927849013076658,0.17752132662478876,0.13964058323523065,0.1598477023982087,0.0
2014-08-29,0.10853199863099086,0.15782946144431084,0.134675281330437,0.0744026799017166,0.18854997196393516,0.17602583648878872,0.1599847702398209,0.0
2014-09-05,0.10853199863099086,0.15782946144431084,0.134675281330437,0.0744026799017166,0.18854997196393516,0.17602583648878872,0.1599847702398209,0.0
2014-09-12,0.10853199863099086,0.15782946144431084,0.134675281330437,0.0744026799017166,0.18854997196393516,0.17602583648878872,0.1599847702398209,0.0
2014-09-19,0.10853199863099086,0.15782946144431084,0.134675281330437,0.0744026799017166,0.18854997196393516,0.17602583648878872,0.1599847702398209,0.0
2014-09-26,0.10031787778752418,0.1232799628721703,0.14768146819940486,0.11408163436296442,0.2837813483921003,0.15086532326592555,0.07999238511991046,0.0
2014-10-03,0.10031787778752418,0.1232799628721703,0.14768146819940486,0.11408163436296442,0.2837813483921003,0.15086532326592555,0.07999238511991046,0.0
2014-10-10,0.10031787778752418,0.1232799628721703,0.14768146819940486,0.11408163436296442,0.2837813483921003,0.15086532326592555,0.07999238511991046,0.0
2014-10-17,0.10031787778752418,0.1232799628721703,0.14768146819940486,0.11408163436296442,0.2837813483921003,0.15086532326592555,0.07999238511991046,0.0
2014-10-24,0.10031787778752418,0.1232799628721703,0.14768146819940486,0.11408163436296442,0.2837813483921003,0.15086532326592555,0.07999238511991046,0.0
2014-10-31,0.10821647341476724,0.11429847399368069,0.13966740160936503,0.20171528138722966,0.30141730541133327,0.10769027049297525,0.023917196515252485,0.0030775971753962406
2014-11-07,0.10821647341476724,0.11429847399368069,0.13966740160936503,0.20171528138722966,0.30141730541133327,0.10769027049297525,0.023917196515252485,0.0030775971753962406
2014-11-14,0.10821647341476724,0.11429847399368069,0.13966740160936503,0.20171528138722966,0.30141730541133327,0.10769027049297525,0.023917196515252485,0.0030775971753962406
2014-11-21,0.10821647341476724,0.11429847399368069,0.13966740160936503,0.20171528138722966,0.30141730541133327,0.10769027049297525,0.023917196515252485,0.0030775971753962406
2014-11-28,0.11485624574450547,0.11225900993708797,0.1288223148119055,0.19473514660127236,0.2517530817602157,0.08270775890219569,0.08951677966380132,0.02534966257901594
2014-12-05,0.11485624574450547,0.11225900993708797,0.1288223148119055,0.19473514660127236,0.2517530817602157,0.08270775890219569,0.08951677966380132,0.02534966257901594
2014-12-12,0.11485624574450547,0.11225900993708797,0.1288223148119055,0.19473514660127236,0.2517530817602157,0.08270775890219569,0.08951677966380132,0.02534966257901594
2014-12-19,0.11485624574450547,0.11225900993708797,0.1288223148119055,0.19473514660127236,0.2517530817602157,0.08270775890219569,0.08951677966380132,0.02534966257901594
2014-12-26,0.11941348800411405,0.08242686336679018,0.14277865355248553,0.12735821271631495,0.2385506764875284,0.08885532249678818,0.03847662701833324,0.16214015635764556
2015-01-02,0.11941348800411405,0.08242686336679018,0.14277865355248553,0.12735821271631495,0.2385506764875284,0.08885532249678818,0.03847662701833324,0.16214015635764556
2015-01-09,0.11941348800411405,0.08242686336679018,0.14277865355248553,0.12735821271631495,0.2385506764875284,0.08885532249678818,0.03847662701833324,0.16214015635764556
2015-01-16,0.11941348800411405,0.08242686336679018,0.14277865355248553,0.12735821271631495,0.2385506764875284,0.08885532249678818,0.03847662701833324,0.16214015635764556
2015-01-23,0.11941348800411405,0.08242686336679018,0.14277865355248553,0.12735821271631495,0.2385506764875284,0.08885532249678818,0.03847662701833324,0.16214015635764556
2015-01-30,0.11846778308114056,0.10393975394934495,0.14202900912891017,0.22455730927634862,0.3008417119226843,0.09638767965228849,0.013776752989282975,0.0
2015-02-06,0.11846778308114056,0.10393975394934495,0.14202900912891017,0.22455730927634862,0.3008417119226843,0.09638767965228849,0.013776752989282975,0.0
2015-02-13,0.11846778308114056,0.10393975394934495,0.14202900912891017,0.22455730927634862,0.3008417119226843,0.09638767965228849,0.013776752989282975,0.0
2015-02-20,0.11846778308114056,0.10393975394934495,0.14202900912891017,0.22455730927634862,0.3008417119226843,0.09638767965228849,0.013776752989282975,0.0
2015-02-27,0.029106500216301463,0.18390426442375826,0.06318235607862652,0.28335958782516296,0.18448267406781954,0.07157157913234387,0.13803249367611012,0.04636054457987715
2015-03-06,0.029106500216301463,0.18390426442375826,0.06318235607862652,0.28335958782516296,0.18448267406781954,0.07157157913234387,0.13803249367611012,0.04636054457987715
2015-03-13,0.029106500216301463,0.18390426442375826,0.06318235607862652,0.28335958782516296,0.18448267406781954,0.07157157913234387,0.13803249367611012,0.04636054457987715
2015-03-20,0.029106500216301463,0.18390426442375826,0.06318235607862652,0.28335958782516296,0.18448267406781954,0.07157157913234387,0.13803249367611012,0.04636054457987715
2015-03-27,0.07889300152399686,0.15109389447057422,0.09479281567859625,0.23420544517969727,0.19336237137180182,0.07052331664172234,0.14759640142410427,0.029532753709507142
2015-04-03,0.07889300152399686,0.15109389447057422,0.09479281567859625,0.23420544517969727,0.19336237137180182,0.07052331664172234,0.14759640142410427,0.029532753709507142
2015-04-10,0.07889300152399686,0.15109389447057422,0.09479281567859625,0.23420544517969727,0.19336237137180182,0.07052331664172234,0.14759640142410427,0.029532753709507142
2015-04-17,0.07889300152399686,0.15109389447057422,0.09479281567859625,0.23420544517969727,0.19336237137180182,0.07052331664172234,0.14759640142410427,0.029532753709507142
2015-04-24,0.10009863498361922,0.12041777286547999,0.1204983254346147,0.23953968588633845,0.25959008419370283,0.09428298183013535,0.04458548567122931,0.020987029134880153
2015-05-01,0.10009863498361922,0.12041777286547999,0.1204983254346147,0.23953968588633845,0.25959008419370283,0.09428298183013535,0.04458548567122931,0.020987029134880153
2015-05-08,0.10009863498361922,0.12041777286547999,0.1204983254346147,0.23953968588633845,0.25959008419370283,0.09428298183013535,0.04458548567122931,0.020987029134880153
2015-05-15,0.10009863498361922,0.12041777286547999,0.1204983254346147,0.23953968588633845,0.25959008419370283,0.09428298183013535,0.04458548567122931,0.020987029134880153
2015-05-22,0.10009863498361922,0.12041777286547999,0.1204983254346147,0.23953968588633845,0.25959008419370283,0.09428298183013535,0.04458548567122931,0.020987029134880153
2015-05-29,0.10971470060646572,0.12041503919502497,0.11957426481398736,0.2145618656816156,0.22457967686415853,0.08594813774642626,0.10001543482667224,0.025190880265649307
2015-06-05,0.10971470060646572,0.12041503919502497,0.11957426481398736,0.2145618656816156,0.22457967686415853,0.08594813774642626,0.10001543482667224,0.025190880265649307
2015-06-12,0.10971470060646572,0.12041503919502497,0.11957426481398736,0.2145618656816156,0.22457967686415853,0.08594813774642626,0.10001543482667224,0.025190880265649307
2015-06-19,0.10971470060646572,0.12041503919502497,0.11957426481398736,0.2145618656816156,0.22457967686415853,0.08594813774642626,0.10001543482667224,0.025190880265649307
2015-06-26,0.08585515737046702,0.09174324599728405,0.12309861042099574,0.1764660270718019,0.22403520112396919,0.09182742573996462,0.04288207543106897,0.1640922568444485
2015-07-03,0.08585515737046702,0.09174324599728405,0.12309861042099574,0.1764660270718019,0.22403520112396919,0.09182742573996462,0.04288207543106897,0.1640922568444485
2015-07-10,0.08585515737046702,0.09174324599728405,0.12309861042099574,0.1764660270718019,0.22403520112396919,0.09182742573996462,0.04288207543106897,0.1640922568444485
2015-07-17,0.08585515737046702,0.09174324599728405,0.12309861042099574,0.1764660270718019,0.22403520112396919,0.09182742573996462,0.04288207543106897,0.1640922568444485
2015-07-24,0.08585515737046702,0.09174324599728405,0.12309861042099574,0.1764660270718019,0.22403520112396919,0.09182742573996462,0.04288207543106897,0.1640922568444485
2015-07-31,0.08302191081173028,0.08294767661819238,0.13074824110799002,0.1684958287278522,0.23907602345049536,0.10232127019101553,0.021234233032058212,0.17215481606066596
2015-08-07,0.08302191081173028,0.08294767661819238,0.13074824110799002,0.1684958287278522,0.23907602345049536,0.10232127019101553,0.021234233032058212,0.17215481606066596
2015-08-14,0.08302191081173028,0.08294767661819238,0.13074824110799002,0.1684958287278522,0.23907602345049536,0.10232127019101553,0.021234233032058212,0.17215481606066596
2015-08-21,0.08302191081173028,0.08294767661819238,0.13074824110799002,0.1684958287278522,0.23907602345049536,0.10232127019101553,0.021234233032058212,0.17215481606066596
2015-08-28,0.05097667339770007,0.03676682576647293,0.07405532867347042,0.061951361114297734,0.1173426817649112,0.053777128301318124,0.005130000981829543,0.6
2015-09-04,0.05097667339770007,0.03676682576647293,0.07405532867347042,0.061951361114297734,0.1173426817649112,0.053777128301318124,0.005130000981829543,0.6
2015-09-11,0.05097667339770007,0.03676682576647293,0.07405532867347042,0.061951361114297734,0.1173426817649112,0.053777128301318124,0.005130000981829543,0.6
2015-09-18,0.05097667339770007,0.03676682576647293,0.07405532867347042,0.061951361114297734,0.1173426817649112,0.053777128301318124,0.005130000981829543,0.6
2015-09-25,0.056223449189575975,0.03578020486647482,0.07985317968640093,0.05255239268914435,0.11559664147815141,0.05742913159933773,0.002565000490914771,0.6
2015-10-02,0.056223449189575975,0.03578020486647482,0.07985317968640093,0.05255239268914435,0.11559664147815141,0.05742913159933773,0.002565000490914771,0.6
2015-10-09,0.056223449189575975,0.03578020486647482,0.07985317968640093,0.05255239268914435,0.11559664147815141,0.05742913159933773,0.002565000490914771,0.6
2015-10-16,0.056223449189575975,0.03578020486647482,0.07985317968640093,0.05255239268914435,0.11559664147815141,0.05742913159933773,0.002565000490914771,0.6
2015-10-23,0.056223449189575975,0.03578020486647482,0.07985317968640093,0.05255239268914435,0.11559664147815141,0.05742913159933773,0.002565000490914771,0.6
2015-10-30,0.10150677484162605,0.07297217798589764,0.15810582353481564,0.12745969972879728,0.2481215828829211,0.11423003983509422,0.0026452894574109224,0.17495861173343719
2015-11-06,0.10150677484162605,0.07297217798589764,0.15810582353481564,0.12745969972879728,0.2481215828829211,0.11423003983509422,0.0026452894574109224,0.17495861173343719
2015-11-13,0.10150677484162605,0.07297217798589764,0.15810582353481564,0.12745969972879728,0.2481215828829211,0.11423003983509422,0.0026452894574109224,0.17495861173343719
2015-11-20,0.10150677484162605,0.07297217798589764,0.15810582353481564,0.12745969972879728,0.2481215828829211,0.11423003983509422,0.0026452894574109224,0.17495861173343719
2015-11-27,0.0952555455371579,0.07391836515821519,0.15809084926707628,0.1369085760194316,0.25802709266342827,0.11077270995724794,0.0013375045057175895,0.16568935689172526
2015-12-04,0.0952555455371579,0.07391836515821519,0.15809084926707628,0.1369085760194316,0.25802709266342827,0.11077270995724794,0.0013375045057175895,0.16568935689172526
2015-12-11,0.0952555455371579,0.07391836515821519,0.15809084926707628,0.1369085760194316,0.25802709266342827,0.11077270995724794,0.0013375045057175895,0.16568935689172526
2015-12-18,0.0952555455371579,0.07391836515821519,0.15809084926707628,0.1369085760194316,0.25802709266342827,0.11077270995724794,0.0013375045057175895,0.16568935689172526
