,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,composite_confirmation_aware_momentum,cash::BIL
2013-07-12,0.11663297480862642,0.13151446262604188,0.1608246962242738,0.19165480158794204,0.1341174640374807,0.10276971160523304,0.16248588911040207
2013-07-19,0.11663297480862642,0.13151446262604188,0.1608246962242738,0.19165480158794204,0.1341174640374807,0.10276971160523304,0.16248588911040207
2013-07-26,0.11454331725246729,0.17820805714734125,0.16770966247076566,0.26420689625798655,0.14482346236080026,0.10415213516416559,0.02635646934647351
2013-08-02,0.11454331725246729,0.17820805714734125,0.16770966247076566,0.26420689625798655,0.14482346236080026,0.10415213516416559,0.02635646934647351
2013-08-09,0.11454331725246729,0.17820805714734125,0.16770966247076566,0.26420689625798655,0.14482346236080026,0.10415213516416559,0.02635646934647351
2013-08-16,0.11454331725246729,0.17820805714734125,0.16770966247076566,0.26420689625798655,0.14482346236080026,0.10415213516416559,0.02635646934647351
2013-08-23,0.11454331725246729,0.17820805714734125,0.16770966247076566,0.26420689625798655,0.14482346236080026,0.10415213516416559,0.02635646934647351
2013-08-30,0.11591633513712604,0.1304388201020522,0.15013125392637683,0.20934016944909997,0.1260923040312671,0.10741097232919193,0.16067014502488586
2013-09-06,0.11591633513712604,0.1304388201020522,0.15013125392637683,0.20934016944909997,0.1260923040312671,0.10741097232919193,0.16067014502488586
2013-09-13,0.11591633513712604,0.1304388201020522,0.15013125392637683,0.20934016944909997,0.1260923040312671,0.10741097232919193,0.16067014502488586
2013-09-20,0.11591633513712604,0.1304388201020522,0.15013125392637683,0.20934016944909997,0.1260923040312671,0.10741097232919193,0.16067014502488586
2013-09-27,0.09509671889772521,0.11629191284779716,0.14166771886762253,0.2406525684148699,0.12697345883584069,0.11794796591500746,0.16136965622113708
2013-10-04,0.09509671889772521,0.11629191284779716,0.14166771886762253,0.2406525684148699,0.12697345883584069,0.11794796591500746,0.16136965622113708
2013-10-11,0.09509671889772521,0.11629191284779716,0.14166771886762253,0.2406525684148699,0.12697345883584069,0.11794796591500746,0.16136965622113708
2013-10-18,0.09509671889772521,0.11629191284779716,0.14166771886762253,0.2406525684148699,0.12697345883584069,0.11794796591500746,0.16136965622113708
2013-10-25,0.1306091493996,0.1257722862168122,0.1653815101256274,0.2584170141941357,0.1415843372096074,0.14768151196196141,0.03055419089225586
2013-11-01,0.1306091493996,0.1257722862168122,0.1653815101256274,0.2584170141941357,0.1415843372096074,0.14768151196196141,0.03055419089225586
2013-11-08,0.1306091493996,0.1257722862168122,0.1653815101256274,0.2584170141941357,0.1415843372096074,0.14768151196196141,0.03055419089225586
2013-11-15,0.1306091493996,0.1257722862168122,0.1653815101256274,0.2584170141941357,0.1415843372096074,0.14768151196196141,0.03055419089225586
2013-11-22,0.1306091493996,0.1257722862168122,0.1653815101256274,0.2584170141941357,0.1415843372096074,0.14768151196196141,0.03055419089225586
2013-11-29,0.1385626958680608,0.1259499295805385,0.1715653204307103,0.23913670404130102,0.17943461538669195,0.11795871573892802,0.027392018953769415
2013-12-06,0.1385626958680608,0.1259499295805385,0.1715653204307103,0.23913670404130102,0.17943461538669195,0.11795871573892802,0.027392018953769415
2013-12-13,0.1385626958680608,0.1259499295805385,0.1715653204307103,0.23913670404130102,0.17943461538669195,0.11795871573892802,0.027392018953769415
2013-12-20,0.1385626958680608,0.1259499295805385,0.1715653204307103,0.23913670404130102,0.17943461538669195,0.11795871573892802,0.027392018953769415
2013-12-27,0.14405725616228476,0.11937695816233389,0.17690917512128565,0.23954480475020015,0.16028988750012352,0.1279809731792796,0.031840945124492426
2014-01-03,0.14405725616228476,0.11937695816233389,0.17690917512128565,0.23954480475020015,0.16028988750012352,0.1279809731792796,0.031840945124492426
2014-01-10,0.14405725616228476,0.11937695816233389,0.17690917512128565,0.23954480475020015,0.16028988750012352,0.1279809731792796,0.031840945124492426
2014-01-17,0.14405725616228476,0.11937695816233389,0.17690917512128565,0.23954480475020015,0.16028988750012352,0.1279809731792796,0.031840945124492426
2014-01-24,0.14405725616228476,0.11937695816233389,0.17690917512128565,0.23954480475020015,0.16028988750012352,0.1279809731792796,0.031840945124492426
2014-01-31,0.14670574350859492,0.11596277702029914,0.1790284380179759,0.2401448928752513,0.14874175921351634,0.13418005857875917,0.035236330785603176
2014-02-07,0.14670574350859492,0.11596277702029914,0.1790284380179759,0.2401448928752513,0.14874175921351634,0.13418005857875917,0.035236330785603176
2014-02-14,0.14670574350859492,0.11596277702029914,0.1790284380179759,0.2401448928752513,0.14874175921351634,0.13418005857875917,0.035236330785603176
2014-02-21,0.14670574350859492,0.11596277702029914,0.1790284380179759,0.2401448928752513,0.14874175921351634,0.13418005857875917,0.035236330785603176
2014-02-28,0.1476841651035959,0.11814421255589812,0.17141509162486512,0.2370903340572713,0.1413050469402187,0.14017405379868927,0.04418709591946157
2014-03-07,0.1476841651035959,0.11814421255589812,0.17141509162486512,0.2370903340572713,0.1413050469402187,0.14017405379868927,0.04418709591946157
2014-03-14,0.1476841651035959,0.11814421255589812,0.17141509162486512,0.2370903340572713,0.1413050469402187,0.14017405379868927,0.04418709591946157
2014-03-21,0.1476841651035959,0.11814421255589812,0.17141509162486512,0.2370903340572713,0.1413050469402187,0.14017405379868927,0.04418709591946157
2014-03-28,0.11838619859628408,0.15189460328067925,0.16657298210991076,0.23181553703232324,0.1801734557058077,0.11180214171096148,0.039355081564033445
2014-04-04,0.11838619859628408,0.15189460328067925,0.16657298210991076,0.23181553703232324,0.1801734557058077,0.11180214171096148,0.039355081564033445
2014-04-11,0.11838619859628408,0.15189460328067925,0.16657298210991076,0.23181553703232324,0.1801734557058077,0.11180214171096148,0.039355081564033445
2014-04-18,0.11838619859628408,0.15189460328067925,0.16657298210991076,0.23181553703232324,0.1801734557058077,0.11180214171096148,0.039355081564033445
2014-04-25,0.07961037846745705,0.11666198749968174,0.1488829216910167,0.333876473769557,0.21732966311594257,0.07725746852292849,0.026381106933416443
2014-05-02,0.07961037846745705,0.11666198749968174,0.1488829216910167,0.333876473769557,0.21732966311594257,0.07725746852292849,0.026381106933416443
2014-05-09,0.07961037846745705,0.11666198749968174,0.1488829216910167,0.333876473769557,0.21732966311594257,0.07725746852292849,0.026381106933416443
2014-05-16,0.07961037846745705,0.11666198749968174,0.1488829216910167,0.333876473769557,0.21732966311594257,0.07725746852292849,0.026381106933416443
2014-05-23,0.07961037846745705,0.11666198749968174,0.1488829216910167,0.333876473769557,0.21732966311594257,0.07725746852292849,0.026381106933416443
2014-05-30,0.07200362693615474,0.08134780075636192,0.11725141488937524,0.34345553477933854,0.26855151151915263,0.058832504280953865,0.05855760683866307
2014-06-06,0.07200362693615474,0.08134780075636192,0.11725141488937524,0.34345553477933854,0.26855151151915263,0.058832504280953865,0.05855760683866307
2014-06-13,0.07200362693615474,0.08134780075636192,0.11725141488937524,0.34345553477933854,0.26855151151915263,0.058832504280953865,0.05855760683866307
2014-06-20,0.07200362693615474,0.08134780075636192,0.11725141488937524,0.34345553477933854,0.26855151151915263,0.058832504280953865,0.05855760683866307
2014-06-27,0.18368059661833058,0.08769812121220726,0.1659934522315799,0.3089676128860104,0.18942267887307934,0.06423753817879256,0.0
2014-07-04,0.18368059661833058,0.08769812121220726,0.1659934522315799,0.3089676128860104,0.18942267887307934,0.06423753817879256,0.0
2014-07-11,0.18368059661833058,0.08769812121220726,0.1659934522315799,0.3089676128860104,0.18942267887307934,0.06423753817879256,0.0
2014-07-18,0.18368059661833058,0.08769812121220726,0.1659934522315799,0.3089676128860104,0.18942267887307934,0.06423753817879256,0.0
2014-07-25,0.17759761343884348,0.07501158850472589,0.16960946800948173,0.34563579826964175,0.18212710122900555,0.0500184305483017,0.0
2014-08-01,0.17759761343884348,0.07501158850472589,0.16960946800948173,0.34563579826964175,0.18212710122900555,0.0500184305483017,0.0
2014-08-08,0.17759761343884348,0.07501158850472589,0.16960946800948173,0.34563579826964175,0.18212710122900555,0.0500184305483017,0.0
2014-08-15,0.17759761343884348,0.07501158850472589,0.16960946800948173,0.34563579826964175,0.18212710122900555,0.0500184305483017,0.0
2014-08-22,0.17759761343884348,0.07501158850472589,0.16960946800948173,0.34563579826964175,0.18212710122900555,0.0500184305483017,0.0
2014-08-29,0.07486955995004137,0.08708781510016564,0.11218065553530294,0.39360746014104736,0.27527527713396627,0.0569792321394765,0.0
2014-09-05,0.07486955995004137,0.08708781510016564,0.11218065553530294,0.39360746014104736,0.27527527713396627,0.0569792321394765,0.0
2014-09-12,0.07486955995004137,0.08708781510016564,0.11218065553530294,0.39360746014104736,0.27527527713396627,0.0569792321394765,0.0
2014-09-19,0.07486955995004137,0.08708781510016564,0.11218065553530294,0.39360746014104736,0.27527527713396627,0.0569792321394765,0.0
2014-09-26,0.12325381150183295,0.08572605944168335,0.1409622490827752,0.3305334862464913,0.25668822683645637,0.06283616689076085,0.0
2014-10-03,0.12325381150183295,0.08572605944168335,0.1409622490827752,0.3305334862464913,0.25668822683645637,0.06283616689076085,0.0
2014-10-10,0.12325381150183295,0.08572605944168335,0.1409622490827752,0.3305334862464913,0.25668822683645637,0.06283616689076085,0.0
2014-10-17,0.12325381150183295,0.08572605944168335,0.1409622490827752,0.3305334862464913,0.25668822683645637,0.06283616689076085,0.0
2014-10-24,0.12325381150183295,0.08572605944168335,0.1409622490827752,0.3305334862464913,0.25668822683645637,0.06283616689076085,0.0
2014-10-31,0.19682695144102524,0.08317146268798092,0.1963026293305832,0.23596510914633728,0.21845316497992032,0.06651621309900026,0.00276446931515284
2014-11-07,0.19682695144102524,0.08317146268798092,0.1963026293305832,0.23596510914633728,0.21845316497992032,0.06651621309900026,0.00276446931515284
2014-11-14,0.19682695144102524,0.08317146268798092,0.1963026293305832,0.23596510914633728,0.21845316497992032,0.06651621309900026,0.00276446931515284
2014-11-21,0.19682695144102524,0.08317146268798092,0.1963026293305832,0.23596510914633728,0.21845316497992032,0.06651621309900026,0.00276446931515284
2014-11-28,0.19879659241951378,0.08119647434788382,0.20108720644576614,0.21918744876752758,0.21255263532764224,0.06572301342793635,0.021456629263730154
2014-12-05,0.19879659241951378,0.08119647434788382,0.20108720644576614,0.21918744876752758,0.21255263532764224,0.06572301342793635,0.021456629263730154
2014-12-12,0.19879659241951378,0.08119647434788382,0.20108720644576614,0.21918744876752758,0.21255263532764224,0.06572301342793635,0.021456629263730154
2014-12-19,0.19879659241951378,0.08119647434788382,0.20108720644576614,0.21918744876752758,0.21255263532764224,0.06572301342793635,0.021456629263730154
2014-12-26,0.17052285511162002,0.06691358738782709,0.16799602603925445,0.19064047430259073,0.1846663772911317,0.0571205235099304,0.16214015635764567
2015-01-02,0.17052285511162002,0.06691358738782709,0.16799602603925445,0.19064047430259073,0.1846663772911317,0.0571205235099304,0.16214015635764567
2015-01-09,0.17052285511162002,0.06691358738782709,0.16799602603925445,0.19064047430259073,0.1846663772911317,0.0571205235099304,0.16214015635764567
2015-01-16,0.17052285511162002,0.06691358738782709,0.16799602603925445,0.19064047430259073,0.1846663772911317,0.0571205235099304,0.16214015635764567
2015-01-23,0.17052285511162002,0.06691358738782709,0.16799602603925445,0.19064047430259073,0.1846663772911317,0.0571205235099304,0.16214015635764567
2015-01-30,0.22951406156788212,0.07798237827258246,0.20833083300200478,0.21589279371234732,0.1970888880560137,0.07119104538916962,0.0
2015-02-06,0.22951406156788212,0.07798237827258246,0.20833083300200478,0.21589279371234732,0.1970888880560137,0.07119104538916962,0.0
2015-02-13,0.22951406156788212,0.07798237827258246,0.20833083300200478,0.21589279371234732,0.1970888880560137,0.07119104538916962,0.0
2015-02-20,0.22951406156788212,0.07798237827258246,0.20833083300200478,0.21589279371234732,0.1970888880560137,0.07119104538916962,0.0
2015-02-27,0.19612362870801223,0.08043227418887325,0.20310021549594642,0.21311039986590719,0.19162958793738388,0.07138614266844064,0.044217751135436356
2015-03-06,0.19612362870801223,0.08043227418887325,0.20310021549594642,0.21311039986590719,0.19162958793738388,0.07138614266844064,0.044217751135436356
2015-03-13,0.19612362870801223,0.08043227418887325,0.20310021549594642,0.21311039986590719,0.19162958793738388,0.07138614266844064,0.044217751135436356
2015-03-20,0.19612362870801223,0.08043227418887325,0.20310021549594642,0.21311039986590719,0.19162958793738388,0.07138614266844064,0.044217751135436356
2015-03-27,0.20578808677130678,0.07593951116715889,0.195717931429453,0.2342070835112246,0.19190998687436797,0.07139011057290018,0.02504728967358849
2015-04-03,0.20578808677130678,0.07593951116715889,0.195717931429453,0.2342070835112246,0.19190998687436797,0.07139011057290018,0.02504728967358849
2015-04-10,0.20578808677130678,0.07593951116715889,0.195717931429453,0.2342070835112246,0.19190998687436797,0.07139011057290018,0.02504728967358849
2015-04-17,0.20578808677130678,0.07593951116715889,0.195717931429453,0.2342070835112246,0.19190998687436797,0.07139011057290018,0.02504728967358849
2015-04-24,0.21881650168240638,0.0778498282292666,0.18177709236406353,0.24552989062183456,0.18694822892815707,0.07025157898205638,0.018826879192215484
2015-05-01,0.21881650168240638,0.0778498282292666,0.18177709236406353,0.24552989062183456,0.18694822892815707,0.07025157898205638,0.018826879192215484
2015-05-08,0.21881650168240638,0.0778498282292666,0.18177709236406353,0.24552989062183456,0.18694822892815707,0.07025157898205638,0.018826879192215484
2015-05-15,0.21881650168240638,0.0778498282292666,0.18177709236406353,0.24552989062183456,0.18694822892815707,0.07025157898205638,0.018826879192215484
2015-05-22,0.21881650168240638,0.0778498282292666,0.18177709236406353,0.24552989062183456,0.18694822892815707,0.07025157898205638,0.018826879192215484
2015-05-29,0.19621480988797718,0.08175287415990082,0.16456908829216738,0.30564056712798654,0.1555921001835355,0.07461540149106945,0.021615158857363093
2015-06-05,0.19621480988797718,0.08175287415990082,0.16456908829216738,0.30564056712798654,0.1555921001835355,0.07461540149106945,0.021615158857363093
2015-06-12,0.19621480988797718,0.08175287415990082,0.16456908829216738,0.30564056712798654,0.1555921001835355,0.07461540149106945,0.021615158857363093
2015-06-19,0.19621480988797718,0.08175287415990082,0.16456908829216738,0.30564056712798654,0.1555921001835355,0.07461540149106945,0.021615158857363093
2015-06-26,0.15837391178734445,0.07041309114715572,0.13713827662226924,0.2798187897886641,0.12367485121571054,0.0664888225944075,0.1640922568444485
2015-07-03,0.15837391178734445,0.07041309114715572,0.13713827662226924,0.2798187897886641,0.12367485121571054,0.0664888225944075,0.1640922568444485
2015-07-10,0.15837391178734445,0.07041309114715572,0.13713827662226924,0.2798187897886641,0.12367485121571054,0.0664888225944075,0.1640922568444485
2015-07-17,0.15837391178734445,0.07041309114715572,0.13713827662226924,0.2798187897886641,0.12367485121571054,0.0664888225944075,0.1640922568444485
2015-07-24,0.15837391178734445,0.07041309114715572,0.13713827662226924,0.2798187897886641,0.12367485121571054,0.0664888225944075,0.1640922568444485
2015-07-31,0.15250515358172426,0.06943511020641448,0.13648418863406125,0.2853084295457032,0.11759174990929754,0.06652055206213332,0.17215481606066596
2015-08-07,0.15250515358172426,0.06943511020641448,0.13648418863406125,0.2853084295457032,0.11759174990929754,0.06652055206213332,0.17215481606066596
2015-08-14,0.15250515358172426,0.06943511020641448,0.13648418863406125,0.2853084295457032,0.11759174990929754,0.06652055206213332,0.17215481606066596
2015-08-21,0.15250515358172426,0.06943511020641448,0.13648418863406125,0.2853084295457032,0.11759174990929754,0.06652055206213332,0.17215481606066596
2015-08-28,0.07450645556392677,0.029983109851135933,0.07026552419757337,0.13767542050279177,0.0579243533453665,0.02964513653920566,0.6
2015-09-04,0.07450645556392677,0.029983109851135933,0.07026552419757337,0.13767542050279177,0.0579243533453665,0.02964513653920566,0.6
2015-09-11,0.07450645556392677,0.029983109851135933,0.07026552419757337,0.13767542050279177,0.0579243533453665,0.02964513653920566,0.6
2015-09-18,0.07450645556392677,0.029983109851135933,0.07026552419757337,0.13767542050279177,0.0579243533453665,0.02964513653920566,0.6
2015-09-25,0.06116698558145195,0.030072618516059968,0.07164235099761417,0.11743958108205564,0.07573844604702246,0.043940017775795814,0.6
2015-10-02,0.06116698558145195,0.030072618516059968,0.07164235099761417,0.11743958108205564,0.07573844604702246,0.043940017775795814,0.6
2015-10-09,0.06116698558145195,0.030072618516059968,0.07164235099761417,0.11743958108205564,0.07573844604702246,0.043940017775795814,0.6
2015-10-16,0.06116698558145195,0.030072618516059968,0.07164235099761417,0.11743958108205564,0.07573844604702246,0.043940017775795814,0.6
2015-10-23,0.06116698558145195,0.030072618516059968,0.07164235099761417,0.11743958108205564,0.07573844604702246,0.043940017775795814,0.6
2015-10-30,0.1436255839469105,0.05922136664088435,0.15521007672611897,0.25107711416607387,0.14087646364589912,0.07503078314067611,0.17495861173343707
2015-11-06,0.1436255839469105,0.05922136664088435,0.15521007672611897,0.25107711416607387,0.14087646364589912,0.07503078314067611,0.17495861173343707
2015-11-13,0.1436255839469105,0.05922136664088435,0.15521007672611897,0.25107711416607387,0.14087646364589912,0.07503078314067611,0.17495861173343707
2015-11-20,0.1436255839469105,0.05922136664088435,0.15521007672611897,0.25107711416607387,0.14087646364589912,0.07503078314067611,0.17495861173343707
2015-11-27,0.12450881250054648,0.06383884480996128,0.1606407789804445,0.22191438458995005,0.1625574544607254,0.10085036776664702,0.16568935689172526
2015-12-04,0.12450881250054648,0.06383884480996128,0.1606407789804445,0.22191438458995005,0.1625574544607254,0.10085036776664702,0.16568935689172526
2015-12-11,0.12450881250054648,0.06383884480996128,0.1606407789804445,0.22191438458995005,0.1625574544607254,0.10085036776664702,0.16568935689172526
2015-12-18,0.12450881250054648,0.06383884480996128,0.1606407789804445,0.22191438458995005,0.1625574544607254,0.10085036776664702,0.16568935689172526
2015-12-25,0.053055019943918216,0.03032568345400538,0.07603226208437708,0.10024714089581677,0.0841797498470998,0.05616014377478282,0.6
2016-01-01,0.053055019943918216,0.03032568345400538,0.07603226208437708,0.10024714089581677,0.0841797498470998,0.05616014377478282,0.6
2016-01-08,0.053055019943918216,0.03032568345400538,0.07603226208437708,0.10024714089581677,0.0841797498470998,0.05616014377478282,0.6
2016-01-15,0.053055019943918216,0.03032568345400538,0.07603226208437708,0.10024714089581677,0.0841797498470998,0.05616014377478282,0.6
2016-01-22,0.053055019943918216,0.03032568345400538,0.07603226208437708,0.10024714089581677,0.0841797498470998,0.05616014377478282,0.6
2016-01-29,0.05728308152362802,0.02792693243342223,0.07725383289517244,0.10207253539721678,0.09090074694256606,0.04456287080799452,0.5999999999999999
2016-02-05,0.05728308152362802,0.02792693243342223,0.07725383289517244,0.10207253539721678,0.09090074694256606,0.04456287080799452,0.5999999999999999
2016-02-12,0.05728308152362802,0.02792693243342223,0.07725383289517244,0.10207253539721678,0.09090074694256606,0.04456287080799452,0.5999999999999999
2016-02-19,0.05728308152362802,0.02792693243342223,0.07725383289517244,0.10207253539721678,0.09090074694256606,0.04456287080799452,0.5999999999999999
2016-02-26,0.05018522036100034,0.025035971442227363,0.07677837632602331,0.11717988837589033,0.09488202895359726,0.03593851454126142,0.6
2016-03-04,0.05018522036100034,0.025035971442227363,0.07677837632602331,0.11717988837589033,0.09488202895359726,0.03593851454126142,0.6
2016-03-11,0.05018522036100034,0.025035971442227363,0.07677837632602331,0.11717988837589033,0.09488202895359726,0.03593851454126142,0.6
2016-03-18,0.05018522036100034,0.025035971442227363,0.07677837632602331,0.11717988837589033,0.09488202895359726,0.03593851454126142,0.6
2016-03-25,0.09660060530697505,0.04882747624533318,0.1609780425958867,0.24907746234912015,0.1932721669849795,0.06246482164509918,0.18877942487260624
2016-04-01,0.09660060530697505,0.04882747624533318,0.1609780425958867,0.24907746234912015,0.1932721669849795,0.06246482164509918,0.18877942487260624
2016-04-08,0.09660060530697505,0.04882747624533318,0.1609780425958867,0.24907746234912015,0.1932721669849795,0.06246482164509918,0.18877942487260624
2016-04-15,0.09660060530697505,0.04882747624533318,0.1609780425958867,0.24907746234912015,0.1932721669849795,0.06246482164509918,0.18877942487260624
2016-04-22,0.09660060530697505,0.04882747624533318,0.1609780425958867,0.24907746234912015,0.1932721669849795,0.06246482164509918,0.18877942487260624
2016-04-29,0.14643064734823766,0.05838093519354544,0.21868845235264486,0.2550610631979158,0.22572124744555577,0.06636980741890136,0.02934784704319915
2016-05-06,0.14643064734823766,0.05838093519354544,0.21868845235264486,0.2550610631979158,0.22572124744555577,0.06636980741890136,0.02934784704319915
2016-05-13,0.14643064734823766,0.05838093519354544,0.21868845235264486,0.2550610631979158,0.22572124744555577,0.06636980741890136,0.02934784704319915
2016-05-20,0.14643064734823766,0.05838093519354544,0.21868845235264486,0.2550610631979158,0.22572124744555577,0.06636980741890136,0.02934784704319915
2016-05-27,0.09528483221407645,0.04891378311017804,0.2042339556132076,0.29799750329865426,0.23921358491940803,0.052827432831710465,0.06152890801276523
2016-06-03,0.09528483221407645,0.04891378311017804,0.2042339556132076,0.29799750329865426,0.23921358491940803,0.052827432831710465,0.06152890801276523
2016-06-10,0.09528483221407645,0.04891378311017804,0.2042339556132076,0.29799750329865426,0.23921358491940803,0.052827432831710465,0.06152890801276523
2016-06-17,0.09528483221407645,0.04891378311017804,0.2042339556132076,0.29799750329865426,0.23921358491940803,0.052827432831710465,0.06152890801276523
2016-06-24,0.11990826251992429,0.05277444734174032,0.2122700660988472,0.2690098385066611,0.24515046620142056,0.0568000292008839,0.04408689013052269
2016-07-01,0.11990826251992429,0.05277444734174032,0.2122700660988472,0.2690098385066611,0.24515046620142056,0.0568000292008839,0.04408689013052269
2016-07-08,0.11990826251992429,0.05277444734174032,0.2122700660988472,0.2690098385066611,0.24515046620142056,0.0568000292008839,0.04408689013052269
2016-07-15,0.11990826251992429,0.05277444734174032,0.2122700660988472,0.2690098385066611,0.24515046620142056,0.0568000292008839,0.04408689013052269
2016-07-22,0.11990826251992429,0.05277444734174032,0.2122700660988472,0.2690098385066611,0.24515046620142056,0.0568000292008839,0.04408689013052269
2016-07-29,0.16117780428827788,0.060281354483054855,0.23049375732215763,0.2319109800798159,0.24388204071144545,0.07225406311524835,0.0
2016-08-05,0.16117780428827788,0.060281354483054855,0.23049375732215763,0.2319109800798159,0.24388204071144545,0.07225406311524835,0.0
2016-08-12,0.16117780428827788,0.060281354483054855,0.23049375732215763,0.2319109800798159,0.24388204071144545,0.07225406311524835,0.0
2016-08-19,0.16117780428827788,0.060281354483054855,0.23049375732215763,0.2319109800798159,0.24388204071144545,0.07225406311524835,0.0
2016-08-26,0.15353752903940895,0.07198392226722196,0.23023596192638357,0.21818831267305333,0.2521771685105298,0.07387710558340238,0.0
2016-09-02,0.15353752903940895,0.07198392226722196,0.23023596192638357,0.21818831267305333,0.2521771685105298,0.07387710558340238,0.0
2016-09-09,0.15353752903940895,0.07198392226722196,0.23023596192638357,0.21818831267305333,0.2521771685105298,0.07387710558340238,0.0
2016-09-16,0.15353752903940895,0.07198392226722196,0.23023596192638357,0.21818831267305333,0.2521771685105298,0.07387710558340238,0.0
2016-09-23,0.15353752903940895,0.07198392226722196,0.23023596192638357,0.21818831267305333,0.2521771685105298,0.07387710558340238,0.0
2016-09-30,0.1566267546204109,0.07809200093677438,0.18635806684540374,0.2073722060787494,0.2992414343376502,0.07230953718101141,0.0
2016-10-07,0.1566267546204109,0.07809200093677438,0.18635806684540374,0.2073722060787494,0.2992414343376502,0.07230953718101141,0.0
2016-10-14,0.1566267546204109,0.07809200093677438,0.18635806684540374,0.2073722060787494,0.2992414343376502,0.07230953718101141,0.0
2016-10-21,0.1566267546204109,0.07809200093677438,0.18635806684540374,0.2073722060787494,0.2992414343376502,0.07230953718101141,0.0
2016-10-28,0.15370932173484636,0.0739636569183848,0.20154673898317568,0.20675920491112967,0.2967756284201634,0.06724544903229995,0.0
2016-11-04,0.15370932173484636,0.0739636569183848,0.20154673898317568,0.20675920491112967,0.2967756284201634,0.06724544903229995,0.0
2016-11-11,0.15370932173484636,0.0739636569183848,0.20154673898317568,0.20675920491112967,0.2967756284201634,0.06724544903229995,0.0
2016-11-18,0.15370932173484636,0.0739636569183848,0.20154673898317568,0.20675920491112967,0.2967756284201634,0.06724544903229995,0.0
2016-11-25,0.158009929672584,0.07860389801126569,0.18253049776855002,0.19713895752624855,0.27770630147863795,0.06976043531555604,0.03624998022715786
2016-12-02,0.158009929672584,0.07860389801126569,0.18253049776855002,0.19713895752624855,0.27770630147863795,0.06976043531555604,0.03624998022715786
2016-12-09,0.158009929672584,0.07860389801126569,0.18253049776855002,0.19713895752624855,0.27770630147863795,0.06976043531555604,0.03624998022715786
2016-12-16,0.158009929672584,0.07860389801126569,0.18253049776855002,0.19713895752624855,0.27770630147863795,0.06976043531555604,0.03624998022715786
2016-12-23,0.158009929672584,0.07860389801126569,0.18253049776855002,0.19713895752624855,0.27770630147863795,0.06976043531555604,0.03624998022715786
2016-12-30,0.17784056834606868,0.08718388675689843,0.16407951745064425,0.2134803918495255,0.2785218499494158,0.07889378564744745,0.0
2017-01-06,0.17784056834606868,0.08718388675689843,0.16407951745064425,0.2134803918495255,0.2785218499494158,0.07889378564744745,0.0
2017-01-13,0.17784056834606868,0.08718388675689843,0.16407951745064425,0.2134803918495255,0.2785218499494158,0.07889378564744745,0.0
2017-01-20,0.17784056834606868,0.08718388675689843,0.16407951745064425,0.2134803918495255,0.2785218499494158,0.07889378564744745,0.0
2017-01-27,0.1796368521822402,0.09156825914334427,0.16496771453162612,0.21285110237373536,0.2719049957780462,0.0790710759910079,0.0
2017-02-03,0.1796368521822402,0.09156825914334427,0.16496771453162612,0.21285110237373536,0.2719049957780462,0.0790710759910079,0.0
2017-02-10,0.1796368521822402,0.09156825914334427,0.16496771453162612,0.21285110237373536,0.2719049957780462,0.0790710759910079,0.0
2017-02-17,0.1796368521822402,0.09156825914334427,0.16496771453162612,0.21285110237373536,0.2719049957780462,0.0790710759910079,0.0
2017-02-24,0.1803717200570163,0.09352386358423459,0.16647957662930069,0.2124145188694083,0.2627351150281414,0.08447520583189867,0.0
2017-03-03,0.1803717200570163,0.09352386358423459,0.16647957662930069,0.2124145188694083,0.2627351150281414,0.08447520583189867,0.0
2017-03-10,0.1803717200570163,0.09352386358423459,0.16647957662930069,0.2124145188694083,0.2627351150281414,0.08447520583189867,0.0
2017-03-17,0.1803717200570163,0.09352386358423459,0.16647957662930069,0.2124145188694083,0.2627351150281414,0.08447520583189867,0.0
2017-03-24,0.1803717200570163,0.09352386358423459,0.16647957662930069,0.2124145188694083,0.2627351150281414,0.08447520583189867,0.0
2017-03-31,0.18291267032364655,0.09698359427509434,0.16643126295393856,0.20688738180256094,0.25921685512650994,0.08756823551824965,0.0
2017-04-07,0.18291267032364655,0.09698359427509434,0.16643126295393856,0.20688738180256094,0.25921685512650994,0.08756823551824965,0.0
2017-04-14,0.18291267032364655,0.09698359427509434,0.16643126295393856,0.20688738180256094,0.25921685512650994,0.08756823551824965,0.0
2017-04-21,0.18291267032364655,0.09698359427509434,0.16643126295393856,0.20688738180256094,0.25921685512650994,0.08756823551824965,0.0
2017-04-28,0.18432689803653296,0.09651163674279432,0.16775944770892257,0.20582240678251282,0.25772263975624166,0.08785697097299562,0.0
2017-05-05,0.18432689803653296,0.09651163674279432,0.16775944770892257,0.20582240678251282,0.25772263975624166,0.08785697097299562,0.0
2017-05-12,0.18432689803653296,0.09651163674279432,0.16775944770892257,0.20582240678251282,0.25772263975624166,0.08785697097299562,0.0
2017-05-19,0.18432689803653296,0.09651163674279432,0.16775944770892257,0.20582240678251282,0.25772263975624166,0.08785697097299562,0.0
2017-05-26,0.18152660792646128,0.0819910145732044,0.18012355424535736,0.19186499865023063,0.27826691774412876,0.08622690686061762,0.0
2017-06-02,0.18152660792646128,0.0819910145732044,0.18012355424535736,0.19186499865023063,0.27826691774412876,0.08622690686061762,0.0
2017-06-09,0.18152660792646128,0.0819910145732044,0.18012355424535736,0.19186499865023063,0.27826691774412876,0.08622690686061762,0.0
