,dual_momentum_topn,composite_selective_signals,composite_regime_conditioned,taa_10m_sma,cash::BIL
2016-05-06,0.15940603380474683,0.29733938010762617,0.3267334706597396,0.1765211154278874,0.040000000000000036
2016-05-13,0.15940603380474683,0.29733938010762617,0.3267334706597396,0.1765211154278874,0.040000000000000036
2016-05-20,0.15940603380474683,0.29733938010762617,0.3267334706597396,0.1765211154278874,0.040000000000000036
2016-05-27,0.16638201505608266,0.29965997914767295,0.2916356407094964,0.16232236508674797,0.08000000000000007
2016-06-03,0.16638201505608266,0.29965997914767295,0.2916356407094964,0.16232236508674797,0.08000000000000007
2016-06-10,0.16638201505608266,0.29965997914767295,0.2916356407094964,0.16232236508674797,0.08000000000000007
2016-06-17,0.16638201505608266,0.29965997914767295,0.2916356407094964,0.16232236508674797,0.08000000000000007
2016-06-24,0.1666448561516665,0.29622608859642513,0.30156170306534674,0.17556735218656164,0.05999999999999994
2016-07-01,0.1666448561516665,0.29622608859642513,0.30156170306534674,0.17556735218656164,0.05999999999999994
2016-07-08,0.1666448561516665,0.29622608859642513,0.30156170306534674,0.17556735218656164,0.05999999999999994
2016-07-15,0.1666448561516665,0.29622608859642513,0.30156170306534674,0.17556735218656164,0.05999999999999994
2016-07-22,0.1666448561516665,0.29622608859642513,0.30156170306534674,0.17556735218656164,0.05999999999999994
2016-07-29,0.1847520964111191,0.31401266254885946,0.3011770981408913,0.2000581428991301,0.0
2016-08-05,0.1847520964111191,0.31401266254885946,0.3011770981408913,0.2000581428991301,0.0
2016-08-12,0.1847520964111191,0.31401266254885946,0.3011770981408913,0.2000581428991301,0.0
2016-08-19,0.1847520964111191,0.31401266254885946,0.3011770981408913,0.2000581428991301,0.0
2016-08-26,0.18265402122487004,0.3071694465458195,0.3067006331291827,0.2034758991001277,0.0
2016-09-02,0.18265402122487004,0.3071694465458195,0.3067006331291827,0.2034758991001277,0.0
2016-09-09,0.18265402122487004,0.3071694465458195,0.3067006331291827,0.2034758991001277,0.0
2016-09-16,0.18265402122487004,0.3071694465458195,0.3067006331291827,0.2034758991001277,0.0
2016-09-23,0.18265402122487004,0.3071694465458195,0.3067006331291827,0.2034758991001277,0.0
2016-09-30,0.18979127766671472,0.29447854675695667,0.3002178463401224,0.2155123292362062,0.0
2016-10-07,0.18979127766671472,0.29447854675695667,0.3002178463401224,0.2155123292362062,0.0
2016-10-14,0.18979127766671472,0.29447854675695667,0.3002178463401224,0.2155123292362062,0.0
2016-10-21,0.18979127766671472,0.29447854675695667,0.3002178463401224,0.2155123292362062,0.0
2016-10-28,0.18891289578913356,0.2922651766304958,0.3021616393283627,0.21666028825200787,0.0
2016-11-04,0.18891289578913356,0.2922651766304958,0.3021616393283627,0.21666028825200787,0.0
2016-11-11,0.18891289578913356,0.2922651766304958,0.3021616393283627,0.21666028825200787,0.0
2016-11-18,0.18891289578913356,0.2922651766304958,0.3021616393283627,0.21666028825200787,0.0
2016-11-25,0.17281166053025776,0.26304353335696046,0.2918446184876915,0.2123001876250902,0.060000000000000164
2016-12-02,0.17281166053025776,0.26304353335696046,0.2918446184876915,0.2123001876250902,0.060000000000000164
2016-12-09,0.17281166053025776,0.26304353335696046,0.2918446184876915,0.2123001876250902,0.060000000000000164
2016-12-16,0.17281166053025776,0.26304353335696046,0.2918446184876915,0.2123001876250902,0.060000000000000164
2016-12-23,0.17281166053025776,0.26304353335696046,0.2918446184876915,0.2123001876250902,0.060000000000000164
2016-12-30,0.19173661730473207,0.280328635110918,0.3015773960933401,0.22635735149100983,0.0
2017-01-06,0.19173661730473207,0.280328635110918,0.3015773960933401,0.22635735149100983,0.0
2017-01-13,0.19173661730473207,0.280328635110918,0.3015773960933401,0.22635735149100983,0.0
2017-01-20,0.19173661730473207,0.280328635110918,0.3015773960933401,0.22635735149100983,0.0
2017-01-27,0.1927394512641954,0.2792514280319048,0.2979202694805207,0.23008885122337924,0.0
2017-02-03,0.1927394512641954,0.2792514280319048,0.2979202694805207,0.23008885122337924,0.0
2017-02-10,0.1927394512641954,0.2792514280319048,0.2979202694805207,0.23008885122337924,0.0
2017-02-17,0.1927394512641954,0.2792514280319048,0.2979202694805207,0.23008885122337924,0.0
2017-02-24,0.19281872128860633,0.28026920635656616,0.29568297725542275,0.23122909509940465,0.0
2017-03-03,0.19281872128860633,0.28026920635656616,0.29568297725542275,0.23122909509940465,0.0
2017-03-10,0.19281872128860633,0.28026920635656616,0.29568297725542275,0.23122909509940465,0.0
2017-03-17,0.19281872128860633,0.28026920635656616,0.29568297725542275,0.23122909509940465,0.0
2017-03-24,0.19281872128860633,0.28026920635656616,0.29568297725542275,0.23122909509940465,0.0
2017-03-31,0.19669140494347478,0.28372971196337526,0.2916296088348216,0.22794927425832834,0.0
2017-04-07,0.19669140494347478,0.28372971196337526,0.2916296088348216,0.22794927425832834,0.0
2017-04-14,0.19669140494347478,0.28372971196337526,0.2916296088348216,0.22794927425832834,0.0
2017-04-21,0.19669140494347478,0.28372971196337526,0.2916296088348216,0.22794927425832834,0.0
2017-04-28,0.1982883069195826,0.2851723663394568,0.28929491991731243,0.2272444068236482,0.0
2017-05-05,0.1982883069195826,0.2851723663394568,0.28929491991731243,0.2272444068236482,0.0
2017-05-12,0.1982883069195826,0.2851723663394568,0.28929491991731243,0.2272444068236482,0.0
2017-05-19,0.1982883069195826,0.2851723663394568,0.28929491991731243,0.2272444068236482,0.0
2017-05-26,0.19913927320584737,0.28241924540976243,0.28939386972317666,0.22904761166121348,0.0
2017-06-02,0.19913927320584737,0.28241924540976243,0.28939386972317666,0.22904761166121348,0.0
2017-06-09,0.19913927320584737,0.28241924540976243,0.28939386972317666,0.22904761166121348,0.0
2017-06-16,0.19913927320584737,0.28241924540976243,0.28939386972317666,0.22904761166121348,0.0
2017-06-23,0.19913927320584737,0.28241924540976243,0.28939386972317666,0.22904761166121348,0.0
2017-06-30,0.20094929063006328,0.28290998566461134,0.28932743731299215,0.22681328639233328,0.0
2017-07-07,0.20094929063006328,0.28290998566461134,0.28932743731299215,0.22681328639233328,0.0
2017-07-14,0.20094929063006328,0.28290998566461134,0.28932743731299215,0.22681328639233328,0.0
2017-07-21,0.20094929063006328,0.28290998566461134,0.28932743731299215,0.22681328639233328,0.0
2017-07-28,0.2032228386025145,0.28672323867821725,0.2798198802259644,0.23023404249330393,0.0
2017-08-04,0.2032228386025145,0.28672323867821725,0.2798198802259644,0.23023404249330393,0.0
2017-08-11,0.2032228386025145,0.28672323867821725,0.2798198802259644,0.23023404249330393,0.0
2017-08-18,0.2032228386025145,0.28672323867821725,0.2798198802259644,0.23023404249330393,0.0
2017-08-25,0.18611519267570384,0.26313069921740384,0.2695931512956948,0.2211609568111975,0.05999999999999994
2017-09-01,0.18611519267570384,0.26313069921740384,0.2695931512956948,0.2211609568111975,0.05999999999999994
2017-09-08,0.18611519267570384,0.26313069921740384,0.2695931512956948,0.2211609568111975,0.05999999999999994
2017-09-15,0.18611519267570384,0.26313069921740384,0.2695931512956948,0.2211609568111975,0.05999999999999994
2017-09-22,0.18611519267570384,0.26313069921740384,0.2695931512956948,0.2211609568111975,0.05999999999999994
2017-09-29,0.20449858801432205,0.28399314618200105,0.2814314888750172,0.2300767769286598,0.0
2017-10-06,0.20449858801432205,0.28399314618200105,0.2814314888750172,0.2300767769286598,0.0
2017-10-13,0.20449858801432205,0.28399314618200105,0.2814314888750172,0.2300767769286598,0.0
2017-10-20,0.20449858801432205,0.28399314618200105,0.2814314888750172,0.2300767769286598,0.0
2017-10-27,0.1880448312578617,0.25895590474695557,0.27172890629888546,0.22127035769629727,0.06000000000000005
2017-11-03,0.1880448312578617,0.25895590474695557,0.27172890629888546,0.22127035769629727,0.06000000000000005
2017-11-10,0.1880448312578617,0.25895590474695557,0.27172890629888546,0.22127035769629727,0.06000000000000005
2017-11-17,0.1880448312578617,0.25895590474695557,0.27172890629888546,0.22127035769629727,0.06000000000000005
2017-11-24,0.18539092871074186,0.2547820064573035,0.2752741086099604,0.2245529562219941,0.060000000000000164
2017-12-01,0.18539092871074186,0.2547820064573035,0.2752741086099604,0.2245529562219941,0.060000000000000164
2017-12-08,0.18539092871074186,0.2547820064573035,0.2752741086099604,0.2245529562219941,0.060000000000000164
2017-12-15,0.18539092871074186,0.2547820064573035,0.2752741086099604,0.2245529562219941,0.060000000000000164
2017-12-22,0.18539092871074186,0.2547820064573035,0.2752741086099604,0.2245529562219941,0.060000000000000164
2017-12-29,0.18163208903798006,0.2534414648402532,0.2756927423937315,0.22923370372803523,0.06000000000000005
2018-01-05,0.18163208903798006,0.2534414648402532,0.2756927423937315,0.22923370372803523,0.06000000000000005
2018-01-12,0.18163208903798006,0.2534414648402532,0.2756927423937315,0.22923370372803523,0.06000000000000005
2018-01-19,0.18163208903798006,0.2534414648402532,0.2756927423937315,0.22923370372803523,0.06000000000000005
2018-01-26,0.17590001979602582,0.2555746209857187,0.2759385513173103,0.23258680790094508,0.06000000000000005
2018-02-02,0.17590001979602582,0.2555746209857187,0.2759385513173103,0.23258680790094508,0.06000000000000005
2018-02-09,0.17590001979602582,0.2555746209857187,0.2759385513173103,0.23258680790094508,0.06000000000000005
2018-02-16,0.17590001979602582,0.2555746209857187,0.2759385513173103,0.23258680790094508,0.06000000000000005
2018-02-23,0.06859225688627542,0.10835169982531552,0.1237955952703485,0.0992604480180606,0.5999999999999999
2018-03-02,0.06859225688627542,0.10835169982531552,0.1237955952703485,0.0992604480180606,0.5999999999999999
2018-03-09,0.06859225688627542,0.10835169982531552,0.1237955952703485,0.0992604480180606,0.5999999999999999
2018-03-16,0.06859225688627542,0.10835169982531552,0.1237955952703485,0.0992604480180606,0.5999999999999999
2018-03-23,0.06859225688627542,0.10835169982531552,0.1237955952703485,0.0992604480180606,0.5999999999999999
2018-03-30,0.06327279166075087,0.10881852455102808,0.12884853255944456,0.09906015122877652,0.6
2018-04-06,0.06327279166075087,0.10881852455102808,0.12884853255944456,0.09906015122877652,0.6
2018-04-13,0.06327279166075087,0.10881852455102808,0.12884853255944456,0.09906015122877652,0.6
2018-04-20,0.06327279166075087,0.10881852455102808,0.12884853255944456,0.09906015122877652,0.6
2018-04-27,0.059973871223424735,0.10927460882780027,0.13249184541526526,0.09825967453350974,0.6
2018-05-04,0.059973871223424735,0.10927460882780027,0.13249184541526526,0.09825967453350974,0.6
2018-05-11,0.059973871223424735,0.10927460882780027,0.13249184541526526,0.09825967453350974,0.6
2018-05-18,0.059973871223424735,0.10927460882780027,0.13249184541526526,0.09825967453350974,0.6
2018-05-25,0.05786473422995614,0.11040107279747824,0.13421263673566972,0.09752155623689594,0.6
2018-06-01,0.05786473422995614,0.11040107279747824,0.13421263673566972,0.09752155623689594,0.6
2018-06-08,0.05786473422995614,0.11040107279747824,0.13421263673566972,0.09752155623689594,0.6
2018-06-15,0.05786473422995614,0.11040107279747824,0.13421263673566972,0.09752155623689594,0.6
2018-06-22,0.05786473422995614,0.11040107279747824,0.13421263673566972,0.09752155623689594,0.6
2018-06-29,0.11695651486736686,0.23135435570278898,0.2619046486412918,0.18978448078855245,0.19999999999999984
2018-07-06,0.11695651486736686,0.23135435570278898,0.2619046486412918,0.18978448078855245,0.19999999999999984
2018-07-13,0.11695651486736686,0.23135435570278898,0.2619046486412918,0.18978448078855245,0.19999999999999984
2018-07-20,0.11695651486736686,0.23135435570278898,0.2619046486412918,0.18978448078855245,0.19999999999999984
2018-07-27,0.11697701155857523,0.23507758775830273,0.26099686309630243,0.1869485375868196,0.19999999999999996
2018-08-03,0.11697701155857523,0.23507758775830273,0.26099686309630243,0.1869485375868196,0.19999999999999996
2018-08-10,0.11697701155857523,0.23507758775830273,0.26099686309630243,0.1869485375868196,0.19999999999999996
2018-08-17,0.11697701155857523,0.23507758775830273,0.26099686309630243,0.1869485375868196,0.19999999999999996
2018-08-24,0.11697701155857523,0.23507758775830273,0.26099686309630243,0.1869485375868196,0.19999999999999996
2018-08-31,0.1429572882618373,0.2906520942614424,0.30260593945241554,0.2237846780243047,0.040000000000000036
2018-09-07,0.1429572882618373,0.2906520942614424,0.30260593945241554,0.2237846780243047,0.040000000000000036
2018-09-14,0.1429572882618373,0.2906520942614424,0.30260593945241554,0.2237846780243047,0.040000000000000036
2018-09-21,0.1429572882618373,0.2906520942614424,0.30260593945241554,0.2237846780243047,0.040000000000000036
2018-09-28,0.11516272853335363,0.2365482219953175,0.2570956635685109,0.19119338590281798,0.20000000000000007
2018-10-05,0.11516272853335363,0.2365482219953175,0.2570956635685109,0.19119338590281798,0.20000000000000007
2018-10-12,0.11516272853335363,0.2365482219953175,0.2570956635685109,0.19119338590281798,0.20000000000000007
2018-10-19,0.11516272853335363,0.2365482219953175,0.2570956635685109,0.19119338590281798,0.20000000000000007
2018-10-26,0.054399913943930116,0.11443645487755788,0.13332888103867352,0.09783475013983854,0.5999999999999999
2018-11-02,0.054399913943930116,0.11443645487755788,0.13332888103867352,0.09783475013983854,0.5999999999999999
2018-11-09,0.054399913943930116,0.11443645487755788,0.13332888103867352,0.09783475013983854,0.5999999999999999
2018-11-16,0.054399913943930116,0.11443645487755788,0.13332888103867352,0.09783475013983854,0.5999999999999999
2018-11-23,0.054399913943930116,0.11443645487755788,0.13332888103867352,0.09783475013983854,0.5999999999999999
2018-11-30,0.05150380084656861,0.11078695861770967,0.13611292656272314,0.10159631397299856,0.6000000000000001
2018-12-07,0.05150380084656861,0.11078695861770967,0.13611292656272314,0.10159631397299856,0.6000000000000001
2018-12-14,0.05150380084656861,0.11078695861770967,0.13611292656272314,0.10159631397299856,0.6000000000000001
2018-12-21,0.05150380084656861,0.11078695861770967,0.13611292656272314,0.10159631397299856,0.6000000000000001
2018-12-28,0.05091458796483342,0.11009201823233963,0.14144139683408266,0.09755199696874428,0.6
2019-01-04,0.05091458796483342,0.11009201823233963,0.14144139683408266,0.09755199696874428,0.6
2019-01-11,0.05091458796483342,0.11009201823233963,0.14144139683408266,0.09755199696874428,0.6
2019-01-18,0.05091458796483342,0.11009201823233963,0.14144139683408266,0.09755199696874428,0.6
2019-01-25,0.05123667304537269,0.10833106576003014,0.1453363884379244,0.09509587275667278,0.6
2019-02-01,0.05123667304537269,0.10833106576003014,0.1453363884379244,0.09509587275667278,0.6
2019-02-08,0.05123667304537269,0.10833106576003014,0.1453363884379244,0.09509587275667278,0.6
2019-02-15,0.05123667304537269,0.10833106576003014,0.1453363884379244,0.09509587275667278,0.6
2019-02-22,0.10609159902333168,0.2223910161136991,0.28712015725617807,0.18439722760679114,0.19999999999999996
2019-03-01,0.10609159902333168,0.2223910161136991,0.28712015725617807,0.18439722760679114,0.19999999999999996
2019-03-08,0.10609159902333168,0.2223910161136991,0.28712015725617807,0.18439722760679114,0.19999999999999996
2019-03-15,0.10609159902333168,0.2223910161136991,0.28712015725617807,0.18439722760679114,0.19999999999999996
2019-03-22,0.10609159902333168,0.2223910161136991,0.28712015725617807,0.18439722760679114,0.19999999999999996
2019-03-29,0.1076927149099751,0.22674696144421738,0.28441126041958165,0.18114906322622593,0.19999999999999996
2019-04-05,0.1076927149099751,0.22674696144421738,0.28441126041958165,0.18114906322622593,0.19999999999999996
2019-04-12,0.1076927149099751,0.22674696144421738,0.28441126041958165,0.18114906322622593,0.19999999999999996
2019-04-19,0.1076927149099751,0.22674696144421738,0.28441126041958165,0.18114906322622593,0.19999999999999996
2019-04-26,0.14170960502449145,0.30073877653546016,0.2966525356447135,0.1808990827953349,0.08000000000000007
2019-05-03,0.14170960502449145,0.30073877653546016,0.2966525356447135,0.1808990827953349,0.08000000000000007
2019-05-10,0.14170960502449145,0.30073877653546016,0.2966525356447135,0.1808990827953349,0.08000000000000007
2019-05-17,0.14170960502449145,0.30073877653546016,0.2966525356447135,0.1808990827953349,0.08000000000000007
2019-05-24,0.14170960502449145,0.30073877653546016,0.2966525356447135,0.1808990827953349,0.08000000000000007
2019-05-31,0.11690723189443056,0.2518021300412218,0.26989162751585666,0.16139901054849096,0.20000000000000007
2019-06-07,0.11690723189443056,0.2518021300412218,0.26989162751585666,0.16139901054849096,0.20000000000000007
2019-06-14,0.11690723189443056,0.2518021300412218,0.26989162751585666,0.16139901054849096,0.20000000000000007
2019-06-21,0.11690723189443056,0.2518021300412218,0.26989162751585666,0.16139901054849096,0.20000000000000007
2019-06-28,0.13601097180229188,0.31333588811822183,0.29819296287121133,0.17246017720827517,0.07999999999999985
2019-07-05,0.13601097180229188,0.31333588811822183,0.29819296287121133,0.17246017720827517,0.07999999999999985
2019-07-12,0.13601097180229188,0.31333588811822183,0.29819296287121133,0.17246017720827517,0.07999999999999985
2019-07-19,0.13601097180229188,0.31333588811822183,0.29819296287121133,0.17246017720827517,0.07999999999999985
2019-07-26,0.13218487533169995,0.30668397922646135,0.3189182542456596,0.1822128911961791,0.06000000000000005
2019-08-02,0.13218487533169995,0.30668397922646135,0.3189182542456596,0.1822128911961791,0.06000000000000005
2019-08-09,0.13218487533169995,0.30668397922646135,0.3189182542456596,0.1822128911961791,0.06000000000000005
2019-08-16,0.13218487533169995,0.30668397922646135,0.3189182542456596,0.1822128911961791,0.06000000000000005
2019-08-23,0.13218487533169995,0.30668397922646135,0.3189182542456596,0.1822128911961791,0.06000000000000005
2019-08-30,0.12776138199593629,0.29669587547116993,0.32880299110784345,0.1867397514250503,0.06000000000000005
2019-09-06,0.12776138199593629,0.29669587547116993,0.32880299110784345,0.1867397514250503,0.06000000000000005
2019-09-13,0.12776138199593629,0.29669587547116993,0.32880299110784345,0.1867397514250503,0.06000000000000005
2019-09-20,0.12776138199593629,0.29669587547116993,0.32880299110784345,0.1867397514250503,0.06000000000000005
2019-09-27,0.12309623870159234,0.28630759778487086,0.3449637949927204,0.18563236852081638,0.06000000000000005
2019-10-04,0.12309623870159234,0.28630759778487086,0.3449637949927204,0.18563236852081638,0.06000000000000005
2019-10-11,0.12309623870159234,0.28630759778487086,0.3449637949927204,0.18563236852081638,0.06000000000000005
2019-10-18,0.12309623870159234,0.28630759778487086,0.3449637949927204,0.18563236852081638,0.06000000000000005
2019-10-25,0.13235672712253305,0.30745234422839607,0.3728344000546767,0.1873565285943942,0.0
2019-11-01,0.13235672712253305,0.30745234422839607,0.3728344000546767,0.1873565285943942,0.0
2019-11-08,0.13235672712253305,0.30745234422839607,0.3728344000546767,0.1873565285943942,0.0
2019-11-15,0.13235672712253305,0.30745234422839607,0.3728344000546767,0.1873565285943942,0.0
2019-11-22,0.13235672712253305,0.30745234422839607,0.3728344000546767,0.1873565285943942,0.0
2019-11-29,0.12792099851504754,0.31391127551869075,0.3753317975180271,0.1828359284482346,0.0
2019-12-06,0.12792099851504754,0.31391127551869075,0.3753317975180271,0.1828359284482346,0.0
2019-12-13,0.12792099851504754,0.31391127551869075,0.3753317975180271,0.1828359284482346,0.0
2019-12-20,0.12792099851504754,0.31391127551869075,0.3753317975180271,0.1828359284482346,0.0
2019-12-27,0.12652380214262626,0.3138583902191774,0.3789669048924153,0.18065090274578108,0.0
2020-01-03,0.12652380214262626,0.3138583902191774,0.3789669048924153,0.18065090274578108,0.0
2020-01-10,0.12652380214262626,0.3138583902191774,0.3789669048924153,0.18065090274578108,0.0
2020-01-17,0.12652380214262626,0.3138583902191774,0.3789669048924153,0.18065090274578108,0.0
2020-01-24,0.12652380214262626,0.3138583902191774,0.3789669048924153,0.18065090274578108,0.0
2020-01-31,0.12391452050265324,0.3152916831518878,0.3826100101201544,0.17818378622530456,0.0
2020-02-07,0.12391452050265324,0.3152916831518878,0.3826100101201544,0.17818378622530456,0.0
2020-02-14,0.12391452050265324,0.3152916831518878,0.3826100101201544,0.17818378622530456,0.0
2020-02-21,0.12391452050265324,0.3152916831518878,0.3826100101201544,0.17818378622530456,0.0
2020-02-28,0.09445284158038102,0.23552497393819127,0.3276528048576741,0.1423693796237536,0.19999999999999996
2020-03-06,0.09445284158038102,0.23552497393819127,0.3276528048576741,0.1423693796237536,0.19999999999999996
2020-03-13,0.09445284158038102,0.23552497393819127,0.3276528048576741,0.1423693796237536,0.19999999999999996
2020-03-20,0.09445284158038102,0.23552497393819127,0.3276528048576741,0.1423693796237536,0.19999999999999996
2020-03-27,0.05356536846858933,0.1017235640939873,0.17029584145730223,0.07441522598012112,0.6000000000000001
2020-04-03,0.05356536846858933,0.1017235640939873,0.17029584145730223,0.07441522598012112,0.6000000000000001
2020-04-10,0.05356536846858933,0.1017235640939873,0.17029584145730223,0.07441522598012112,0.6000000000000001
2020-04-17,0.05356536846858933,0.1017235640939873,0.17029584145730223,0.07441522598012112,0.6000000000000001
2020-04-24,0.05725785254037701,0.08847408205619531,0.17417750487438136,0.08009056052904638,0.5999999999999999
2020-05-01,0.05725785254037701,0.08847408205619531,0.17417750487438136,0.08009056052904638,0.5999999999999999
2020-05-08,0.05725785254037701,0.08847408205619531,0.17417750487438136,0.08009056052904638,0.5999999999999999
2020-05-15,0.05725785254037701,0.08847408205619531,0.17417750487438136,0.08009056052904638,0.5999999999999999
2020-05-22,0.05725785254037701,0.08847408205619531,0.17417750487438136,0.08009056052904638,0.5999999999999999
2020-05-29,0.05944139728260514,0.08101143224528382,0.1765065029246288,0.08304066754748227,0.6
2020-06-05,0.05944139728260514,0.08101143224528382,0.1765065029246288,0.08304066754748227,0.6
2020-06-12,0.05944139728260514,0.08101143224528382,0.1765065029246288,0.08304066754748227,0.6
2020-06-19,0.05944139728260514,0.08101143224528382,0.1765065029246288,0.08304066754748227,0.6
2020-06-26,0.060817209777168625,0.07688499794422754,0.17790390175477727,0.08439389052382656,0.6000000000000001
2020-07-03,0.060817209777168625,0.07688499794422754,0.17790390175477727,0.08439389052382656,0.6000000000000001
2020-07-10,0.060817209777168625,0.07688499794422754,0.17790390175477727,0.08439389052382656,0.6000000000000001
2020-07-17,0.060817209777168625,0.07688499794422754,0.17790390175477727,0.08439389052382656,0.6000000000000001
2020-07-24,0.060817209777168625,0.07688499794422754,0.17790390175477727,0.08439389052382656,0.6000000000000001
2020-07-31,0.16674683560339662,0.19354719333533238,0.4133974568677021,0.18630851419356895,0.040000000000000036
2020-08-07,0.16674683560339662,0.19354719333533238,0.4133974568677021,0.18630851419356895,0.040000000000000036
2020-08-14,0.16674683560339662,0.19354719333533238,0.4133974568677021,0.18630851419356895,0.040000000000000036
2020-08-21,0.16674683560339662,0.19354719333533238,0.4133974568677021,0.18630851419356895,0.040000000000000036
2020-08-28,0.1732970098634997,0.19571403032420726,0.3813820598405509,0.16960689997174208,0.08000000000000018
2020-09-04,0.1732970098634997,0.19571403032420726,0.3813820598405509,0.16960689997174208,0.08000000000000018
2020-09-11,0.1732970098634997,0.19571403032420726,0.3813820598405509,0.16960689997174208,0.08000000000000018
2020-09-18,0.1732970098634997,0.19571403032420726,0.3813820598405509,0.16960689997174208,0.08000000000000018
2020-09-25,0.16855239264672378,0.18948946782613588,0.40300378451094643,0.17895435501619397,0.05999999999999994
2020-10-02,0.16855239264672378,0.18948946782613588,0.40300378451094643,0.17895435501619397,0.05999999999999994
2020-10-09,0.16855239264672378,0.18948946782613588,0.40300378451094643,0.17895435501619397,0.05999999999999994
2020-10-16,0.16855239264672378,0.18948946782613588,0.40300378451094643,0.17895435501619397,0.05999999999999994
2020-10-23,0.16855239264672378,0.18948946782613588,0.40300378451094643,0.17895435501619397,0.05999999999999994
2020-10-30,0.16374716316953997,0.18497357250756377,0.41100227070656786,0.1802769936163284,0.06000000000000005
2020-11-06,0.16374716316953997,0.18497357250756377,0.41100227070656786,0.1802769936163284,0.06000000000000005
2020-11-13,0.16374716316953997,0.18497357250756377,0.41100227070656786,0.1802769936163284,0.06000000000000005
2020-11-20,0.16374716316953997,0.18497357250756377,0.41100227070656786,0.1802769936163284,0.06000000000000005
2020-11-27,0.1755195843696153,0.1997219986465116,0.380831324358396,0.16392709262547722,0.07999999999999985
2020-12-04,0.1755195843696153,0.1997219986465116,0.380831324358396,0.16392709262547722,0.07999999999999985
2020-12-11,0.1755195843696153,0.1997219986465116,0.380831324358396,0.16392709262547722,0.07999999999999985
2020-12-18,0.1755195843696153,0.1997219986465116,0.380831324358396,0.16392709262547722,0.07999999999999985
2020-12-25,0.1774904150194658,0.1988948442697642,0.3807302315449699,0.16288450916580022,0.07999999999999985
2021-01-01,0.1774904150194658,0.1988948442697642,0.3807302315449699,0.16288450916580022,0.07999999999999985
2021-01-08,0.1774904150194658,0.1988948442697642,0.3807302315449699,0.16288450916580022,0.07999999999999985
2021-01-15,0.1774904150194658,0.1988948442697642,0.3807302315449699,0.16288450916580022,0.07999999999999985
2021-01-22,0.1774904150194658,0.1988948442697642,0.3807302315449699,0.16288450916580022,0.07999999999999985
2021-01-29,0.1747180263783464,0.1914214574574582,0.4026041854253945,0.17125633073880078,0.060000000000000164
2021-02-05,0.1747180263783464,0.1914214574574582,0.4026041854253945,0.17125633073880078,0.060000000000000164
2021-02-12,0.1747180263783464,0.1914214574574582,0.4026041854253945,0.17125633073880078,0.060000000000000164
2021-02-19,0.1747180263783464,0.1914214574574582,0.4026041854253945,0.17125633073880078,0.060000000000000164
2021-02-26,0.171859948305555,0.18327550812903567,0.4107625112552367,0.17410203231017257,0.06000000000000005
2021-03-05,0.171859948305555,0.18327550812903567,0.4107625112552367,0.17410203231017257,0.06000000000000005
2021-03-12,0.171859948305555,0.18327550812903567,0.4107625112552367,0.17410203231017257,0.06000000000000005
2021-03-19,0.171859948305555,0.18327550812903567,0.4107625112552367,0.17410203231017257,0.06000000000000005
2021-03-26,0.19952130753724098,0.19482637408096662,0.4253056350830118,0.1803466832987806,0.0
2021-04-02,0.19952130753724098,0.19482637408096662,0.4253056350830118,0.1803466832987806,0.0
2021-04-09,0.19952130753724098,0.19482637408096662,0.4253056350830118,0.1803466832987806,0.0
2021-04-16,0.19952130753724098,0.19482637408096662,0.4253056350830118,0.1803466832987806,0.0
2021-04-23,0.19952130753724098,0.19482637408096662,0.4253056350830118,0.1803466832987806,0.0
2021-04-30,0.19897681752844704,0.19492669769933305,0.42532758652396874,0.1807688982482511,0.0
2021-05-07,0.19897681752844704,0.19492669769933305,0.42532758652396874,0.1807688982482511,0.0
2021-05-14,0.19897681752844704,0.19492669769933305,0.42532758652396874,0.1807688982482511,0.0
2021-05-21,0.19897681752844704,0.19492669769933305,0.42532758652396874,0.1807688982482511,0.0
2021-05-28,0.1974037926446352,0.19611683844652636,0.4253465092941276,0.18113285961471087,0.0
2021-06-04,0.1974037926446352,0.19611683844652636,0.4253465092941276,0.18113285961471087,0.0
2021-06-11,0.1974037926446352,0.19611683844652636,0.4253465092941276,0.18113285961471087,0.0
2021-06-18,0.1974037926446352,0.19611683844652636,0.4253465092941276,0.18113285961471087,0.0
2021-06-25,0.19813388053478814,0.1963085950219929,0.42530095020907605,0.18025657423414293,0.0
2021-07-02,0.19813388053478814,0.1963085950219929,0.42530095020907605,0.18025657423414293,0.0
2021-07-09,0.19813388053478814,0.1963085950219929,0.42530095020907605,0.18025657423414293,0.0
2021-07-16,0.19813388053478814,0.1963085950219929,0.42530095020907605,0.18025657423414293,0.0
2021-07-23,0.19813388053478814,0.1963085950219929,0.42530095020907605,0.18025657423414293,0.0
2021-07-30,0.19855189167533058,0.19548109090172686,0.42532118803246927,0.1806458293904733,0.0
2021-08-06,0.19855189167533058,0.19548109090172686,0.42532118803246927,0.1806458293904733,0.0
2021-08-13,0.19855189167533058,0.19548109090172686,0.42532118803246927,0.1806458293904733,0.0
2021-08-20,0.19855189167533058,0.19548109090172686,0.42532118803246927,0.1806458293904733,0.0
2021-08-27,0.19869809726934543,0.19556664913710212,0.4253097338789663,0.18042551971458617,0.0
2021-09-03,0.19869809726934543,0.19556664913710212,0.4253097338789663,0.18042551971458617,0.0
2021-09-10,0.19869809726934543,0.19556664913710212,0.4253097338789663,0.18042551971458617,0.0
