,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4b_top5_smooth_sector_sleeve,cash::BIL
2012-08-03,0.09644259379936182,0.11303960948315649,0.18415499450909256,0.06348810783582881,0.32261604791954734,0.10673639483527417,0.11352225161773882,0.0
2012-08-10,0.09644259379936182,0.11303960948315649,0.18415499450909256,0.06348810783582881,0.32261604791954734,0.10673639483527417,0.11352225161773882,0.0
2012-08-17,0.09644259379936182,0.11303960948315649,0.18415499450909256,0.06348810783582881,0.32261604791954734,0.10673639483527417,0.11352225161773882,0.0
2012-08-24,0.09644259379936182,0.11303960948315649,0.18415499450909256,0.06348810783582881,0.32261604791954734,0.10673639483527417,0.11352225161773882,0.0
2012-08-31,0.09327649013678438,0.1067954398130857,0.18585624762452577,0.04979529438345942,0.33178211852136136,0.11378995919723559,0.11870445032354776,0.0
2012-09-07,0.09327649013678438,0.1067954398130857,0.18585624762452577,0.04979529438345942,0.33178211852136136,0.11378995919723559,0.11870445032354776,0.0
2012-09-14,0.09327649013678438,0.1067954398130857,0.18585624762452577,0.04979529438345942,0.33178211852136136,0.11378995919723559,0.11870445032354776,0.0
2012-09-21,0.09327649013678438,0.1067954398130857,0.18585624762452577,0.04979529438345942,0.33178211852136136,0.11378995919723559,0.11870445032354776,0.0
2012-09-28,0.09131497975445987,0.10586024355932643,0.1837438795393593,0.04676534587774753,0.3314027560808201,0.12117190512357721,0.11974089006470955,0.0
2012-10-05,0.09131497975445987,0.10586024355932643,0.1837438795393593,0.04676534587774753,0.3314027560808201,0.12117190512357721,0.11974089006470955,0.0
2012-10-12,0.09131497975445987,0.10586024355932643,0.1837438795393593,0.04676534587774753,0.3314027560808201,0.12117190512357721,0.11974089006470955,0.0
2012-10-19,0.09131497975445987,0.10586024355932643,0.1837438795393593,0.04676534587774753,0.3314027560808201,0.12117190512357721,0.11974089006470955,0.0
2012-10-26,0.0897466245125888,0.10934116286304613,0.20669721693977122,0.054544043490736244,0.37132688864068697,0.14439588554022875,0.023948178012941905,0.0
2012-11-02,0.0897466245125888,0.10934116286304613,0.20669721693977122,0.054544043490736244,0.37132688864068697,0.14439588554022875,0.023948178012941905,0.0
2012-11-09,0.0897466245125888,0.10934116286304613,0.20669721693977122,0.054544043490736244,0.37132688864068697,0.14439588554022875,0.023948178012941905,0.0
2012-11-16,0.0897466245125888,0.10934116286304613,0.20669721693977122,0.054544043490736244,0.37132688864068697,0.14439588554022875,0.023948178012941905,0.0
2012-11-23,0.0897466245125888,0.10934116286304613,0.20669721693977122,0.054544043490736244,0.37132688864068697,0.14439588554022875,0.023948178012941905,0.0
2012-11-30,0.09079283468531754,0.11200684963766783,0.18393353073883126,0.04887966260692119,0.33085477183070455,0.13274271489796927,0.10078963560258838,0.0
2012-12-07,0.09079283468531754,0.11200684963766783,0.18393353073883126,0.04887966260692119,0.33085477183070455,0.13274271489796927,0.10078963560258838,0.0
2012-12-14,0.09079283468531754,0.11200684963766783,0.18393353073883126,0.04887966260692119,0.33085477183070455,0.13274271489796927,0.10078963560258838,0.0
2012-12-21,0.09079283468531754,0.11200684963766783,0.18393353073883126,0.04887966260692119,0.33085477183070455,0.13274271489796927,0.10078963560258838,0.0
2012-12-28,0.09016094146853104,0.11368655911054179,0.1773266721008962,0.04707377755153313,0.32492881549367353,0.13066530715430666,0.11615792712051767,0.0
2013-01-04,0.09016094146853104,0.11368655911054179,0.1773266721008962,0.04707377755153313,0.32492881549367353,0.13066530715430666,0.11615792712051767,0.0
2013-01-11,0.09016094146853104,0.11368655911054179,0.1773266721008962,0.04707377755153313,0.32492881549367353,0.13066530715430666,0.11615792712051767,0.0
2013-01-18,0.09016094146853104,0.11368655911054179,0.1773266721008962,0.04707377755153313,0.32492881549367353,0.13066530715430666,0.11615792712051767,0.0
2013-01-25,0.08931332370001345,0.11468555752431442,0.1762665576128537,0.04597157496416583,0.3224390829255892,0.1320923178489599,0.11923158542410353,0.0
2013-02-01,0.08931332370001345,0.11468555752431442,0.1762665576128537,0.04597157496416583,0.3224390829255892,0.1320923178489599,0.11923158542410353,0.0
2013-02-08,0.08931332370001345,0.11468555752431442,0.1762665576128537,0.04597157496416583,0.3224390829255892,0.1320923178489599,0.11923158542410353,0.0
2013-02-15,0.08931332370001345,0.11468555752431442,0.1762665576128537,0.04597157496416583,0.3224390829255892,0.1320923178489599,0.11923158542410353,0.0
2013-02-22,0.08904719482147509,0.11621760181923937,0.17958892142530392,0.04504098072476831,0.3171657777526713,0.1330932063717213,0.1198463170848207,0.0
2013-03-01,0.08904719482147509,0.11621760181923937,0.17958892142530392,0.04504098072476831,0.3171657777526713,0.1330932063717213,0.1198463170848207,0.0
2013-03-08,0.08904719482147509,0.11621760181923937,0.17958892142530392,0.04504098072476831,0.3171657777526713,0.1330932063717213,0.1198463170848207,0.0
2013-03-15,0.08904719482147509,0.11621760181923937,0.17958892142530392,0.04504098072476831,0.3171657777526713,0.1330932063717213,0.1198463170848207,0.0
2013-03-22,0.08904719482147509,0.11621760181923937,0.17958892142530392,0.04504098072476831,0.3171657777526713,0.1330932063717213,0.1198463170848207,0.0
2013-03-29,0.08935561579663204,0.11674349589754697,0.1806179312966245,0.04464666900616007,0.31541060289953166,0.13325642168654062,0.11996926341696412,1.1102230246251565e-16
2013-04-05,0.08935561579663204,0.11674349589754697,0.1806179312966245,0.04464666900616007,0.31541060289953166,0.13325642168654062,0.11996926341696412,1.1102230246251565e-16
2013-04-12,0.08935561579663204,0.11674349589754697,0.1806179312966245,0.04464666900616007,0.31541060289953166,0.13325642168654062,0.11996926341696412,1.1102230246251565e-16
2013-04-19,0.08935561579663204,0.11674349589754697,0.1806179312966245,0.04464666900616007,0.31541060289953166,0.13325642168654062,0.11996926341696412,1.1102230246251565e-16
2013-04-26,0.101563212386887,0.12720838469452508,0.1819802402830062,0.08262390045745877,0.268418215500777,0.12008247527499967,0.06811893074536905,0.050004640656977184
2013-05-03,0.101563212386887,0.12720838469452508,0.1819802402830062,0.08262390045745877,0.268418215500777,0.12008247527499967,0.06811893074536905,0.050004640656977184
2013-05-10,0.101563212386887,0.12720838469452508,0.1819802402830062,0.08262390045745877,0.268418215500777,0.12008247527499967,0.06811893074536905,0.050004640656977184
2013-05-17,0.101563212386887,0.12720838469452508,0.1819802402830062,0.08262390045745877,0.268418215500777,0.12008247527499967,0.06811893074536905,0.050004640656977184
2013-05-24,0.101563212386887,0.12720838469452508,0.1819802402830062,0.08262390045745877,0.268418215500777,0.12008247527499967,0.06811893074536905,0.050004640656977184
2013-05-31,0.1166432350503799,0.14447832451292603,0.1839405488126713,0.10226001642002991,0.24808514283362687,0.11357003963270224,0.09102269273766386,0.0
2013-06-07,0.1166432350503799,0.14447832451292603,0.1839405488126713,0.10226001642002991,0.24808514283362687,0.11357003963270224,0.09102269273766386,0.0
2013-06-14,0.1166432350503799,0.14447832451292603,0.1839405488126713,0.10226001642002991,0.24808514283362687,0.11357003963270224,0.09102269273766386,0.0
2013-06-21,0.1166432350503799,0.14447832451292603,0.1839405488126713,0.10226001642002991,0.24808514283362687,0.11357003963270224,0.09102269273766386,0.0
2013-06-28,0.09202024661113771,0.11603969434817696,0.16408225151746103,0.0712197070173899,0.2357964278536017,0.1126161097944537,0.04573967374737697,0.16248588911040207
2013-07-05,0.09202024661113771,0.11603969434817696,0.16408225151746103,0.0712197070173899,0.2357964278536017,0.1126161097944537,0.04573967374737697,0.16248588911040207
2013-07-12,0.09202024661113771,0.11603969434817696,0.16408225151746103,0.0712197070173899,0.2357964278536017,0.1126161097944537,0.04573967374737697,0.16248588911040207
2013-07-19,0.09202024661113771,0.11603969434817696,0.16408225151746103,0.0712197070173899,0.2357964278536017,0.1126161097944537,0.04573967374737697,0.16248588911040207
2013-07-26,0.11734695719930457,0.14173055556718708,0.1779882665420032,0.09983095406062535,0.2375396471581734,0.11707170500010808,0.07812461763575443,0.030367296836843805
2013-08-02,0.11734695719930457,0.14173055556718708,0.1779882665420032,0.09983095406062535,0.2375396471581734,0.11707170500010808,0.07812461763575443,0.030367296836843805
2013-08-09,0.11734695719930457,0.14173055556718708,0.1779882665420032,0.09983095406062535,0.2375396471581734,0.11707170500010808,0.07812461763575443,0.030367296836843805
2013-08-16,0.11734695719930457,0.14173055556718708,0.1779882665420032,0.09983095406062535,0.2375396471581734,0.11707170500010808,0.07812461763575443,0.030367296836843805
2013-08-23,0.11734695719930457,0.14173055556718708,0.1779882665420032,0.09983095406062535,0.2375396471581734,0.11707170500010808,0.07812461763575443,0.030367296836843805
2013-08-30,0.0957639144057957,0.11506147691260601,0.1626344423503608,0.07452264877347102,0.2345203071590656,0.11625150076489076,0.04057556460892414,0.16067014502488597
2013-09-06,0.0957639144057957,0.11506147691260601,0.1626344423503608,0.07452264877347102,0.2345203071590656,0.11625150076489076,0.04057556460892414,0.16067014502488597
2013-09-13,0.0957639144057957,0.11506147691260601,0.1626344423503608,0.07452264877347102,0.2345203071590656,0.11625150076489076,0.04057556460892414,0.16067014502488597
2013-09-20,0.0957639144057957,0.11506147691260601,0.1626344423503608,0.07452264877347102,0.2345203071590656,0.11625150076489076,0.04057556460892414,0.16067014502488597
2013-09-27,0.09204129083491903,0.1100188012105755,0.1673754103724252,0.06746460222092114,0.2523582491251218,0.1250469410521092,0.02432504896279123,0.16136965622113686
2013-10-04,0.09204129083491903,0.1100188012105755,0.1673754103724252,0.06746460222092114,0.2523582491251218,0.1250469410521092,0.02432504896279123,0.16136965622113686
2013-10-11,0.09204129083491903,0.1100188012105755,0.1673754103724252,0.06746460222092114,0.2523582491251218,0.1250469410521092,0.02432504896279123,0.16136965622113686
2013-10-18,0.09204129083491903,0.1100188012105755,0.1673754103724252,0.06746460222092114,0.2523582491251218,0.1250469410521092,0.02432504896279123,0.16136965622113686
2013-10-25,0.11716921044901277,0.13499951340894606,0.17847805584405962,0.09875409496715352,0.2485415949089956,0.12420446496061248,0.06294151153057777,0.03491155393064216
2013-11-01,0.11716921044901277,0.13499951340894606,0.17847805584405962,0.09875409496715352,0.2485415949089956,0.12420446496061248,0.06294151153057777,0.03491155393064216
2013-11-08,0.11716921044901277,0.13499951340894606,0.17847805584405962,0.09875409496715352,0.2485415949089956,0.12420446496061248,0.06294151153057777,0.03491155393064216
2013-11-15,0.11716921044901277,0.13499951340894606,0.17847805584405962,0.09875409496715352,0.2485415949089956,0.12420446496061248,0.06294151153057777,0.03491155393064216
2013-11-22,0.11716921044901277,0.13499951340894606,0.17847805584405962,0.09875409496715352,0.2485415949089956,0.12420446496061248,0.06294151153057777,0.03491155393064216
2013-11-29,0.12450392563937018,0.14068670889064017,0.17017269063319387,0.11192353914741215,0.2240528571345189,0.11290731781264081,0.08416294093570784,0.0315900198065161
2013-12-06,0.12450392563937018,0.14068670889064017,0.17017269063319387,0.11192353914741215,0.2240528571345189,0.11290731781264081,0.08416294093570784,0.0315900198065161
2013-12-13,0.12450392563937018,0.14068670889064017,0.17017269063319387,0.11192353914741215,0.2240528571345189,0.11290731781264081,0.08416294093570784,0.0315900198065161
2013-12-20,0.12450392563937018,0.14068670889064017,0.17017269063319387,0.11192353914741215,0.2240528571345189,0.11290731781264081,0.08416294093570784,0.0315900198065161
2013-12-27,0.12864086139011705,0.14276609337052507,0.16375797401637707,0.11898460216412514,0.20927510159416704,0.10379308522444805,0.09619494114308895,0.03658734109715167
2014-01-03,0.12864086139011705,0.14276609337052507,0.16375797401637707,0.11898460216412514,0.20927510159416704,0.10379308522444805,0.09619494114308895,0.03658734109715167
2014-01-10,0.12864086139011705,0.14276609337052507,0.16375797401637707,0.11898460216412514,0.20927510159416704,0.10379308522444805,0.09619494114308895,0.03658734109715167
2014-01-17,0.12864086139011705,0.14276609337052507,0.16375797401637707,0.11898460216412514,0.20927510159416704,0.10379308522444805,0.09619494114308895,0.03658734109715167
2014-01-24,0.12864086139011705,0.14276609337052507,0.16375797401637707,0.11898460216412514,0.20927510159416704,0.10379308522444805,0.09619494114308895,0.03658734109715167
2014-01-31,0.13071228285623612,0.14452966690667485,0.17179481562769844,0.13404936358738082,0.21578078814073876,0.10549585531456615,0.057299930675409845,0.04033729689129506
2014-02-07,0.13071228285623612,0.14452966690667485,0.17179481562769844,0.13404936358738082,0.21578078814073876,0.10549585531456615,0.057299930675409845,0.04033729689129506
2014-02-14,0.13071228285623612,0.14452966690667485,0.17179481562769844,0.13404936358738082,0.21578078814073876,0.10549585531456615,0.057299930675409845,0.04033729689129506
2014-02-21,0.13071228285623612,0.14452966690667485,0.17179481562769844,0.13404936358738082,0.21578078814073876,0.10549585531456615,0.057299930675409845,0.04033729689129506
2014-02-28,0.13100584209956434,0.14518477910990932,0.16193012637217374,0.13116607845402412,0.2027784893235987,0.09808143903091686,0.07924819644117746,0.05060504916863551
2014-03-07,0.13100584209956434,0.14518477910990932,0.16193012637217374,0.13116607845402412,0.2027784893235987,0.09808143903091686,0.07924819644117746,0.05060504916863551
2014-03-14,0.13100584209956434,0.14518477910990932,0.16193012637217374,0.13116607845402412,0.2027784893235987,0.09808143903091686,0.07924819644117746,0.05060504916863551
2014-03-21,0.13100584209956434,0.14518477910990932,0.16193012637217374,0.13116607845402412,0.2027784893235987,0.09808143903091686,0.07924819644117746,0.05060504916863551
2014-03-28,0.13242261338519762,0.14803765369847546,0.16989759960515663,0.14169143819255056,0.21202884277171247,0.10289453669869511,0.047626271698082874,0.04540104395012934
2014-04-04,0.13242261338519762,0.14803765369847546,0.16989759960515663,0.14169143819255056,0.21202884277171247,0.10289453669869511,0.047626271698082874,0.04540104395012934
2014-04-11,0.13242261338519762,0.14803765369847546,0.16989759960515663,0.14169143819255056,0.21202884277171247,0.10289453669869511,0.047626271698082874,0.04540104395012934
2014-04-18,0.13242261338519762,0.14803765369847546,0.16989759960515663,0.14169143819255056,0.21202884277171247,0.10289453669869511,0.047626271698082874,0.04540104395012934
2014-04-25,0.12400398486968381,0.14539834811042793,0.16224988617957647,0.15943714862244832,0.24273077704553853,0.11846090307612646,0.019327485863442566,0.028391466232756013
2014-05-02,0.12400398486968381,0.14539834811042793,0.16224988617957647,0.15943714862244832,0.24273077704553853,0.11846090307612646,0.019327485863442566,0.028391466232756013
2014-05-09,0.12400398486968381,0.14539834811042793,0.16224988617957647,0.15943714862244832,0.24273077704553853,0.11846090307612646,0.019327485863442566,0.028391466232756013
2014-05-16,0.12400398486968381,0.14539834811042793,0.16224988617957647,0.15943714862244832,0.24273077704553853,0.11846090307612646,0.019327485863442566,0.028391466232756013
2014-05-23,0.12400398486968381,0.14539834811042793,0.16224988617957647,0.15943714862244832,0.24273077704553853,0.11846090307612646,0.019327485863442566,0.028391466232756013
2014-05-30,0.03984960867415814,0.19613942654370173,0.08574131173170603,0.25259658112813665,0.18550383540655274,0.08690562828880433,0.09336387525969927,0.05989973296724105
2014-06-06,0.03984960867415814,0.19613942654370173,0.08574131173170603,0.25259658112813665,0.18550383540655274,0.08690562828880433,0.09336387525969927,0.05989973296724105
2014-06-13,0.03984960867415814,0.19613942654370173,0.08574131173170603,0.25259658112813665,0.18550383540655274,0.08690562828880433,0.09336387525969927,0.05989973296724105
2014-06-20,0.03984960867415814,0.19613942654370173,0.08574131173170603,0.25259658112813665,0.18550383540655274,0.08690562828880433,0.09336387525969927,0.05989973296724105
2014-06-27,0.09476497943360904,0.14531199688149143,0.1466702591952362,0.09888010054933451,0.2648225279996866,0.13368760030827112,0.1158625356323712,0.0
2014-07-04,0.09476497943360904,0.14531199688149143,0.1466702591952362,0.09888010054933451,0.2648225279996866,0.13368760030827112,0.1158625356323712,0.0
2014-07-11,0.09476497943360904,0.14531199688149143,0.1466702591952362,0.09888010054933451,0.2648225279996866,0.13368760030827112,0.1158625356323712,0.0
2014-07-18,0.09476497943360904,0.14531199688149143,0.1466702591952362,0.09888010054933451,0.2648225279996866,0.13368760030827112,0.1158625356323712,0.0
2014-07-25,0.10352331327514107,0.14368136371519366,0.14715074525178456,0.11045661027906076,0.1891714138482305,0.18684404650411532,0.11917250712647423,0.0
2014-08-01,0.10352331327514107,0.14368136371519366,0.14715074525178456,0.11045661027906076,0.1891714138482305,0.18684404650411532,0.11917250712647423,0.0
2014-08-08,0.10352331327514107,0.14368136371519366,0.14715074525178456,0.11045661027906076,0.1891714138482305,0.18684404650411532,0.11917250712647423,0.0
2014-08-15,0.10352331327514107,0.14368136371519366,0.14715074525178456,0.11045661027906076,0.1891714138482305,0.18684404650411532,0.11917250712647423,0.0
2014-08-22,0.10352331327514107,0.14368136371519366,0.14715074525178456,0.11045661027906076,0.1891714138482305,0.18684404650411532,0.11917250712647423,0.0
2014-08-29,0.102286339649743,0.1334915676152214,0.14285682272751024,0.06788397565557379,0.27246301791727706,0.16118377500937972,0.11983450142529484,0.0
2014-09-05,0.102286339649743,0.1334915676152214,0.14285682272751024,0.06788397565557379,0.27246301791727706,0.16118377500937972,0.11983450142529484,0.0
2014-09-12,0.102286339649743,0.1334915676152214,0.14285682272751024,0.06788397565557379,0.27246301791727706,0.16118377500937972,0.11983450142529484,0.0
2014-09-19,0.102286339649743,0.1334915676152214,0.14285682272751024,0.06788397565557379,0.27246301791727706,0.16118377500937972,0.11983450142529484,0.0
2014-09-26,0.10648219796552996,0.1219514610785655,0.16441537249642726,0.06585852485520806,0.31338317471745397,0.1560085680316384,0.0719007008551769,0.0
2014-10-03,0.10648219796552996,0.1219514610785655,0.16441537249642726,0.06585852485520806,0.31338317471745397,0.1560085680316384,0.0719007008551769,0.0
2014-10-10,0.10648219796552996,0.1219514610785655,0.16441537249642726,0.06585852485520806,0.31338317471745397,0.1560085680316384,0.0719007008551769,0.0
2014-10-17,0.10648219796552996,0.1219514610785655,0.16441537249642726,0.06585852485520806,0.31338317471745397,0.1560085680316384,0.0719007008551769,0.0
2014-10-24,0.10648219796552996,0.1219514610785655,0.16441537249642726,0.06585852485520806,0.31338317471745397,0.1560085680316384,0.0719007008551769,0.0
2014-10-31,0.1217521725330484,0.12261805285622207,0.16833902761170483,0.12915573229408106,0.30290754733847797,0.12351777740510862,0.028663781589707275,0.0030459083716498636
2014-11-07,0.1217521725330484,0.12261805285622207,0.16833902761170483,0.12915573229408106,0.30290754733847797,0.12351777740510862,0.028663781589707275,0.0030459083716498636
2014-11-14,0.1217521725330484,0.12261805285622207,0.16833902761170483,0.12915573229408106,0.30290754733847797,0.12351777740510862,0.028663781589707275,0.0030459083716498636
2014-11-21,0.1217521725330484,0.12261805285622207,0.16833902761170483,0.12915573229408106,0.30290754733847797,0.12351777740510862,0.028663781589707275,0.0030459083716498636
2014-11-28,0.1286137509551247,0.12341563688910837,0.1608703033384306,0.13460587076960392,0.26516446162289053,0.09869813026632708,0.06349268920403156,0.02513915695448321
2014-12-05,0.1286137509551247,0.12341563688910837,0.1608703033384306,0.13460587076960392,0.26516446162289053,0.09869813026632708,0.06349268920403156,0.02513915695448321
2014-12-12,0.1286137509551247,0.12341563688910837,0.1608703033384306,0.13460587076960392,0.26516446162289053,0.09869813026632708,0.06349268920403156,0.02513915695448321
2014-12-19,0.1286137509551247,0.12341563688910837,0.1608703033384306,0.13460587076960392,0.26516446162289053,0.09869813026632708,0.06349268920403156,0.02513915695448321
2014-12-26,0.09920827881753064,0.09102591775376231,0.14053398731695543,0.09619745863509305,0.27400644812226904,0.10414586473950564,0.03274188825723836,0.16214015635764556
2015-01-02,0.09920827881753064,0.09102591775376231,0.14053398731695543,0.09619745863509305,0.27400644812226904,0.10414586473950564,0.03274188825723836,0.16214015635764556
2015-01-09,0.09920827881753064,0.09102591775376231,0.14053398731695543,0.09619745863509305,0.27400644812226904,0.10414586473950564,0.03274188825723836,0.16214015635764556
2015-01-16,0.09920827881753064,0.09102591775376231,0.14053398731695543,0.09619745863509305,0.27400644812226904,0.10414586473950564,0.03274188825723836,0.16214015635764556
2015-01-23,0.09920827881753064,0.09102591775376231,0.14053398731695543,0.09619745863509305,0.27400644812226904,0.10414586473950564,0.03274188825723836,0.16214015635764556
2015-01-30,0.12361765740767867,0.11641171919156217,0.1643643748721111,0.15944255636134305,0.30091052229691634,0.11962196925578365,0.01563120061460515,0.0
2015-02-06,0.12361765740767867,0.11641171919156217,0.1643643748721111,0.15944255636134305,0.30091052229691634,0.11962196925578365,0.01563120061460515,0.0
2015-02-13,0.12361765740767867,0.11641171919156217,0.1643643748721111,0.15944255636134305,0.30091052229691634,0.11962196925578365,0.01563120061460515,0.0
2015-02-20,0.12361765740767867,0.11641171919156217,0.1643643748721111,0.15944255636134305,0.30091052229691634,0.11962196925578365,0.01563120061460515,0.0
2015-02-27,0.03954852602153196,0.1842172210976852,0.0872404316465929,0.2625965778368936,0.20069860706083642,0.08558258720059081,0.09411790417455199,0.045998144961317045
2015-03-06,0.03954852602153196,0.1842172210976852,0.0872404316465929,0.2625965778368936,0.20069860706083642,0.08558258720059081,0.09411790417455199,0.045998144961317045
2015-03-13,0.03954852602153196,0.1842172210976852,0.0872404316465929,0.2625965778368936,0.20069860706083642,0.08558258720059081,0.09411790417455199,0.045998144961317045
2015-03-20,0.03954852602153196,0.1842172210976852,0.0872404316465929,0.2625965778368936,0.20069860706083642,0.08558258720059081,0.09411790417455199,0.045998144961317045
2015-03-27,0.08212156172396012,0.16389897046112492,0.11580585527676376,0.21703851223689705,0.2022879425232142,0.08566740439441305,0.10383429841771574,0.029345454965911233
2015-04-03,0.08212156172396012,0.16389897046112492,0.11580585527676376,0.21703851223689705,0.2022879425232142,0.08566740439441305,0.10383429841771574,0.029345454965911233
2015-04-10,0.08212156172396012,0.16389897046112492,0.11580585527676376,0.21703851223689705,0.2022879425232142,0.08566740439441305,0.10383429841771574,0.029345454965911233
2015-04-17,0.08212156172396012,0.16389897046112492,0.11580585527676376,0.21703851223689705,0.2022879425232142,0.08566740439441305,0.10383429841771574,0.029345454965911233
2015-04-24,0.1079793168978137,0.13802112639824396,0.14143116156459837,0.19888700679355717,0.2452465243261438,0.10584962112477533,0.04181320831558297,0.02077203457928467
2015-05-01,0.1079793168978137,0.13802112639824396,0.14143116156459837,0.19888700679355717,0.2452465243261438,0.10584962112477533,0.04181320831558297,0.02077203457928467
2015-05-08,0.1079793168978137,0.13802112639824396,0.14143116156459837,0.19888700679355717,0.2452465243261438,0.10584962112477533,0.04181320831558297,0.02077203457928467
2015-05-15,0.1079793168978137,0.13802112639824396,0.14143116156459837,0.19888700679355717,0.2452465243261438,0.10584962112477533,0.04181320831558297,0.02077203457928467
2015-05-22,0.1079793168978137,0.13802112639824396,0.14143116156459837,0.19888700679355717,0.2452465243261438,0.10584962112477533,0.04181320831558297,0.02077203457928467
2015-05-29,0.11726203740553019,0.13398702894110592,0.15015524661228044,0.1780740632188436,0.2280409252721799,0.09580198630778868,0.07164641235338971,0.02503229988888156
2015-06-05,0.11726203740553019,0.13398702894110592,0.15015524661228044,0.1780740632188436,0.2280409252721799,0.09580198630778868,0.07164641235338971,0.02503229988888156
2015-06-12,0.11726203740553019,0.13398702894110592,0.15015524661228044,0.1780740632188436,0.2280409252721799,0.09580198630778868,0.07164641235338971,0.02503229988888156
2015-06-19,0.11726203740553019,0.13398702894110592,0.15015524661228044,0.1780740632188436,0.2280409252721799,0.09580198630778868,0.07164641235338971,0.02503229988888156
2015-06-26,0.09410452504004982,0.10130213551530955,0.1504893628727246,0.12446445576445996,0.23155884892403425,0.0971319381431614,0.03685647689581202,0.1640922568444484
2015-07-03,0.09410452504004982,0.10130213551530955,0.1504893628727246,0.12446445576445996,0.23155884892403425,0.0971319381431614,0.03685647689581202,0.1640922568444484
2015-07-10,0.09410452504004982,0.10130213551530955,0.1504893628727246,0.12446445576445996,0.23155884892403425,0.0971319381431614,0.03685647689581202,0.1640922568444484
2015-07-17,0.09410452504004982,0.10130213551530955,0.1504893628727246,0.12446445576445996,0.23155884892403425,0.0971319381431614,0.03685647689581202,0.1640922568444484
2015-07-24,0.09410452504004982,0.10130213551530955,0.1504893628727246,0.12446445576445996,0.23155884892403425,0.0971319381431614,0.03685647689581202,0.1640922568444484
2015-07-31,0.08990105911212654,0.09790238221069199,0.14797251589541008,0.10484446136714903,0.2585491698817726,0.10677500382555893,0.021900591646624955,0.17215481606066585
2015-08-07,0.08990105911212654,0.09790238221069199,0.14797251589541008,0.10484446136714903,0.2585491698817726,0.10677500382555893,0.021900591646624955,0.17215481606066585
2015-08-14,0.08990105911212654,0.09790238221069199,0.14797251589541008,0.10484446136714903,0.2585491698817726,0.10677500382555893,0.021900591646624955,0.17215481606066585
2015-08-21,0.08990105911212654,0.09790238221069199,0.14797251589541008,0.10484446136714903,0.2585491698817726,0.10677500382555893,0.021900591646624955,0.17215481606066585
2015-08-28,0.043458084282253256,0.0413112368307272,0.07422745177377865,0.04197683827272726,0.13862955056760662,0.05404765354952867,0.006349184723378385,0.6
2015-09-04,0.043458084282253256,0.0413112368307272,0.07422745177377865,0.04197683827272726,0.13862955056760662,0.05404765354952867,0.006349184723378385,0.6
2015-09-11,0.043458084282253256,0.0413112368307272,0.07422745177377865,0.04197683827272726,0.13862955056760662,0.05404765354952867,0.006349184723378385,0.6
2015-09-18,0.043458084282253256,0.0413112368307272,0.07422745177377865,0.04197683827272726,0.13862955056760662,0.05404765354952867,0.006349184723378385,0.6
2015-09-25,0.04364767341887232,0.037935029704724565,0.07600683763058402,0.037408245187782144,0.14494299731202612,0.05624970591198382,0.0038095108340270296,0.6000000000000001
2015-10-02,0.04364767341887232,0.037935029704724565,0.07600683763058402,0.037408245187782144,0.14494299731202612,0.05624970591198382,0.0038095108340270296,0.6000000000000001
2015-10-09,0.04364767341887232,0.037935029704724565,0.07600683763058402,0.037408245187782144,0.14494299731202612,0.05624970591198382,0.0038095108340270296,0.6000000000000001
2015-10-16,0.04364767341887232,0.037935029704724565,0.07600683763058402,0.037408245187782144,0.14494299731202612,0.05624970591198382,0.0038095108340270296,0.6000000000000001
2015-10-23,0.04364767341887232,0.037935029704724565,0.07600683763058402,0.037408245187782144,0.14494299731202612,0.05624970591198382,0.0038095108340270296,0.6000000000000001
2015-10-30,0.09417789166911832,0.07673922472942948,0.16396424470662957,0.07331986050747151,0.29504246676828455,0.11708319372494615,0.004714506160683259,0.17495861173343719
2015-11-06,0.09417789166911832,0.07673922472942948,0.16396424470662957,0.07331986050747151,0.29504246676828455,0.11708319372494615,0.004714506160683259,0.17495861173343719
2015-11-13,0.09417789166911832,0.07673922472942948,0.16396424470662957,0.07331986050747151,0.29504246676828455,0.11708319372494615,0.004714506160683259,0.17495861173343719
2015-11-20,0.09417789166911832,0.07673922472942948,0.16396424470662957,0.07331986050747151,0.29504246676828455,0.11708319372494615,0.004714506160683259,0.17495861173343719
2015-11-27,0.0978249443010521,0.07710083026615358,0.17185475032524228,0.07105434653722799,0.29709564732758054,0.11651964046053968,0.0028604838904785278,0.16568935689172537
2015-12-04,0.0978249443010521,0.07710083026615358,0.17185475032524228,0.07105434653722799,0.29709564732758054,0.11651964046053968,0.0028604838904785278,0.16568935689172537
2015-12-11,0.0978249443010521,0.07710083026615358,0.17185475032524228,0.07105434653722799,0.29709564732758054,0.11651964046053968,0.0028604838904785278,0.16568935689172537
2015-12-18,0.0978249443010521,0.07710083026615358,0.17185475032524228,0.07105434653722799,0.29709564732758054,0.11651964046053968,0.0028604838904785278,0.16568935689172537
2015-12-25,0.04500858677699144,0.03488663517318963,0.07861718446431197,0.0343130364738248,0.14745817112791898,0.058893531643613384,0.0008228543401498385,0.5999999999999999
2016-01-01,0.04500858677699144,0.03488663517318963,0.07861718446431197,0.0343130364738248,0.14745817112791898,0.058893531643613384,0.0008228543401498385,0.5999999999999999
