register,cik10,company_name,sec_terminal_date,terminal_reason,weekly_observations_after,distinct_values_after,last_observation,probable_successor_continuation,continuation_kind,safe_to_treat_as_continuing
sec_broad_terminal_membership_v2,0000059440,VECTOR GROUP LTD,2024-10-07,completion_8k,95,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001524931,"CHUY'S HOLDINGS, INC.",2024-10-11,completion_8k,94,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001496963,"SQUARESPACE, INC.",2024-10-17,completion_8k,94,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000061398,TELLURIAN INC. /DE/,2024-10-21,form25_plus_form15_no_later_periodic,93,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001816233,"SHARECARE, INC.",2024-10-22,completion_8k,93,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001668673,"PETIQ, INC.",2024-10-25,completion_8k,92,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001645070,STERLING CHECK CORP.,2024-10-31,completion_8k,92,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000350868,"ITERIS, INC.",2024-11-01,completion_8k,91,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000861878,STERICYCLE INC,2024-11-04,completion_8k,91,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000884713,PRIMO WATER CORP /CN/,2024-11-12,form25_plus_form15_no_later_periodic,90,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001841804,"INSTRUCTURE HOLDINGS, INC.",2024-11-13,completion_8k,90,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001866550,"THOUGHTWORKS HOLDING, INC.",2024-11-13,completion_8k,90,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001603756,"AXONICS, INC.",2024-11-15,completion_8k,89,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000858655,HAYNES INTERNATIONAL INC,2024-11-21,completion_8k,89,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000101778,MARATHON OIL CORP,2024-11-22,completion_8k,88,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001305168,"ARC DOCUMENT SOLUTIONS, INC.",2024-11-22,completion_8k,88,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001337619,"ENVESTNET, INC.",2024-11-25,completion_8k,88,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001616318,VISTA OUTDOOR INC.,2024-11-27,completion_8k,88,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001293282,TECHTARGET INC,2024-12-03,completion_8k,89,88,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001835591,VIZIO HOLDING CORP.,2024-12-03,completion_8k,87,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001596783,"CATALENT, INC.",2024-12-18,completion_8k,85,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001634997,"AVANGRID, INC.",2024-12-23,completion_8k,84,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001835256,"DUCKHORN PORTFOLIO, INC.",2024-12-26,completion_8k,84,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001304421,"CONSOLIDATED COMMUNICATIONS HOLDINGS, INC.",2024-12-27,completion_8k,83,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001564618,"INDEPENDENT BANK GROUP, INC.",2025-01-02,completion_8k,83,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001302028,"MANITEX INTERNATIONAL, INC.",2025-01-03,completion_8k,82,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001661460,"POSEIDA THERAPEUTICS, INC.",2025-01-08,completion_8k,82,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001037676,"ARCH RESOURCES, INC.",2025-01-15,completion_8k,81,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001620179,"EXELA TECHNOLOGIES, INC.",2025-01-17,form25_plus_form15_no_later_periodic,82,62,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001366561,SMARTSHEET INC,2025-01-22,completion_8k,80,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000931584,UNIVERSAL STAINLESS & ALLOY PRODUCTS INC,2025-01-23,completion_8k,80,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000009984,BARNES GROUP INC,2025-01-27,completion_8k,81,81,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001592000,"ENLINK MIDSTREAM, LLC",2025-01-31,completion_8k,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000920112,HEARTLAND FINANCIAL USA INC,2025-02-03,completion_8k,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001468666,SECUREWORKS CORP,2025-02-03,completion_8k,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000002178,"ADAMS RESOURCES & ENERGY, INC.",2025-02-05,form25_plus_form15_no_later_periodic,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000704562,"AVID BIOSERVICES, INC.",2025-02-05,completion_8k,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001313275,BRIGHTCOVE INC,2025-02-05,form25_plus_form15_no_later_periodic,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001479290,"REVANCE THERAPEUTICS, INC.",2025-02-06,completion_8k,78,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001621563,"SUMMIT MATERIALS, INC.",2025-02-11,form25_plus_form15_no_later_periodic,77,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001407623,RETAIL OPPORTUNITY INVESTMENTS CORP,2025-02-12,completion_8k,77,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001423774,ZUORA INC,2025-02-14,completion_8k,76,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001531048,"INARI MEDICAL, INC.",2025-02-19,completion_8k,76,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001731289,NIKOLA CORP,2025-02-19,bankruptcy_equity_termination,76,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001720671,"HASHICORP, INC.",2025-02-27,completion_8k,75,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000808326,EMCORE CORP,2025-02-28,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001138639,INFINERA CORP,2025-02-28,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001819394,"MATTERPORT, INC./DE",2025-02-28,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000946647,PREMIER FINANCIAL CORP,2025-03-03,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001458412,"CROSSFIRST BANKSHARES, INC.",2025-03-03,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001977303,ARCADIUM LITHIUM PLC,2025-03-06,completion_8k,74,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001897982,"ASPEN TECHNOLOGY, INC.",2025-03-12,completion_8k,73,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001162461,CUTERA INC,2025-03-20,form25_plus_form15_no_later_periodic,72,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001766363,"ENDEAVOR GROUP HOLDINGS, INC.",2025-03-24,completion_8k,71,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001830210,"BENSON HILL, INC.",2025-03-25,bankruptcy_equity_termination,71,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001701732,ALTAIR ENGINEERING INC.,2025-03-28,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001001902,INTEVAC INC,2025-03-31,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000807707,VOXX INTERNATIONAL CORP,2025-04-01,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000824410,SANDY SPRING BANCORP INC,2025-04-01,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001527508,PACTIV EVERGREEN INC.,2025-04-01,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001680379,"STERLING BANCORP, INC.",2025-04-01,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001567514,"INTRA-CELLULAR THERAPIES, INC.",2025-04-02,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001754820,"DESKTOP METAL, INC.",2025-04-02,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001444380,NEVRO CORP,2025-04-03,completion_8k,70,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC",2025-04-04,completion_8k,69,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000947559,FIRST BANCSHARES INC /MS/,2025-04-07,completion_8k,69,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001481646,"ACCOLADE, INC.",2025-04-08,completion_8k,69,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000894081,"AIR TRANSPORT SERVICES GROUP, INC.",2025-04-11,completion_8k,68,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001839439,"PAYCOR HCM, INC.",2025-04-14,completion_8k,68,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001828723,"ALTUS POWER, INC.",2025-04-16,completion_8k,68,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000891024,"PATTERSON COMPANIES, INC.",2025-04-17,completion_8k,68,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001807846,MONEYLION INC.,2025-04-17,completion_8k,68,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001452857,STEEL PARTNERS HOLDINGS L.P.,2025-04-21,form25_plus_form15_no_later_periodic,67,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001531978,"PARAGON 28, INC.",2025-04-21,completion_8k,67,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001868912,"ENFUSION, INC.",2025-04-21,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001124941,BEACON ROOFING SUPPLY INC,2025-04-29,completion_8k,66,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",2025-04-29,completion_8k,66,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001378992,"BERRY GLOBAL GROUP, INC.",2025-04-30,completion_8k,66,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001874944,"VACASA, INC.",2025-05-01,completion_8k,66,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000842518,EVANS BANCORP INC,2025-05-05,completion_8k,65,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0002006191,LIONSGATE STUDIOS CORP.,2025-05-07,completion_8k,67,66,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001860782,"2SEVENTY BIO, INC.",2025-05-13,completion_8k,64,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001564824,ALLAKOS INC.,2025-05-15,completion_8k,64,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001393612,DISCOVER FINANCIAL SERVICES,2025-05-19,completion_8k,63,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001828811,LI-CYCLE HOLDINGS CORP.,2025-05-19,bankruptcy_equity_termination,63,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000072333,NORDSTROM INC,2025-05-21,form25_plus_form15_no_later_periodic,63,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001412100,"MAIDEN HOLDINGS, LTD.",2025-05-28,form25_plus_form15_no_later_periodic,62,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000740663,FIRST OF LONG ISLAND CORP,2025-06-02,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001293971,"BLUEBIRD BIO, INC.",2025-06-02,completion_8k,61,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001339605,"H&E EQUIPMENT SERVICES, INC.",2025-06-02,completion_8k,61,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001692412,PLAYA HOTELS & RESORTS N.V.,2025-06-17,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001163302,UNITED STATES STEEL CORP,2025-06-18,completion_8k,59,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001741830,"KRONOS BIO, INC.",2025-06-20,completion_8k,58,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001721386,LANDSEA HOMES CORP,2025-06-25,completion_8k,58,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000743238,"SHYFT GROUP, INC.",2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001018399,ENTERPRISE BANCORP INC /MA/,2025-07-01,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001318568,EVERI HOLDINGS INC.,2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001382821,REDFIN CORP,2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001593548,"PLAYAGS, INC.",2025-07-01,form25_plus_form15_no_later_periodic,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001689731,"SOUTHERN STATES BANCSHARES, INC.",2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001773427,"SPRINGWORKS THERAPEUTICS, INC.",2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001782754,AZEK CO INC.,2025-07-01,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001043604,JUNIPER NETWORKS INC,2025-07-02,completion_8k,57,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001363829,ENSTAR GROUP LTD,2025-07-14,form25_plus_form15_no_later_periodic,55,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001723089,CHAMPIONX CORP,2025-07-16,completion_8k,55,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001013462,ANSYS INC,2025-07-17,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000004447,HESS CORP,2025-07-18,completion_8k,54,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001597264,BLUEPRINT MEDICINES CORP,2025-07-18,completion_8k,54,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000917491,FARO TECHNOLOGIES INC,2025-07-21,completion_8k,54,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001021162,TRIUMPH GROUP INC,2025-07-25,form25_plus_form15_no_later_periodic,53,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001840574,"VERVE THERAPEUTICS, INC.",2025-07-25,completion_8k,53,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001597553,"SAGE THERAPEUTICS, INC.",2025-07-31,completion_8k,53,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001620280,UNITI GROUP INC.,2025-08-01,completion_8k,54,52,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001532961,"NV5 GLOBAL, INC.",2025-08-04,completion_8k,52,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001800347,"E2OPEN PARENT HOLDINGS, INC.",2025-08-04,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000813828,PARAMOUNT GLOBAL,2025-08-07,completion_8k,52,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000896262,AMEDISYS INC,2025-08-14,completion_8k,51,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000316253,ENZO BIOCHEM INC,2025-08-20,completion_8k,50,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001799208,"DUN & BRADSTREET HOLDINGS, INC.",2025-08-26,completion_8k,49,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001618921,"WALGREENS BOOTS ALLIANCE, INC.",2025-08-28,completion_8k,49,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001808865,"ITEOS THERAPEUTICS, INC.",2025-08-29,completion_8k,48,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001028918,PACIFIC PREMIER BANCORP INC,2025-09-02,completion_8k,48,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001854401,BRIDGE INVESTMENT GROUP HOLDINGS INC.,2025-09-02,completion_8k,48,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001728205,PIEDMONT LITHIUM INC.,2025-09-03,completion_8k,48,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001600438,GMS INC.,2025-09-04,completion_8k,48,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000850209,"FOOT LOCKER, INC.",2025-09-08,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001065837,SKECHERS USA INC,2025-09-12,completion_8k,46,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001431695,OLO INC.,2025-09-12,completion_8k,46,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001722964,"Y-MABS THERAPEUTICS, INC.",2025-09-16,completion_8k,46,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000877422,SPARTANNASH CO,2025-09-22,completion_8k,45,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001845022,"COUCHBASE, INC.",2025-09-24,completion_8k,45,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000933136,MR. COOPER GROUP INC.,2025-10-01,completion_8k,44,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001058867,GUARANTY BANCSHARES INC /TX/,2025-10-01,completion_8k,44,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001156388,BIG 5 SPORTING GOODS CORP,2025-10-02,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001657312,VERONA PHARMA PLC,2025-10-07,completion_8k,43,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001633932,ESSA PHARMA INC.,2025-10-09,completion_8k,43,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001858257,"AVIDXCHANGE HOLDINGS, INC.",2025-10-15,completion_8k,42,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001865187,"ARIS WATER SOLUTIONS, INC.",2025-10-15,completion_8k,44,44,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001501570,"VERITEX HOLDINGS, INC.",2025-10-20,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001876588,ZIMVIE INC.,2025-10-20,completion_8k,41,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001550695,PERFORMANT HEALTHCARE INC,2025-10-21,completion_8k,41,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001195734,POTBELLY CORP,2025-10-23,completion_8k,41,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001834494,"MERIDIANLINK, INC.",2025-10-24,completion_8k,40,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001769617,"HARBORONE BANCORP, INC.",2025-10-28,form25_plus_form15_no_later_periodic,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001785173,"89BIO, INC.",2025-10-30,completion_8k,40,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001439095,MRC GLOBAL INC.,2025-11-06,completion_8k,39,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001819395,SONDER HOLDINGS INC.,2025-11-14,bankruptcy_equity_termination,37,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001868778,INFORMATICA INC.,2025-11-18,completion_8k,37,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000924717,SURMODICS INC,2025-11-19,completion_8k,37,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001837686,"VIMEO, INC.",2025-11-24,completion_8k,36,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001166388,VERINT SYSTEMS INC,2025-11-26,completion_8k,36,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000051644,"INTERPUBLIC GROUP OF COMPANIES, INC.",2025-11-28,form25_plus_form15_no_later_periodic,35,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001821160,GUILD HOLDINGS CO,2025-11-28,completion_8k,35,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001359841,HANESBRANDS INC.,2025-12-01,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001721741,"LAZYDAYS HOLDINGS, INC.",2025-12-01,bankruptcy_equity_termination,35,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001364885,"SPIRIT AEROSYSTEMS HOLDINGS, INC.",2025-12-08,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001392972,"PROS HOLDINGS, INC.",2025-12-09,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001501756,"ADVERUM BIOTECHNOLOGIES, INC.",2025-12-09,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001744659,"AKERO THERAPEUTICS, INC.",2025-12-09,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000800240,ODP CORP,2025-12-10,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001066605,HEIDRICK & STRUGGLES INTERNATIONAL INC,2025-12-10,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000055067,KELLANOVA,2025-12-11,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001050825,STEELCASE INC,2025-12-11,completion_8k,34,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000066756,ALLETE INC,2025-12-15,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001528129,"VITAL ENERGY, INC.",2025-12-15,completion_8k,33,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001705873,BERRY CORP (BRY),2025-12-18,completion_8k,33,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001605607,"PARAMOUNT GROUP, INC.",2025-12-19,completion_8k,32,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001842718,INTEGRAL AD SCIENCE HOLDING CORP.,2025-12-23,completion_8k,32,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001701051,"WIDEOPENWEST, INC.",2025-12-31,completion_8k,31,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000018349,SYNOVUS FINANCIAL CORP,2026-01-02,completion_8k,30,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001115055,PINNACLE FINANCIAL PARTNERS INC,2026-01-02,completion_8k,32,32,2026-09-04,True,probable_reorganisation,True
sec_broad_terminal_membership_v2,0001442836,"MERSANA THERAPEUTICS, INC.",2026-01-06,completion_8k,30,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001398987,ANYWHERE REAL ESTATE INC.,2026-01-09,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001593222,"CITY OFFICE REIT, INC.",2026-01-09,completion_8k,29,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000852772,DENNY'S CORP,2026-01-16,completion_8k,28,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000020520,"FRONTIER COMMUNICATIONS PARENT, INC.",2026-01-20,completion_8k,28,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001327318,"TRUECAR, INC.",2026-01-22,completion_8k,28,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000912463,GUESS INC,2026-01-23,completion_8k,27,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001159167,IROBOT CORP,2026-01-26,bankruptcy_equity_termination,27,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001515816,"PLYMOUTH INDUSTRIAL REIT, INC.",2026-01-28,form25_plus_form15_no_later_periodic,27,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001808158,REPARE THERAPEUTICS INC.,2026-01-28,completion_8k,27,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001846510,SOHO HOUSE & CO INC.,2026-01-29,completion_8k,27,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001509589,"CIVITAS RESOURCES, INC.",2026-01-30,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0000028412,COMERICA INC,2026-02-02,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001338749,POTLATCHDELTIC CORP,2026-02-02,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001435508,"FIRST SAVINGS FINANCIAL GROUP, INC.",2026-02-02,form25_plus_form15_no_later_periodic,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001687221,"REV GROUP, INC.",2026-02-02,form25_plus_form15_no_later_periodic,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001721947,JAMF HOLDING CORP.,2026-02-02,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001725057,"DAYFORCE, INC.",2026-02-04,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001820566,INSPIRATO INC,2026-02-04,completion_8k,26,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001733294,GENERATION BIO CO.,2026-02-09,completion_8k,25,1,2026-08-21,False,not_flagged,False
sec_broad_terminal_membership_v2,0001029142,DYNAVAX TECHNOLOGIES CORP,2026-02-10,completion_8k,25,1,2026-08-21,False,not_flagged,False
