,dual_momentum_topn,cta_trend_long_only,composite_selective_signals,composite_regime_offense_component,composite_regime_defense_component,taa_10m_sma,phase4_stretch_sector_momentum_sleeve,cash::BIL
2012-10-05,0.09775394888371272,0.07741114271673195,0.13312933499139504,0.03726217203850499,0.30656284133150435,0.09788056003815097,0.25,0.0
2012-10-12,0.09775394888371272,0.07741114271673195,0.13312933499139504,0.03726217203850499,0.30656284133150435,0.09788056003815097,0.25,0.0
2012-10-19,0.09775394888371272,0.07741114271673195,0.13312933499139504,0.03726217203850499,0.30656284133150435,0.09788056003815097,0.25,0.0
2012-10-26,0.05729145531710188,0.08138158233146224,0.13620732063407534,0.06700238883004561,0.3474507833593924,0.11091109927716845,0.19975537025075407,0.0
2012-11-02,0.05729145531710188,0.08138158233146224,0.13620732063407534,0.06700238883004561,0.3474507833593924,0.11091109927716845,0.19975537025075407,0.0
2012-11-09,0.05729145531710188,0.08138158233146224,0.13620732063407534,0.06700238883004561,0.3474507833593924,0.11091109927716845,0.19975537025075407,0.0
2012-11-16,0.05729145531710188,0.08138158233146224,0.13620732063407534,0.06700238883004561,0.3474507833593924,0.11091109927716845,0.19975537025075407,0.0
2012-11-23,0.05729145531710188,0.08138158233146224,0.13620732063407534,0.06700238883004561,0.3474507833593924,0.11091109927716845,0.19975537025075407,0.0
2012-11-30,0.05864955614427598,0.0836761858159138,0.12452811812876814,0.061381200970500184,0.3171855411134308,0.10457939782711112,0.25,0.0
2012-12-07,0.05864955614427598,0.0836761858159138,0.12452811812876814,0.061381200970500184,0.3171855411134308,0.10457939782711112,0.25,0.0
2012-12-14,0.05864955614427598,0.0836761858159138,0.12452811812876814,0.061381200970500184,0.3171855411134308,0.10457939782711112,0.25,0.0
2012-12-21,0.05864955614427598,0.0836761858159138,0.12452811812876814,0.061381200970500184,0.3171855411134308,0.10457939782711112,0.25,0.0
2012-12-28,0.057810688969533,0.08482582893013871,0.13287342947910688,0.06604794213813169,0.3479943175375189,0.11392667667822381,0.196521116267347,0.0
2013-01-04,0.057810688969533,0.08482582893013871,0.13287342947910688,0.06604794213813169,0.3479943175375189,0.11392667667822381,0.196521116267347,0.0
2013-01-11,0.057810688969533,0.08482582893013871,0.13287342947910688,0.06604794213813169,0.3479943175375189,0.11392667667822381,0.196521116267347,0.0
2013-01-18,0.057810688969533,0.08482582893013871,0.13287342947910688,0.06604794213813169,0.3479943175375189,0.11392667667822381,0.196521116267347,0.0
2013-01-25,0.05654895005120005,0.08553702510975525,0.1203552365038627,0.06119199839952151,0.3201585475022681,0.10620824243339241,0.25,0.0
2013-02-01,0.05654895005120005,0.08553702510975525,0.1203552365038627,0.06119199839952151,0.3201585475022681,0.10620824243339241,0.25,0.0
2013-02-08,0.05654895005120005,0.08553702510975525,0.1203552365038627,0.06119199839952151,0.3201585475022681,0.10620824243339241,0.25,0.0
2013-02-15,0.05654895005120005,0.08553702510975525,0.1203552365038627,0.06119199839952151,0.3201585475022681,0.10620824243339241,0.25,0.0
2013-02-22,0.056014836289146094,0.08650540159213813,0.12281026596175912,0.06122137642271604,0.3164791673687078,0.10696895236553283,0.25,0.0
2013-03-01,0.056014836289146094,0.08650540159213813,0.12281026596175912,0.06122137642271604,0.3164791673687078,0.10696895236553283,0.25,0.0
2013-03-08,0.056014836289146094,0.08650540159213813,0.12281026596175912,0.06122137642271604,0.3164791673687078,0.10696895236553283,0.25,0.0
2013-03-15,0.056014836289146094,0.08650540159213813,0.12281026596175912,0.06122137642271604,0.3164791673687078,0.10696895236553283,0.25,0.0
2013-03-22,0.056014836289146094,0.08650540159213813,0.12281026596175912,0.06122137642271604,0.3164791673687078,0.10696895236553283,0.25,0.0
2013-03-29,0.054878132661218854,0.13871172333650825,0.11632991871219557,0.03449004186316608,0.3033062896446511,0.1022838937822601,0.25,0.0
2013-04-05,0.054878132661218854,0.13871172333650825,0.11632991871219557,0.03449004186316608,0.3033062896446511,0.1022838937822601,0.25,0.0
2013-04-12,0.054878132661218854,0.13871172333650825,0.11632991871219557,0.03449004186316608,0.3033062896446511,0.1022838937822601,0.25,0.0
2013-04-19,0.054878132661218854,0.13871172333650825,0.11632991871219557,0.03449004186316608,0.3033062896446511,0.1022838937822601,0.25,0.0
2013-04-26,0.08006751551973863,0.15882902421700779,0.12180627858525213,0.07743067524797678,0.22949873270317,0.08236777372685464,0.25,0.0
2013-05-03,0.08006751551973863,0.15882902421700779,0.12180627858525213,0.07743067524797678,0.22949873270317,0.08236777372685464,0.25,0.0
2013-05-10,0.08006751551973863,0.15882902421700779,0.12180627858525213,0.07743067524797678,0.22949873270317,0.08236777372685464,0.25,0.0
2013-05-17,0.08006751551973863,0.15882902421700779,0.12180627858525213,0.07743067524797678,0.22949873270317,0.08236777372685464,0.25,0.0
2013-05-24,0.08006751551973863,0.15882902421700779,0.12180627858525213,0.07743067524797678,0.22949873270317,0.08236777372685464,0.25,0.0
2013-05-31,0.09002349582055061,0.16957933974044803,0.12247146546944054,0.09404339614647739,0.20095528944197927,0.07292701338110416,0.25,0.0
2013-06-07,0.09002349582055061,0.16957933974044803,0.12247146546944054,0.09404339614647739,0.20095528944197927,0.07292701338110416,0.25,0.0
2013-06-14,0.09002349582055061,0.16957933974044803,0.12247146546944054,0.09404339614647739,0.20095528944197927,0.07292701338110416,0.25,0.0
2013-06-21,0.09002349582055061,0.16957933974044803,0.12247146546944054,0.09404339614647739,0.20095528944197927,0.07292701338110416,0.25,0.0
2013-06-28,0.06941117314277588,0.11513640050365247,0.11727220338646226,0.07306974464380936,0.2394030386055585,0.08884302288493996,0.23437852772239948,0.06248588911040209
2013-07-05,0.06941117314277588,0.11513640050365247,0.11727220338646226,0.07306974464380936,0.2394030386055585,0.08884302288493996,0.23437852772239948,0.06248588911040209
2013-07-12,0.06941117314277588,0.11513640050365247,0.11727220338646226,0.07306974464380936,0.2394030386055585,0.08884302288493996,0.23437852772239948,0.06248588911040209
2013-07-19,0.06941117314277588,0.11513640050365247,0.11727220338646226,0.07306974464380936,0.2394030386055585,0.08884302288493996,0.23437852772239948,0.06248588911040209
2013-07-26,0.11290701068875066,0.121966610358723,0.12837666894788508,0.09736694859570516,0.20623696215894016,0.08314579924999596,0.25,0.0
2013-08-02,0.11290701068875066,0.121966610358723,0.12837666894788508,0.09736694859570516,0.20623696215894016,0.08314579924999596,0.25,0.0
2013-08-09,0.11290701068875066,0.121966610358723,0.12837666894788508,0.09736694859570516,0.20623696215894016,0.08314579924999596,0.25,0.0
2013-08-16,0.11290701068875066,0.121966610358723,0.12837666894788508,0.09736694859570516,0.20623696215894016,0.08314579924999596,0.25,0.0
2013-08-23,0.11290701068875066,0.121966610358723,0.12837666894788508,0.09736694859570516,0.20623696215894016,0.08314579924999596,0.25,0.0
2013-08-30,0.09143795832933663,0.10433303559050619,0.13238155934580503,0.06772525880748588,0.21073462414224742,0.09788495501595439,0.2348324637437785,0.06067014502488599
2013-09-06,0.09143795832933663,0.10433303559050619,0.13238155934580503,0.06772525880748588,0.21073462414224742,0.09788495501595439,0.2348324637437785,0.06067014502488599
2013-09-13,0.09143795832933663,0.10433303559050619,0.13238155934580503,0.06772525880748588,0.21073462414224742,0.09788495501595439,0.2348324637437785,0.06067014502488599
2013-09-20,0.09143795832933663,0.10433303559050619,0.13238155934580503,0.06772525880748588,0.21073462414224742,0.09788495501595439,0.2348324637437785,0.06067014502488599
2013-09-27,0.08560908893358968,0.09980087829536015,0.13669441312428587,0.058186322070776966,0.2182350206815575,0.10544703472857708,0.23465758594471575,0.06136965622113699
2013-10-04,0.08560908893358968,0.09980087829536015,0.13669441312428587,0.058186322070776966,0.2182350206815575,0.10544703472857708,0.23465758594471575,0.06136965622113699
2013-10-11,0.08560908893358968,0.09980087829536015,0.13669441312428587,0.058186322070776966,0.2182350206815575,0.10544703472857708,0.23465758594471575,0.06136965622113699
2013-10-18,0.08560908893358968,0.09980087829536015,0.13669441312428587,0.058186322070776966,0.2182350206815575,0.10544703472857708,0.23465758594471575,0.06136965622113699
2013-10-25,0.10765807176287392,0.12066021582639197,0.14017946278916005,0.09627763067112594,0.19145629547581933,0.09376832347462877,0.25,0.0
2013-11-01,0.10765807176287392,0.12066021582639197,0.14017946278916005,0.09627763067112594,0.19145629547581933,0.09376832347462877,0.25,0.0
2013-11-08,0.10765807176287392,0.12066021582639197,0.14017946278916005,0.09627763067112594,0.19145629547581933,0.09376832347462877,0.25,0.0
2013-11-15,0.10765807176287392,0.12066021582639197,0.14017946278916005,0.09627763067112594,0.19145629547581933,0.09376832347462877,0.25,0.0
2013-11-22,0.10765807176287392,0.12066021582639197,0.14017946278916005,0.09627763067112594,0.19145629547581933,0.09376832347462877,0.25,0.0
2013-11-29,0.11438827882197536,0.12666574499598432,0.13724903905302843,0.11035539139313484,0.17462123200750101,0.08672031372837603,0.25,0.0
2013-12-06,0.11438827882197536,0.12666574499598432,0.13724903905302843,0.11035539139313484,0.17462123200750101,0.08672031372837603,0.25,0.0
2013-12-13,0.11438827882197536,0.12666574499598432,0.13724903905302843,0.11035539139313484,0.17462123200750101,0.08672031372837603,0.25,0.0
2013-12-20,0.11438827882197536,0.12666574499598432,0.13724903905302843,0.11035539139313484,0.17462123200750101,0.08672031372837603,0.25,0.0
2013-12-27,0.1182298532417647,0.12896288244568738,0.1356177339891837,0.11586228594726403,0.16964138814921556,0.08168585622688465,0.25,0.0
2014-01-03,0.1182298532417647,0.12896288244568738,0.1356177339891837,0.11586228594726403,0.16964138814921556,0.08168585622688465,0.25,0.0
2014-01-10,0.1182298532417647,0.12896288244568738,0.1356177339891837,0.11586228594726403,0.16964138814921556,0.08168585622688465,0.25,0.0
2014-01-17,0.1182298532417647,0.12896288244568738,0.1356177339891837,0.11586228594726403,0.16964138814921556,0.08168585622688465,0.25,0.0
2014-01-24,0.1182298532417647,0.12896288244568738,0.1356177339891837,0.11586228594726403,0.16964138814921556,0.08168585622688465,0.25,0.0
2014-01-31,0.11907992128556437,0.13037410755510584,0.13439480681151184,0.11863916347416482,0.1679454438134464,0.0795665570602068,0.25,0.0
2014-02-07,0.11907992128556437,0.13037410755510584,0.13439480681151184,0.11863916347416482,0.1679454438134464,0.0795665570602068,0.25,0.0
2014-02-14,0.11907992128556437,0.13037410755510584,0.13439480681151184,0.11863916347416482,0.1679454438134464,0.0795665570602068,0.25,0.0
2014-02-21,0.11907992128556437,0.13037410755510584,0.13439480681151184,0.11863916347416482,0.1679454438134464,0.0795665570602068,0.25,0.0
2014-02-28,0.11943197926077317,0.13184554436092633,0.13307867593635564,0.11979564736336301,0.16773822374964797,0.07810992932893396,0.25,0.0
2014-03-07,0.11943197926077317,0.13184554436092633,0.13307867593635564,0.11979564736336301,0.16773822374964797,0.07810992932893396,0.25,0.0
2014-03-14,0.11943197926077317,0.13184554436092633,0.13307867593635564,0.11979564736336301,0.16773822374964797,0.07810992932893396,0.25,0.0
2014-03-21,0.11943197926077317,0.13184554436092633,0.13307867593635564,0.11979564736336301,0.16773822374964797,0.07810992932893396,0.25,0.0
2014-03-28,0.11896103052262771,0.1333445188682274,0.13199936845949956,0.12031363713393285,0.16663352158750783,0.07874792342820465,0.25,0.0
2014-04-04,0.11896103052262771,0.1333445188682274,0.13199936845949956,0.12031363713393285,0.16663352158750783,0.07874792342820465,0.25,0.0
2014-04-11,0.11896103052262771,0.1333445188682274,0.13199936845949956,0.12031363713393285,0.16663352158750783,0.07874792342820465,0.25,0.0
2014-04-18,0.11896103052262771,0.1333445188682274,0.13199936845949956,0.12031363713393285,0.16663352158750783,0.07874792342820465,0.25,0.0
2014-04-25,0.10495109648926174,0.12556009449328623,0.11372222982394098,0.12498778437005885,0.18281746774893717,0.0886423367372752,0.24651949059952336,0.012799499737716435
2014-05-02,0.10495109648926174,0.12556009449328623,0.11372222982394098,0.12498778437005885,0.18281746774893717,0.0886423367372752,0.24651949059952336,0.012799499737716435
2014-05-09,0.10495109648926174,0.12556009449328623,0.11372222982394098,0.12498778437005885,0.18281746774893717,0.0886423367372752,0.24651949059952336,0.012799499737716435
2014-05-16,0.10495109648926174,0.12556009449328623,0.11372222982394098,0.12498778437005885,0.18281746774893717,0.0886423367372752,0.24651949059952336,0.012799499737716435
2014-05-23,0.10495109648926174,0.12556009449328623,0.11372222982394098,0.12498778437005885,0.18281746774893717,0.0886423367372752,0.24651949059952336,0.012799499737716435
2014-05-30,0.01783363811726389,0.19150817074054632,0.06066694029241026,0.25250515098642645,0.15684184946388166,0.07064425039947146,0.25000000000000006,0.0
2014-06-06,0.01783363811726389,0.19150817074054632,0.06066694029241026,0.25250515098642645,0.15684184946388166,0.07064425039947146,0.25000000000000006,0.0
2014-06-13,0.01783363811726389,0.19150817074054632,0.06066694029241026,0.25250515098642645,0.15684184946388166,0.07064425039947146,0.25000000000000006,0.0
2014-06-20,0.01783363811726389,0.19150817074054632,0.06066694029241026,0.25250515098642645,0.15684184946388166,0.07064425039947146,0.25000000000000006,0.0
2014-06-27,0.09234513528763906,0.11070133379955302,0.13507281329333848,0.05387747631178395,0.2370152274755501,0.12098801383213545,0.25,0.0
2014-07-04,0.09234513528763906,0.11070133379955302,0.13507281329333848,0.05387747631178395,0.2370152274755501,0.12098801383213545,0.25,0.0
2014-07-11,0.09234513528763906,0.11070133379955302,0.13507281329333848,0.05387747631178395,0.2370152274755501,0.12098801383213545,0.25,0.0
2014-07-18,0.09234513528763906,0.11070133379955302,0.13507281329333848,0.05387747631178395,0.2370152274755501,0.12098801383213545,0.25,0.0
2014-07-25,0.08612661337405406,0.13147743575412052,0.12178756817051199,0.10430804798713823,0.1407976038291217,0.16550273088505346,0.25,0.0
2014-08-01,0.08612661337405406,0.13147743575412052,0.12178756817051199,0.10430804798713823,0.1407976038291217,0.16550273088505346,0.25,0.0
2014-08-08,0.08612661337405406,0.13147743575412052,0.12178756817051199,0.10430804798713823,0.1407976038291217,0.16550273088505346,0.25,0.0
2014-08-15,0.08612661337405406,0.13147743575412052,0.12178756817051199,0.10430804798713823,0.1407976038291217,0.16550273088505346,0.25,0.0
2014-08-22,0.08612661337405406,0.13147743575412052,0.12178756817051199,0.10430804798713823,0.1407976038291217,0.16550273088505346,0.25,0.0
2014-08-29,0.08673359275900741,0.10997543260292092,0.12011561398605622,0.05523626847671553,0.24846514199336925,0.12947395018193064,0.25,0.0
2014-09-05,0.08673359275900741,0.10997543260292092,0.12011561398605622,0.05523626847671553,0.24846514199336925,0.12947395018193064,0.25,0.0
2014-09-12,0.08673359275900741,0.10997543260292092,0.12011561398605622,0.05523626847671553,0.24846514199336925,0.12947395018193064,0.25,0.0
2014-09-19,0.08673359275900741,0.10997543260292092,0.12011561398605622,0.05523626847671553,0.24846514199336925,0.12947395018193064,0.25,0.0
2014-09-26,0.094146541244017,0.0990473232359046,0.13167564182098174,0.05177408813943195,0.2586781961538583,0.11467820940580643,0.25,0.0
2014-10-03,0.094146541244017,0.0990473232359046,0.13167564182098174,0.05177408813943195,0.2586781961538583,0.11467820940580643,0.25,0.0
2014-10-10,0.094146541244017,0.0990473232359046,0.13167564182098174,0.05177408813943195,0.2586781961538583,0.11467820940580643,0.25,0.0
2014-10-17,0.094146541244017,0.0990473232359046,0.13167564182098174,0.05177408813943195,0.2586781961538583,0.11467820940580643,0.25,0.0
2014-10-24,0.094146541244017,0.0990473232359046,0.13167564182098174,0.05177408813943195,0.2586781961538583,0.11467820940580643,0.25,0.0
2014-10-31,0.12732205819328138,0.10303873447840567,0.11563041362169164,0.10590827619478498,0.22331949127937403,0.0747810262324623,0.25000000000000006,0.0
2014-11-07,0.12732205819328138,0.10303873447840567,0.11563041362169164,0.10590827619478498,0.22331949127937403,0.0747810262324623,0.25000000000000006,0.0
2014-11-14,0.12732205819328138,0.10303873447840567,0.11563041362169164,0.10590827619478498,0.22331949127937403,0.0747810262324623,0.25000000000000006,0.0
2014-11-21,0.12732205819328138,0.10303873447840567,0.11563041362169164,0.10590827619478498,0.22331949127937403,0.0747810262324623,0.25000000000000006,0.0
2014-11-28,0.1328948444269684,0.11212318766865188,0.1289013142346782,0.11234307219212065,0.19595144986406157,0.06778613161351923,0.25,1.1102230246251565e-16
2014-12-05,0.1328948444269684,0.11212318766865188,0.1289013142346782,0.11234307219212065,0.19595144986406157,0.06778613161351923,0.25,1.1102230246251565e-16
2014-12-12,0.1328948444269684,0.11212318766865188,0.1289013142346782,0.11234307219212065,0.19595144986406157,0.06778613161351923,0.25,1.1102230246251565e-16
2014-12-19,0.1328948444269684,0.11212318766865188,0.1289013142346782,0.11234307219212065,0.19595144986406157,0.06778613161351923,0.25,1.1102230246251565e-16
2014-12-26,0.10721953403310128,0.08642530302335924,0.1273826197432366,0.07275711594156387,0.2297358179346966,0.07987449205580813,0.2344649609105886,0.06214015635764558
2015-01-02,0.10721953403310128,0.08642530302335924,0.1273826197432366,0.07275711594156387,0.2297358179346966,0.07987449205580813,0.2344649609105886,0.06214015635764558
2015-01-09,0.10721953403310128,0.08642530302335924,0.1273826197432366,0.07275711594156387,0.2297358179346966,0.07987449205580813,0.2344649609105886,0.06214015635764558
2015-01-16,0.10721953403310128,0.08642530302335924,0.1273826197432366,0.07275711594156387,0.2297358179346966,0.07987449205580813,0.2344649609105886,0.06214015635764558
2015-01-23,0.10721953403310128,0.08642530302335924,0.1273826197432366,0.07275711594156387,0.2297358179346966,0.07987449205580813,0.2344649609105886,0.06214015635764558
2015-01-30,0.11972998682527917,0.10664518236117358,0.12227247189211254,0.11313711431710355,0.20866709762983246,0.07954814697449869,0.25000000000000006,0.0
2015-02-06,0.11972998682527917,0.10664518236117358,0.12227247189211254,0.11313711431710355,0.20866709762983246,0.07954814697449869,0.25000000000000006,0.0
2015-02-13,0.11972998682527917,0.10664518236117358,0.12227247189211254,0.11313711431710355,0.20866709762983246,0.07954814697449869,0.25000000000000006,0.0
2015-02-20,0.11972998682527917,0.10664518236117358,0.12227247189211254,0.11313711431710355,0.20866709762983246,0.07954814697449869,0.25000000000000006,0.0
2015-02-27,0.01852905190317264,0.1901541531848245,0.06374997386778194,0.25267563128009285,0.15923659526099945,0.0656545945031286,0.25,0.0
2015-03-06,0.01852905190317264,0.1901541531848245,0.06374997386778194,0.25267563128009285,0.15923659526099945,0.0656545945031286,0.25,0.0
2015-03-13,0.01852905190317264,0.1901541531848245,0.06374997386778194,0.25267563128009285,0.15923659526099945,0.0656545945031286,0.25,0.0
2015-03-20,0.01852905190317264,0.1901541531848245,0.06374997386778194,0.25267563128009285,0.15923659526099945,0.0656545945031286,0.25,0.0
2015-03-27,0.08630368111303587,0.14579101917410264,0.10469238139628813,0.1776221728024163,0.1741900244891628,0.06140072102499431,0.25000000000000006,0.0
2015-04-03,0.08630368111303587,0.14579101917410264,0.10469238139628813,0.1776221728024163,0.1741900244891628,0.06140072102499431,0.25000000000000006,0.0
2015-04-10,0.08630368111303587,0.14579101917410264,0.10469238139628813,0.1776221728024163,0.1741900244891628,0.06140072102499431,0.25000000000000006,0.0
2015-04-17,0.08630368111303587,0.14579101917410264,0.10469238139628813,0.1776221728024163,0.1741900244891628,0.06140072102499431,0.25000000000000006,0.0
2015-04-24,0.10624519246694374,0.11464394018122091,0.1092689449890701,0.14569816494164875,0.20256776394344406,0.06804378525070981,0.2486965698259893,0.004835638400973341
2015-05-01,0.10624519246694374,0.11464394018122091,0.1092689449890701,0.14569816494164875,0.20256776394344406,0.06804378525070981,0.2486965698259893,0.004835638400973341
2015-05-08,0.10624519246694374,0.11464394018122091,0.1092689449890701,0.14569816494164875,0.20256776394344406,0.06804378525070981,0.2486965698259893,0.004835638400973341
2015-05-15,0.10624519246694374,0.11464394018122091,0.1092689449890701,0.14569816494164875,0.20256776394344406,0.06804378525070981,0.2486965698259893,0.004835638400973341
2015-05-22,0.10624519246694374,0.11464394018122091,0.1092689449890701,0.14569816494164875,0.20256776394344406,0.06804378525070981,0.2486965698259893,0.004835638400973341
2015-05-29,0.10916083230889415,0.11318942045742496,0.11906612126790538,0.14900379929373472,0.18323208523768925,0.07638573337916578,0.24996200805518576,1.1102230246251565e-16
2015-06-05,0.10916083230889415,0.11318942045742496,0.11906612126790538,0.14900379929373472,0.18323208523768925,0.07638573337916578,0.24996200805518576,1.1102230246251565e-16
2015-06-12,0.10916083230889415,0.11318942045742496,0.11906612126790538,0.14900379929373472,0.18323208523768925,0.07638573337916578,0.24996200805518576,1.1102230246251565e-16
2015-06-19,0.10916083230889415,0.11318942045742496,0.11906612126790538,0.14900379929373472,0.18323208523768925,0.07638573337916578,0.24996200805518576,1.1102230246251565e-16
2015-06-26,0.08845208813910585,0.09155436494290409,0.132637814367208,0.12074176111708879,0.20104698785818603,0.09599716589983968,0.2054775608312191,0.06409225684444864
2015-07-03,0.08845208813910585,0.09155436494290409,0.132637814367208,0.12074176111708879,0.20104698785818603,0.09599716589983968,0.2054775608312191,0.06409225684444864
2015-07-10,0.08845208813910585,0.09155436494290409,0.132637814367208,0.12074176111708879,0.20104698785818603,0.09599716589983968,0.2054775608312191,0.06409225684444864
2015-07-17,0.08845208813910585,0.09155436494290409,0.132637814367208,0.12074176111708879,0.20104698785818603,0.09599716589983968,0.2054775608312191,0.06409225684444864
2015-07-24,0.08845208813910585,0.09155436494290409,0.132637814367208,0.12074176111708879,0.20104698785818603,0.09599716589983968,0.2054775608312191,0.06409225684444864
2015-07-31,0.08427418226768726,0.08187313804797414,0.13736241003055308,0.1104821971328689,0.21162230702562432,0.10711389417633577,0.19511705525829043,0.0721548160606662
2015-08-07,0.08427418226768726,0.08187313804797414,0.13736241003055308,0.1104821971328689,0.21162230702562432,0.10711389417633577,0.19511705525829043,0.0721548160606662
2015-08-14,0.08427418226768726,0.08187313804797414,0.13736241003055308,0.1104821971328689,0.21162230702562432,0.10711389417633577,0.19511705525829043,0.0721548160606662
2015-08-21,0.08427418226768726,0.08187313804797414,0.13736241003055308,0.1104821971328689,0.21162230702562432,0.10711389417633577,0.19511705525829043,0.0721548160606662
2015-08-28,0.04391549535937666,0.030455480854389944,0.062314976552160756,0.03328462472214834,0.09311620268059473,0.04846150851016012,0.08845171132116944,0.6
2015-09-04,0.04391549535937666,0.030455480854389944,0.062314976552160756,0.03328462472214834,0.09311620268059473,0.04846150851016012,0.08845171132116944,0.6
2015-09-11,0.04391549535937666,0.030455480854389944,0.062314976552160756,0.03328462472214834,0.09311620268059473,0.04846150851016012,0.08845171132116944,0.6
2015-09-18,0.04391549535937666,0.030455480854389944,0.062314976552160756,0.03328462472214834,0.09311620268059473,0.04846150851016012,0.08845171132116944,0.6
2015-09-25,0.04679962272636976,0.028636318045528998,0.06327685774062075,0.02813452584836276,0.09139046646709631,0.04990918604432007,0.09185302312770138,0.6
2015-10-02,0.04679962272636976,0.028636318045528998,0.06327685774062075,0.02813452584836276,0.09139046646709631,0.04990918604432007,0.09185302312770138,0.6
2015-10-09,0.04679962272636976,0.028636318045528998,0.06327685774062075,0.02813452584836276,0.09139046646709631,0.04990918604432007,0.09185302312770138,0.6
2015-10-16,0.04679962272636976,0.028636318045528998,0.06327685774062075,0.02813452584836276,0.09139046646709631,0.04990918604432007,0.09185302312770138,0.6
2015-10-23,0.04679962272636976,0.028636318045528998,0.06327685774062075,0.02813452584836276,0.09139046646709631,0.04990918604432007,0.09185302312770138,0.6
2015-10-30,0.1158969947094891,0.06816209434672672,0.15197062745205675,0.06220018747594002,0.19471894689685645,0.11236253043696746,0.2197300069485263,0.07495861173343721
2015-11-06,0.1158969947094891,0.06816209434672672,0.15197062745205675,0.06220018747594002,0.19471894689685645,0.11236253043696746,0.2197300069485263,0.07495861173343721
2015-11-13,0.1158969947094891,0.06816209434672672,0.15197062745205675,0.06220018747594002,0.19471894689685645,0.11236253043696746,0.2197300069485263,0.07495861173343721
2015-11-20,0.1158969947094891,0.06816209434672672,0.15197062745205675,0.06220018747594002,0.19471894689685645,0.11236253043696746,0.2197300069485263,0.07495861173343721
2015-11-27,0.12030554551790967,0.07020861062956453,0.15794171573559804,0.06082445738697071,0.19109241959359796,0.10864230949172839,0.22529558475290545,0.06568935689172517
2015-12-04,0.12030554551790967,0.07020861062956453,0.15794171573559804,0.06082445738697071,0.19109241959359796,0.10864230949172839,0.22529558475290545,0.06568935689172517
2015-12-11,0.12030554551790967,0.07020861062956453,0.15794171573559804,0.06082445738697071,0.19109241959359796,0.10864230949172839,0.22529558475290545,0.06568935689172517
2015-12-18,0.12030554551790967,0.07020861062956453,0.15794171573559804,0.06082445738697071,0.19109241959359796,0.10864230949172839,0.22529558475290545,0.06568935689172517
2015-12-25,0.04149173014057239,0.028277178053554106,0.06318541607214469,0.033699649856095304,0.09145054123211652,0.04491011542014514,0.0969853692253719,0.6
2016-01-01,0.04149173014057239,0.028277178053554106,0.06318541607214469,0.033699649856095304,0.09145054123211652,0.04491011542014514,0.0969853692253719,0.6
2016-01-08,0.04149173014057239,0.028277178053554106,0.06318541607214469,0.033699649856095304,0.09145054123211652,0.04491011542014514,0.0969853692253719,0.6
2016-01-15,0.04149173014057239,0.028277178053554106,0.06318541607214469,0.033699649856095304,0.09145054123211652,0.04491011542014514,0.0969853692253719,0.6
2016-01-22,0.04149173014057239,0.028277178053554106,0.06318541607214469,0.033699649856095304,0.09145054123211652,0.04491011542014514,0.0969853692253719,0.6
2016-01-29,0.03575713156188456,0.025880428894171355,0.06261141666618475,0.02671416894022295,0.09049437030602797,0.0569572661180122,0.10158521751349624,0.6
2016-02-05,0.03575713156188456,0.025880428894171355,0.06261141666618475,0.02671416894022295,0.09049437030602797,0.0569572661180122,0.10158521751349624,0.6
2016-02-12,0.03575713156188456,0.025880428894171355,0.06261141666618475,0.02671416894022295,0.09049437030602797,0.0569572661180122,0.10158521751349624,0.6
2016-02-19,0.03575713156188456,0.025880428894171355,0.06261141666618475,0.02671416894022295,0.09049437030602797,0.0569572661180122,0.10158521751349624,0.6
2016-02-26,0.03293618137807413,0.02421894194697834,0.0631530589489127,0.02369031764690681,0.08963136948665612,0.061508558063624645,0.10486157252884726,0.6
2016-03-04,0.03293618137807413,0.02421894194697834,0.0631530589489127,0.02369031764690681,0.08963136948665612,0.061508558063624645,0.10486157252884726,0.6
2016-03-11,0.03293618137807413,0.02421894194697834,0.0631530589489127,0.02369031764690681,0.08963136948665612,0.061508558063624645,0.10486157252884726,0.6
2016-03-18,0.03293618137807413,0.02421894194697834,0.0631530589489127,0.02369031764690681,0.08963136948665612,0.061508558063624645,0.10486157252884726,0.6
2016-03-25,0.07611088878640589,0.05618641880438651,0.1504088689432029,0.053119365484808244,0.19412932811496178,0.13847083009117309,0.2427948749024553,0.08877942487260626
2016-04-01,0.07611088878640589,0.05618641880438651,0.1504088689432029,0.053119365484808244,0.19412932811496178,0.13847083009117309,0.2427948749024553,0.08877942487260626
2016-04-08,0.07611088878640589,0.05618641880438651,0.1504088689432029,0.053119365484808244,0.19412932811496178,0.13847083009117309,0.2427948749024553,0.08877942487260626
2016-04-15,0.07611088878640589,0.05618641880438651,0.1504088689432029,0.053119365484808244,0.19412932811496178,0.13847083009117309,0.2427948749024553,0.08877942487260626
2016-04-22,0.07611088878640589,0.05618641880438651,0.1504088689432029,0.053119365484808244,0.19412932811496178,0.13847083009117309,0.2427948749024553,0.08877942487260626
2016-04-29,0.09459402664068454,0.0833800546270727,0.14460591781462884,0.12195776331687413,0.18234032745508355,0.13754418642124486,0.21938457453291513,0.01619314919149617
2016-05-06,0.09459402664068454,0.0833800546270727,0.14460591781462884,0.12195776331687413,0.18234032745508355,0.13754418642124486,0.21938457453291513,0.01619314919149617
2016-05-13,0.09459402664068454,0.0833800546270727,0.14460591781462884,0.12195776331687413,0.18234032745508355,0.13754418642124486,0.21938457453291513,0.01619314919149617
