cik10,company_name_as_filed,sector,current_tickers,first_recent_decision,last_recent_decision,recent_decision_rows,validated_price_rows,batch_price_attempted,companyfacts_cached,single_current_ticker,queue_status,priority
0001302573,ONCOMED PHARMACEUTICALS INC,manufacturing,,2015-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,21,0,False,False,False,identity_recovery_required,3
0001360886,"OSIRIS THERAPEUTICS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,33,0,False,False,False,identity_recovery_required,3
0001437491,"ECOARK HOLDINGS, INC.",manufacturing,,2017-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,13,0,False,False,False,identity_recovery_required,3
0001437786,IMMUNE DESIGN CORP.,manufacturing,,2016-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0001624658,"ALLENA PHARMACEUTICALS, INC.",manufacturing,,2019-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0001624899,STERIS PLC,manufacturing,,2016-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0001697805,BISON CAPITAL ACQUISITION CORP.,manufacturing,,2019-04-01 00:00:00+00:00,2020-04-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000029915,DOW CHEMICAL CO /DE/,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000030554,DUPONT E I DE NEMOURS & CO,manufacturing,CTA-PA|CTA-PB,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000707388,DIGIRAD CORP,manufacturing,,2016-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0000799698,CYTRX CORP,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000827809,NOVELION THERAPEUTICS INC.,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000857737,"ICONIX BRAND GROUP, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000884905,PRAXAIR INC,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0000936402,SHIRE PLC,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001114220,KERYX BIOPHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001137411,ROCKWELL COLLINS INC,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001235007,ENDOCYTE INC,manufacturing,,2013-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001261249,AGILE THERAPEUTICS INC,manufacturing,,2016-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0001292519,INVIVO THERAPEUTICS HOLDINGS CORP.,manufacturing,,2013-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001324189,ORCHIDS PAPER PRODUCTS CO /DE,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001325281,KAPSTONE PAPER & PACKAGING CORP,manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001333170,"NXSTAGE MEDICAL, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001344596,"AMERICAN RAILCAR INDUSTRIES, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001347613,"SYNERGY PHARMACEUTICALS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,32,0,False,False,False,identity_recovery_required,3
0001353970,CHINA XD PLASTICS CO LTD,manufacturing,,2015-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,20,0,False,False,False,identity_recovery_required,3
0001491576,"TESARO, INC.",manufacturing,,2014-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001499807,"K2M GROUP HOLDINGS, INC.",manufacturing,,2016-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0001572552,"ASTERIAS BIOTHERAPEUTICS, INC.",manufacturing,,2018-04-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0001581720,"LOXO ONCOLOGY, INC.",manufacturing,,2016-07-01 00:00:00+00:00,2020-01-01 00:00:00+00:00,15,0,False,False,False,identity_recovery_required,3
0000821995,JUNIPER PHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0000900349,"PERRY ELLIS INTERNATIONAL, INC",manufacturing,,2012-07-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0000917523,"REVOLUTION LIGHTING TECHNOLOGIES, INC.",manufacturing,,2014-07-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001028215,KMG CHEMICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,31,0,False,False,False,identity_recovery_required,3
0001287151,XERIUM TECHNOLOGIES INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,31,0,False,False,False,identity_recovery_required,3
0001393020,"INVUITY, INC.",manufacturing,,2017-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,11,0,False,False,False,identity_recovery_required,3
0001496268,"REVA MEDICAL, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,31,0,False,False,False,identity_recovery_required,3
0001564822,PINNACLE FOODS INC.,manufacturing,,2015-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,19,0,False,False,False,identity_recovery_required,3
0001582249,RASNA THERAPEUTICS INC.,manufacturing,,2017-07-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,10,0,False,False,False,identity_recovery_required,3
0001617898,KLX INC.,manufacturing,,2016-04-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,15,0,False,False,False,identity_recovery_required,3
0001636023,WESTROCK CO,manufacturing,,2015-10-01 00:00:00+00:00,2019-10-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0000087565,SCHULMAN A INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0000313716,HARDINGE INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0000844161,CHEROKEE INC,manufacturing,,2012-07-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,29,0,False,False,False,identity_recovery_required,3
0000866121,"ORBITAL ATK, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0000886035,GENERAL CABLE CORP /DE/,manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0000910267,TITAN PHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001003642,"IMPAX LABORATORIES, LLC",manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0001387156,AIRXPANDERS INC,manufacturing,,2017-10-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0001487730,"SPECTRUM BRANDS HOLDINGS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,30,0,False,False,False,identity_recovery_required,3
0001537561,"ARCH THERAPEUTICS, INC.",manufacturing,,2018-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,6,0,False,False,False,identity_recovery_required,3
0001578932,OCI PARTNERS LP,manufacturing,,2015-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,18,0,False,False,False,identity_recovery_required,3
0001586105,EGALET CORP,manufacturing,,2015-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,18,0,False,False,False,identity_recovery_required,3
0001652923,"AVEXIS, INC.",manufacturing,,2018-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,6,0,False,False,False,identity_recovery_required,3
0001660719,ARALEZ PHARMACEUTICALS INC.,manufacturing,,2016-04-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3
0001732004,"NAUTILUS HOLDCO, INC.",manufacturing,,2018-07-01 00:00:00+00:00,2019-07-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000057528,"SNYDER'S-LANCE, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,29,0,False,False,False,identity_recovery_required,3
0000812701,CALGON CARBON CORP,manufacturing,,2012-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,29,0,False,False,False,identity_recovery_required,3
0000879575,TERRA NITROGEN CO L P /DE,manufacturing,,2012-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,29,0,False,False,False,identity_recovery_required,3
0001110783,MONSANTO CO /NEW/,manufacturing,,2012-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,29,0,False,False,False,identity_recovery_required,3
0001284807,PLY GEM HOLDINGS INC,manufacturing,,2015-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0001534287,BIOAMBER INC.,manufacturing,,2015-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0001594864,"JUNO THERAPEUTICS, INC.",manufacturing,,2016-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,13,0,False,False,False,identity_recovery_required,3
0001609989,"BLUE BUFFALO PET PRODUCTS, INC.",manufacturing,,2017-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,9,0,False,False,False,identity_recovery_required,3
0001681689,BIOVERATIV INC.,manufacturing,,2018-04-01 00:00:00+00:00,2019-04-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000009892,BARD C R INC /NJ/,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0000808362,BAKER HUGHES A GE CO LLC,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0000868725,"RENTECH, INC.",manufacturing,,2012-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0000913165,EXACTECH INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0000944508,"INVENTURE FOODS, INC.",manufacturing,,2013-07-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001022469,DELTIC TIMBER CORP,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001022705,TESCO CORP,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001030749,GULFMARK OFFSHORE INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001053650,OMEGA PROTEIN CORP,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001105533,ARGOS THERAPEUTICS INC,manufacturing,,2017-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0001316175,ANTHERA PHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001365216,"SUCAMPO PHARMACEUTICALS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,28,0,False,False,False,identity_recovery_required,3
0001374128,ENTELLUS MEDICAL INC,manufacturing,,2017-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0001557421,"IGNYTA, INC.",manufacturing,,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0001579252,"JASON INDUSTRIES, INC.",manufacturing,,2015-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0001591517,TIME INC.,manufacturing,,2015-10-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3
0001592288,"DIMENSION THERAPEUTICS, INC.",manufacturing,,2017-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0001640313,"AMPLIFY SNACK BRANDS, INC",manufacturing,,2017-04-01 00:00:00+00:00,2019-01-01 00:00:00+00:00,8,0,False,False,False,identity_recovery_required,3
0000106618,HANDY & HARMAN LTD.,manufacturing,,2012-07-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0000350846,SUPREME INDUSTRIES INC,manufacturing,,2015-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,15,0,False,False,False,identity_recovery_required,3
0000789132,SPECTRANETICS CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0000880771,SCICLONE PHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0001050007,NUTRACEUTICAL INTERNATIONAL CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0001138776,"AEVI GENOMIC MEDICINE, INC.",manufacturing,,2013-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001145460,ALERE INC.,manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0001173281,OHR PHARMACEUTICAL INC,manufacturing,,2015-01-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0001275283,REYNOLDS AMERICAN INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0001369868,"CHINA BIOLOGIC PRODUCTS HOLDINGS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,27,0,False,False,False,identity_recovery_required,3
0001489902,"CHINA GEWANG BIOTECHNOLOGY, INC.",manufacturing,,2017-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,7,0,False,False,False,identity_recovery_required,3
0001510580,"KITE PHARMA, INC.",manufacturing,,2016-04-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,11,0,False,False,False,identity_recovery_required,3
0001680228,KASKAD CORP.,manufacturing,,2017-10-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0001685570,KALMIN CORP.,manufacturing,,2017-10-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0001696898,CHEE CORP.,manufacturing,,2017-10-01 00:00:00+00:00,2018-10-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000102741,VALSPAR CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0000352363,KATE SPADE & CO,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0000909791,ULTRATECH INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0001003344,HEADWATERS INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0001059562,LMI AEROSPACE INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0001311230,"TERRAVIA HOLDINGS, INC.",manufacturing,,2013-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001400482,KUBOTA PHARMACEUTICAL HOLDINGS CO LTD,manufacturing,,2016-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,10,0,False,False,False,identity_recovery_required,3
0001452575,MEAD JOHNSON NUTRITION CO,manufacturing,,2012-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,26,0,False,False,False,identity_recovery_required,3
0001626199,"NIVALIS THERAPEUTICS, INC.",manufacturing,,2016-04-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,10,0,False,False,False,identity_recovery_required,3
0001660484,INNOCOLL HOLDINGS PLC,manufacturing,,2017-07-01 00:00:00+00:00,2018-07-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000020740,CLARCOR INC.,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0000719866,ARCTIC CAT INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0000785787,AEP INDUSTRIES INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0000801898,JOY GLOBAL INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0000861361,B/E AEROSPACE INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0000885306,CYNOSURE INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0001091862,CHEMTURA CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0001293593,"SYNUTRA INTERNATIONAL, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0001415336,ZELTIQ AESTHETICS INC,manufacturing,,2013-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,21,0,False,False,False,identity_recovery_required,3
0001419581,FEDERAL-MOGUL HOLDINGS LLC,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0001476170,UNILIFE CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,25,0,False,False,False,identity_recovery_required,3
0001555365,WHITEWAVE FOODS CO,manufacturing,,2014-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,17,0,False,False,False,identity_recovery_required,3
0001616817,METALDYNE PERFORMANCE GROUP INC.,manufacturing,,2016-04-01 00:00:00+00:00,2018-04-01 00:00:00+00:00,9,0,False,False,False,identity_recovery_required,3
0000053669,JOHNSON CONTROLS INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0000203077,ST JUDE MEDICAL INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0000811240,"BIOLASE, INC",manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0000817979,ACCURIDE CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0000884731,ARIAD PHARMACEUTICALS INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0000892160,"DERMA SCIENCES, INC.",manufacturing,,2014-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,16,0,False,False,False,identity_recovery_required,3
0000897075,REPROS THERAPEUTICS INC.,manufacturing,,2013-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,20,0,False,False,False,identity_recovery_required,3
0001014111,IMATION CORP,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001017491,"APRICUS BIOSCIENCES, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001030206,VASCULAR SOLUTIONS INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001061027,SUNESIS PHARMACEUTICALS INC,manufacturing,,2013-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,20,0,False,False,False,identity_recovery_required,3
0001080056,"THESTREET, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,18,0,False,False,False,identity_recovery_required,3
0001135152,FMC TECHNOLOGIES INC,manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001274644,"OCERA THERAPEUTICS, INC.",manufacturing,,2015-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,12,0,False,False,False,identity_recovery_required,3
0001338042,"AEGERION PHARMACEUTICALS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001382911,"OREXIGEN THERAPEUTICS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,24,0,False,False,False,identity_recovery_required,3
0001415684,MUSCLEPHARM CORP,manufacturing,,2015-04-01 00:00:00+00:00,2018-01-01 00:00:00+00:00,12,0,False,False,False,identity_recovery_required,3
0000005768,"AMERICAN SCIENCE & ENGINEERING, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0000095052,ELIZABETH ARDEN INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0000805264,AXIALL CORP/DE/,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0000906193,KEY TECHNOLOGY INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001011835,"MEDIVATION, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001019361,ROFIN SINAR TECHNOLOGIES INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001054274,"ALLIQUA BIOMEDICAL, INC.",manufacturing,,2016-07-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,6,0,False,False,False,identity_recovery_required,3
0001070698,RAPTOR PHARMACEUTICAL CORP,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001157602,"VITAE PHARMACEUTICALS, INC",manufacturing,,2016-07-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,6,0,False,False,False,identity_recovery_required,3
0001216596,NORTEK INC,manufacturing,,2013-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,19,0,False,False,False,identity_recovery_required,3
0001311596,"TOBIRA THERAPEUTICS, INC.",manufacturing,,2016-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,7,0,False,False,False,identity_recovery_required,3
0001369786,"SAGENT PHARMACEUTICALS, INC.",manufacturing,,2012-07-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001385228,"DNIB UNWIND, INC.",manufacturing,,2015-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,11,0,False,False,False,identity_recovery_required,3
0001385544,HORSEHEAD HOLDING CORP,manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001389072,"HEARTWARE INTERNATIONAL, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,23,0,False,False,False,identity_recovery_required,3
0001416792,RELYPSA INC,manufacturing,,2015-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,11,0,False,False,False,identity_recovery_required,3
0001535031,"TUMI HOLDINGS, INC.",manufacturing,,2014-04-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,15,0,False,False,False,identity_recovery_required,3
0001668523,WIKE CORP.,manufacturing,,2016-10-01 00:00:00+00:00,2017-10-01 00:00:00+00:00,5,0,False,False,False,identity_recovery_required,3
0000357097,"FIBROCELL SCIENCE, INC.",manufacturing,,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3
0000819050,VICAL INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0000920321,"CENVEO, INC",manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0000928421,MATTSON TECHNOLOGY INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001024126,"PERNIX THERAPEUTICS HOLDINGS, INC.",manufacturing,,2013-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,18,0,False,False,False,identity_recovery_required,3
0001130591,XENOPORT INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001135906,"EPIRUS BIOPHARMACEUTICALS, INC.",manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,20,0,False,False,False,identity_recovery_required,3
0001276591,HANSEN MEDICAL INC,manufacturing,,2012-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,22,0,False,False,False,identity_recovery_required,3
0001299139,TEARLAB CORP,manufacturing,,2014-04-01 00:00:00+00:00,2017-07-01 00:00:00+00:00,14,0,False,False,False,identity_recovery_required,3
