cik10,company_name_as_filed,sector,last_eligible_accession,last_eligible_available_at,recovered_symbols,recovery_status,primary_document,source_sha256,first_recent_decision_x,last_recent_decision_x,recent_decision_rows_x,symbol_count,current_tickers,first_recent_decision_y,last_recent_decision_y,recent_decision_rows_y,first_recent_decision,last_recent_decision,recent_decision_rows,recovered_symbol,current_primary,selection_basis,candidate_format_valid,candidate_unique_across_ciks,audit_status
0000846617,"DIME COMMUNITY BANCSHARES, INC. /NY/",finance_insurance_real_estate,0000846617-26-000013,2026-02-21 00:00:00+00:00,DCOM|DCOMP|DCOMG,xbrl_symbol_recovered,dcom-20251231x10k.htm,5566da01adba3ec952a71429d6f44ffe8f5d2990a2a40be30485a4e917042e28,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,DCBG|DCOM|DCOM-P,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,DCOM,DCBG,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000860748,KEMPER CORP,finance_insurance_real_estate,0000860748-26-000014,2026-02-12 00:00:00+00:00,KMPR|KMPB,xbrl_symbol_recovered,kmpr-20251231.htm,3ce8799a6706ac5444a0486946749023cf3837147393b4b9c88ecb9038d446fc,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,KMPB|KMPR,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,KMPR,KMPB,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000879101,KIMCO REALTY CORP,finance_insurance_real_estate,0001193125-26-060760,2026-02-21 00:00:00+00:00,KIM|KIMPRL|KIMPRM|KIMPRN,xbrl_symbol_recovered,kim-20251231.htm,0b25d1f3f0a6772ba1389a2ecea7384d078935466627e94c03b6b1a3502a5d7e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,KIM|KIM-PL|KIM-PM|KIM-PN,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,KIM,KIM,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000883948,ATLANTIC UNION BANKSHARES CORP,finance_insurance_real_estate,0000883948-26-000021,2026-02-27 00:00:00+00:00,AUB|AUB.PRA,xbrl_symbol_recovered,aub-20251231x10k.htm,b298889f7bc0084e4ba7a84b8057ef20262c649eb1e4308d8132082d579f00de,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,AUB|AUB-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AUB,AUB,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000898174,REINSURANCE GROUP OF AMERICA INC,finance_insurance_real_estate,0000898174-26-000006,2026-02-21 00:00:00+00:00,RGA|RZB|RZC,xbrl_symbol_recovered,rga-20251231.htm,4eecdee448e2a4aecb93f5833e7ae15cb3f94feaa231129517613bd214d3faa9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,RGA|RZC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,RGA,RGA,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000899051,ALLSTATE CORP,finance_insurance_real_estate,0000899051-26-000031,2026-02-21 00:00:00+00:00,ALL|ALL.PR.B,xbrl_symbol_recovered,all-20251231.htm,db90f4766e2193f9b85f72e0863b3cefb17f338ba08e8dd704cf13da8fab8279,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,ALL|ALL-PB|ALL-PH|ALL-PI|ALL-PJ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ALL,ALL,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000910108,LXP INDUSTRIAL TRUST,finance_insurance_real_estate,0000910108-26-000009,2026-02-13 00:00:00+00:00,LXP|LXPPRC,xbrl_symbol_recovered,lxp-20251231.htm,73adce45bea25a384ed0143f030ee08db7df3592895151800b96baee7444ae4e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,LXP|LXP-PC,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,LXP,LXP,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000910606,REGENCY CENTERS CORP,finance_insurance_real_estate,0001193125-26-051668,2026-02-14 00:00:00+00:00,REG|REGCP|REGCO,xbrl_symbol_recovered,reg-20251231.htm,dafe8e2b9dc762030eec394bac0d706edd1c21add80998d2119f84e083916406,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,REG|REGCO|REGCP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,REG,REG,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000912595,MID AMERICA APARTMENT COMMUNITIES INC.,finance_insurance_real_estate,0001193125-26-041208,2026-02-07 00:00:00+00:00,MAAI|MAA,xbrl_symbol_recovered,maa-20251231.htm,523a201cd6c4c7406d1966177e572b2b759b29d3da7e846cc7cf6df0f439a5ec,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,MAA|MAA-PI,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,MAAI,MAA,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0000917251,AGREE REALTY CORP,finance_insurance_real_estate,0000917251-26-000013,2026-02-11 00:00:00+00:00,ADC|ADCPRA,xbrl_symbol_recovered,adc-20251231.htm,3e39e4b09ed519a7085899407f00c1f18b9617886bfcf858e70986b853ac83ef,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,ADC|ADC-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ADC,ADC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000927628,CAPITAL ONE FINANCIAL CORP,finance_insurance_real_estate,0000927628-26-000024,2026-02-20 00:00:00+00:00,COF|COF29,xbrl_symbol_recovered,cof-20251231.htm,d2d900c328b3cdd8a86023ca07680d6eac13042cfd42057e7114994efd82bcfa,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,COF|COF-PI|COF-PJ|COF-PK|COF-PL|COF-PN,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,COF,COF,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000930236,REDWOOD TRUST INC,finance_insurance_real_estate,0000930236-26-000007,2026-02-28 00:00:00+00:00,RWT|RWTN|RWTO|RWTP|RWTQ,xbrl_symbol_recovered,rwt-20251231.htm,062486cc1c76a27eb63d2052b6cf1f581ad4985b16ec0d92fdca07efc1bea5ab,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,RWT|RWT-PA|RWTN|RWTO|RWTP|RWTQ|RWTS,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,RWT,RWT,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000936528,WAFD INC,finance_insurance_real_estate,0000936528-26-000020,2026-02-05 00:00:00+00:00,WAFD|WAFDP,xbrl_symbol_recovered,wfsl-20251231.htm,5f5f409f9372b596b59f7776f4823a188988edbaa9e927159979dc798db026fb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,WAFD|WAFDP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,WAFD,WAFD,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0000947484,ARCH CAPITAL GROUP LTD.,finance_insurance_real_estate,0000947484-26-000017,2026-02-27 00:00:00+00:00,ACGL|ACGLO|ACGLN,xbrl_symbol_recovered,acgl-20251231.htm,1ac4355f06ac8ebe22f424cf364df509e3c91f8c18b3cc73ec427cc923fccf8d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,ACGL|ACGLN|ACGLO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ACGL,ACGL,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001004434,"AFFILIATED MANAGERS GROUP, INC.",finance_insurance_real_estate,0001628280-26-008665,2026-02-18 00:00:00+00:00,AMG|MGR|MGRB|MGRD|MGRE,xbrl_symbol_recovered,amg-20251231.htm,e2d0e42fc1d6fd34e672bc9cbb767de0d39e2549a0df1578e49ad8e248d33e41,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,AMG|MGR|MGRB|MGRD|MGRE,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AMG,AMG,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001015328,WINTRUST FINANCIAL CORP,finance_insurance_real_estate,0001015328-26-000007,2026-02-27 00:00:00+00:00,WTFC|WTFCN,xbrl_symbol_recovered,wtfc-20251231.htm,fca83879f502b50a16b1803c38b0c09f22d1ed03f9cfd21c252f425bd5a0c75a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,WTFC|WTFCN,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,WTFC,WTFC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001026214,FEDERAL HOME LOAN MORTGAGE CORP,finance_insurance_real_estate,0001026214-26-000021,2026-02-13 00:00:00+00:00,FMCC|FMCCI|FMCKK|FMCCG|FMCCH|FMCCK|FMCCL|FMCCM|FMCCN|FMCCO|FMCCP|FMCCJ|FMCKP|FMCCS|FMCCT|FMCKO|FMCKM|FMCKN|FMCKL|FMCKI|FMCKJ,xbrl_symbol_recovered,fmcc-20251231.htm,81e38b8b99d36483d8ccb017c57714ce7a91668c3348dd75380df88cb12979a8,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,21,FMCC|FMCCG|FMCCH|FMCCI|FMCCJ|FMCCK|FMCCL|FMCCM|FMCCN|FMCCO|FMCCP|FMCCS|FMCCT|FMCKI|FMCKJ|FMCKK|FMCKL|FMCKM|FMCKN|FMCKO|FMCKP|FREGP|FREJN|FREJO|FREJP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,FMCC,FMCC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001032033,SLM CORP,finance_insurance_real_estate,0001032033-26-000011,2026-02-20 00:00:00+00:00,SLM|SLMBP,xbrl_symbol_recovered,slm-20251231.htm,6fc40e83d78a18c550c40bc18851756f906e301ef0a56e18fc774b007aa37477,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,SLM|SLMBP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,SLM,SLM,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001042046,AMERICAN FINANCIAL GROUP INC,finance_insurance_real_estate,0001042046-26-000010,2026-02-26 00:00:00+00:00,AFG|AFGB|AFGD|AFGC|AFGE,xbrl_symbol_recovered,afg-20251231.htm,dd510532d475bc91d3a4c98abdf9ac6b0def902a7e509e6823e2bfb8c3938fdd,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,AFG|AFGB|AFGC|AFGD|AFGE,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AFG,AFG,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001043219,ANNALY CAPITAL MANAGEMENT INC,finance_insurance_real_estate,0001043219-26-000013,2026-02-13 00:00:00+00:00,NLY|NLY.F|NLY.G|NLY.I|NLY.J,xbrl_symbol_recovered,nly-20251231.htm,55b8e2f2acbb336c108ff708a0f235cdd178958df7ca54bc1f2fd6700c97cb50,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,NLY|NLY-PF|NLY-PG|NLY-PI|NLY-PJ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,NLY,NLY,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001050446,STRATEGY INC,finance_insurance_real_estate,0001050446-26-000020,2026-02-20 00:00:00+00:00,STRF|STRC|STRK|STRD|MSTR,xbrl_symbol_recovered,mstr-20251231.htm,f8bdfc4540033f3cbf68917e01350290901081dd0fd3d62444af86b938f6345c,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,5,MSTR|STRC|STRD|STRF|STRK,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,STRF,MSTR,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001055160,"MFA FINANCIAL, INC.",finance_insurance_real_estate,0001055160-26-000004,2026-02-21 00:00:00+00:00,MFA|MFAN|MFAO,xbrl_symbol_recovered,mfa-20251231.htm,9996948fafc06bdc10b4ea85bf794072a471880129b75a35ded3389088e47080,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,MFA|MFA-PB|MFA-PC|MFAN|MFAO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,MFA,MFA,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001063761,SIMON PROPERTY GROUP INC.,finance_insurance_real_estate,0001104659-26-019419,2026-02-26 00:00:00+00:00,SPG|SPGJ,xbrl_symbol_recovered,spg-20251231x10k.htm,80f3ed1fd9e14575246aa8a616032a9e1866200070f44ebc8a6dbec17bf8dcef,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,SPG|SPG-PJ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,SPG,SPG,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001067983,BERKSHIRE HATHAWAY INC,finance_insurance_real_estate,0001193125-26-083899,2026-03-03 00:00:00+00:00,BRK.A|BRK.B|BRK27|BRK28|BRK30|BRK34|BRK35|BRK39|BRK41|BRK59,xbrl_symbol_recovered,brka-20251231.htm,878392c22e73b92722d63bb4f486586cdb5a0b8ce0d08bc403b1c0239b891282,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,10,BRK-A|BRK-B,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,BRK.A,BRK-A,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001075415,DIVERSIFIED HEALTHCARE TRUST,finance_insurance_real_estate,0001075415-26-000013,2026-02-25 00:00:00+00:00,DHC|DHCNI|DHCNL,xbrl_symbol_recovered,dhc-20251231.htm,ad66ee3f4a8c42a381f759d614636055ad480b0965ddca44f86836ab6590aa4d,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,DHC|DHCNI|DHCNL,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,DHC,DHC,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001077428,TEXAS CAPITAL BANCSHARES INC/TX,finance_insurance_real_estate,0001077428-26-000010,2026-02-11 00:00:00+00:00,TCBI|TCBIO,xbrl_symbol_recovered,tcbi-20251231.htm,0f2e2fbc649ee0098bb6129096bf446f337046ca8b7961acf287066c4bb74259,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,TCBI|TCBIO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,TCBI,TCBI,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001115055,PINNACLE FINANCIAL PARTNERS INC,finance_insurance_real_estate,0001115055-25-000194,2025-11-05 00:00:00+00:00,PNFP|PNFPP,xbrl_symbol_recovered,pnfp-20250930.htm,a234eb4d35dd93b8e829d4365f8367a4096d09132873292deef3824f6538763f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,2023-01-01 00:00:00+00:00,2026-01-01 00:00:00+00:00,13,PNFP,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001137774,PRUDENTIAL FINANCIAL INC,finance_insurance_real_estate,0001137774-26-000048,2026-02-13 00:00:00+00:00,PRU|PRH|PRS|PFH,xbrl_symbol_recovered,pru-20251231.htm,1218b5d69e7e3afe420ed116c1074e469c367a182730d355f1b31eebaf37c17b,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,PFH|PRH|PRS|PRU,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,PRU,PFH,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001176948,ARES MANAGEMENT CORP,finance_insurance_real_estate,0001628280-26-011413,2026-02-26 00:00:00+00:00,ARES|ARES.PRB,xbrl_symbol_recovered,ares-20251231.htm,da8bc236697884ac3eb930e256563206b372773288ace95fcef4550017c12421,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,ARES|ARES-PB,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ARES,ARES,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001224608,"CNO FINANCIAL GROUP, INC.",finance_insurance_real_estate,0001224608-26-000017,2026-02-25 00:00:00+00:00,CNO|CNOPA,xbrl_symbol_recovered,cno-20251231.htm,fa1bfdca3c9096496deff9f87cc8fec376f0e2ad9030b7086f5115ce84041a2f,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,CNO|CNO-PA,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,CNO,CNO,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001234006,GLADSTONE COMMERCIAL CORP,finance_insurance_real_estate,0001234006-26-000005,2026-02-19 00:00:00+00:00,GOOD|GOODN|GOODO,xbrl_symbol_recovered,good-20251231.htm,86963073a957377908039ebe75f8bde4b31f8f8b18aebb36fcfd7c5fef60ff96,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,GOOD|GOODN|GOODO,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,GOOD,GOOD,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001253986,ARBOR REALTY TRUST INC,finance_insurance_real_estate,0001253986-26-000019,2026-02-28 00:00:00+00:00,ABR|ABR-PD|ABR-PE|ABR-PF,xbrl_symbol_recovered,abr-20251231.htm,8f19b6aa6400b3a2f0dc3bb750022f6c6f2f3277ec2f709397f23d4386f65e3a,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,ABR|ABR-PD|ABR-PE|ABR-PF,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ABR,ABR,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001267238,"ASSURANT, INC.",finance_insurance_real_estate,0001267238-26-000010,2026-02-20 00:00:00+00:00,AIZ|AIZN,xbrl_symbol_recovered,aiz-20251231.htm,5e251559dde007f1955ae9bef536adfa85b4c1f355d52eff9fed416de985e6b9,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,AIZ|AIZN,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,AIZ,AIZ,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001273685,"ADAMAS TRUST, INC.",finance_insurance_real_estate,0001273685-26-000029,2026-02-21 00:00:00+00:00,ADAM|ADAMN|ADAMM|ADAML|ADAMZ|ADAMI|ADAMG|ADAMH|ADAMO,xbrl_symbol_recovered,adam-20251231.htm,96ebfa016ce3f4a8a676250e28914e719382f8762608735970c1bab5f726cecb,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,9,ADAM|ADAMG|ADAMH|ADAMI|ADAMK|ADAML|ADAMM|ADAMN|ADAMO|ADAMZ,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ADAM,ADAM,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001332551,ACRES COMMERCIAL REALTY CORP.,finance_insurance_real_estate,0001193125-26-098916,2026-03-11 00:00:00+00:00,ACR|ACRPRC|ACRPRD,xbrl_symbol_recovered,acr-20251231.htm,50d8246331eef74913cded9656a8ec20628fc4af71aaa8a8a60ff32513ebe2d0,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,ACR|ACR-PC|ACR-PD,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,ACR,ACR,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001341317,BRIDGEWATER BANCSHARES INC,finance_insurance_real_estate,0001104659-26-020063,2026-02-27 00:00:00+00:00,BWB|BWBBP,xbrl_symbol_recovered,bwb-20251231x10k.htm,d931992ae0ff645466f08008a3725554a7fcacdfe4a4cb7767dc52fb6ed2fb9c,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,BWB|BWBBP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,BWB,BWB,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001363829,ENSTAR GROUP LTD,finance_insurance_real_estate,0001363829-25-000083,2025-05-02 00:00:00+00:00,ESGR|ESGRP|ESGRO,xbrl_symbol_recovered,esgr-20250331.htm,5bfca71a03d9bf0b74ec88440ec266d16f807a08278477e8e657ad52b92d6b62,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,2023-01-01 00:00:00+00:00,2025-07-01 00:00:00+00:00,11,ESGR,,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
0001393311,PUBLIC STORAGE,finance_insurance_real_estate,0001628280-26-007696,2026-02-13 00:00:00+00:00,PSA|PSAPRF|PSAPRG|PSAPRH|PSAPRI|PSAPRJ|PSAPRK|PSAPRL|PSAPRM|PSAPRN|PSAPRO|PSAPRP|PSAPRQ|PSAPRR|PSAPRS,xbrl_symbol_recovered,psa-20251231.htm,24eef9e6f7dbf0a28c13289265ca2255cb903934b4856441a157721a276a433e,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,15,PSA|PSA-PF|PSA-PG|PSA-PH|PSA-PI|PSA-PJ|PSA-PK|PSA-PL|PSA-PM|PSA-PN|PSA-PO|PSA-PP|PSA-PQ|PSA-PR|PSA-PS|PSA-PT|PSA-PU,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,PSA,PSA,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001404912,KKR & CO. INC.,finance_insurance_real_estate,0001404912-26-000007,2026-02-28 00:00:00+00:00,KKR|KKRS|KKRT,xbrl_symbol_recovered,kkr-20251231.htm,bcf6bac309183058be2b205c932226f85dc551c7bb40a77a72fbc14fa653cb02,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,3,KKR|KKR-PD|KKRS|KKRT,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,KKR,KKR,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001408534,"FIRST GUARANTY BANCSHARES, INC.",finance_insurance_real_estate,0001408534-25-000092,2025-11-18 00:00:00+00:00,FGBI|FGBIP,xbrl_symbol_recovered,fgbi-20250930.htm,953d99ce4d6a43c913cf4e9edff905008871112cb3cca3876d2fbda9f901a753,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2,FGBI|FGBIP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,FGBI,FGBI,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001409493,CHIMERA INVESTMENT CORP,finance_insurance_real_estate,0001409493-26-000017,2026-02-19 00:00:00+00:00,CIM|CIMN|CIMO|CIMP,xbrl_symbol_recovered,cim-20251231.htm,d946921bdface09c0e97659a657a2fe2d484d82d8559a721f78d4e72b8ba5b80,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,4,CIM|CIM-PA|CIM-PB|CIM-PC|CIM-PD|CIMN|CIMO|CIMP,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,CIM,CIM,sec_current_primary_matches_xbrl_first,True,True,accepted_primary_candidate
0001415311,PROSHARES TRUST II,finance_insurance_real_estate,0001193125-26-077441,2026-02-27 00:00:00+00:00,SVXY|UCO|BOIL|ULE|UGL|AGQ|UVXY|YCL|SCO|KOLD|EUO|GLL|ZSL|YCS|VIXM|VIXY,xbrl_symbol_recovered,d785470d10k.htm,3e63b6281f786e74c0788163f17d41e965114344d20b5a545daa77e23a9ca164,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,16,AGQ|BOIL|EUO|GLL|KOLD|SCO|SVXY|UCO|UGL|ULE|UVXY|VIXM|VIXY|YCL|YCS|ZSL,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,2023-01-01 00:00:00+00:00,2026-04-01 00:00:00+00:00,14,SVXY,AGQ,sec_xbrl_first_reported_symbol,True,True,accepted_primary_candidate
